"wages","education","age","sex","language"
6.75,12.5,40,"Female","English"
10.66,NA,29,"Female","English"
13.6,11,31,"Male","English"
NA,12,72,"Male","English"
6,15,22,"Male","English"
36,11,49,"Male","English"
17.41,13,36,"Female","English"
11.17,15,31,"Male","English"
NA,17.1,42,"Male","English"
7.3,11,18,"Male","English"
12.78,15,34,"Female","English"
7,12,32,"Male","English"
28.56,20,36,"Female","English"
9.5,12,59,"Female","English"
NA,11,41,"Female","English"
NA,14.4,48,"Female","English"
6.9,12,20,"Male","English"
12.84,11,17,"Female","English"
NA,12.5,73,"Male","English"
16.8,11,50,"Male","English"
10.2,10.5,47,"Female","English"
NA,8.5,56,"Male","English"
NA,12,36,"Female","English"
16.58,12,41,"Male","English"
12.55,8,60,"Male","English"
4.98,15,21,"Female","English"
NA,16,50,"Male","Other"
15.01,NA,31,"Male","English"
NA,10,51,"Male","English"
14.97,16.6,27,"Male","English"
3.43,12.6,31,"Male","French"
NA,14,39,"Female","English"
4.2,2,16,"Female","English"
NA,8,64,"Male","English"
18.57,12,36,"Male","English"
NA,8,71,"Female","English"
21.6,10,35,"Male","English"
17.4,15,33,"Male","English"
NA,9,37,"Male","English"
21.84,20,29,"Male","English"
NA,13,24,"Male","Other"
NA,NA,16,"Female",NA
18.03,15.1,38,"Male","English"
12.46,12,36,"Male","English"
16.1,12.5,36,"Female","English"
21.18,17,39,"Female","English"
NA,8,54,"Male","Other"
NA,10.5,46,"Female","English"
NA,10,59,"Male","English"
NA,9,41,"Female","English"
NA,8,80,"Female","English"
38.4,12,39,"Male","English"
12.22,11,26,"Male","English"
9.72,15,28,"Male","English"
21.57,11,34,"Male","English"
14.81,14,36,"Female","English"
6.81,13,18,"Male","English"
NA,14,56,"Male","English"
17.67,12,43,"Male","English"
NA,14,28,"Female","English"
32.6,20,38,"Male","English"
12.8,11.5,46,"Female","English"
NA,14,66,"Female","English"
NA,0,63,"Female","French"
NA,10.1,33,"Male","Other"
8.26,11.2,18,"Male","English"
NA,8,52,"Male","English"
NA,12,68,"Male","English"
NA,11,38,"Female","English"
16.46,12,32,"Female","Other"
NA,14,65,"Female","English"
28.54,17,26,"Male","English"
NA,10,36,"Female","English"
7,18.3,25,"Female","English"
29.54,11.5,47,"Female","English"
NA,8,45,"Female","Other"
12.07,17,25,"Male","English"
NA,16,70,"Male","English"
15.67,12.5,43,"Female","English"
8,11,22,"Female","English"
NA,16,55,"Female","English"
7.25,9.5,45,"Female","English"
NA,10,30,"Male","English"
6.7,16,66,"Male","English"
NA,12,44,"Female","English"
11.93,12.5,30,"Female","English"
6.45,12,17,"Male","English"
NA,8,60,"Male","English"
32.47,17,40,"Male","English"
3.8,NA,60,"Male","Other"
NA,NA,79,"Male","Other"
NA,9,62,"Male","English"
NA,11.1,20,"Male","English"
8,15,59,"Female","English"
NA,12,71,"Male","English"
7,12,57,"Female","English"
32.16,17,40,"Female","English"
19.4,17,37,"Male","English"
NA,14,43,"Female","English"
NA,13.5,47,"Female","French"
8.9,9,32,"Male","French"
NA,10,32,"Female","English"
7,14,20,"Female","English"
NA,14,49,"Male","English"
NA,0,57,"Male","English"
9.5,13,27,"Male","Other"
10.14,17.6,24,"Male","Other"
8.5,12,34,"Female","English"
NA,11.5,38,"Male","English"
7.5,6,51,"Female","Other"
8.37,17,23,"Female","English"
15.06,11,42,"Male","French"
NA,8,62,"Male","English"
NA,12,17,"Female","English"
NA,10,65,"Female","English"
NA,12,79,"Female","English"
NA,16,57,"Male","Other"
5.58,10,33,"Male","English"
NA,13,64,"Female","English"
14.6,11,54,"Female","English"
10,11,64,"Female","English"
NA,12,42,"Female","English"
7.11,14.6,21,"Female","English"
NA,16,70,"Female","English"
12.8,13,41,"Male","English"
NA,18,26,"Female","English"
NA,16,36,"Female","Other"
6.99,13,48,"Female","English"
NA,17,67,"Female","English"
NA,10,26,"Female","English"
13.04,18,36,"Female","English"
8.57,13,18,"Female","English"
6.43,NA,30,"Male","English"
18.21,16,57,"Female","English"
14.33,11,39,"Female","English"
6.47,15.5,22,"Female","French"
NA,20,43,"Male","English"
11.5,13,24,"Male","Other"
17.35,11.5,32,"Female","English"
NA,10,80,"Male","English"
14.85,8,55,"Female","English"
NA,12,47,"Female","English"
22.56,17,32,"Male","English"
6.84,14,19,"Female","English"
9.43,14,58,"Male","English"
14.44,17.2,38,"Female","English"
15.33,13.6,25,"Male","English"
NA,8,69,"Female",NA
NA,11.5,83,"Female","English"
NA,14,83,"Male","English"
NA,10,17,"Male","English"
NA,15,79,"Female","English"
NA,12,53,"Female","English"
12.64,10,34,"Female","Other"
12.8,20,45,"Male","English"
12.48,11,39,"Female","English"
10.81,14,20,"Male","English"
NA,12,35,"Male","French"
30.72,15,42,"Male","English"
NA,8,78,"Male","Other"
17.5,11,16,"Male","English"
10,12,49,"Female","English"
NA,2,16,"Male","English"
NA,10,48,"Female","English"
21.39,20,35,"Female","English"
NA,10,16,"Male","English"
20.4,20,25,"Male","Other"
15.5,14,26,"Male","English"
19.68,16,42,"Male","Other"
12.1,10,32,"Male","English"
15,13.5,39,"Female","English"
8,12,24,"Male","English"
NA,10,68,"Female","English"
10.46,17,31,"Male","Other"
NA,15,68,"Female","Other"
NA,8,76,"Female","French"
NA,10,67,"Male","English"
NA,15,47,"Male","English"
NA,10,16,"Female","English"
26.18,20,48,"Female","English"
NA,15,26,"Male","English"
11.76,17.6,32,"Female","English"
NA,10,16,"Male","English"
NA,11,52,"Female","English"
NA,8,61,"Male","French"
NA,14,65,"Female","Other"
18.99,13,62,"Male","Other"
NA,11,45,"Female","Other"
NA,12,41,"Female","English"
8,15,38,"Female","English"
7,12,18,"Female","English"
NA,9,66,"Female","English"
NA,9,55,"Female","English"
23.33,12,39,"Female","French"
12,14,45,"Male","English"
24.44,13,37,"Male","English"
NA,8,73,"Male","Other"
NA,12,28,"Female","English"
28.8,14,53,"Male","English"
7,3,17,"Female","English"
NA,13,34,"Female","English"
NA,17,33,"Male","English"
8,6,25,"Male","Other"
NA,15,52,"Male","English"
22.4,NA,61,"Male","English"
23.87,12.5,51,"Male","English"
NA,12,46,"Female","English"
12.8,12.1,48,"Female","English"
20.16,20,25,"Male","Other"
NA,15.2,62,"Female","English"
NA,10,19,"Female","Other"
NA,12,18,"Female","English"
NA,10.2,35,"Female","English"
13.31,12,39,"Female","English"
8.55,8,54,"Male","English"
26.4,12,48,"Male","English"
NA,9,79,"Female","French"
18.24,8,58,"Male","Other"
6.25,11,17,"Female","English"
31,16,43,"Female","English"
9,16.5,25,"Male","English"
NA,11,66,"Female","English"
NA,12.5,48,"Female","English"
NA,16,29,"Female","English"
17.4,13.6,49,"Female","Other"
NA,16,37,"Female","English"
9.6,10,25,"Male","Other"
6.76,11,55,"Female","Other"
32.64,15,38,"Female","English"
24.32,20,35,"Male","English"
38.4,10.5,39,"Male","English"
NA,14,39,"Female","Other"
40.32,18,49,"Male","English"
7.5,14.6,23,"Male","English"
4.95,14,31,"Male","English"
NA,19,29,"Female","English"
NA,9,58,"Male",NA
19.76,14,32,"Female","English"
8,10,28,"Female","English"
6.85,10,42,"Female","English"
18.25,20,34,"Female","English"
38.4,17,36,"Male","English"
32.64,17,30,"Male","English"
19.2,16,45,"Female","Other"
NA,NA,60,"Male","English"
15.73,18,39,"Male","French"
NA,8,64,"Male","English"
NA,20,43,"Male","English"
NA,11,16,"Female","English"
NA,11,16,"Male","Other"
NA,8,48,"Male","English"
NA,10,33,"Female","English"
9.01,13,46,"Male","English"
NA,11,65,"Male","English"
NA,14,23,"Female","English"
NA,13,27,"Male","English"
NA,15,78,"Female","English"
NA,11,32,"Female","French"
17,10,41,"Male","English"
12.59,10,50,"Male",NA
24.48,18,53,"Male","English"
NA,10,76,"Female","English"
NA,11.5,54,"Male","Other"
NA,8,56,"Male","English"
8,13.5,37,"Female","Other"
28.8,14.5,51,"Male","Other"
NA,9.5,48,"Male","English"
NA,12,46,"Female","French"
23.91,12,26,"Male","English"
21.6,10,42,"Male","English"
NA,11,75,"Female","English"
NA,12,70,"Male","Other"
NA,9,43,"Female","English"
NA,12,48,"Female","English"
17.16,15,41,"Male","English"
NA,16.6,29,"Female","English"
NA,9,54,"Male","English"
NA,12,17,"Female","English"
11.25,16.3,30,"Male","English"
6.75,15,45,"Female","English"
7.5,NA,30,"Male","Other"
13.67,12,30,"Male","English"
19.08,16,33,"Male","Other"
16.9,12.1,43,"Male","English"
NA,12,37,"Male","English"
20.21,15,33,"Male","Other"
9.95,12,55,"Female","English"
7,17.6,25,"Female","English"
NA,8,74,"Female","English"
27.56,14,40,"Female","English"
NA,20,30,"Male","French"
NA,11,60,"Female","English"
NA,17,29,"Female","English"
NA,NA,76,"Male","English"
8.75,NA,27,"Male",NA
15.84,14,32,"Female","Other"
NA,15.3,24,"Female","English"
NA,6,59,"Male","French"
20.68,12.5,38,"Female","English"
19.7,12,23,"Female","Other"
NA,10,32,"Male","English"
NA,10,46,"Female","English"
NA,7,60,"Male","English"
10.09,12.1,35,"Female","English"
8.63,17,24,"Male",NA
17.52,12.5,40,"Male","English"
17.22,15,28,"Male","English"
13.5,10.2,30,"Male","Other"
14.15,11.5,53,"Female","English"
NA,12,40,"Male","English"
18,15,41,"Female","English"
NA,12.5,71,"Female","English"
25.95,11,55,"Male","English"
NA,8,64,"Female","Other"
NA,9,73,"Female","English"
NA,14,58,"Female","English"
13,12,26,"Male","English"
24,17,38,"Female","English"
NA,8,65,"Male","English"
6,11,16,"Female","English"
32.4,16,31,"Male","English"
7,11.5,66,"Female","English"
NA,8,52,"Male","Other"
17,11,33,"Male","English"
NA,15,59,"Female","English"
18.46,12,50,"Male","English"
10.63,12,31,"Female","English"
NA,12,91,"Female","English"
18.24,8,51,"Male","French"
NA,6,66,"Female","English"
NA,13.5,42,"Male","English"
7.79,13.1,18,"Female","English"
NA,18.2,47,"Female","English"
NA,12,39,"Female","English"
35.96,20,48,"Male","English"
16.67,8,51,"Male","Other"
NA,9,66,"Male","French"
NA,8,75,"Male","Other"
16.26,14.4,32,"Female","English"
NA,8,69,"Male","Other"
NA,5,61,"Female","Other"
10,14,29,"Female","English"
NA,9,17,"Female","English"
NA,3,55,"Female","Other"
NA,12,30,"Female","English"
11.06,10,29,"Male","English"
NA,14.5,51,"Male","English"
15,6,53,"Male","Other"
7.88,14,23,"Female","English"
NA,17,58,"Male","English"
NA,14,64,"Male","English"
NA,8,67,"Male","Other"
NA,12,78,"Male","English"
49.44,20,55,"Male","English"
7,16.3,31,"Female","English"
NA,9.5,26,"Female","English"
17.28,12,61,"Male","English"
NA,10,16,"Female","English"
27.44,16,33,"Male","English"
10.28,13.5,29,"Female","English"
11,11,38,"Male","English"
9.12,12,57,"Female","English"
NA,10,70,"Male","English"
14.93,15.6,22,"Male","English"
4.72,11,18,"Male","English"
NA,11,46,"Male","English"
12.5,10,35,"Male","English"
NA,11,73,"Male","English"
10.26,10,57,"Female","French"
NA,12,30,"Male","English"
17.6,13.2,41,"Female","English"
16,10.8,26,"Male","English"
NA,NA,88,"Male","English"
35.84,20,49,"Female","Other"
8.51,10,59,"Female","English"
NA,15,36,"Male","French"
NA,10,62,"Female","English"
19.2,11.5,57,"Male","Other"
16,14,49,"Male","English"
NA,12,35,"Male","Other"
NA,11,51,"Male","English"
NA,17,72,"Male","English"
NA,8,88,"Female","English"
15.75,15,31,"Male","English"
37.6,16,43,"Female","French"
NA,10,44,"Female","English"
NA,11,33,"Female","English"
NA,11,19,"Female","English"
22,12.5,46,"Male","English"
NA,20,81,"Male","English"
NA,11,79,"Male","English"
NA,9,20,"Female","Other"
10.24,12,51,"Female","English"
NA,9,50,"Male","English"
NA,15,28,"Female","English"
8.32,13,42,"Male","English"
26.58,13,35,"Male","English"
NA,14,43,"Male","Other"
12.84,9.5,20,"Female","English"
NA,17,73,"Male","English"
10.61,12,39,"Female","English"
15.66,17,45,"Female",NA
18,11,47,"Male","English"
18.56,18,53,"Female","English"
NA,8,83,"Female","English"
12.8,11,64,"Female","English"
NA,14,34,"Female","English"
13.44,12,24,"Male","English"
NA,12.5,49,"Female","Other"
NA,9,73,"Male","English"
NA,10,62,"Female","English"
6.95,12.5,32,"Male","English"
NA,13,19,"Female","English"
7.18,13.2,24,"Male","English"
NA,8,72,"Female","Other"
NA,16,69,"Female","French"
NA,9,64,"Male","English"
NA,12.5,65,"Male","English"
NA,13.5,28,"Female","English"
NA,11,71,"Female","English"
30.24,19,40,"Female","English"
18,20,42,"Male","Other"
3.24,14,23,"Male","English"
13.71,11.5,33,"Female","English"
7.84,12.4,19,"Female","English"
NA,15.5,22,"Male","English"
NA,12.5,34,"Male","English"
21.6,11,33,"Male","English"
NA,11,20,"Male","English"
8.78,12.5,35,"Male","English"
18.24,12,31,"Male","English"
31.99,16,34,"Male","French"
9,9,60,"Male","English"
23.81,17,45,"Male","English"
NA,11,58,"Female","English"
12.19,12.7,24,"Female","English"
26.4,12.5,37,"Male","English"
10.97,12.5,46,"Female","English"
17.5,12,33,"Male","English"
NA,13,19,"Male","English"
NA,14,50,"Female","English"
31.04,14,47,"Male","English"
6.7,14,19,"Male","Other"
NA,12,29,"Female","English"
10.78,12.5,40,"Female","English"
NA,8,54,"Male","English"
7.68,12,34,"Female","English"
15.22,13.5,32,"Male","English"
NA,12.5,32,"Male","English"
44.95,17,46,"Male","English"
NA,8,36,"Female","English"
NA,10,17,"Male","English"
8.74,14.1,18,"Female","English"
NA,10.5,76,"Male","English"
NA,18.3,42,"Male","English"
6.51,12,18,"Female","English"
NA,10,61,"Female","English"
13.5,10.5,38,"Male","English"
NA,14,68,"Female","English"
NA,10,44,"Male","English"
20,14,37,"Male","English"
8.6,18.5,26,"Female","English"
NA,8,63,"Female","English"
NA,NA,54,"Female","English"
22.77,18,32,"Female",NA
NA,8.5,57,"Female","French"
31.49,16,45,"Male","English"
NA,11.1,26,"Female","French"
20,14,36,"Male","Other"
NA,12,67,"Female","English"
18.64,10.5,43,"Male","English"
15,12,51,"Male","English"
21.6,7.5,63,"Male","English"
NA,10,68,"Male","English"
23.04,14.8,39,"Female","English"
26.88,19,47,"Male","English"
NA,13,19,"Male","French"
8.64,12.5,35,"Female","English"
NA,10,25,"Male","English"
32.31,8,49,"Female","English"
18,14,35,"Female","English"
NA,14,41,"Male","English"
NA,13.3,26,"Male","Other"
24.04,11.5,50,"Male","English"
6.9,16.5,28,"Female","English"
19.2,13,36,"Male","English"
NA,11,76,"Female","English"
6.35,15.5,22,"Male","English"
NA,17,31,"Female","Other"
NA,15,26,"Male","English"
20.67,19,29,"Female","English"
NA,8,56,"Female","Other"
NA,8,59,"Female","French"
23.62,18,58,"Female","English"
NA,15,74,"Male","English"
14.4,17,25,"Male","English"
NA,5,71,"Male","Other"
6.35,12,20,"Male","English"
36.27,13.5,28,"Female","English"
7,13.5,26,"Female","English"
NA,18,47,"Female","Other"
18.1,13,40,"Male","Other"
NA,8,55,"Male","English"
NA,13.6,23,"Male","English"
17.5,10.5,45,"Male","English"
11.94,8,47,"Male","English"
7,12,20,"Female","English"
3.23,12,30,"Female","English"
NA,10.5,78,"Female","English"
19.98,17.4,26,"Male","Other"
16,15.4,38,"Female","English"
NA,15,37,"Male","English"
NA,8,84,"Female","Other"
NA,15,38,"Female","English"
NA,10,49,"Female","Other"
NA,10,74,"Female","English"
NA,8,75,"Female","French"
23.93,16,45,"Male","English"
NA,1,69,"Female","French"
8.89,16,21,"Male","English"
NA,7,83,"Female","English"
NA,9,81,"Male","English"
NA,18,36,"Female","English"
12.35,13,25,"Female","English"
NA,18,45,"Female","English"
NA,13.5,35,"Male","English"
NA,13,32,"Female","English"
NA,11.5,41,"Female","English"
NA,11,58,"Female","English"
17.48,10.5,48,"Male","English"
16.83,16,46,"Male","English"
NA,12,45,"Female","English"
NA,NA,45,"Female","English"
NA,17,64,"Male","English"
NA,12,24,"Female","English"
NA,12,66,"Male","English"
31.2,NA,38,"Male",NA
13.55,17,24,"Female","English"
6.21,13,33,"Male","English"
11.1,12,42,"Female","English"
9.9,14.5,46,"Female","English"
12.96,12,40,"Female","English"
NA,10,62,"Male","English"
NA,10,63,"Male","English"
7.3,13,20,"Female","English"
13.31,13.5,31,"Male","English"
NA,20,36,"Male","Other"
12.62,12,45,"Female","English"
NA,14,35,"Female","English"
NA,12,34,"Female","English"
35.84,20,47,"Female","Other"
17,12,27,"Male","English"
20,16,51,"Male","English"
NA,4,75,"Female","Other"
7.64,11,17,"Male","English"
12.17,15,54,"Female","English"
NA,10.5,27,"Female","English"
13.61,NA,36,"Female","English"
NA,8,77,"Male","English"
NA,12.4,18,"Male","English"
NA,12,71,"Male","English"
17.63,14,29,"Female","English"
NA,12,79,"Male","English"
NA,14,69,"Male","Other"
26.11,16.8,42,"Female","English"
14.5,16,31,"Female","English"
NA,12,65,"Male","English"
NA,12.5,55,"Male","English"
NA,11,66,"Male","English"
7.55,11.6,20,"Male","English"
NA,10,16,"Female","English"
NA,16,28,"Male","Other"
8,16.5,24,"Male","English"
5.8,16.3,21,"Male","English"
NA,15,42,"Female","English"
NA,8,78,"Female","French"
NA,0,84,"Male","English"
10.79,12.1,28,"Female","English"
13.1,9.5,55,"Female","English"
20.4,11,38,"Male","English"
20.87,18,28,"Male","Other"
NA,9,73,"Male","English"
NA,7,69,"Male","Other"
16,13,38,"Female","English"
15.53,18.5,26,"Male","English"
NA,16,26,"Male","English"
41.85,20,53,"Male","English"
NA,15.9,30,"Female","French"
9.59,16,32,"Male","English"
11.5,10,24,"Male","Other"
13.5,10,50,"Male","English"
NA,11,18,"Male","English"
6.7,12,18,"Male","Other"
6.21,10,67,"Male","English"
NA,8.5,55,"Male","Other"
11.86,9,46,"Male","English"
32.64,14,52,"Male","English"
16.48,13.2,53,"Male","English"
9.85,12,30,"Female","English"
36.57,20,62,"Male","English"
NA,12,80,"Male","English"
8.57,12,33,"Male","English"
NA,16,78,"Female","English"
10,14,53,"Female","English"
34.25,17.1,44,"Male","English"
NA,NA,44,"Male",NA
NA,14,48,"Female","English"
25.6,20,59,"Female","English"
22.56,17.6,44,"Female","English"
19.04,13,36,"Female","English"
NA,8,63,"Female","English"
NA,10,71,"Female","Other"
NA,NA,65,"Male",NA
21.53,12,45,"Male","English"
NA,12,68,"Female","English"
7.4,20,33,"Female","English"
19.2,12,39,"Female","English"
NA,12.3,39,"Male","Other"
13.45,14,29,"Male","English"
NA,6,61,"Female","English"
NA,10,62,"Male","English"
9.92,14,36,"Female","English"
7.61,11,41,"Female","Other"
24.55,NA,37,"Female","English"
13.62,12,43,"Female","English"
NA,5,57,"Male","English"
NA,10,40,"Female","English"
NA,10,74,"Female","Other"
9.64,12,52,"Female","English"
NA,NA,16,"Female",NA
11.95,10,51,"Male","English"
12.73,8,57,"Female","Other"
10.95,12,26,"Male","English"
20,9,42,"Male","English"
NA,4,80,"Male","English"
NA,14,46,"Male","English"
NA,12.5,49,"Female","English"
19.2,9.5,38,"Male","English"
23.04,10.5,50,"Female","English"
NA,12,69,"Female","French"
NA,9,67,"Female","English"
NA,8.5,29,"Female","English"
NA,11,18,"Female","Other"
16.8,11,32,"Male","English"
18.92,14,45,"Male","English"
NA,12,48,"Female","English"
20.92,14,30,"Male","English"
NA,11,69,"Female","English"
NA,NA,64,"Male","French"
20.58,19,31,"Female","English"
12.57,15.5,30,"Female","English"
NA,12,19,"Female","English"
7,16,24,"Male","English"
NA,13.5,38,"Male","Other"
11.02,NA,23,"Female","English"
NA,8,63,"Male","English"
15.87,12,53,"Female","Other"
11.21,17,26,"Female","English"
NA,10,72,"Female","English"
19.18,11.5,47,"Female","English"
29.28,16.5,46,"Female","English"
6.5,12,42,"Female","English"
14.4,14.1,38,"Female","English"
NA,13,39,"Female","English"
6.7,12,19,"Female","English"
NA,11,68,"Female","English"
7.77,12,26,"Female","English"
23.31,16,50,"Female","English"
6.7,10,16,"Male","English"
NA,11,64,"Male","English"
9.33,12,33,"Female","English"
7.46,9,54,"Male","Other"
16.46,16.5,54,"Female","Other"
NA,10,59,"Male","English"
14,NA,52,"Male","Other"
NA,10,27,"Female","French"
8.54,12,29,"Female","English"
32,11,47,"Male","English"
18,12,50,"Male","English"
12.5,NA,27,"Male","English"
NA,9,62,"Female","English"
15,12,43,"Male","English"
NA,9.5,39,"Female","English"
14.77,14,39,"Male","English"
7.04,11,17,"Female","English"
14,8,52,"Male","English"
25.77,12.5,34,"Female","English"
NA,13,66,"Female","French"
21.88,12,31,"Male","English"
11.6,12.5,32,"Female","English"
NA,7,62,"Female","English"
20.09,12.8,36,"Male","English"
NA,8,63,"Male","English"
NA,13.5,75,"Male","English"
NA,14,75,"Female","English"
25.2,19,32,"Female","Other"
20.83,15,32,"Female","English"
NA,19,49,"Male","English"
NA,10,54,"Male","Other"
22.5,20,42,"Male","English"
20.64,18,34,"Female","Other"
7.25,17,38,"Female","English"
NA,12.5,75,"Male","English"
20,12,43,"Male","Other"
23.44,14.7,28,"Male","English"
NA,12,66,"Female","English"
17.92,17,54,"Female","English"
12.61,12,34,"Female","English"
18.75,12.5,56,"Male","English"
10.45,2,49,"Female","Other"
NA,12,39,"Female","English"
NA,11,60,"Female","English"
6.69,13.2,52,"Female","English"
38.44,14,20,"Male","English"
NA,8.5,68,"Male","English"
NA,11,75,"Male","English"
15.91,15,57,"Female","Other"
4.8,13,18,"Male","English"
7.2,13.7,20,"Male","English"
NA,9,74,"Female","English"
NA,15,61,"Female","English"
9.44,11,17,"Male","English"
36.7,16,32,"Female","English"
24,NA,58,"Male",NA
NA,13,68,"Female","English"
14.85,13,28,"Female","English"
13.01,11.5,29,"Male","English"
28.32,20,47,"Male","English"
NA,3,57,"Female","Other"
22.59,15,29,"Female","French"
13.4,12,46,"Female","Other"
NA,10,52,"Female","French"
19.2,17,44,"Male",NA
14.85,12,39,"Male","French"
NA,15,43,"Female","English"
7.75,17,23,"Female","English"
NA,15,26,"Female","French"
NA,11,36,"Male","English"
NA,8,59,"Male","English"
32.16,13,48,"Male","English"
8,13,30,"Female","English"
10,9,25,"Male","Other"
11.9,15,34,"Male","English"
33.6,13,41,"Male","English"
NA,14.6,25,"Female","English"
NA,16,80,"Female","Other"
9,16,21,"Male","English"
NA,10,67,"Female",NA
NA,14,72,"Female","English"
4.84,10,34,"Female","English"
24,13,32,"Male","French"
16.66,15,47,"Female","English"
40.35,11,36,"Female","English"
29.14,15,30,"Female","Other"
NA,13,73,"Female","English"
7.99,12,19,"Female","English"
NA,13.5,31,"Female","English"
7,12,23,"Male","French"
17.9,9,42,"Male","English"
NA,13,68,"Female","English"
13.81,8,50,"Female","English"
NA,NA,43,"Male","Other"
NA,11,28,"Female","English"
NA,10,50,"Male","English"
NA,15,57,"Female","English"
NA,15,30,"Female","English"
8.01,9.5,20,"Female","English"
8,13,48,"Female","English"
20.57,12.5,42,"Female","English"
NA,14,54,"Female","Other"
NA,15,48,"Female","English"
7,12,52,"Female","English"
14.97,15,26,"Female","English"
NA,10,33,"Male","English"
11,NA,22,"Female",NA
NA,NA,74,"Female",NA
NA,10.5,38,"Male","English"
6.3,17,25,"Female","English"
NA,10,24,"Female","English"
NA,17.5,38,"Female","French"
7,12.5,21,"Female","English"
10,20,45,"Male","Other"
NA,6,54,"Male","English"
NA,19,85,"Male","Other"
18,12,48,"Male","English"
18.91,14,53,"Male","English"
9.5,12.5,22,"Male","French"
7,15.5,22,"Male","English"
10.08,12,43,"Female","English"
NA,11,71,"Male","English"
NA,13,66,"Male","English"
10,14.3,31,"Female","Other"
NA,14,78,"Female","English"
7.3,14,25,"Female","English"
17.44,12,30,"Male","English"
NA,13,37,"Male","English"
NA,10,16,"Male","English"
10.36,16,25,"Female","English"
NA,8,64,"Male","English"
18.53,14,30,"Male","English"
NA,20,37,"Male","English"
NA,12.5,47,"Male","English"
7.45,10,42,"Male","English"
NA,15,53,"Male","English"
NA,4,62,"Female","Other"
NA,10,74,"Female","English"
NA,11,48,"Female","English"
13.71,12,39,"Female","English"
14.51,14,26,"Female","English"
20.16,16,51,"Male","French"
6.67,13.6,20,"Female","English"
12.1,15.8,37,"Female","English"
6.97,13,38,"Female","English"
18.92,14,31,"Male","English"
26.36,17.3,50,"Male","English"
NA,10,61,"Female","English"
NA,8,71,"Female","English"
5.8,15.5,21,"Female","English"
9.6,14,30,"Female","English"
15.7,15.1,25,"Male","English"
NA,6,65,"Male","French"
NA,10,71,"Male","English"
NA,5,53,"Male","Other"
19.6,11.1,53,"Male","English"
NA,NA,40,"Male","English"
NA,8,66,"Female","English"
NA,18,26,"Male","English"
20.26,13.5,34,"Female","English"
NA,8,58,"Female","English"
NA,12,52,"Female","English"
36.67,12,38,"Female","English"
NA,16,35,"Male","English"
NA,8,65,"Male","English"
22.18,19.1,35,"Female","English"
9.5,17,25,"Female","English"
15.36,20,46,"Male","English"
NA,11,75,"Male","Other"
NA,NA,76,"Female","English"
NA,8,37,"Female","Other"
6.97,15.3,27,"Female","English"
NA,10,36,"Female","English"
10.16,12.5,36,"Female","French"
10.16,12,33,"Female","Other"
7.5,12,34,"Female","English"
7,12.1,30,"Female",NA
NA,3,58,"Male","English"
28,18,69,"Male","French"
NA,13,70,"Female","English"
24.48,12,46,"Male","English"
NA,8,58,"Female","Other"
9.63,10,46,"Female","Other"
6.72,14,47,"Female","Other"
18.68,14,36,"Male","French"
NA,13,69,"Female","French"
NA,12,50,"Female","Other"
NA,13,43,"Female","English"
13.5,13,26,"Female","French"
9.37,15.5,22,"Female","French"
NA,12.9,45,"Female","Other"
16,NA,27,"Male",NA
7.37,18,28,"Male","French"
11.58,14,28,"Male","English"
NA,11.8,19,"Male","English"
NA,9,70,"Male","Other"
7.5,10,24,"Female","English"
NA,15,44,"Female","English"
NA,8,81,"Male","Other"
NA,11.5,34,"Male","English"
10,15,36,"Male","English"
20.85,NA,45,"Female","English"
19.66,NA,34,"Female","English"
19.93,11,61,"Male","Other"
NA,14,75,"Female","Other"
NA,14.1,23,"Female","English"
6,12,66,"Female","English"
NA,15,39,"Female","English"
12.12,11.6,30,"Male","English"
11.52,12,54,"Female","English"
6.25,12,18,"Male","English"
NA,10,80,"Female","English"
NA,8,68,"Male","Other"
NA,16,40,"Female","English"
NA,10,32,"Male","English"
16.32,13,42,"Male","English"
20,15.5,56,"Male","English"
4.26,12,18,"Male","English"
8.26,12.5,22,"Male","English"
7.62,12,21,"Male","English"
NA,11,17,"Male","English"
NA,10,18,"Male","English"
9,12.5,35,"Male","English"
14.63,13,29,"Female","English"
NA,10,47,"Male","Other"
34.56,17,30,"Male","English"
NA,9.1,39,"Male","English"
NA,14,67,"Male","English"
NA,12.5,29,"Female","English"
10.63,14,24,"Male","English"
NA,13.6,21,"Male","English"
9.69,8,49,"Female","Other"
8,14.5,25,"Male","English"
NA,13,50,"Female","English"
NA,12.6,39,"Female","English"
NA,13,80,"Female","English"
NA,12,35,"Female","Other"
NA,13,71,"Female","English"
7,12,19,"Male","English"
NA,18,26,"Male",NA
21.45,15,48,"Male","English"
20,13.5,49,"Male","English"
12.14,12,41,"Female","English"
33.28,18,48,"Male","French"
10.34,NA,40,"Female","English"
16,12,32,"Male","English"
12,9,46,"Male","English"
14.83,15,46,"Male","English"
NA,13.5,47,"Female","English"
NA,11,39,"Female","English"
NA,14,44,"Female","English"
NA,13.5,65,"Female","English"
NA,13,33,"Male","Other"
NA,13,43,"Female","English"
NA,10,43,"Male","English"
20.01,13,51,"Male","English"
20,20,29,"Female","French"
NA,9,76,"Female","English"
NA,8,56,"Female","Other"
NA,10,17,"Male","Other"
NA,8,82,"Female","French"
13.31,13,34,"Female","English"
NA,8,47,"Female","English"
13,10,58,"Male","English"
13.09,16,49,"Female","English"
12.36,14,26,"Female","English"
9.38,14.9,46,"Female","English"
18.61,12.5,49,"Female","English"
