"active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
1,0,1,0,NA,2,0,0,2,1,1,0,2,2,NA,0,2,2,1,0,1,0,2,2,1,1,1,1,0,0,1,0,0,1,2,0,NA,NA,1,1,1,0,1,1,1,1,2,2,1,1,3,2,0,2,0,2,3,2,2,1,2,1,0,1,3,NA,0,0,1,1,2,0,2,2,0,7,8,10,3,16,4,0,11,3,9,149,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,1,0,0,3,1,1,0,2,2,NA,0,1,2,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,1,0,1,1,3,0,1,0,2,1,1,2,0,3,1,0,0,1,NA,0,0,1,1,3,1,0,2,0,12,6,6,0,6,9,3,4,2,9,155,2,9.33,9,33,"msq","sam-2"
1,0,1,0,NA,1,0,0,1,1,2,0,1,2,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,9,9,6,0,13,5,2,6,5,9,169,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,1,2,1,0,1,1,NA,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,1,1,1,0,8,9,3,0,13,10,1,5,6,9,175,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,1,1,1,0,1,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,10,9,3,0,17,14,2,9,6,9,189,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,1,0,1,0,0,1,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,0,1,0,0,7,11,1,0,18,11,4,12,4,9,190,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,2,1,0,0,2,3,NA,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2,2,0,0,0,NA,0,0,2,NA,0,0,0,1,0,1,0,0,0,4,8,NA,0,15,14,0,10,4,9,193,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,2,2,0,0,2,2,NA,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,NA,NA,0,0,1,1,0,0,0,0,2,0,NA,1,1,3,2,1,0,3,1,2,2,0,2,2,0,0,3,NA,0,0,0,2,1,0,0,1,0,6,6,NA,1,16,8,2,8,6,9,194,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,3,3,0,0,1,3,NA,0,2,2,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,2,0,NA,NA,0,0,1,0,0,0,0,0,2,1,0,1,3,3,0,3,0,2,3,3,1,0,3,1,0,0,3,NA,0,0,0,1,3,0,0,2,0,2,1,3,0,18,7,0,11,6,9,203,2,9.33,9,33,"msq","sam-2"
2,0,1,0,NA,0,0,0,2,1,1,0,3,2,NA,0,3,3,3,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,3,0,NA,NA,0,0,0,0,0,2,0,0,1,2,2,0,1,3,0,3,0,2,1,1,3,0,2,2,0,0,1,NA,0,0,0,1,3,1,0,2,0,13,8,10,0,13,0,3,9,3,9,204,2,9.33,9,33,"msq","sam-2"
1,0,0,0,NA,0,0,0,2,2,0,0,1,2,NA,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,0,0,2,2,2,0,2,0,2,1,1,1,0,2,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,9,5,2,0,14,3,1,8,3,9,207,2,9.33,9,33,"msq","sam-2"
1,0,1,0,NA,0,0,0,1,0,1,0,2,1,NA,0,1,0,0,1,2,2,2,2,0,0,1,0,0,1,1,1,2,0,0,0,NA,NA,1,1,1,2,0,0,1,2,1,0,1,0,1,2,0,2,2,0,2,1,1,0,0,2,0,2,2,NA,0,0,0,1,1,0,1,1,0,6,15,11,8,10,16,0,5,5,9,211,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,3,1,1,0,2,3,NA,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,1,1,0,1,0,0,0,2,NA,0,0,0,1,1,0,0,0,0,5,9,1,0,13,3,1,10,3,9,213,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,3,15,0,1,17,9,1,8,7,9,225,2,9.33,9,33,"msq","sam-2"
1,0,2,1,NA,0,0,0,0,1,1,1,1,2,NA,0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,NA,NA,0,0,1,0,0,0,1,1,2,0,1,1,2,0,1,1,0,2,1,1,1,0,1,0,0,1,1,NA,1,1,0,2,1,1,1,0,1,12,8,8,5,6,16,3,2,3,9,228,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,1,0,2,1,1,1,1,3,NA,0,1,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,NA,NA,1,0,1,1,0,0,1,1,2,1,1,0,1,2,0,1,0,0,2,3,2,0,2,0,0,0,2,NA,0,0,0,1,1,0,1,1,0,5,6,7,5,13,10,1,9,2,9,230,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,2,2,0,0,0,3,NA,0,2,2,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,NA,NA,0,0,2,0,0,0,0,0,2,2,2,0,2,2,0,1,0,2,2,2,2,0,2,1,0,0,2,NA,0,0,0,1,3,0,0,2,0,4,4,8,0,14,5,0,7,5,9,235,2,9.33,9,33,"msq","sam-2"
0,1,0,1,NA,0,1,0,0,0,0,1,1,0,NA,2,0,0,0,1,0,1,3,2,0,0,0,0,1,0,0,1,2,1,0,1,NA,NA,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,3,2,0,0,1,0,0,1,3,NA,1,2,0,0,0,0,2,0,1,0,18,0,11,16,2,3,9,5,9,239,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,1,1,0,0,1,1,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,0,1,1,1,0,0,2,0,0,1,NA,0,0,0,1,0,0,1,0,0,7,12,5,1,10,14,2,7,1,9,246,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,0,0,0,0,2,0,NA,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,2,0,0,15,0,0,16,2,3,10,6,9,250,2,9.33,9,33,"msq","sam-2"
1,0,1,1,NA,1,0,0,0,0,1,1,2,1,NA,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,NA,NA,0,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,0,1,2,1,1,0,0,12,15,6,5,10,17,4,6,3,9,251,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,1,1,1,0,2,2,NA,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,2,3,2,1,0,1,1,0,0,3,NA,0,0,0,0,2,0,0,1,0,0,8,5,0,9,2,3,5,4,9,262,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,1,1,0,0,2,1,NA,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,1,1,NA,NA,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,3,3,0,0,2,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,9,0,2,12,14,1,7,3,9,264,2,9.33,9,33,"msq","sam-2"
2,0,0,0,NA,2,0,0,2,0,0,0,0,1,NA,0,2,3,1,0,2,0,1,0,1,0,2,1,0,0,1,0,0,0,NA,0,NA,NA,0,1,2,0,0,1,0,0,1,2,1,1,2,3,0,2,0,1,1,0,2,0,0,1,0,0,0,NA,0,0,0,1,2,0,0,3,0,12,12,11,0,12,13,2,6,4,9,270,2,9.33,9,33,"msq","sam-2"
2,0,1,1,NA,1,0,0,2,2,2,0,1,2,NA,1,2,2,0,0,1,0,3,0,0,1,1,1,0,0,2,1,2,0,2,1,NA,NA,1,0,2,0,0,1,0,0,0,1,2,0,2,NA,0,NA,0,1,3,2,1,0,0,1,0,1,3,NA,0,0,1,1,2,0,0,2,0,8,11,14,1,12,6,0,6,4,9,271,2,9.33,9,33,"msq","sam-2"
1,0,1,0,NA,0,0,0,0,1,1,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,1,0,1,1,0,0,1,0,0,2,NA,0,0,0,1,1,1,0,0,0,11,10,4,0,14,8,4,7,5,9,283,2,9.33,9,33,"msq","sam-2"
1,1,1,2,NA,0,0,0,1,1,2,1,0,2,NA,2,1,1,0,1,0,2,3,2,0,1,0,0,1,2,0,2,2,0,1,1,NA,NA,1,1,1,2,1,0,1,3,2,1,1,2,3,2,1,1,1,2,3,3,1,1,3,1,0,2,3,NA,1,1,0,1,1,0,1,1,1,3,11,8,12,15,13,0,7,5,9,285,2,9.33,9,33,"msq","sam-2"
1,1,1,0,NA,0,0,1,1,2,1,0,2,1,NA,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,0,0,2,0,1,1,NA,0,0,1,1,1,1,1,1,0,13,15,12,5,9,3,4,4,4,9,286,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,1,0,0,2,1,1,0,2,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,0,0,0,1,0,0,0,0,3,0,0,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,6,11,1,2,16,12,4,7,7,9,289,2,9.33,9,33,"msq","sam-2"
1,0,1,0,NA,0,0,0,2,1,1,0,1,1,NA,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0,1,0,1,1,1,1,0,2,0,0,0,2,NA,0,2,1,1,1,1,0,2,0,11,10,5,3,13,18,2,8,5,9,290,2,9.33,9,33,"msq","sam-2"
0,0,2,0,NA,0,0,0,2,1,2,0,1,2,NA,0,2,1,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,NA,NA,1,0,2,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,0,1,1,1,1,1,0,2,0,13,11,12,1,15,13,0,8,5,9,296,2,9.33,9,33,"msq","sam-2"
0,0,1,0,NA,0,0,0,2,1,1,2,2,2,NA,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,0,0,1,1,0,0,2,0,1,0,0,0,2,2,2,0,0,2,3,3,1,0,2,0,0,0,3,NA,1,1,0,1,2,0,1,2,0,2,7,3,3,19,13,1,11,7,9,314,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,2,1,0,0,3,0,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,7,11,0,0,15,3,2,11,4,9,1009,2,9.33,9,33,"msq","sam-2"
1,0,1,1,NA,2,0,0,1,0,1,1,3,1,NA,1,1,1,0,1,1,1,2,1,0,1,0,1,0,2,0,1,1,0,1,1,NA,NA,1,1,1,2,1,1,1,0,2,1,1,NA,2,1,1,1,0,1,2,1,0,0,1,1,0,2,2,NA,0,1,0,1,1,1,1,2,1,8,14,9,6,11,10,0,4,6,9,1015,2,9.33,9,33,"msq","sam-2"
0,0,0,0,NA,0,0,0,2,2,0,0,2,2,NA,0,0,1,0,NA,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,3,0,0,2,0,0,0,2,NA,1,0,0,0,1,0,0,1,0,4,7,1,2,11,6,1,7,1,9,1019,2,9.33,9,33,"msq","sam-2"
3,0,2,0,1,1,0,0,3,1,2,0,2,3,2,0,3,2,1,0,3,1,1,0,1,1,2,1,0,1,2,0,0,1,2,0,0,0,2,3,2,0,0,2,1,0,1,2,3,1,0,2,0,1,1,2,1,2,3,1,1,3,0,1,2,2,0,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,17,23,2,9,6,10,201,2,10.33,10,34,"r","ROG2"
3,0,2,1,2,0,0,0,1,1,2,0,1,1,2,NA,3,1,1,0,3,1,0,0,2,2,1,2,0,0,1,0,1,0,2,1,0,0,3,2,2,1,0,3,0,0,0,2,3,0,0,2,3,2,0,0,1,1,2,0,1,2,0,1,1,2,0,0,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,16,17,4,10,5,10,202,2,10.33,10,34,"r","ROG2"
1,0,2,0,0,0,0,0,2,1,2,0,1,1,1,0,2,1,1,0,1,0,3,0,0,2,2,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,1,0,0,2,0,2,1,0,2,0,1,0,1,2,1,1,0,0,2,0,0,3,1,0,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,14,6,2,10,4,10,203,2,10.33,10,34,"r","ROG2"
3,1,1,0,1,1,0,0,2,2,2,1,1,1,3,1,3,2,1,1,2,1,1,0,2,2,3,2,0,1,2,1,0,0,3,0,0,0,2,2,1,1,1,2,1,1,3,2,3,1,1,2,1,2,1,1,1,1,2,0,1,2,2,1,1,2,0,0,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,18,18,1,9,7,10,204,2,10.33,10,34,"r","ROG2"
1,1,1,0,0,2,0,0,1,1,1,1,0,1,2,1,1,1,1,0,2,1,1,0,1,2,2,1,1,2,1,1,1,1,2,0,0,1,2,1,2,1,1,2,2,1,1,2,1,NA,1,2,1,0,2,2,1,1,3,1,1,1,2,0,1,1,1,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,16,15,0,9,6,10,205,2,10.33,10,34,"r","ROG2"
1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,0,1,1,0,1,0,0,2,1,1,0,1,2,0,0,2,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,20,11,2,10,7,10,220,2,10.33,10,34,"r","ROG2"
1,0,1,0,1,0,0,0,2,0,1,1,1,1,1,0,1,2,1,1,2,0,2,2,0,1,1,1,0,2,0,0,1,1,2,0,1,0,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,1,1,3,2,1,1,1,0,0,3,2,2,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,13,14,2,9,4,10,221,2,10.33,10,34,"r","ROG2"
2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,2,1,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,1,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,6,8,6,3,2,10,222,2,10.33,10,34,"r","ROG2"
2,0,1,0,2,1,0,1,2,0,1,1,1,3,2,1,1,1,1,1,1,0,3,2,1,1,2,2,0,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,2,1,1,1,0,1,2,2,1,2,2,2,3,3,2,0,2,1,0,2,3,2,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,13,21,1,8,4,10,241,2,10.33,10,34,"r","ROG2"
1,0,2,2,1,1,0,0,1,0,1,1,1,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,1,0,2,2,0,1,0,0,NA,NA,NA,9,17,7,8,15,9,3,7,7,11,132,2,11.3,11,35,"r","Rim.2"
0,0,2,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,0,0,3,2,2,0,0,0,0,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,8,4,3,0,20,15,4,9,8,11,4184,2,11.3,11,35,"r","Rim.2"
3,0,1,2,1,2,1,1,1,1,1,0,3,2,2,2,2,2,2,0,3,1,3,2,1,2,2,1,1,2,1,1,2,0,2,2,2,0,3,3,2,2,0,2,2,2,NA,1,2,NA,1,2,0,2,0,NA,3,2,2,0,1,3,2,1,3,1,1,2,2,0,2,0,NA,NA,NA,10,NA,21,10,18,18,0,11,5,11,10,2,11.3,11,35,"r","Rim.2"
1,0,1,0,0,0,1,0,2,2,1,0,1,1,1,0,1,1,1,0,2,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,1,1,1,2,0,2,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,1,NA,NA,NA,12,10,10,4,14,22,0,7,5,11,14,2,11.3,11,35,"r","Rim.2"
0,0,1,0,0,0,0,0,2,2,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,NA,NA,NA,7,8,4,0,15,9,0,10,3,11,19,2,11.3,11,35,"r","Rim.2"
2,0,1,0,0,1,0,0,2,2,1,0,0,2,2,0,1,2,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,2,0,0,3,2,0,2,2,3,0,2,0,2,0,1,2,0,1,1,0,0,0,2,0,0,2,2,3,2,NA,NA,NA,21,5,11,1,14,17,2,7,5,11,21,2,11.3,11,35,"r","Rim.2"
1,0,1,0,1,1,0,0,2,1,1,1,2,2,2,1,2,2,1,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,2,0,1,1,1,1,2,1,0,1,1,0,2,2,2,1,2,2,1,2,0,2,1,1,2,0,1,1,0,1,1,2,1,0,1,2,2,1,NA,NA,NA,14,10,13,2,17,11,1,9,6,11,32,2,11.3,11,35,"r","Rim.2"
1,0,1,2,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,1,2,0,1,2,2,0,2,0,0,1,2,0,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,2,1,0,1,2,0,1,1,0,NA,NA,NA,8,19,8,13,12,8,2,11,1,11,34,2,11.3,11,35,"r","Rim.2"
2,0,2,0,3,1,2,1,1,1,2,1,1,0,2,2,2,2,0,0,3,2,1,0,0,2,2,1,2,2,3,1,0,2,2,1,0,0,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,0,2,1,1,1,1,0,1,2,2,1,2,NA,NA,NA,20,22,19,12,7,12,3,5,2,11,37,2,11.3,11,35,"r","Rim.2"
1,0,2,0,2,0,0,0,2,1,1,0,2,2,1,1,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,2,2,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,2,1,1,NA,NA,NA,14,11,6,0,14,13,4,9,3,11,45,2,11.3,11,35,"r","Rim.2"
0,1,1,2,2,1,0,0,0,0,2,0,1,0,0,1,0,0,1,1,2,2,1,1,0,0,0,0,1,3,0,1,1,1,0,0,0,1,0,0,1,2,2,1,3,2,1,1,0,0,1,1,1,1,1,0,1,2,2,2,1,1,0,1,1,0,1,2,0,2,1,1,NA,NA,NA,10,17,7,13,11,12,1,6,3,11,46,2,11.3,11,35,"r","Rim.2"
1,0,1,0,0,1,0,0,3,2,1,0,2,3,1,0,3,2,0,0,1,0,2,3,0,1,1,0,0,0,1,0,0,0,1,0,3,3,0,0,1,0,0,1,0,0,3,1,2,0,3,3,0,2,0,3,2,2,2,0,3,2,0,0,3,3,0,0,0,2,2,0,NA,NA,NA,8,1,10,0,10,9,2,6,3,11,47,2,11.3,11,35,"r","Rim.2"
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,3,15,4,0,16,8,2,7,7,11,48,2,11.3,11,35,"r","Rim.2"
2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,1,1,1,1,NA,NA,NA,14,17,7,3,7,15,3,4,3,11,65,2,11.3,11,35,"r","Rim.2"
1,0,2,0,1,2,0,0,1,1,1,0,0,2,1,0,1,1,1,1,2,1,0,0,2,NA,2,2,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,0,1,0,0,2,0,0,1,2,0,0,1,0,0,0,2,2,2,NA,NA,NA,NA,10,14,1,13,9,3,11,2,11,79,2,11.3,11,35,"r","Rim.2"
3,0,3,0,3,3,0,0,1,1,3,0,1,1,3,1,2,2,1,0,2,0,0,0,1,3,2,2,0,0,3,0,0,0,2,0,0,0,1,2,2,0,2,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,2,2,2,3,NA,NA,NA,28,19,21,3,18,6,2,11,6,11,82,2,11.3,11,35,"r","Rim.2"
2,0,2,0,0,2,0,0,3,2,3,0,0,2,3,0,3,3,2,0,2,0,0,0,2,2,3,2,0,0,3,0,0,0,3,0,0,0,2,1,3,0,0,2,0,0,0,3,3,0,0,3,0,3,0,2,0,0,2,0,0,2,0,0,1,0,0,0,2,3,3,3,NA,NA,NA,25,12,24,0,17,2,3,11,6,11,84,2,11.3,11,35,"r","Rim.2"
1,0,1,0,0,1,0,0,3,1,2,0,1,2,2,0,0,2,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,2,0,1,1,1,2,0,1,2,0,0,2,2,0,0,0,1,1,1,NA,NA,NA,9,8,9,0,21,6,4,12,8,11,86,2,11.3,11,35,"r","Rim.2"
2,0,1,0,0,0,0,0,3,3,1,0,0,3,2,0,1,3,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,1,0,3,1,2,0,2,0,2,1,1,2,0,2,1,0,0,1,3,0,0,1,1,2,1,NA,NA,NA,14,4,7,0,9,4,6,6,2,11,87,2,11.3,11,35,"r","Rim.2"
1,0,3,0,1,0,0,0,3,3,2,0,3,3,2,0,3,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,2,2,1,1,1,1,0,2,0,0,3,2,3,0,3,2,0,3,0,3,0,0,2,0,2,3,0,0,0,2,0,0,1,2,2,2,NA,NA,NA,19,2,16,1,21,6,1,13,7,11,90,2,11.3,11,35,"r","Rim.2"
1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,2,0,1,0,1,1,1,1,0,1,1,0,0,1,2,0,0,0,1,2,0,NA,NA,NA,9,11,7,1,16,9,0,10,4,11,95,2,11.3,11,35,"r","Rim.2"
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,6,12,2,1,9,8,1,6,2,11,101,2,11.3,11,35,"r","Rim.2"
1,0,2,0,0,1,0,0,2,2,2,0,0,3,1,0,1,2,1,0,2,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,2,1,0,1,2,2,0,1,0,2,0,0,2,0,3,2,0,0,0,2,0,0,1,1,1,1,NA,NA,NA,15,4,14,1,7,5,2,3,3,11,103,2,11.3,11,35,"r","Rim.2"
0,0,1,0,0,0,0,0,2,3,2,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,2,2,2,NA,NA,NA,16,8,3,0,21,12,1,11,8,11,114,2,11.3,11,35,"r","Rim.2"
1,0,1,0,1,0,0,0,3,2,1,0,1,2,1,0,2,3,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,2,3,2,0,2,3,0,2,0,3,1,1,2,0,2,2,0,0,1,2,0,0,1,2,2,1,NA,NA,NA,14,5,10,0,11,8,1,7,2,11,126,2,11.3,11,35,"r","Rim.2"
