"intnum","persnum","age","educatn","earnings","hours","kids","married"
2095,177,35,12,2700,650,3,"married"
2103,170,37,12,30000,1028,0,"married"
2104,170,30,14,10000,2550,2,"married"
2104,172,31,12,10080,2400,5,"divorced"
2105,177,46,99,43075,2055,3,"married"
2106,2,46,15,5000,1660,3,"widowed"
2106,173,31,99,10500,940,0,"never married"
2108,3,35,12,11000,863,3,"divorced"
2109,2,32,16,70000,2500,2,"separated"
2117,3,32,14,13000,1225,1,"married"
2119,4,43,12,750,1352,2,"married"
2119,172,44,12,46000,2750,2,"married"
2119,173,34,14,18000,1992,2,"married"
2125,4,35,13,42906,2200,2,"married"
2125,5,34,12,29000,2060,1,"married"
2125,6,32,12,4000,1430,2,"married"
2126,170,46,17,800,100,3,"married"
2127,4,31,12,17000,3086,0,"never married"
2128,3,41,12,21866,1518,2,"married"
2129,3,35,17,0,0,1,"married"
2129,5,33,13,0,0,0,"married"
2129,6,32,12,14000,1500,2,"married"
2129,175,40,14,22000,2140,3,"divorced"
2129,181,31,16,26500,1846,2,"married"
2130,3,39,16,25000,3670,2,"married"
2132,170,49,12,22000,2480,2,"married"
2133,2,47,17,38000,2894,2,"married"
2133,170,46,17,26500,802,4,"married"
2137,171,41,12,39000,2320,2,"married"
2137,172,46,12,33000,1864,1,"married"
2138,4,39,12,17800,1883,2,"divorced"
2138,171,39,15,52000,1888,1,"married"
2138,175,33,12,0,0,1,"married"
2143,3,37,16,34000,1952,3,"married"
2145,172,40,15,0,0,0,"married"
2150,172,31,12,2500,762,2,"married"
2151,3,45,12,4600,1330,1,"married"
2151,5,38,12,0,0,4,"married"
2151,6,36,99,8000,2080,1,"married"
2151,170,50,14,12400,1694,3,"married"
2151,171,42,12,43000,2080,2,"separated"
2151,175,30,12,0,0,0,"married"
2151,177,32,12,2000,700,1,"married"
2157,1,44,10,13000,2184,7,"married"
2164,3,41,15,300,80,6,"married"
2164,4,37,12,20000,2000,4,"married"
2164,174,31,16,0,0,1,"divorced"
2166,170,38,12,10212,920,2,"married"
2170,170,36,16,46000,1912,0,"married"
2170,171,38,16,55000,2400,2,"married"
2175,170,35,16,0,0,2,"married"
2175,171,33,17,62000,1470,0,"never married"
2176,171,44,0,0,0,0,"never married"
2176,175,33,16,0,0,2,"married"
2177,3,37,14,22000,1291,3,"married"
2177,5,33,13,65000,1437,0,"married"
2177,174,39,15,60000,360,1,"married"
2177,177,37,14,7000,120,2,"married"
2177,178,34,16,1000,80,1,"married"
2180,170,46,17,39500,1898,2,"married"
2181,3,50,12,24000,1733,1,"separated"
2181,7,33,11,0,0,4,"never married"
2183,170,50,12,53500,2064,2,"married"
2187,170,40,13,25774,2490,2,"married"
2188,5,31,15,7000,680,2,"married"
2191,4,42,12,0,0,3,"married"
2191,6,39,13,14000,1794,1,"separated"
2191,9,33,12,0,0,1,"never married"
2191,10,31,12,2000,1787,2,"married"
2191,178,45,99,400,603,4,"divorced"
2194,3,37,12,26000,2052,3,"married"
2194,176,36,12,20000,2058,0,"married"
2197,3,42,13,0,0,1,"married"
2198,3,40,99,3000,600,3,"married"
2198,5,34,17,7000,322,2,"married"
2198,173,37,17,20000,710,1,"married"
2199,3,42,12,16500,1960,2,"divorced"
2199,177,40,12,26420,1928,3,"married"
2201,2,48,12,39000,3060,2,"divorced"
2204,184,35,12,0,0,5,"divorced"
2204,193,43,98,0,0,3,"divorced"
2205,4,44,12,10000,1976,0,"never married"
2205,5,42,12,19000,1970,2,"married"
2206,171,46,16,55000,2000,0,"married"
2206,172,37,16,40000,147,1,"married"
2207,172,31,15,30000,1956,2,"married"
2208,3,38,14,4000,320,0,"never married"
2210,170,48,14,11000,795,2,"married"
2215,5,36,99,7000,650,0,"never married"
2219,170,40,13,21000,1600,5,"married"
2219,173,36,13,0,0,0,"never married"
2222,174,37,16,75000,2100,1,"married"
2224,4,44,13,48000,1829,3,"divorced"
2224,6,36,12,22000,916,2,"married"
2224,174,41,13,4000,216,4,"married"
2224,177,41,14,50000,2229,2,"married"
2224,184,31,16,31000,1940,3,"married"
2225,4,36,16,2500,117,2,"married"
2225,170,36,13,9600,1198,3,"married"
2228,3,35,17,20000,1617,2,"married"
2228,4,33,12,9500,540,3,"married"
2228,5,30,17,30000,2700,2,"married"
2229,170,47,12,25000,1440,2,"married"
2232,170,46,17,55000,1248,2,"married"
2232,173,42,17,56000,2101,0,"married"
2238,170,33,17,0,0,3,"married"
2240,172,43,12,18000,2080,4,"married"
2243,172,31,99,26000,2600,0,"never married"
2244,170,45,16,1200,213,2,"married"
2244,172,45,16,52500,2450,0,"married"
2246,3,37,17,200000,1729,2,"married"
2246,5,32,16,39000,1432,0,"married"
2246,176,31,10,0,0,1,"divorced"
2246,178,46,99,0,0,0,"never married"
2248,1,42,12,15000,1477,4,"married"
2250,6,38,12,6000,2348,4,"married"
2250,7,34,12,21900,1921,3,"married"
2250,170,40,12,12500,2156,3,"married"
2250,171,43,12,42000,1880,3,"married"
2250,173,39,16,5000,768,2,"married"
2251,3,40,16,29000,1572,5,"married"
2251,5,33,13,0,0,3,"married"
2251,170,38,12,2650,384,2,"married"
2253,3,43,16,26150,1761,0,"never married"
2253,170,39,12,5528,498,3,"married"
2255,2,44,14,15600,1470,3,"married"
2256,2,46,16,22000,1440,2,"married"
2256,170,40,17,400,80,0,"married"
2258,2,49,12,0,0,2,"married"
2260,6,31,13,6000,2028,3,"married"
2260,171,30,12,13000,1742,2,"married"
2261,170,42,12,18000,2000,0,"married"
2261,172,35,12,8000,2500,2,"married"
2263,22,44,16,37730,1800,1,"divorced"
2269,172,42,17,48000,1940,0,"married"
2271,3,31,15,1600,390,3,"married"
2272,2,45,11,18253,1880,3,"married"
2273,171,36,16,20000,1000,0,"married"
2278,3,45,12,7000,1442,2,"married"
2278,4,43,12,12000,3300,3,"married"
2278,5,42,12,19800,2042,2,"married"
2278,173,43,99,0,0,2,"divorced"
2280,2,38,14,10000,1976,3,"married"
2280,5,34,16,12000,1536,0,"never married"
2280,172,35,15,0,0,4,"married"
2280,173,34,15,10800,1710,5,"married"
2280,175,34,15,4000,1143,3,"married"
2281,2,47,12,23000,1960,2,"married"
2282,5,31,99,22000,2064,0,"never married"
2282,173,34,0,0,0,2,"divorced"
2285,6,43,17,14500,876,3,"widowed"
2285,174,38,16,0,0,3,"married"
2285,175,34,16,4000,360,2,"married"
2288,4,37,12,0,0,2,"married"
2288,5,35,13,8000,1480,1,"divorced"
2288,170,48,17,34600,2640,2,"divorced"
2288,176,45,16,68000,2406,0,"divorced"
2290,172,30,14,600,1560,1,"married"
2292,3,36,12,1800,1360,3,"married"
2292,5,32,9,3500,104,2,"divorced"
2292,173,49,12,16578,751,5,"married"
2297,3,43,12,5000,2500,3,"married"
2297,4,38,12,23500,2250,1,"married"
2299,170,41,16,21500,2000,3,"married"
2299,171,39,16,11500,983,0,"married"
2299,172,39,16,33325,1951,2,"married"
2302,8,33,8,0,0,4,"married"
2302,170,38,99,800,585,4,"separated"
2302,172,36,12,9000,825,2,"married"
2302,173,44,8,0,0,3,"married"
2302,177,34,12,7000,1733,2,"married"
2302,189,31,12,15000,1907,2,"married"
2304,3,44,16,41084,1960,2,"married"
2304,4,30,17,24996,1880,1,"married"
2305,2,50,16,0,0,2,"divorced"
2307,170,47,17,56000,2249,0,"married"
2308,170,46,16,44500,2156,0,"married"
2311,3,38,12,16000,1680,3,"married"
2312,170,44,15,32000,1848,2,"married"
2321,172,35,12,13500,1992,2,"married"
2321,175,39,99,22000,2187,3,"widowed"
2323,2,47,10,0,0,5,"widowed"
2326,21,43,17,30000,1050,3,"married"
2326,171,43,14,14000,2530,3,"married"
2326,172,37,16,30000,2450,2,"married"
2327,3,39,12,38000,2040,3,"divorced"
2330,2,49,13,48000,2133,2,"divorced"
2334,170,42,12,0,0,2,"married"
2334,171,43,12,29000,1844,2,"married"
2335,2,47,12,23391,1775,3,"married"
2336,21,47,17,42000,1800,2,"married"
2338,170,41,13,19300,1355,0,"married"
2339,4,38,14,17437,1896,1,"married"
2339,174,41,12,15300,2064,2,"married"
2345,4,34,13,20000,1984,3,"married"
2352,170,30,15,0,0,3,"married"
2353,171,30,17,54000,2160,3,"married"
2353,172,32,16,6000,800,4,"married"
2353,173,42,16,27000,2000,0,"married"
2354,3,37,99,2309,1213,3,"married"
2354,4,31,99,11000,1887,1,"separated"
2355,174,30,14,12500,1570,3,"divorced"
2357,2,49,12,0,0,2,"married"
2366,2,46,13,30000,3096,3,"divorced"
2373,3,43,12,36000,1852,1,"married"
2377,3,43,17,0,0,2,"married"
2379,170,34,12,15000,1850,1,"married"
2380,3,39,14,22000,1344,2,"married"
2380,170,37,14,18851,2911,2,"divorced"
2380,175,38,12,2000,843,5,"married"
2391,170,39,12,12000,2080,3,"married"
2392,2,49,7,8536,1307,6,"married"
2397,170,38,12,15000,1500,3,"married"
2397,171,44,13,0,0,3,"married"
2409,3,42,99,33000,2080,2,"divorced"
2409,4,39,12,0,0,1,"married"
2410,2,49,12,8500,332,2,"married"
2412,2,47,12,10899,1828,3,"married"
2416,170,37,12,7000,1952,3,"married"
2416,171,39,14,17414,1470,2,"married"
2417,3,34,99,27200,1890,1,"divorced"
2417,5,30,12,12000,1600,0,"never married"
2418,3,39,9,3400,693,3,"separated"
2418,4,38,12,4500,1500,1,"married"
2418,173,34,12,1800,256,1,"married"
2422,3,41,12,3000,1669,4,"married"
2422,171,34,12,4200,499,3,"married"
2422,173,34,14,29500,2000,1,"married"
2424,2,47,12,7000,1866,1,"married"
2425,2,44,12,5500,3060,2,"separated"
2427,170,39,16,27000,260,2,"married"
2427,171,37,16,10000,1950,3,"married"
2429,3,39,10,0,0,2,"married"
2429,4,37,12,8921,1864,2,"married"
2429,5,34,12,32000,2805,2,"married"
2429,6,32,14,18000,2083,1,"married"
2429,7,31,12,6500,1326,2,"married"
2431,10,44,14,13000,1470,0,"married"
2432,3,41,12,700,607,4,"separated"
2432,4,40,14,0,0,4,"married"
2434,2,47,12,4000,2080,2,"married"
2435,6,31,13,26000,2048,0,"divorced"
2435,172,32,12,8000,1060,1,"married"
2435,175,30,12,5000,723,2,"married"
2436,5,35,12,0,0,2,"married"
2436,170,38,16,34000,1578,3,"separated"
2441,3,31,10,16000,1284,3,"married"
2443,175,33,16,11500,2450,5,"married"
2444,3,30,14,21300,2060,0,"never married"
2455,4,50,17,74200,2117,2,"divorced"
2455,6,48,17,63000,1280,1,"married"
2455,171,43,17,52000,1536,0,"married"
2457,170,34,17,87000,1969,0,"married"
2458,3,42,13,8000,796,3,"married"
2458,171,38,14,10400,816,2,"married"
2461,2,49,14,24095,1960,3,"married"
2464,170,33,12,33000,2041,2,"divorced"
2464,172,34,12,40000,2142,0,"married"
2466,4,42,17,36600,2003,0,"never married"
2466,5,40,17,9000,658,2,"married"
2466,170,43,16,2500,337,3,"married"
2467,170,43,16,18000,1992,4,"married"
2468,2,46,12,0,0,2,"married"
2469,4,37,16,3000,607,2,"married"
2469,170,43,16,21500,1472,1,"married"
2472,170,33,13,24000,1745,2,"separated"
2472,173,32,14,8000,1693,2,"never married"
2473,170,32,14,12000,1597,3,"married"
2474,170,44,13,10000,1836,4,"married"
2475,170,35,16,20000,1566,2,"married"
2478,3,38,14,34000,2220,1,"divorced"
2478,4,31,12,12000,1656,2,"married"
2483,4,41,12,6000,1560,4,"divorced"
2485,3,34,12,0,0,1,"married"
2485,170,42,14,0,0,2,"married"
2485,173,30,99,15000,2256,2,"never married"
2486,3,45,12,9784,911,3,"widowed"
2486,4,41,13,6100,1075,1,"married"
2486,183,30,12,3400,3430,3,"married"
2486,187,42,13,0,0,98,"divorced"
2487,2,45,11,0,0,2,"divorced"
2487,170,43,12,5600,640,1,"married"
2490,2,44,12,0,0,3,"married"
2492,2,48,10,0,0,3,"separated"
2496,2,38,99,36000,2000,0,"never married"
2496,21,48,17,35360,1840,0,"never married"
2497,4,41,14,0,0,0,"married"
2498,1,45,12,29473,1938,0,"never married"
2500,3,41,12,36000,1940,2,"married"
2500,21,44,17,30000,1424,0,"married"
2500,172,30,13,17000,2205,0,"married"
2501,170,50,12,25000,2107,2,"married"
2502,3,36,12,0,0,2,"married"
2502,171,31,12,0,0,3,"married"
2503,2,46,12,4500,1300,2,"married"
2506,6,35,12,4200,1712,0,"never married"
2506,7,34,17,2500,480,1,"divorced"
2508,3,45,17,42000,1480,0,"NA/DF"
2509,3,37,16,17000,560,2,"married"
2509,6,32,16,33000,3341,1,"married"
2509,21,46,17,5000,2714,2,"married"
2509,170,42,13,2700,1680,2,"married"
2509,171,38,13,22100,960,3,"married"
2509,173,37,17,18000,918,2,"married"
2510,170,34,12,7000,832,2,"married"
2510,172,32,16,31000,1864,1,"married"
2515,5,38,12,24600,2180,2,"separated"
2515,6,34,12,60,60,3,"married"
2515,172,39,12,14000,2859,2,"divorced"
2515,173,42,12,6000,1920,0,"married"
2515,176,43,13,9667,693,1,"married"
2516,4,30,12,7800,2033,2,"separated"
2518,174,37,14,13000,1927,0,"married"
2521,170,43,12,25500,2072,2,"divorced"
2521,171,41,17,20000,1440,2,"married"
2525,2,50,99,48000,2282,2,"divorced"
2525,174,30,14,26400,2245,0,"married"
2526,3,37,12,22000,1948,2,"married"
2526,4,35,12,27000,2295,2,"married"
2529,174,32,16,48823,2352,0,"married"
2530,5,38,12,15000,1960,3,"married"
2530,170,36,12,24000,1864,2,"divorced"
2530,178,41,12,33000,2090,1,"married"
2532,3,36,15,0,0,3,"married"
2533,170,40,17,54675,1944,0,"married"
2537,170,45,16,11000,1357,3,"married"
2537,177,43,9,0,0,0,"widowed"
2538,21,45,17,0,0,2,"married"
2539,5,35,12,3089,751,3,"married"
2541,3,41,17,90000,2550,0,"never married"
2541,175,33,16,15000,2340,0,"never married"
2545,4,49,12,0,0,2,"separated"
2547,3,31,14,0,0,1,"married"
2557,5,36,12,4507,406,2,"never married"
2557,6,33,13,23000,1728,1,"never married"
2566,171,35,12,3000,650,5,"married"
2569,3,46,12,1831,173,2,"divorced"
2569,6,38,12,3400,833,2,"married"
2569,170,42,15,21000,1728,2,"married"
2574,170,39,14,24500,1969,1,"married"
2576,3,39,16,8000,1280,4,"married"
2578,177,41,16,34000,1938,1,"never married"
2579,170,46,12,10500,2016,3,"married"
2581,170,38,14,25000,2176,2,"married"
2586,3,39,16,41500,1920,0,"never married"
2586,172,35,16,40000,2408,0,"married"
2586,173,33,16,0,0,4,"married"
2586,176,36,15,0,0,3,"married"
2587,3,43,10,10000,2184,1,"divorced"
2587,6,35,12,24000,1920,2,"married"
2587,7,34,12,20000,2228,4,"married"
2589,3,35,14,2400,104,2,"married"
2590,5,36,12,21000,2040,2,"married"
2590,170,41,14,26988,2016,2,"married"
2590,171,38,12,0,0,1,"married"
2590,172,39,13,3000,604,5,"married"
2591,5,35,14,38000,2336,3,"divorced"
2591,170,37,14,21000,2008,1,"married"
2591,173,34,12,4039,421,2,"married"
2594,3,40,13,5000,456,2,"never married"
2599,3,44,14,23000,2016,2,"married"
2601,4,38,16,950,141,3,"married"
2601,5,35,15,0,0,3,"married"
2601,6,32,16,64000,920,0,"married"
2601,171,39,17,36500,1560,3,"married"
2603,3,41,12,12600,1938,1,"married"
2603,5,34,13,10000,1517,98,"married"
2603,172,42,12,22500,2040,2,"married"
2603,177,31,12,10000,2040,2,"married"
2607,3,39,17,30600,1940,0,"married"
2608,4,39,12,7000,1020,3,"married"
2608,170,40,14,33000,1882,4,"married"
2608,174,30,12,0,0,1,"married"
2610,3,33,13,9000,1506,2,"married"
2611,4,39,10,24000,2160,2,"widowed"
2611,5,39,12,0,0,2,"married"
2611,172,40,12,12000,1696,3,"married"
2613,2,50,13,0,0,2,"married"
2613,4,31,13,21934,1560,2,"divorced"
2614,3,37,0,0,0,99,"no histories"
2614,170,45,12,5263,490,4,"married"
2614,171,48,16,47500,1715,3,"married"
2615,7,38,12,0,0,3,"married"
2615,170,37,12,7000,1200,2,"married"
2615,173,46,13,5000,1144,4,"married"
2615,174,42,14,3700,1484,3,"married"
2615,175,40,12,8500,1924,4,"married"
2615,177,38,12,0,0,4,"married"
2618,2,48,12,0,0,5,"married"
2621,2,45,12,2400,784,0,"married"
2625,170,48,16,48000,1920,2,"married"
2628,3,36,16,0,0,4,"married"
2628,172,33,16,0,0,1,"married"
2629,2,47,12,31000,1680,1,"married"
2632,4,41,12,26000,2450,0,"never married"
2632,5,34,12,19500,2116,2,"married"
2632,6,30,12,14800,1733,0,"never married"
2632,170,45,12,5000,780,2,"married"
2633,170,44,12,17000,1976,3,"married"
2634,2,39,14,14200,1500,0,"married"
2634,3,38,12,0,0,1,"married"
2635,4,37,13,34000,2550,0,"married"
2636,170,39,12,239,1877,1,"married"
2642,2,49,8,0,0,2,"married"
2642,170,48,99,7235,1290,0,"married"
2643,3,43,17,40000,1673,3,"married"
2644,4,44,12,25130,1850,1,"never married"
2645,2,47,8,15500,1880,1,"married"
2645,171,32,13,19000,1960,1,"married"
2646,5,33,14,32000,2072,2,"married"
2646,6,32,12,24400,1920,2,"never married"
2646,177,41,12,20000,2600,1,"never married"
2647,172,34,13,650,213,1,"married"
2649,3,43,11,47000,2404,2,"divorced"
2653,2,50,12,14000,1839,2,"married"
2656,6,37,14,48700,1840,0,"married"
2656,171,42,16,0,0,2,"married"
2656,174,32,16,23000,2000,1,"married"
2657,3,46,12,12500,1862,0,"never married"
2657,4,36,11,2500,540,2,"married"
2657,7,32,12,2294,510,1,"married"
2657,170,44,12,3000,701,2,"married"
2661,3,42,9,18000,2000,3,"married"
2661,6,34,9,10150,2006,2,"never married"
2661,8,31,12,15000,2448,0,"divorced"
2661,171,41,12,6120,980,3,"married"
2662,171,40,12,11000,1880,2,"married"
2663,170,44,14,35000,2016,1,"married"
2665,4,37,9,0,0,2,"married"
2665,5,36,10,4000,795,4,"never married"
2665,177,30,99,2000,423,3,"separated"
2666,2,46,12,5000,512,2,"divorced"
2666,172,40,12,25000,1920,0,"divorced"
2672,3,40,12,12000,470,0,"never married"
2672,5,34,13,0,0,2,"married"
2672,6,31,12,31500,2416,0,"never married"
2673,170,40,17,8714,698,2,"married"
2674,3,44,12,600,60,2,"married"
2678,3,46,12,0,0,1,"divorced"
2678,6,36,14,12500,2000,0,"divorced"
2678,7,34,12,6000,1336,2,"married"
2678,175,32,16,12000,280,2,"married"
2678,176,46,14,1200,697,3,"married"
2679,174,48,12,18133,1869,1,"married"
2680,3,37,12,17000,1701,2,"married"
2680,174,30,12,0,0,3,"married"
2682,3,42,13,16500,1734,0,"married"
2682,4,39,17,35000,1176,2,"married"
2682,5,30,16,28000,2241,0,"married"
2688,170,39,12,0,0,4,"married"
2688,174,40,13,16000,1920,0,"never married"
2690,170,42,16,23000,1610,2,"married"
2692,173,35,11,15000,1750,1,"married"
2697,2,45,12,20000,2200,2,"married"
2699,1,47,12,10000,1964,2,"married"
2699,172,43,16,37900,2208,1,"married"
2701,4,43,11,8250,1560,98,"never married"
2701,6,39,0,0,0,2,"divorced"
2701,7,37,13,9900,2040,5,"separated"
2701,8,35,10,14500,2070,3,"never married"
2701,9,33,10,0,0,3,"divorced"
2701,185,34,0,0,0,99,"no histories"
2701,205,32,99,625,520,98,"never married"
2704,2,39,0,0,0,99,"no histories"
2704,3,37,12,18000,1448,2,"married"
2704,172,43,12,20000,2080,4,"married"
2704,179,31,12,6000,1600,2,"divorced"
2705,2,49,17,35000,2020,2,"divorced"
2705,171,48,12,6750,1470,99,"no histories"
2707,3,35,12,12150,2000,3,"divorced"
2707,4,33,12,16428,1480,4,"married"
2707,5,32,13,3600,1280,2,"divorced"
2708,4,42,13,6000,1666,3,"married"
2712,2,47,12,26800,1827,3,"married"
2713,2,49,12,4000,976,0,"married"
2714,3,38,12,8000,1840,1,"NA/DF"
2714,5,34,12,22000,1672,2,"divorced"
2714,176,44,0,0,0,0,"widowed"
2715,176,36,14,16000,1887,2,"married"
2716,3,31,13,26095,1856,3,"married"
2717,5,37,12,17500,1850,3,"divorced"
2717,6,32,12,3000,500,2,"married"
2722,2,41,15,10000,1255,1,"married"
2722,3,37,17,12000,1750,1,"married"
2726,3,38,16,20000,1040,1,"married"
2727,170,39,12,36400,2400,3,"married"
2727,171,34,17,0,0,2,"married"
2728,172,40,98,0,0,1,"separated"
2730,2,47,12,15000,1530,3,"married"
2731,3,32,12,21000,1920,1,"never married"
2731,4,30,11,17000,2024,2,"married"
2734,170,40,13,30000,1960,1,"married"
2743,2,41,17,17348,2380,0,"never married"
2743,3,35,12,13225,2069,0,"never married"
2744,3,41,12,20500,1968,2,"divorced"
2750,2,50,13,3786,1456,2,"married"
2750,172,30,14,0,0,3,"married"
2752,170,39,12,9800,1400,3,"married"
2752,171,41,13,21000,1938,0,"married"
2752,172,31,12,20000,1964,0,"married"
2753,171,41,16,12000,1200,2,"married"
2753,172,32,16,10500,1520,2,"married"
2755,2,45,14,26400,1859,2,"divorced"
2756,2,50,12,3600,156,2,"married"
2756,170,32,13,3000,787,2,"married"
2760,170,40,13,23000,1400,2,"married"
2763,3,42,12,4400,693,3,"never married"
2770,2,48,12,0,0,2,"married"
2771,3,42,17,55000,1960,2,"married"
2771,4,40,17,50000,2400,0,"divorced"
2771,5,38,17,8800,928,0,"never married"
2771,173,36,16,0,0,3,"married"
2771,174,40,17,43000,3205,0,"never married"
2775,3,46,8,0,0,0,"never married"
2776,22,40,12,11000,2000,1,"separated"
2776,175,37,12,17026,280,98,"divorced"
2780,170,40,12,15000,1380,3,"married"
2781,3,43,16,27000,1656,2,"married"
2781,4,40,14,6000,646,2,"married"
2782,3,41,12,28900,1912,3,"divorced"
2783,3,42,17,0,0,2,"married"
2786,6,35,10,11640,1734,2,"married"
2788,172,38,13,0,0,2,"married"
2799,4,37,12,18150,1739,1,"divorced"
2799,172,41,13,25000,2205,0,"married"
2799,177,32,16,37500,1583,1,"married"
2800,170,38,12,6000,1432,2,"married"
2800,171,36,12,22000,1944,2,"married"
2801,170,39,12,32000,2025,2,"married"
2801,171,38,12,5500,2340,3,"married"
2801,172,38,12,25000,1906,2,"married"
2802,2,49,12,29000,2010,2,"married"
2805,2,43,16,18050,1364,2,"divorced"
2806,171,31,12,4500,968,2,"married"
2816,170,35,12,2000,390,3,"married"
2818,170,43,14,5000,1000,0,"married"
2818,171,43,16,0,0,1,"married"
2819,3,43,13,18000,2500,0,"divorced"
2822,171,48,16,21000,2820,3,"married"
2827,4,38,12,100,832,2,"married"
2828,2,46,12,18000,2766,2,"married"
2831,175,47,17,41084,1960,1,"married"
2836,2,44,12,35000,2600,3,"married"
2836,4,31,12,920,360,3,"divorced"
2838,1,43,12,32000,1720,2,"divorced"
2845,3,41,13,33000,192,2,"married"
2845,178,31,12,4000,2302,1,"married"
2845,180,34,13,25000,2080,0,"never married"
2847,170,41,12,25000,1777,3,"married"
2848,3,41,12,15000,3320,1,"never married"
2848,6,35,12,1300,2040,3,"never married"
2848,170,36,12,24000,1816,2,"married"
2848,174,31,99,0,0,2,"never married"
2848,176,35,13,16605,1181,4,"divorced"
2848,181,31,11,0,0,98,"never married"
2849,3,34,13,17859,1382,3,"married"
2849,4,31,3,0,0,0,"never married"
2850,3,40,14,9600,3120,2,"divorced"
2851,4,35,12,0,0,2,"married"
2851,5,31,17,36450,1371,0,"married"
2851,171,35,12,1200,118,3,"married"
2852,4,37,12,0,0,6,"married"
2852,171,39,12,12480,2080,4,"married"
2852,172,31,13,8000,397,4,"married"
2852,175,38,13,7000,884,3,"married"
2860,4,39,14,13000,1637,1,"married"
2861,170,42,12,32000,2480,1,"married"
2862,173,39,9,0,0,0,"married"
2867,3,43,14,39000,2120,2,"separated"
2869,2,44,12,9000,1368,1,"married"
2874,3,32,17,47000,3100,3,"married"
2875,7,34,12,0,0,3,"married"
2875,174,42,99,1300,16,0,"married"
2876,3,32,12,0,0,3,"never married"
2880,4,30,16,8500,980,0,"never married"
2881,2,47,12,0,1530,6,"separated"
2882,3,36,15,270,47,3,"married"
2882,171,32,14,29000,2205,1,"married"
2885,2,50,13,37000,2205,4,"married"
2885,175,39,15,0,0,2,"married"
2887,3,43,17,41000,1408,2,"divorced"
2887,4,36,99,0,0,2,"never married"
2887,5,34,16,5000,780,2,"divorced"
2890,5,40,15,19996,1970,2,"married"
2893,2,40,10,30000,2100,1,"married"
2893,3,37,12,25000,1912,2,"married"
2894,1,47,17,55000,1564,0,"married"
2895,2,45,12,500,588,2,"divorced"
2895,177,41,13,0,0,2,"married"
2897,3,32,14,3500,3550,2,"married"
2897,4,31,13,3000,120,2,"married"
2897,176,34,12,19000,2048,1,"married"
2898,170,38,16,3300,1323,2,"married"
2900,170,34,13,17000,2662,2,"married"
2901,171,43,14,26774,2000,2,"married"
2902,3,31,16,10000,1026,2,"married"
2902,172,49,13,2225,390,2,"married"
2906,1,50,12,12800,1555,2,"never married"
2906,2,30,13,10000,920,2,"married"
2907,4,36,99,14664,204,0,"never married"
2907,7,31,11,240,9,1,"never married"
2907,174,33,12,5300,780,3,"married"
2910,1,47,13,0,0,4,"widowed"
2910,2,30,14,17000,1907,2,"married"
2915,172,33,99,25000,2056,2,"married"
2920,5,45,12,16000,1680,3,"married"
2921,2,43,12,23000,1753,3,"divorced"
2924,3,30,12,10400,1308,0,"married"
2927,170,45,12,20000,1911,2,"married"
5002,4,40,12,27000,2099,1,"married"
5005,3,38,12,4940,173,5,"married"
5005,4,37,12,0,0,3,"married"
5005,172,33,11,0,0,4,"married"
5010,170,34,12,0,0,4,"married"
5012,2,38,12,21000,1800,1,"widowed"
5012,3,35,13,5200,3120,3,"never married"
5012,5,31,12,6000,2080,1,"never married"
5013,3,34,14,0,0,2,"divorced"
5014,3,42,14,31947,2237,1,"divorced"
5014,4,38,13,19192,1365,2,"married"
5014,175,35,12,22022,1984,3,"married"
5014,177,34,13,25364,1804,2,"married"
5015,3,33,12,666,60,2,"separated"
5015,4,32,12,0,0,2,"divorced"
5015,176,47,12,0,0,2,"divorced"
5017,3,46,13,24000,3152,2,"married"
5017,172,43,13,25000,1145,1,"married"
5018,3,39,13,20000,2160,3,"married"
5020,1,45,12,16110,1500,2,"married"
5024,177,32,12,3000,1306,1,"divorced"
5024,180,31,12,31000,2210,2,"married"
5024,181,30,99,19000,2210,1,"divorced"
5026,170,37,12,0,0,4,"divorced"
5031,3,34,12,0,0,3,"never married"
5031,5,32,11,3157,400,3,"never married"
5031,6,31,11,0,0,3,"never married"
5031,7,30,9,0,0,5,"married"
5032,171,30,14,7000,1600,3,"married"
5032,173,31,0,0,0,0,"never married"
5034,4,40,13,7000,840,3,"married"
5034,5,39,12,0,0,4,"married"
5034,170,43,12,0,0,5,"married"
5035,2,44,9,2000,2080,1,"never married"
5035,171,35,14,26000,2156,2,"married"
5035,173,37,12,400,2080,4,"married"
5037,3,35,99,15112,728,0,"married"
5037,4,34,12,225,1000,0,"never married"
5037,180,35,12,500,160,3,"married"
5040,3,37,13,6000,802,2,"married"
5040,5,33,14,12556,893,0,"married"
5040,170,36,12,0,0,1,"married"
5041,171,37,12,0,0,2,"married"
5044,2,45,12,10000,1839,0,"never married"
5045,3,33,13,250,120,4,"never married"
5045,4,30,13,21000,303,1,"never married"
5047,3,33,16,0,0,2,"never married"
5048,3,43,15,14458,1080,5,"married"
5048,4,37,14,27500,2700,5,"divorced"
5052,4,40,11,1900,780,4,"never married"
5052,6,38,12,0,0,4,"never married"
5052,8,36,11,10000,1120,8,"married"
5052,9,35,12,0,0,5,"married"
5052,174,34,13,18500,1880,3,"married"
5054,170,34,14,40000,1912,2,"married"
5055,2,36,11,0,0,3,"never married"
5055,3,31,10,0,0,1,"never married"
5055,170,41,13,0,0,4,"married"
5055,175,49,99,22852,1707,0,"divorced"
5057,3,43,13,200,64,3,"divorced"
