"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
7,0,0,0,1,47,"yes",0.443,0.089,5.75574,5
4,1,0,0,0,45,"no",0.154,0.031,6.81454,17
2,1,0,0,0,30,"no",0.5,0.1,5.62402,0
1,1,0,0,0,36,"no",0.5,0.1,4.96981,1
6,0,0,0,1,35,"yes",0.354,0.071,5.97889,0
18,0,0,0,1,20,"yes",0.5,0.1,5.53339,0
5,0,0,0,1,23,"yes",0.5,0.1,5.46806,0
13,1,0,0,0,58,"no",0.221,0.044,6.44889,35
5,0,0,0,1,48,"no",0.5,0.1,5.06259,5
5,1,0,0,0,28,"yes",0.253,0.051,6.31536,3
13,0,0,0,0,52,"yes",0.466,0.093,5.70378,11
1,0,1,0,0,37,"no",0.5,0.1,5.06259,5
5,0,0,1,0,33,"yes",0.34,0.068,6.01859,10
7,0,0,1,0,29,"yes",0.591,0.083,5.46806,2
1,1,0,0,0,47,"yes",0.427,0.057,5.8522,14
8,0,0,0,1,28,"yes",0.591,0.083,5.46806,1
13,0,0,1,0,36,"yes",0.336,0.045,6.09131,5
7,0,0,1,0,38,"yes",0.537,0.071,5.62402,1
2,1,0,0,0,28,"yes",0.591,0.089,5.39816,3
2,0,0,0,0,22,"yes",0.591,0.139,4.95583,0
14,0,0,1,0,25,"yes",0.591,0.114,5.15906,0
23,0,0,0,1,50,"yes",0.418,0.056,5.87493,2
9,0,0,0,1,49,"yes",0.591,0.1,5.28827,3
13,0,0,0,1,32,"yes",0.591,0.1,5.28827,3
23,0,0,0,1,35,"yes",0.522,0.069,5.64897,0
14,1,0,0,0,40,"yes",0.551,0.073,5.59471,11
9,0,0,0,1,34,"no",0.591,0.125,5.06259,0
1,1,0,0,0,51,"yes",0.481,0.064,5.73334,3
8,0,0,1,0,38,"yes",0.251,0.033,6.38519,2
14,1,0,0,0,32,"yes",0.442,0.059,5.81711,1
16,0,0,0,1,47,"yes",0.591,0.1,5.28827,7
2,0,0,0,1,28,"no",0.358,0.048,6.02828,5
14,0,0,0,1,61,"yes",0.393,0.003,6.31536,0
14,0,0,0,1,54,"yes",0.306,0.002,6.56667,0
3,0,0,1,0,23,"no",0.52,0.004,5.97889,0
14,1,0,0,0,37,"yes",0.52,0.004,5.97889,2
5,0,0,0,1,56,"yes",0.52,0.008,5.24702,0
3,0,0,1,0,41,"yes",0.5,0.004,6.07535,8
2,1,0,0,0,31,"no",0.52,0.007,5.46806,0
9,0,0,0,1,36,"yes",0.5,0.004,6.07535,6
2,1,0,0,0,25,"no",0.367,0.003,6.38519,1
5,0,0,0,1,31,"yes",0.52,0.005,5.78074,8
1,0,0,1,0,41,"no",0.458,0.003,6.16121,0
8,0,0,0,1,26,"yes",0.52,0.007,5.46806,7
1,0,0,0,1,55,"no",0.52,0.004,5.87493,4
14,0,0,0,1,48,"yes",0.384,0.077,6.31536,7
12,0,0,0,1,26,"no",0.601,0.12,5.46806,0
26,0,0,0,1,60,"yes",0.601,0.12,5.59471,6
5,0,0,0,0,22,"yes",0.601,0.12,5.32301,0
4,0,0,0,1,54,"yes",0.601,0.12,5.11199,8
9,0,1,0,0,57,"yes",0.601,0.12,5.75574,10
5,0,0,0,0,33,"yes",0.601,0.12,5.46806,1
2,0,0,0,1,34,"yes",0.601,0.12,5.06259,5
17,0,0,0,1,26,"yes",0.601,0.12,5.62402,3
3,1,0,0,0,30,"yes",0.601,0.12,5.75574,1
1,1,0,0,0,27,"no",0.601,0.12,5.53339,2
5,1,0,0,0,49,"yes",0.375,0.187,6.07535,0
14,0,0,1,0,55,"yes",0.412,0.206,5.97889,0
1,1,0,0,0,30,"no",0.5,0.25,5.46806,1
3,0,0,0,1,36,"yes",0.412,0.206,5.97889,2
2,1,0,0,0,36,"yes",0.5,0.25,5.75574,5
2,0,0,0,1,41,"yes",0.5,0.25,5.46806,3
1,0,1,0,0,35,"no",0.5,0.25,5.28827,2
6,0,0,0,1,25,"yes",0.5,0.25,5.62402,1
6,0,0,0,1,24,"no",0.5,0.25,5.59471,0
2,0,0,1,0,32,"no",0.5,0.25,4.83628,0
2,0,0,1,0,27,"yes",0.5,0.25,5.18178,1
2,1,0,0,0,32,"yes",0.5,0.25,5.28827,2
3,0,1,0,0,51,"yes",0.458,0.229,5.87493,3
3,0,0,1,0,31,"yes",0.5,0.25,5.54908,10
2,0,0,0,0,24,"no",0.5,0.25,5.46806,0
6,0,0,1,0,52,"yes",0.416,0.083,5.28827,6
6,0,0,0,1,60,"yes",0.305,0.061,6.07535,2
7,0,0,0,0,49,"yes",0.416,0.083,5.56452,0
16,0,0,0,0,52,"yes",0.32,0.064,6.02828,9
9,0,0,0,1,27,"yes",0.416,0.083,5.62402,0
3,0,0,1,0,34,"no",0.265,0.053,6.2186,5
1,1,0,0,0,49,"no",0.28,0.056,6.16121,3
8,0,0,0,1,26,"yes",0.24,0.048,6.31536,0
14,0,0,0,1,54,"yes",0.168,0.034,6.67203,1
5,0,0,0,1,27,"yes",0.267,0.053,6.2106,5
14,0,0,0,1,45,"yes",0.198,0.04,6.51026,1
17,1,0,0,0,37,"yes",0.292,0.058,6.1181,3
22,0,0,0,1,55,"yes",0.416,0.083,5.75574,15
3,1,0,0,0,30,"yes",0.416,0.083,5.53339,1
3,0,1,0,0,29,"yes",0.416,0.083,5.39816,1
16,0,0,0,1,30,"yes",0.24,0.048,6.31536,5
14,0,0,0,1,43,"yes",0.416,0.083,5.75574,4
2,1,0,0,0,31,"yes",0.336,0.067,5.97889,5
5,0,0,0,1,41,"no",0.23,0.046,6.35784,12
13,1,0,0,0,26,"yes",0.416,0.083,5.62402,3
2,1,0,0,0,34,"yes",0.168,0.034,6.67203,2
1,1,0,0,0,38,"no",0.416,0.083,5.28827,3
7,0,0,1,0,44,"yes",0.416,0.083,5.46806,1
25,0,0,0,1,52,"yes",0.305,0.061,6.07535,3
21,0,0,0,0,49,"yes",0.336,0.067,5.97889,1
6,0,0,0,1,35,"yes",0.18,0.036,6.6053,18
7,0,0,1,0,45,"yes",0.336,0.067,5.97889,5
1,0,0,0,0,24,"no",0.33,0.198,6.16121,3
14,0,0,0,1,33,"yes",0.4,0.24,5.46806,13
2,1,0,0,0,32,"no",0.4,0.24,5.06259,0
1,0,0,0,1,20,"no",0.4,0.24,4.92725,1
6,0,0,0,1,49,"no",0.4,0.24,5.46806,20
1,1,0,0,0,43,"no",0.4,0.24,5.62402,0
5,1,0,0,0,27,"yes",0.4,0.24,5.8944,3
1,0,0,1,0,22,"no",0.36,0.216,6.07535,0
1,0,1,0,0,31,"no",0.5,0.15,4.92725,1
1,0,0,0,1,26,"yes",0.5,0.15,5.62402,0
5,0,0,0,1,27,"yes",0.5,0.15,5.62402,5
5,0,0,0,1,26,"yes",0.5,0.15,5.46806,1
6,0,0,0,1,31,"yes",0.5,0.15,5.53339,1
1,0,0,0,0,34,"yes",0.469,0.141,5.93754,1
2,0,0,1,0,32,"yes",0.5,0.15,5.1358,0
9,0,0,0,1,34,"yes",0.381,0.114,6.14419,6
20,0,0,0,1,30,"yes",0.5,0.15,5.62402,10
7,0,0,0,1,34,"yes",0.5,0.15,5.20401,1
3,0,0,1,0,40,"no",0.409,0.123,6.07535,2
23,0,0,0,1,56,"yes",0.5,0.15,5.39816,2
3,0,0,1,0,30,"yes",0.225,0.068,6.67203,2
16,0,0,1,0,32,"no",0.5,0.15,5.39816,1
3,0,0,0,1,40,"yes",0.5,0.15,5.62402,2
3,0,0,1,0,20,"yes",0.5,0.15,5.75574,1
2,1,0,0,0,42,"no",0.404,0.033,5.87493,4
11,0,0,0,1,55,"yes",0.433,0.036,5.80513,3
3,1,0,0,0,22,"no",0.578,0.079,5.01064,4
15,0,0,0,1,43,"yes",0.578,0.1,4.77912,2
9,1,0,0,0,37,"yes",0.404,0.033,5.87493,13
7,0,0,1,0,39,"yes",0.52,0.043,5.62402,5
8,0,0,1,0,24,"no",0.578,0.05,5.46806,0
5,0,0,0,1,38,"yes",0.408,0.034,5.86363,0
19,0,0,0,1,22,"yes",0.404,0.033,5.87493,2
2,0,0,1,0,36,"yes",0.5,0.25,5.75574,0
9,0,0,1,0,61,"yes",0.2,0.1,6.67203,3
8,0,0,1,0,42,"yes",0.286,0.143,6.31536,2
13,0,0,0,1,40,"no",0.52,0.26,5.18178,1
4,0,0,0,1,20,"no",0.52,0.26,4.77912,0
2,0,0,1,0,27,"no",0.52,0.26,5.28827,0
2,1,0,0,0,43,"yes",0.344,0.172,6.13123,5
5,0,0,1,0,28,"yes",0.345,0.172,6.12687,0
7,0,0,0,1,42,"yes",0.333,0.167,6.16121,0
5,0,0,0,1,46,"yes",0.5,0.25,5.75574,0
2,0,0,0,1,28,"yes",0.52,0.26,5.62402,0
9,0,0,0,0,31,"yes",0.52,0.26,5.46806,6
2,1,0,0,0,26,"no",0.52,0.13,5.25227,1
5,0,0,0,1,26,"no",0.52,0.13,5.35186,4
21,0,1,0,0,43,"no",0.175,0.044,6.94794,10
7,0,1,0,0,28,"yes",0.52,0.13,5.3799,4
2,1,0,0,0,39,"no",0.3,0.075,6.40853,4
5,0,0,1,0,54,"yes",0.52,0.13,5.84932,3
2,1,0,0,0,32,"no",0.42,0.105,6.07304,3
3,0,0,0,1,28,"yes",0.52,0.13,5.56068,0
1,1,0,0,0,41,"no",0.52,0.13,5.15906,3
5,0,0,0,1,46,"yes",0.442,0.111,6.02102,3
2,1,0,0,0,20,"no",0.52,0.13,5.20401,1
14,1,0,0,0,35,"yes",0.42,0.105,6.07304,20
4,1,0,0,0,22,"yes",0.52,0.13,5.65599,2
7,0,0,0,1,33,"no",0.52,0.13,5.64191,2
3,0,0,0,1,38,"yes",0.52,0.13,5.56068,17
2,0,0,0,1,30,"no",0.52,0.13,5.56068,2
2,0,0,1,0,21,"no",0.52,0.13,5.49306,0
1,1,0,0,0,58,"no",0.494,0.124,5.9108,5
5,0,0,0,0,37,"no",0.263,0.066,6.54247,5
7,1,0,0,0,37,"yes",0.382,0.095,6.16752,0
1,1,0,0,0,39,"no",0.28,0.07,6.47851,2
11,0,0,0,1,25,"yes",0.52,0.13,5.50533,2
6,0,0,0,1,40,"yes",0.365,0.091,6.21261,5
5,0,1,0,0,44,"yes",0.52,0.13,5.71703,1
1,1,0,0,0,25,"no",0.52,0.13,5.64191,4
1,0,0,0,0,25,"no",0.52,0.13,5.273,3
3,1,0,0,0,54,"no",0.52,0.13,5.84932,2
2,1,0,0,0,46,"no",0.52,0.13,5.86079,5
5,1,0,0,0,30,"no",0.52,0.13,5.33754,0
2,0,0,0,1,45,"no",0.52,0.13,5.56068,1
4,0,0,0,1,35,"yes",0.328,0.082,6.31897,15
7,0,0,0,1,49,"yes",0.52,0.13,5.60212,6
1,0,0,0,1,20,"no",0.52,0.13,5.15906,2
5,0,0,0,1,39,"yes",0.52,0.13,5.273,12
14,0,0,0,1,40,"yes",0.42,0.105,6.07304,3
28,0,0,0,1,26,"yes",0.52,0.13,5.47646,2
2,1,0,0,0,43,"no",0.28,0.07,6.47851,1
7,0,0,1,0,32,"yes",0.52,0.13,5.84932,2
1,0,0,0,1,30,"yes",0.28,0.07,6.47851,2
4,1,0,0,0,28,"no",0.52,0.13,5.04986,0
2,0,0,0,1,25,"no",0.52,0.13,4.75359,0
7,1,0,0,0,49,"yes",0.52,0.13,4.76217,0
4,0,0,0,1,34,"yes",0.52,0.13,5.56068,0
2,1,0,0,0,34,"no",0.438,0.109,6.03309,3
1,0,1,0,0,31,"no",0.323,0.081,6.33505,0
16,0,0,1,0,20,"no",0.52,0.13,4.93447,0
5,0,0,0,1,33,"yes",0.304,0.076,6.39526,1
3,0,0,0,1,38,"yes",0.52,0.13,5.82305,3
3,0,1,0,0,24,"yes",0.52,0.13,5.49306,0
17,0,0,0,1,31,"yes",0.52,0.208,5.65599,2
12,0,0,0,1,30,"yes",0.52,0.208,5.97889,1
2,0,0,0,1,56,"yes",0.52,0.208,6.01616,38
3,0,0,0,1,33,"yes",0.52,0.208,5.94542,4
1,0,1,0,0,41,"yes",0.52,0.208,5.743,2
5,0,0,1,0,25,"yes",0.52,0.208,4.93447,4
9,1,0,0,0,57,"yes",0.52,0.208,5.15906,27
1,1,0,0,0,24,"yes",0.52,0.208,5.94017,1
7,0,0,0,1,32,"yes",0.52,0.208,5.78383,3
1,0,1,0,0,41,"no",0.52,0.208,5.3799,8
7,0,0,0,1,27,"yes",0.52,0.208,5.84932,2
8,0,1,0,0,30,"yes",0.52,0.208,5.62762,3
2,0,0,1,0,49,"yes",0.52,0.208,5.56068,0
1,0,1,0,0,33,"yes",0.52,0.208,5.84932,1
3,0,1,0,0,21,"no",0.52,0.208,5.33754,0
5,0,0,0,1,20,"no",0.52,0.208,5.33754,0
2,0,1,0,0,21,"yes",0.52,0.208,5.56068,3
7,0,1,0,0,31,"yes",0.507,0.203,6.12249,9
13,0,0,0,1,45,"yes",0.313,0.125,6.60394,4
12,0,0,0,1,52,"yes",0.52,0.208,5.15906,1
3,0,0,0,0,39,"yes",0.445,0.178,6.2519,2
4,1,0,0,0,36,"yes",0.333,0.133,6.54247,14
1,0,0,1,0,38,"yes",2.059,0.824,2.70805,0
7,0,0,0,1,45,"yes",0.38,0.152,6.40853,0
1,0,0,0,0,39,"yes",0.52,0.208,5.71703,13
4,1,0,0,0,28,"yes",0.52,0.208,5.62762,1
2,0,1,0,0,26,"yes",0.52,0.208,5.49306,9
2,1,0,0,0,50,"no",0.52,0.208,5.33754,0
8,0,0,0,1,56,"yes",0.52,0.208,5.70711,11
10,0,0,0,1,26,"no",0.52,0.208,5.90536,0
3,0,0,0,1,28,"yes",0.52,0.208,5.84932,9
11,0,0,0,1,41,"yes",0.443,0.177,6.25575,5
2,0,0,0,1,55,"no",0.49,0.245,5.3799,0
2,0,0,1,0,53,"yes",0.49,0.245,5.3799,1
3,0,0,0,1,45,"yes",0.49,0.245,5.29832,1
6,0,0,0,1,34,"yes",0.49,0.245,5.3799,3
2,0,0,0,1,32,"no",0.49,0.245,5.62762,5
3,0,0,1,0,33,"yes",0.468,0.234,5.84932,5
6,0,0,0,1,25,"yes",0.49,0.245,5.56068,6
5,0,0,0,0,24,"yes",0.374,0.187,6.07304,2
2,0,0,0,1,25,"no",0.49,0.245,5.71703,0
13,1,0,0,0,53,"yes",0.179,0.09,6.80793,13
5,0,1,0,0,35,"no",0.49,0.245,4.68213,0
10,0,0,0,1,27,"no",0.49,0.245,5.56068,2
7,0,0,0,1,21,"yes",0.49,0.245,5.67332,1
6,0,0,0,1,31,"yes",0.374,0.187,6.07304,1
5,0,0,0,1,24,"yes",0.49,0.245,5.04986,6
5,0,0,0,1,31,"yes",0.49,0.245,5.71703,2
6,0,0,0,1,22,"yes",0.468,0.234,5.84932,1
13,0,0,1,0,40,"yes",0.39,0.195,6.03309,2
5,0,0,0,1,29,"yes",0.49,0.245,5.45104,0
7,0,1,0,0,48,"no",0.49,0.245,5.71703,5
4,0,0,0,1,21,"no",0.49,0.245,5.15906,0
6,1,0,0,0,41,"yes",0.34,0.17,6.16752,1
7,0,0,0,1,49,"yes",0.49,0.245,5.15906,3
12,0,0,0,1,43,"yes",0.416,0.208,5.96615,3
8,1,0,0,0,27,"yes",0.325,0.163,6.21261,4
14,0,0,0,1,60,"yes",0.374,0.187,6.07304,5
2,0,0,0,1,40,"no",0.49,0.245,5.3799,2
27,1,0,0,0,50,"yes",0.468,0.234,5.84932,24
1,0,0,1,0,30,"no",0.325,0.163,6.21261,8
5,0,0,0,1,21,"yes",0.49,0.245,5.56068,0
11,1,0,0,0,41,"yes",0.49,0.245,5.56068,2
4,0,0,0,1,25,"yes",0.49,0.245,5.743,3
7,0,0,0,1,37,"yes",0.416,0.208,5.96615,1
3,0,0,1,0,20,"no",0.49,0.245,4.86753,2
3,0,0,1,0,20,"no",0.49,0.245,5.3799,2
2,0,0,0,0,39,"no",0.49,0.245,5.67675,0
9,0,0,1,0,51,"no",0.49,0.245,4.83628,0
3,0,0,0,1,36,"no",0.49,0.245,5.79909,1
1,1,0,0,0,22,"no",0.49,0.245,5.62762,0
11,1,0,0,0,43,"yes",0.49,0.245,5.15906,1
6,1,0,0,0,28,"yes",0.49,0.245,5.15906,1
5,1,0,0,0,37,"yes",0.416,0.208,5.96615,2
7,1,0,0,0,35,"yes",0.49,0.245,5.49306,11
5,0,0,0,1,32,"yes",0.5,0.1,5.56068,2
6,0,0,0,1,39,"yes",0.275,0.055,6.2804,14
1,1,0,0,0,30,"no",0.5,0.1,5.15906,3
3,0,0,0,1,22,"yes",0.5,0.1,5.56068,2
7,0,0,0,1,50,"yes",0.326,0.065,6.10702,10
1,1,0,0,0,40,"no",0.282,0.056,6.25575,15
20,0,0,0,1,32,"yes",0.5,0.1,5.56068,1
4,0,0,0,1,35,"yes",0.26,0.052,6.33505,11
5,0,1,0,0,35,"no",0.5,0.1,5.3799,0
15,0,0,0,1,25,"no",0.5,0.1,5.33754,1
13,0,0,0,1,21,"no",0.5,0.1,4.70953,0
5,0,0,0,1,41,"yes",0.268,0.054,6.30445,2
1,0,1,0,0,48,"yes",0.5,0.1,5.50533,11
3,1,0,0,0,25,"yes",0.5,0.1,5.29832,1
1,1,0,0,0,49,"no",0.497,0.099,5.68698,2
7,0,0,1,0,27,"yes",0.483,0.097,5.71703,1
3,1,0,0,0,28,"no",0.338,0.068,6.07304,3
26,0,0,0,1,22,"no",0.5,0.1,5.64191,2
1,0,0,1,0,22,"no",0.5,0.1,5.25227,0
7,1,0,0,0,47,"yes",0.322,0.064,6.12249,20
1,1,0,0,0,31,"no",0.423,0.085,5.84932,0
2,1,0,0,0,24,"no",0.483,0.097,5.71703,0
2,0,1,0,0,36,"no",0.5,0.1,4.86753,2
7,1,0,0,0,28,"no",0.5,0.1,5.56068,6
4,0,0,0,1,25,"yes",0.424,0.085,5.84644,2
3,1,0,0,0,43,"yes",0.5,0.1,5.59471,2
1,0,0,1,0,42,"no",0.5,0.1,5.33754,13
4,0,0,0,1,58,"yes",0.5,0.1,4.46591,2
5,0,0,0,1,25,"no",0.5,0.1,5.15906,0
13,0,0,0,1,57,"yes",0.228,0.046,6.46459,32
3,0,0,0,1,48,"no",0.338,0.068,6.07304,25
2,0,0,0,1,57,"no",0.5,0.1,5.56068,2
2,1,0,0,0,30,"no",0.5,0.014,5.71703,3
5,0,0,1,0,42,"yes",0.5,0.028,5.04986,4
15,1,0,0,0,49,"yes",0.316,0.008,6.30628,0
1,0,1,0,0,36,"yes",0.5,0.014,5.743,3
2,0,0,0,1,23,"yes",0.5,0.019,5.45532,1
13,0,0,0,1,60,"yes",0.455,0.011,5.94542,10
7,0,0,0,1,34,"yes",0.5,0.03,4.96284,6
7,0,0,0,1,31,"yes",0.5,0.014,5.71703,3
1,1,0,0,0,22,"no",0.5,0.017,5.56068,4
11,0,0,0,1,22,"yes",0.5,0.021,5.33754,1
2,1,0,0,0,34,"no",0.5,0.036,4.79579,3
3,0,0,0,1,56,"no",0.5,0.033,4.86753,0
6,1,0,0,0,49,"no",0.5,0.013,5.84932,1
2,0,0,0,1,45,"no",0.16,0.004,6.98934,3
1,1,0,0,0,24,"no",0.5,0.024,5.20401,0
1,1,0,0,0,31,"no",0.4,0.01,6.07304,6
1,0,0,1,0,24,"no",0.333,0.008,6.25575,4
3,1,0,0,0,31,"yes",0.267,0.007,6.47851,0
7,1,0,0,0,31,"yes",0.5,0.013,5.84932,0
1,1,0,0,0,35,"no",0.5,0.033,4.86753,15
3,0,0,0,1,39,"no",0.5,0.025,5.15906,2
1,0,0,1,0,21,"no",0.5,0.013,5.84932,0
2,1,0,0,0,20,"yes",0.5,0.017,5.56068,1
3,1,0,0,0,24,"no",0.5,0.025,5.15906,0
5,1,0,0,0,31,"no",0.5,0.02,5.3799,0
1,0,0,1,0,47,"no",0.5,0.029,5.02388,4
5,0,0,0,1,35,"yes",0.333,0.008,6.25575,6
5,0,0,0,1,38,"yes",0.248,0.006,6.55108,7
1,1,0,0,0,32,"no",0.4,0.01,6.07304,3
3,0,0,0,1,30,"yes",0.5,0.02,5.3799,2
2,1,0,0,0,50,"no",0.5,0.025,5.15906,0
3,1,0,0,0,21,"no",0.5,0.028,5.04986,0
2,1,0,0,0,24,"no",0.5,0.032,4.89784,3
2,0,0,0,1,24,"no",0.5,0.019,5.45532,0
2,0,0,0,1,23,"no",0.5,0.033,4.86753,0
1,1,0,0,0,28,"yes",0.381,0.01,6.12249,0
2,0,0,0,1,38,"no",0.5,0.013,5.78383,5
1,0,0,0,0,31,"no",0.5,0.013,5.84932,0
26,0,0,1,0,35,"no",0.2,0.005,6.76619,2
1,0,1,0,0,26,"no",0.32,0.008,6.29527,2
3,1,0,0,0,20,"no",0.5,0.018,5.49306,1
1,1,0,0,0,20,"no",0.5,0.02,5.3799,0
3,0,1,0,0,40,"no",0.5,0.04,4.68213,0
5,1,0,0,0,42,"yes",0.5,0.028,5.04986,1
1,1,0,0,0,35,"no",0.5,0.015,5.69373,3
4,1,0,0,0,37,"yes",0.5,0.018,5.49306,2
1,1,0,0,0,43,"no",0.444,0.011,5.96615,1
2,1,0,0,0,30,"no",0.5,0.013,5.84932,0
5,1,0,0,0,57,"yes",0.5,0.025,5.15906,1
1,1,0,0,0,21,"no",0.5,0.014,5.7589,1
1,1,0,0,0,40,"no",0.231,0.006,6.62141,5
2,0,0,1,0,43,"no",0.5,0.023,5.25227,0
19,0,0,0,1,44,"yes",0.5,0.02,5.3799,2
1,1,0,0,0,28,"no",0.5,0.022,5.28827,0
2,1,0,0,0,29,"no",0.5,0.014,5.75257,0
7,1,0,0,0,21,"yes",0.6,0.12,5.3799,3
15,0,0,0,1,48,"yes",0.397,0.079,6.33505,3
6,1,0,0,0,42,"yes",0.6,0.12,5.84932,0
9,1,0,0,0,40,"yes",0.455,0.091,6.19848,4
2,1,0,0,0,32,"no",0.6,0.12,5.3799,1
5,0,0,0,0,34,"no",0.6,0.12,5.71703,4
4,1,0,0,0,32,"yes",0.272,0.054,6.71417,1
7,0,0,0,1,35,"no",0.6,0.12,5.02388,3
17,0,0,0,1,44,"yes",0.258,0.052,6.76619,5
2,0,0,0,1,21,"no",0.6,0.12,5.33754,0
7,1,0,0,0,44,"yes",0.471,0.094,6.16542,6
10,0,0,0,1,61,"yes",0.344,0.069,6.47851,17
4,0,0,0,1,38,"no",0.369,0.074,6.40853,4
8,0,0,0,1,56,"yes",0.6,0.12,5.3799,12
1,1,0,0,0,57,"no",0.6,0.12,5.81114,9
2,1,0,0,0,42,"yes",0.58,0.116,5.95584,1
2,1,0,0,0,43,"yes",0.516,0.103,6.07304,12
2,0,0,0,1,44,"yes",0.134,0.027,7.41998,5
13,1,0,0,0,26,"yes",0.516,0.103,6.07304,4
3,0,0,0,0,60,"yes",0.6,0.12,5.89715,16
3,0,0,0,1,53,"no",0.272,0.054,6.71417,3
11,1,0,0,0,45,"yes",0.134,0.027,7.41998,2
1,0,0,0,0,60,"yes",0.593,0.119,5.93225,8
7,0,0,0,1,59,"yes",0.573,0.115,5.96615,2
1,0,1,0,0,27,"no",0.527,0.105,6.05209,0
4,0,0,0,0,28,"yes",0.538,0.108,6.03309,1
11,0,0,0,1,35,"yes",0.516,0.103,6.07304,5
2,1,0,0,0,21,"no",0.6,0.12,5.47646,1
2,1,0,0,0,24,"no",0.6,0.12,4.86753,0
6,1,0,0,0,53,"yes",0.358,0.072,6.43935,4
8,0,0,0,1,59,"yes",0.6,0.12,5.66643,0
11,1,0,0,0,46,"yes",0.258,0.052,6.76619,8
4,1,0,0,0,42,"yes",0.6,0.12,5.62762,2
7,1,0,0,0,39,"no",0.561,0.112,5.98896,0
5,1,0,0,0,37,"yes",0.143,0.029,7.35372,2
4,1,0,0,0,59,"yes",0.538,0.108,6.03309,6
3,1,0,0,0,59,"yes",0.6,0.12,5.84932,1
2,1,0,0,0,42,"yes",0.6,0.12,5.79909,2
3,0,0,0,1,22,"yes",0.6,0.12,5.47646,1
5,0,0,1,0,33,"yes",0.581,0.116,5.95324,1
9,0,0,0,1,27,"yes",0.6,0.12,5.15906,0
3,1,0,0,0,39,"yes",0.206,0.041,6.98934,2
22,0,0,0,1,44,"yes",0.461,0.092,6.18621,5
3,0,0,1,0,20,"no",0.5,0.214,4.93447,0
13,0,0,0,1,33,"yes",0.5,0.137,5.3799,2
1,1,0,0,0,38,"no",0.5,0.169,5.16479,19
2,0,0,0,1,43,"yes",0.326,0.049,6.40853,5
5,0,0,0,1,44,"yes",0.5,0.253,4.76217,0
3,0,1,0,0,52,"yes",0.5,0.207,4.96284,12
3,0,0,1,0,29,"no",0.5,0.171,5.15906,2
2,0,0,1,0,31,"no",0.5,0.137,5.3799,1
2,0,0,0,0,25,"yes",0.5,0.193,5.03695,1
7,1,0,0,0,40,"yes",0.5,0.149,5.29832,1
2,1,0,0,0,31,"yes",0.5,0.214,4.93447,3
4,1,0,0,0,37,"yes",0.5,0.115,5.55683,2
3,0,0,0,1,37,"yes",0.5,0.114,5.56068,1
27,1,0,0,0,39,"yes",0.5,0.195,5.02388,18
15,1,0,0,0,22,"yes",0.5,0.171,5.15906,0
2,0,0,1,0,40,"no",0.5,0.171,5.15906,0
20,0,0,0,1,56,"yes",0.5,0.124,5.47646,15
14,1,0,0,0,32,"no",0.322,0.048,6.41999,10
7,1,0,0,0,32,"yes",0.5,0.098,5.71703,9
8,0,0,0,1,31,"yes",0.5,0.143,5.33754,0
1,0,0,1,0,28,"no",0.285,0.043,6.54247,4
14,0,1,0,0,34,"yes",0.5,0.171,5.15906,12
1,0,0,0,0,29,"no",0.5,0.076,5.96615,14
3,0,0,0,1,49,"yes",0.5,0.115,5.55683,10
3,0,0,0,1,40,"no",0.415,0.062,6.16752,2
1,0,0,0,0,20,"yes",0.5,0.114,5.56068,4
1,1,0,0,0,37,"no",0.5,0.114,5.56068,1
1,1,0,0,0,61,"no",0.456,0.068,6.07304,12
13,0,0,0,1,46,"yes",0.456,0.068,6.07304,0
5,0,1,0,0,20,"no",0.5,0.14,5.36129,1
11,1,0,0,0,43,"yes",0.312,0.047,6.45047,11
1,1,0,0,0,60,"no",0.5,0.143,5.33754,1
13,0,0,0,1,32,"no",0.456,0.068,6.07304,1
1,1,0,0,0,39,"no",0.119,0.018,7.41998,2
7,0,1,0,0,39,"no",0.5,0.214,4.93447,0
1,1,0,0,0,40,"no",0.5,0.114,5.56068,1
1,0,1,0,0,41,"no",0.5,0.171,5.15906,0
1,1,0,0,0,27,"no",0.5,0.143,5.33754,1
5,0,0,0,1,44,"yes",0.5,0.18,5.10595,3
1,0,1,0,0,31,"no",0.5,0.12,5.3799,6
13,0,1,0,0,57,"yes",0.5,0.086,5.71703,0
2,0,0,0,1,26,"yes",0.442,0.052,6.21661,2
3,0,0,1,0,23,"yes",0.5,0.1,5.56068,1
2,0,0,0,0,29,"yes",0.5,0.06,6.07304,1
7,0,0,1,0,43,"yes",0.5,0.133,5.273,0
11,1,0,0,0,20,"no",0.5,0.15,5.15906,1
1,0,1,0,0,50,"yes",0.378,0.045,6.37161,24
12,0,0,0,1,40,"yes",0.5,0.06,6.07304,17
5,0,1,0,0,47,"yes",0.5,0.06,6.07304,5
3,0,0,0,1,37,"yes",0.354,0.042,6.43775,1
3,0,0,0,1,28,"yes",0.5,0.063,6.03309,2
12,0,0,0,1,47,"yes",0.306,0.036,6.58341,1
3,0,0,0,1,33,"no",0.182,0.021,7.1025,0
3,0,0,0,1,21,"yes",0.5,0.067,5.96615,2
5,1,0,0,0,27,"yes",0.392,0.046,6.33505,1
1,1,0,0,0,30,"no",0.402,0.047,6.31173,1
16,1,0,0,0,20,"yes",0.5,0.125,5.33754,1
18,0,0,0,1,38,"yes",0.425,0.05,6.25575,18
13,0,0,1,0,32,"yes",0.49,0.058,6.11147,2
