"hours","income","age","education","child5","child13","child17","nonwhite","owned","mortgage","occupation","unemp"
1954,310,32,15,1,1,0,0,1,1,"mp",6
1335,393,35,12,1,3,0,0,1,1,"other",6
1984,695,43,17,0,0,0,0,1,1,"mp",11
1950,356,41,12,0,0,1,0,1,1,"mp",4
750,329,23,16,1,0,0,0,1,1,"mp",4
0,1231,39,12,2,0,2,0,1,1,"other",7
1900,251,31,14,0,0,0,0,1,1,"other",5
0,680,61,15,0,0,0,0,1,0,"other",7
0,410,26,12,2,0,0,0,1,1,"swcc",3
1100,584,46,11,0,0,0,0,1,1,"swcc",3
0,7220,56,16,0,0,0,0,1,0,"mp",2
2101,510,35,17,0,0,0,0,1,1,"mp",2
0,539,25,16,1,0,0,0,1,1,"mp",2
2750,238,28,16,0,0,0,0,0,0,"swcc",7
1638,623,35,16,1,1,0,0,1,1,"swcc",6
0,390,60,12,0,0,0,0,1,0,"other",8
1920,365,35,12,0,1,0,0,1,0,"mp",8
1216,190,62,12,0,0,0,0,1,0,"other",8
2295,260,37,10,0,1,0,0,1,0,"other",4
1984,253,36,12,0,1,2,0,1,1,"other",7
2250,191,26,15,0,0,0,0,0,0,"swcc",5
1600,749,43,17,0,0,1,0,1,0,"mp",5
1567,221,40,10,1,0,0,0,0,0,"other",8
0,690,36,12,0,1,2,0,1,1,"mp",5
1512,138,28,16,1,0,0,0,1,1,"swcc",4
0,150,48,6,0,0,0,0,1,0,"mp",4
1248,253,39,12,0,4,0,0,1,1,"other",4
520,635,40,12,0,0,1,0,1,1,"swcc",1
0,650,59,12,0,0,0,0,1,1,"swcc",5
1977,407,34,17,0,0,0,0,1,1,"mp",3
1080,395,23,15,0,0,0,0,1,1,"mp",9
0,531,31,16,1,1,0,0,1,1,"mp",2
2500,288,25,17,0,0,0,0,1,1,"mp",3
274,630,33,17,2,0,0,0,1,1,"swcc",3
1191,280,28,14,2,0,0,0,1,1,"mp",3
0,1192,64,14,0,0,0,0,1,0,"other",3
0,400,44,14,0,0,0,0,1,1,"swcc",4
1720,250,34,15,1,1,0,0,1,1,"mp",4
0,570,59,9,0,0,0,0,1,0,"mp",9
0,35,47,10,0,0,0,1,0,0,"other",9
120,250,63,10,0,0,0,1,1,0,"swcc",9
0,250,54,10,0,0,0,1,1,1,"swcc",7
2986,35,29,16,0,0,0,0,0,0,"other",12
0,130,25,11,1,1,0,0,0,0,"swcc",6
0,382,54,12,0,0,0,0,1,0,"mp",6
2429,250,31,12,0,1,0,0,1,1,"other",4
0,360,31,13,1,1,0,0,1,1,"mp",6
1804,157,23,12,2,0,0,0,1,1,"other",2
1462,59,21,12,0,0,0,0,1,0,"other",2
1830,337,36,13,0,0,2,0,1,1,"other",4
689,242,40,10,0,2,0,0,1,0,"other",4
2352,100,22,12,1,0,0,0,0,0,"swcc",6
2040,150,29,11,1,1,0,0,1,1,"other",5
922,121,20,11,2,0,0,0,0,0,"other",11
0,149,42,9,1,1,1,0,1,1,"other",11
2227,152,31,13,1,1,0,0,1,1,"swcc",7
0,287,33,10,0,1,1,0,0,0,"swcc",8
0,102,57,8,0,0,1,0,1,1,"other",4
0,275,31,14,3,0,0,0,0,0,"swcc",4
0,298,34,10,0,2,1,0,0,0,"other",4
2000,209,25,12,0,0,0,0,1,1,"swcc",5
1848,193,25,9,0,0,0,0,0,0,"other",4
1560,200,26,12,2,0,0,0,1,1,"other",4
0,55,31,6,0,2,0,0,0,0,"other",4
113,287,29,12,1,2,0,0,1,1,"swcc",9
2352,140,27,12,1,1,0,0,1,0,"swcc",4
50,189,52,11,0,0,0,0,1,1,"other",4
704,441,31,12,0,2,0,0,1,1,"mp",4
2092,193,28,12,1,1,0,0,0,0,"other",4
2134,154,33,11,1,2,1,0,0,0,"swcc",3
2050,341,35,14,0,0,1,0,1,1,"mp",5
2130,162,23,12,1,0,0,0,0,0,"other",4
0,388,38,16,0,0,1,0,1,1,"swcc",8
1568,333,37,10,0,0,1,0,1,1,"swcc",11
1166,76,21,12,1,0,0,0,0,0,"mp",11
0,115,22,12,1,0,0,0,0,0,"swcc",5
2080,160,29,12,0,1,0,0,1,1,"swcc",5
2166,180,29,13,0,1,0,0,1,0,"mp",7
761,292,29,12,0,3,0,0,1,1,"other",7
1828,154,35,10,1,2,1,1,0,0,"swcc",4
1883,273,43,9,0,0,0,0,0,0,"other",4
0,342,25,12,2,0,0,0,1,1,"other",3
95,370,36,16,1,3,0,0,0,0,"mp",3
0,200,32,16,0,0,0,0,0,0,"mp",5
0,434,64,15,0,0,0,0,1,0,"other",4
925,537,30,16,0,0,0,0,1,1,"mp",5
0,245,26,12,2,1,0,0,0,0,"other",9
1008,140,24,12,2,0,0,0,1,1,"other",9
1344,558,42,9,0,0,0,0,1,1,"swcc",9
240,355,40,17,0,2,0,0,1,1,"mp",3
258,240,32,12,2,1,0,0,1,1,"swcc",8
0,781,45,16,0,0,0,0,1,1,"mp",6
2484,115,43,17,0,2,0,0,1,0,"swcc",8
1771,581,42,12,0,0,2,0,1,1,"swcc",3
0,70,48,12,0,0,0,0,1,1,"swcc",6
2065,41,23,13,0,0,0,0,0,0,"other",5
330,343,57,12,0,0,0,0,0,0,"swcc",2
2072,163,33,10,0,2,2,0,1,1,"other",4
0,84,27,11,1,1,0,0,0,0,"other",6
0,130,31,13,0,2,0,0,0,0,"mp",6
184,430,24,13,0,0,0,0,0,0,"other",9
1480,266,26,16,2,0,0,0,1,1,"swcc",7
0,432,48,10,0,0,0,0,1,1,"other",9
0,310,50,11,0,0,0,0,1,0,"other",11
0,311,26,12,0,2,0,0,1,0,"swcc",4
2000,160,31,9,1,1,0,0,0,0,"swcc",5
2035,80,57,9,0,0,1,0,1,0,"swcc",5
424,485,39,13,0,3,0,0,1,1,"mp",5
1947,144,34,12,0,2,0,0,1,1,"other",5
1905,119,58,9,0,0,0,0,1,0,"other",5
0,580,37,11,0,1,0,0,1,0,"mp",11
0,106,54,12,0,0,0,0,1,0,"other",11
960,380,33,13,2,0,0,0,1,1,"swcc",11
1632,293,45,12,0,0,1,0,1,1,"swcc",6
190,592,45,14,0,0,0,0,1,1,"mp",6
94,214,23,14,1,0,0,0,0,0,"mp",4
570,815,44,16,2,1,1,0,1,1,"mp",5
1960,345,33,12,0,1,0,0,1,1,"mp",6
1875,185,54,12,0,0,0,0,0,0,"swcc",6
2224,155,26,11,0,0,0,0,0,0,"mp",6
0,135,54,12,0,0,0,1,1,0,"other",4
1896,319,41,17,0,0,1,0,1,1,"mp",6
175,299,40,15,0,0,0,0,1,1,"swcc",4
2000,66,40,12,0,2,0,0,1,0,"swcc",3
1755,310,41,17,1,0,0,0,1,1,"mp",3
0,3136,36,16,1,2,0,0,1,0,"mp",5
588,1028,61,17,0,0,0,0,1,0,"mp",3
1250,346,38,9,0,1,1,0,1,1,"other",3
2040,153,28,9,0,2,0,0,1,1,"other",4
1040,94,26,12,1,0,0,0,0,0,"swcc",4
0,122,26,12,3,1,0,0,1,1,"fr",4
2080,215,26,8,1,1,0,0,1,1,"other",4
0,320,45,12,0,0,1,0,1,1,"fr",5
1512,130,23,12,2,1,0,0,1,1,"other",3
2250,121,23,14,3,0,0,0,0,0,"other",6
1920,60,53,11,0,0,0,0,1,1,"swcc",4
569,250,22,14,1,0,0,0,0,0,"swcc",5
1976,320,40,14,0,1,1,0,1,1,"other",6
2108,231,31,14,1,1,0,0,1,1,"mp",7
0,384,50,8,0,0,0,0,1,0,"swcc",5
1989,287,26,12,1,0,0,0,1,1,"swcc",5
0,378,54,12,0,0,0,1,1,0,"other",5
1144,170,26,16,1,0,0,1,1,1,"swcc",5
0,360,55,8,0,0,0,0,1,1,"swcc",5
2040,160,36,12,0,2,1,0,1,0,"swcc",5
2030,125,23,12,1,0,0,0,1,1,"other",6
0,131,19,11,0,0,0,0,0,0,"other",5
1048,35,51,12,0,0,1,1,1,0,"swcc",5
1216,0,21,15,1,0,0,0,0,0,"other",5
0,413,41,12,0,1,0,0,1,0,"mp",4
1628,164,24,11,3,1,0,0,0,0,"other",9
2084,340,36,12,0,0,0,1,0,0,"other",7
1838,1152,47,17,0,0,0,0,1,1,"mp",3
1944,265,60,7,3,0,0,0,1,0,"other",6
2000,426,33,12,0,0,0,0,1,1,"mp",6
0,290,36,15,1,2,0,0,1,0,"swcc",3
955,301,32,12,1,3,0,0,1,1,"other",6
0,573,60,12,0,0,0,0,1,0,"other",3
1468,194,33,9,0,1,1,1,0,0,"other",6
0,338,35,11,3,1,1,0,0,0,"other",6
0,301,30,12,0,1,0,0,0,0,"swcc",6
2100,324,31,14,0,2,0,0,1,1,"swcc",6
2000,192,28,13,0,0,0,0,1,0,"mp",6
2060,270,26,14,1,1,0,0,1,1,"mp",1
0,562,35,10,2,1,1,1,0,0,"other",1
1736,528,40,12,0,0,2,0,0,0,"mp",5
0,511,38,8,0,1,1,0,1,0,"other",10
1715,80,19,11,0,0,0,0,0,0,"other",11
696,127,20,10,2,0,0,0,0,0,"swcc",11
1505,320,29,14,0,2,0,0,1,1,"swcc",5
2184,300,48,10,0,1,1,0,1,1,"other",6
120,288,42,12,0,0,0,0,1,1,"swcc",6
2450,236,33,14,1,1,0,0,1,1,"mp",5
3380,293,35,16,2,0,0,0,1,1,"mp",5
2094,369,37,16,0,1,0,0,1,1,"mp",4
1989,302,59,10,0,0,0,0,1,1,"swcc",3
1546,383,31,16,0,0,0,0,1,1,"mp",4
0,380,33,13,1,2,0,0,1,1,"mp",4
698,320,23,12,1,0,0,0,1,1,"other",3
906,323,27,14,1,0,0,0,1,1,"swcc",3
2059,210,25,14,0,0,0,0,1,1,"other",6
990,267,51,11,0,0,0,0,1,0,"other",6
1084,460,32,12,0,2,0,0,1,1,"mp",5
0,231,25,14,2,0,0,0,1,1,"other",6
2551,174,51,17,0,1,1,0,1,1,"swcc",8
1408,355,37,17,0,0,0,0,1,1,"swcc",8
1930,293,29,13,0,0,0,0,1,1,"other",7
1434,563,34,17,2,0,0,0,1,1,"mp",5
816,345,34,17,1,0,0,0,0,0,"mp",5
2000,280,39,12,0,0,2,0,1,1,"other",6
0,254,64,7,0,0,0,0,1,0,"other",7
0,139,60,16,0,0,0,0,1,0,"other",5
0,315,32,17,2,0,0,0,0,0,"mp",10
1984,467,37,16,2,0,0,0,1,1,"mp",6
216,503,33,15,2,1,0,0,0,0,"swcc",9
0,800,40,16,1,1,0,0,1,1,"mp",6
1960,330,38,14,0,1,0,0,1,1,"mp",2
2013,486,44,17,0,1,0,0,1,1,"mp",8
528,340,26,12,2,0,0,0,0,0,"other",11
2295,136,36,12,0,2,0,0,1,1,"swcc",7
0,522,35,10,0,2,0,0,0,0,"swcc",6
2000,135,23,12,0,0,0,0,0,0,"swcc",6
864,120,31,12,2,1,0,0,1,1,"other",6
1680,244,36,14,0,0,2,0,0,0,"swcc",6
2100,242,60,0,0,0,0,0,1,1,"swcc",6
768,108,18,12,1,0,0,0,0,0,"swcc",6
1912,235,27,12,1,1,0,0,1,1,"swcc",4
640,233,29,12,2,0,0,0,0,0,"swcc",3
1896,135,28,12,0,0,0,0,1,1,"other",3
1699,157,29,11,1,0,0,0,1,1,"swcc",4
2130,330,36,14,0,1,1,0,1,1,"other",3
975,117,59,9,0,0,0,0,1,0,"swcc",4
1750,552,32,12,0,0,0,0,1,1,"mp",4
0,132,64,13,0,0,0,0,1,0,"swcc",5
2500,204,33,17,0,0,0,0,1,1,"mp",6
294,324,40,13,0,0,0,1,1,1,"swcc",4
2184,180,20,12,0,0,0,1,0,0,"mp",4
2080,214,55,12,0,0,0,0,0,0,"swcc",3
808,445,49,12,0,0,1,0,1,1,"other",4
2040,130,24,16,0,0,0,0,0,0,"other",6
1440,151,29,16,1,0,0,0,1,1,"fr",6
2000,230,24,12,0,0,0,0,1,1,"mp",6
0,276,62,9,0,0,0,0,1,0,"swcc",8
0,343,48,12,0,0,1,0,1,1,"swcc",7
1920,114,27,12,0,1,0,0,1,0,"swcc",8
0,537,55,12,0,0,0,0,1,1,"mp",8
1918,411,27,12,0,0,0,0,0,0,"mp",6
2048,434,46,14,0,0,0,0,1,1,"mp",9
0,342,33,12,0,3,0,0,1,1,"mp",9
0,349,47,12,0,0,1,0,1,1,"other",6
156,287,26,12,2,0,0,0,1,1,"other",6
1044,212,29,14,0,0,0,1,0,0,"other",6
0,31,64,11,0,0,0,1,0,0,"other",6
0,380,26,14,1,0,0,0,1,1,"swcc",8
1786,150,28,14,1,0,0,0,1,1,"swcc",8
0,430,63,11,0,0,0,0,1,1,"mp",7
0,275,46,14,0,0,0,0,1,1,"mp",9
1463,300,31,12,1,0,1,0,1,1,"mp",9
2098,404,29,12,1,1,0,0,1,1,"swcc",9
0,285,28,16,3,0,0,0,1,1,"other",3
2070,340,32,16,0,2,0,0,1,1,"mp",3
1813,460,34,12,1,1,0,0,1,1,"other",3
2000,146,26,13,1,0,0,0,1,1,"other",5
0,770,61,12,0,0,0,0,1,0,"swcc",3
416,250,28,14,2,0,0,0,1,1,"other",3
1012,250,35,17,2,0,0,0,0,0,"mp",7
2160,192,25,16,0,0,0,0,1,1,"mp",5
2356,420,46,14,0,0,0,0,1,1,"mp",3
2020,318,32,12,0,0,0,0,1,1,"mp",6
1150,353,39,16,0,2,0,0,1,1,"mp",6
0,713,41,12,0,2,0,0,1,1,"mp",5
1024,110,34,12,0,2,0,0,1,1,"swcc",6
0,440,56,12,0,0,0,0,1,0,"swcc",6
2080,160,27,12,0,1,0,0,1,1,"swcc",6
0,630,54,10,0,0,0,0,1,0,"mp",7
1208,333,23,12,0,0,0,0,0,0,"swcc",3
1785,382,43,12,0,1,1,0,1,1,"mp",8
2032,432,33,14,0,1,1,0,1,1,"other",3
1285,385,26,17,0,0,0,0,1,1,"mp",3
700,1250,52,17,0,0,0,0,1,1,"mp",3
1928,216,46,12,0,0,0,1,0,0,"swcc",4
952,562,23,12,1,0,0,0,0,0,"mp",4
1808,832,48,12,0,0,0,0,1,1,"mp",3
1042,853,52,14,0,0,0,0,1,1,"mp",3
140,310,38,17,2,0,0,0,1,1,"mp",4
0,1480,42,16,1,1,1,0,1,1,"mp",2
0,399,37,12,0,1,1,0,1,1,"mp",7
1512,121,34,16,0,0,1,0,1,0,"swcc",3
0,290,58,12,0,0,0,0,1,1,"mp",3
1856,250,33,12,1,1,0,0,0,0,"mp",3
234,355,42,12,0,0,1,0,0,0,"other",4
2224,350,29,16,0,0,0,0,1,1,"other",3
2000,472,35,12,1,0,1,0,1,1,"mp",3
0,437,63,11,0,0,0,0,1,0,"other",4
1736,915,42,17,0,0,0,0,1,1,"mp",4
1960,264,35,13,0,1,1,0,1,1,"swcc",4
1328,26,23,12,0,0,0,0,0,0,"other",6
1043,326,46,12,0,0,0,0,0,0,"swcc",7
0,671,34,12,0,1,0,0,0,0,"mp",7
1920,125,27,12,1,0,0,0,0,0,"swcc",7
0,184,22,13,1,0,0,0,0,0,"mp",7
1755,766,39,16,0,0,0,0,1,0,"swcc",8
2040,303,39,14,0,1,0,0,1,1,"swcc",10
1488,450,41,16,0,0,2,0,1,1,"swcc",6
2210,89,38,17,0,1,0,0,1,1,"swcc",6
582,450,64,12,0,0,0,0,1,0,"mp",4
104,440,27,17,2,0,0,0,1,1,"swcc",4
0,307,44,13,0,0,0,0,1,1,"mp",5
1820,102,27,12,0,0,0,0,1,1,"swcc",4
400,193,63,8,0,0,0,0,1,0,"fr",4
2008,120,38,9,0,0,1,0,1,1,"other",4
0,43,63,2,0,0,0,1,1,0,"other",1
1695,226,53,12,0,0,0,0,1,0,"other",1
1856,230,23,13,0,0,0,0,0,0,"other",4
1920,282,32,12,0,0,0,0,1,1,"swcc",4
904,297,36,12,0,2,0,0,1,1,"swcc",6
45,400,29,14,2,1,0,1,1,1,"other",11
0,735,56,10,0,0,0,1,1,0,"swcc",11
1610,275,35,12,0,1,0,0,1,1,"other",6
1422,2030,45,12,0,2,0,0,1,1,"swcc",6
1624,439,31,12,0,2,0,0,1,1,"mp",3
1080,341,58,12,0,0,0,0,1,1,"swcc",5
1248,285,31,10,0,2,1,0,1,1,"swcc",5
0,97,56,10,0,0,0,1,0,0,"other",5
1104,320,47,10,0,0,0,0,1,0,"swcc",4
1776,278,29,11,0,1,0,0,1,1,"swcc",4
1504,345,41,12,0,0,1,0,1,1,"mp",4
1582,70,20,14,0,0,0,0,0,0,"swcc",8
0,416,22,12,2,0,0,0,0,0,"swcc",4
1932,416,46,12,0,0,0,0,1,0,"other",4
0,690,34,17,0,0,0,0,0,0,"mp",6
2470,335,53,12,0,0,0,0,1,1,"other",4
2165,190,24,12,0,0,0,0,0,0,"swcc",5
1330,580,59,17,0,0,0,0,1,1,"mp",5
1682,225,34,16,1,1,0,0,0,0,"other",5
2364,363,42,10,0,0,1,0,1,0,"swcc",6
320,96,25,12,2,0,0,0,0,0,"mp",6
1938,230,27,12,1,0,0,0,1,1,"swcc",3
1920,588,43,12,0,0,1,0,1,1,"swcc",2
684,360,33,16,1,0,0,0,1,0,"mp",6
980,440,40,15,0,0,0,0,0,0,"mp",5
1880,454,38,12,0,1,0,0,1,1,"swcc",5
69,512,30,16,2,0,0,0,1,1,"mp",4
0,784,34,16,2,0,0,0,1,1,"mp",5
0,685,35,16,2,0,0,0,1,1,"mp",5
0,595,64,14,0,0,0,0,1,0,"other",5
1837,111,26,10,2,2,0,0,0,0,"fr",6
1362,140,48,10,0,0,1,0,1,0,"fr",6
614,226,29,12,1,1,0,0,0,0,"mp",11
195,115,24,10,1,1,0,0,0,0,"mp",6
765,221,56,8,0,0,0,0,1,1,"other",5
1333,135,45,12,0,0,1,0,1,0,"swcc",10
1872,310,22,12,1,0,0,0,1,0,"other",9
1528,168,45,12,0,1,0,0,1,0,"other",9
1940,800,40,16,0,2,0,0,1,1,"mp",4
1968,530,57,12,0,0,0,0,1,1,"mp",4
176,250,39,16,0,1,1,0,1,0,"fr",5
298,280,31,16,1,0,0,0,0,0,"mp",5
984,260,40,13,0,3,1,0,1,1,"swcc",6
1704,247,55,12,0,0,0,0,1,1,"swcc",5
1650,405,29,17,0,0,0,0,1,1,"mp",4
1960,60,40,10,0,0,0,0,1,1,"other",5
176,274,51,11,0,0,0,0,1,1,"mp",5
2346,232,24,12,1,0,0,0,1,1,"other",5
0,141,20,12,1,0,0,0,1,1,"swcc",5
0,460,38,12,0,1,1,0,1,1,"mp",6
1936,262,50,12,0,0,0,0,1,1,"mp",7
2199,101,25,17,0,0,0,0,0,0,"swcc",7
160,300,26,12,2,0,0,0,0,0,"swcc",3
1870,212,28,12,1,2,0,0,1,1,"swcc",3
1030,500,58,12,0,0,0,0,1,0,"swcc",3
0,370,28,12,1,1,0,0,1,1,"mp",9
1750,225,61,10,0,0,0,0,0,0,"other",5
2040,340,35,12,0,2,1,0,1,1,"mp",5
1924,257,26,16,0,0,0,0,0,0,"mp",5
2008,166,23,14,1,0,0,0,1,0,"swcc",9
2550,178,53,8,0,0,0,0,1,0,"mp",5
1025,1500,46,12,0,1,0,0,1,1,"mp",9
0,239,58,12,0,0,0,0,1,1,"other",8
2008,440,40,16,1,1,0,0,1,1,"mp",5
625,433,39,10,0,0,1,0,1,1,"mp",5
1040,7,36,12,0,0,0,0,1,0,"other",2
1383,156,39,12,0,0,1,0,1,0,"swcc",2
1747,262,57,12,0,0,0,0,1,0,"swcc",5
1913,234,25,16,0,0,0,0,1,1,"swcc",5
1928,270,24,14,1,0,0,0,1,1,"swcc",5
1908,650,48,13,0,0,0,0,1,1,"mp",5
1940,460,38,14,0,0,0,0,1,1,"swcc",6
0,455,45,12,0,0,1,0,0,0,"mp",2
0,111,62,6,0,0,0,0,0,0,"other",5
0,371,35,16,0,2,0,0,1,0,"mp",6
0,159,24,10,1,2,0,0,1,1,"swcc",7
0,185,23,12,2,0,0,0,1,1,"swcc",7
1960,270,46,12,0,0,0,0,1,1,"mp",7
1326,92,46,10,0,0,0,0,1,1,"other",7
864,188,46,11,0,1,0,0,1,1,"other",7
0,160,39,14,1,0,0,0,1,1,"other",4
1057,252,29,12,1,1,0,0,1,1,"swcc",5
3483,58,26,17,0,0,0,0,1,1,"mp",3
2000,115,46,12,0,0,0,1,1,0,"swcc",8
1837,731,52,12,0,0,0,0,1,1,"swcc",3
2342,157,60,8,0,0,0,0,1,1,"other",5
0,372,28,14,1,1,0,0,0,0,"swcc",5
0,121,23,12,1,0,0,0,1,1,"swcc",5
314,680,53,12,0,0,1,0,1,1,"mp",3
1248,359,57,16,0,0,0,0,1,1,"swcc",3
2000,188,29,13,1,0,0,0,1,1,"other",2
0,364,40,17,2,1,0,0,1,1,"swcc",7
2016,170,21,12,0,0,0,0,0,0,"other",7
2214,230,25,12,0,0,0,0,1,1,"other",5
1090,550,35,12,0,1,1,0,1,1,"mp",3
0,141,58,8,0,0,0,0,1,1,"other",2
1288,178,50,12,0,0,0,0,1,0,"other",4
1203,362,25,16,0,0,0,0,1,1,"mp",7
2500,700,27,13,0,0,0,0,0,0,"swcc",2
2080,136,23,12,0,0,0,0,0,0,"swcc",4
2373,181,33,17,1,1,0,0,1,1,"swcc",8
1736,530,43,12,0,2,0,0,0,0,"mp",5
0,765,39,17,1,3,0,0,1,1,"mp",3
2232,496,59,12,0,0,0,0,1,1,"other",6
1736,357,40,12,0,0,0,0,1,1,"swcc",4
2000,273,35,12,0,2,0,0,1,0,"mp",5
1756,186,33,15,1,0,0,0,1,1,"mp",4
1237,230,31,16,3,0,0,0,1,1,"mp",11
1717,157,34,15,0,0,0,0,1,1,"swcc",5
168,188,36,11,0,3,1,0,0,0,"other",5
0,103,25,12,1,1,0,0,0,0,"other",8
1657,99,50,12,0,0,0,0,1,1,"other",8
522,175,30,12,0,1,0,0,1,1,"swcc",5
1633,293,44,14,0,2,1,0,1,1,"other",8
2040,170,26,12,0,0,0,0,1,1,"other",8
832,450,36,12,1,1,0,0,1,1,"other",3
0,340,32,12,3,1,0,0,1,1,"mp",5
1259,160,21,12,0,0,0,1,0,0,"swcc",9
1960,313,31,12,0,4,0,0,1,1,"other",7
0,194,62,12,0,0,0,0,1,1,"other",7
431,445,35,15,2,3,0,0,1,1,"mp",5
750,300,32,12,1,1,0,0,1,1,"mp",5
0,660,59,12,0,0,0,0,1,0,"mp",5
1665,650,29,16,0,0,0,0,1,1,"mp",5
1880,193,56,15,0,0,0,1,0,0,"other",4
0,231,55,12,0,0,0,0,0,0,"other",3
3525,496,26,16,0,0,0,0,1,1,"mp",3
332,339,30,14,1,1,1,0,1,1,"swcc",4
2160,652,33,15,0,0,0,0,1,1,"swcc",6
136,9,31,14,1,0,0,0,0,0,"swcc",4
0,477,64,12,0,0,0,0,1,0,"other",4
0,260,30,16,2,0,0,0,1,1,"mp",3
1340,283,40,17,0,2,0,0,1,0,"mp",4
2056,268,44,12,0,0,0,0,1,1,"swcc",5
0,517,39,12,0,0,1,0,1,0,"mp",7
0,426,59,12,0,0,0,0,1,1,"other",4
459,454,44,12,0,0,0,0,1,1,"swcc",4
0,1028,44,14,0,0,0,0,1,1,"mp",7
384,110,24,12,2,0,0,1,0,0,"other",3
1214,270,35,12,1,2,0,1,1,1,"swcc",1
0,187,54,3,0,1,0,1,1,0,"other",1
0,200,31,12,0,2,0,1,1,1,"other",3
0,130,32,11,0,0,0,1,0,0,"other",3
0,190,56,9,0,0,0,0,1,1,"mp",6
138,95,23,11,2,0,0,0,0,0,"other",5
1101,24,48,12,0,0,1,0,1,0,"mp",5
0,392,64,12,0,0,0,0,1,0,"other",5
1254,228,28,17,2,0,0,0,1,1,"mp",4
1600,530,59,16,0,0,0,0,1,1,"mp",5
2050,20,36,12,0,1,1,0,0,0,"mp",5
1829,258,21,12,1,0,0,0,1,1,"other",9
302,150,22,10,1,0,0,0,0,0,"swcc",4
864,286,60,9,0,0,0,0,1,0,"other",5
1952,150,36,12,1,1,0,0,1,1,"other",5
0,195,44,12,0,1,0,0,1,1,"swcc",5
1976,414,30,17,1,0,0,0,1,1,"swcc",5
1960,460,40,16,0,0,0,0,1,1,"mp",3
0,355,59,12,0,0,0,0,1,0,"swcc",4
1440,277,42,14,0,0,1,0,1,1,"mp",7
40,392,46,15,0,0,1,0,1,1,"mp",5
0,482,58,12,0,0,0,1,1,1,"other",5
0,28,35,13,2,2,0,1,0,0,"other",5
1160,210,50,13,0,0,0,0,1,0,"other",6
1310,324,29,12,1,0,0,0,1,1,"other",6
1840,713,35,14,1,0,1,0,1,1,"swcc",7
24,488,36,13,1,2,1,0,1,1,"mp",6
2261,154,30,16,1,0,0,0,1,1,"fr",6
2280,550,30,13,2,1,0,0,1,1,"mp",6
819,329,27,12,1,0,0,0,0,0,"mp",3
1568,373,29,17,1,0,0,0,0,0,"mp",3
2461,371,61,12,0,0,0,0,1,1,"other",3
0,488,41,12,0,2,0,0,1,1,"mp",3
905,960,40,17,0,2,0,0,1,1,"swcc",3
1400,759,47,15,0,0,2,0,1,1,"mp",4
0,727,46,12,0,0,1,0,1,1,"mp",4
1920,446,43,9,0,0,0,0,1,1,"mp",7
0,280,20,11,1,0,0,0,0,0,"swcc",7
868,164,22,12,1,0,0,0,1,1,"swcc",7
2252,449,44,12,0,0,0,0,1,1,"mp",5
744,835,39,16,0,0,0,0,1,1,"mp",2
428,290,36,12,0,2,1,0,0,0,"swcc",8
0,268,63,12,0,0,0,0,1,0,"other",7
18,117,34,12,1,1,0,0,1,1,"other",7
1225,370,31,12,2,1,0,0,0,0,"other",5
174,279,33,16,1,1,0,0,1,1,"other",7
1920,385,37,12,0,2,1,0,1,1,"mp",6
300,688,32,12,0,2,0,0,1,1,"swcc",7
1867,65,27,13,0,0,0,0,0,0,"mp",8
0,1056,56,16,0,0,0,0,1,1,"mp",7
600,152,34,16,1,2,0,0,0,0,"fr",4
796,63,21,14,1,0,0,0,0,0,"swcc",10
0,314,61,12,0,0,0,0,1,0,"other",10
919,380,33,12,1,2,0,0,1,1,"swcc",10
1155,510,38,14,0,3,0,0,1,1,"swcc",2
1667,525,40,16,0,1,0,0,1,1,"mp",10
0,246,43,12,0,0,1,0,1,0,"fr",5
1653,100,48,8,0,0,0,0,1,1,"other",4
261,110,24,12,2,0,0,0,0,0,"swcc",4
0,134,20,12,2,0,0,0,0,0,"swcc",6
1844,200,25,13,1,0,0,0,0,0,"mp",5
2133,268,29,12,1,0,0,0,1,0,"swcc",4
2050,122,36,12,0,1,0,0,1,1,"swcc",4
1680,372,47,17,0,1,0,0,1,1,"mp",6
1740,280,36,17,0,1,0,0,1,1,"mp",6
262,93,23,15,1,0,0,0,0,0,"other",2
2066,110,24,15,0,0,0,0,0,0,"mp",3
1880,393,39,11,0,0,2,1,1,1,"other",9
694,294,30,16,0,0,0,0,0,0,"mp",5
1268,406,27,12,3,0,0,0,1,1,"swcc",4
1324,210,21,12,1,0,0,0,0,0,"mp",4
2256,139,37,12,0,2,1,0,1,1,"other",6
1458,360,21,12,0,1,0,0,1,1,"mp",5
1407,224,36,12,0,0,2,0,1,1,"other",14
1400,90,58,17,0,0,0,0,1,0,"mp",6
864,176,28,15,1,0,0,1,0,0,"mp",4
2038,331,52,12,0,0,0,0,1,1,"mp",5
92,230,28,15,3,0,0,0,0,0,"mp",4
2052,216,32,14,0,2,0,0,1,1,"mp",5
2223,110,28,13,0,0,0,0,0,0,"mp",3
0,656,21,10,1,0,0,0,0,0,"other",4
2880,359,61,17,0,0,0,0,1,1,"other",5
2220,596,49,16,0,0,0,0,1,1,"mp",6
2295,479,30,12,1,0,0,0,1,1,"mp",5
0,150,29,14,1,0,0,0,1,1,"swcc",5
2142,202,45,15,0,0,1,0,1,1,"mp",5
1176,228,50,10,0,0,1,1,1,0,"other",5
2083,180,30,12,1,1,0,0,1,1,"swcc",5
2060,288,44,9,0,0,2,0,1,1,"other",5
