"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
1.3481,10,14,1,1,1,5,1,0,1,1,0,9.9372,4,9,30,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,4,9,26,1
1.6658,16,5,1,1,1,5,1,1,0,0,0,8,8,8,27,1
1.4563,10,17,1,1,0,5,1,0,0,1,1,9.9372,10.251,9,33,1
2.2865,12,9,0,0,0,5,1,1,0,0,0,7,7,8,27,1
2.1005,12,16,0,1,1,5,1,1,0,0,0,3,8,8,34,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,18,9,5,28,1
NA,NA,NA,1,NA,0,5,1,1,0,1,1,9.9372,10.251,9,27,1
2.0082,14,12,1,1,1,5,1,1,0,0,0,7,8,8,32,1
NA,NA,NA,1,NA,0,5,1,0,1,0,0,12,10,5,34,1
1.2384,10,8,1,1,1,5,1,1,0,0,0,4,0,8,24,1
NA,17,6,1,0,1,5,1,1,0,0,0,18,17,1,29,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,9,9,26,1
NA,NA,NA,1,NA,0,5,1,0,0,1,0,9.9372,8,9,34,1
NA,NA,NA,1,NA,0,5,1,0,0,1,0,9.9372,5,9,34,1
1.712,14,14,1,1,1,5,1,1,0,1,0,9.9372,12,4,34,1
NA,NA,NA,0,NA,0,5,1,1,0,1,0,9.9372,8,9,33,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,8,8,29,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,24,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,12,6,29,1
0.967,13,5,1,1,1,5,1,1,0,0,0,6,12,6,24,1
2.0082,18,8,1,1,1,5,1,1,0,0,0,16,16,1,32,1
NA,NA,NA,1,NA,0,5,1,0,0,0,0,10,9,7,25,1
1.9066,17,6,1,1,1,5,0,1,0,0,0,13,13,1,29,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,12,4,28,1
1.9755,17,9,1,1,1,5,1,1,0,0,0,14,13,1,32,1
1.477,13,11,1,1,1,5,1,0,1,1,0,9.9372,11,9,30,1
NA,NA,NA,1,NA,0,2,1,1,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,8,5,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,1,NA,0,6,1,1,0,0,0,10,9,7,25,0
NA,NA,NA,1,NA,0,6,1,1,0,0,0,11,8,8,33,0
NA,12,9,1,1,1,6,1,0,1,1,0,9.9372,11,9,27,0
NA,NA,NA,1,NA,0,6,1,0,1,1,0,9.9372,12,4,25,0
1.6956,12,8,1,1,1,6,1,0,1,1,0,9.9372,12,4,26,0
0.9163,14,5,1,1,1,6,1,0,1,1,0,9.9372,12,4,25,0
1.831,14,7,1,1,1,6,1,0,1,1,0,9.9372,11,9,27,0
NA,NA,NA,1,NA,0,6,1,0,1,1,0,9.9372,10,9,26,0
NA,12,13,1,1,1,6,1,0,0,0,0,7,9,8,31,0
NA,NA,NA,1,NA,0,6,1,1,0,1,0,9.9372,9,9,26,0
NA,NA,NA,1,NA,0,6,1,0,1,1,0,9.9372,9,9,25,0
1.3863,13,10,0,1,1,6,1,1,0,0,0,8,10,8,29,0
1.7527,16,7,0,1,1,6,1,1,0,0,0,16,16,1,29,0
2.0956,16,3,1,1,1,6,1,1,0,0,0,18,18,1,25,0
1.8326,12,16,1,1,1,6,1,1,0,0,0,12,11,5,34,0
1.579,14,6,1,1,1,6,1,1,0,0,0,12,11,5,26,0
2.1294,16,6,0,1,1,6,1,1,0,0,0,10,12,6,28,0
2.1576,16,5,0,1,1,6,1,1,0,0,0,10,12,6,27,0
1.1787,16,4,0,1,1,6,1,1,0,0,0,14,12,2,26,0
1.5623,14,6,1,1,1,6,1,1,0,0,0,9,10,7,26,0
0.9163,16,3,1,1,1,6,1,1,0,0,0,9,10,7,25,0
NA,13,8,0,1,1,6,1,1,0,0,0,10,9,7,27,0
1.6094,12,6,0,1,1,6,1,1,0,0,0,10,9,7,24,0
1.639,13,6,0,1,1,5,1,1,0,0,0,8,10,8,25,0
0.94,18,4,0,1,1,5,1,0,1,1,0,9.9372,5,9,28,0
1.9713,13,5,0,1,1,5,1,0,1,1,0,9.9372,5,9,24,0
2.0744,18,6,0,0,1,5,0,1,0,0,0,17,13,1,30,0
2.0149,12,7,0,1,1,5,1,1,0,0,0,10,12,6,25,0
1.4327,12,6,1,1,1,5,1,1,0,0,0,10,11,7,24,0
NA,NA,NA,1,NA,0,5,1,1,0,0,1,8,10.251,9,28,0
1.4609,12,8,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,26,0
1.4469,12,7,1,0,1,5,1,1,0,1,1,9.9372,10.251,9,25,0
0.7885,12,13,1,1,1,5,1,1,0,0,0,10,11,7,31,0
1.9242,13,10,1,1,1,5,1,1,0,0,0,9,9,7,29,0
1.6094,15,13,0,1,1,5,1,1,0,0,0,14,12,2,34,0
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,24,0
NA,12,9,0,1,1,5,1,1,0,0,0,12,12,3,27,0
1.7066,16,4,0,1,1,5,1,1,0,0,0,10,12,6,26,0
1.9459,11,8,0,1,1,5,1,1,0,0,0,12,12,3,25,0
NA,12,15,0,0,1,5,1,1,0,0,0,12,12,3,33,0
1.9559,12,14,0,1,1,6,1,1,0,0,0,8,8,8,32,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,4,12,6,29,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,15,15,1,33,1
NA,NA,NA,0,NA,0,7,1,0,1,1,0,9.9372,16,4,25,1
1.6544,17,5,0,1,1,7,1,1,0,0,0,18,14,1,28,1
1.4656,12,6,0,1,1,7,1,1,0,0,0,0,3,8,24,1
1.5304,14,5,0,1,1,7,1,1,0,0,0,5,4,8,25,1
1.3788,12,6,0,1,1,7,1,1,0,0,0,5,4,8,24,1
1.3863,15,5,0,1,1,7,1,1,0,0,0,9,5,8,26,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,9,5,8,24,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,3,4,8,27,1
2.1656,18,4,0,0,1,7,1,1,0,0,0,14,8,5,28,1
1.3297,12,8,0,1,1,7,1,1,0,0,0,7,10,8,26,1
1.292,12,9,0,1,1,7,1,1,0,0,0,5,8,8,27,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,5,8,8,24,1
2.2638,15,10,0,1,1,7,1,1,0,0,0,12,10,5,31,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,2,8,8,25,1
NA,NA,NA,0,NA,0,7,1,0,0,0,0,9,6,8,30,1
NA,16,10,0,1,1,7,1,1,0,0,0,12,15,2,32,1
2.0807,15,9,0,1,1,7,1,1,0,0,0,12,15,2,30,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,13,10,5,28,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,13,10,5,25,1
NA,NA,NA,1,NA,0,7,1,0,0,0,1,12,10.251,5,31,1
1.3863,5,21,0,1,1,7,1,1,0,0,0,0,4,8,32,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,12,12,3,34,1
NA,18,4,1,0,1,5,1,1,0,0,0,16,16,1,28,1
1.6864,13,10,1,1,1,5,1,0,0,1,0,9.9372,12,4,29,1
NA,13,8,0,1,0,5,1,1,0,0,0,8,11,8,27,1
1.5041,10,14,0,1,1,5,1,1,0,0,0,9,9,7,30,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,16,4,27,1
1.477,15,6,1,1,1,5,1,0,1,1,0,9.9372,16,4,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,8,12,6,27,1
NA,7,14,1,1,1,5,1,1,0,0,0,4,9,8,27,1
1.2809,12,8,1,1,1,5,1,1,0,0,0,4,9,8,26,1
1.6658,12,9,0,1,1,6,1,0,0,0,0,12,12,3,27,1
1.9755,12,8,1,1,1,6,1,0,1,1,1,9.9372,10.251,9,26,1
1.2384,2,23,0,1,1,6,1,0,1,1,0,9.9372,10,9,31,1
2.3533,11,10,0,0,1,6,1,1,0,1,1,9.9372,10.251,9,27,1
NA,NA,NA,0,NA,0,6,1,0,0,1,1,9.9372,10.251,9,24,1
1.9824,16,6,0,1,1,6,1,1,0,0,1,16,10.251,5,28,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,16,14,1,27,1
1.6919,12,15,1,0,1,6,1,0,0,1,1,9.9372,10.251,9,33,1
2.4866,16,11,0,0,1,6,1,1,0,0,0,8,6,8,33,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,11,12,6,28,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,12,10,5,30,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,12,10,5,26,1
1.3863,16,2,0,1,1,6,1,0,1,1,0,9.9372,12,4,24,1
NA,12,14,0,1,1,6,1,0,1,1,0,9.9372,8,9,32,1
1.3218,9,17,1,1,1,6,1,1,0,1,1,9.9372,10.251,9,32,1
1.0332,11,13,1,1,1,7,1,0,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,10,9,28,1
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,10,9,26,1
0.239,12,6,1,1,1,7,1,0,1,1,0,9.9372,10,9,24,1
2.634,12,14,1,0,1,7,1,0,1,1,0,9.9372,7,9,32,1
NA,13,8,1,1,1,7,1,0,1,1,0,9.9372,7,9,27,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,0,4,8,29,1
1.8703,12,12,0,1,0,7,1,1,0,0,0,10,9,7,30,1
NA,NA,NA,0,NA,0,7,1,0,0,1,1,9.9372,10.251,9,24,1
1.4351,16,9,0,1,1,7,1,1,0,0,0,11,8,8,31,1
1.5151,16,5,0,1,1,7,1,1,0,0,0,11,8,8,27,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,3,3,8,26,1
1.8886,12,7,1,1,1,7,1,1,0,0,0,9,6,8,25,1
1.335,12,6,0,1,0,5,1,1,0,0,0,12,8,5,24,1
1.1474,10,18,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,34,1
1.5085,14,4,0,1,1,5,1,1,0,1,1,9.9372,10.251,9,24,1
1.8326,12,10,0,1,1,5,1,1,0,0,0,12,12,3,28,1
1.7934,14,4,0,1,1,5,1,1,0,0,1,8,10.251,9,24,1
NA,NA,NA,0,NA,0,5,1,0,0,1,0,9.9372,4,9,33,1
1.6074,13,8,0,1,1,5,1,1,0,0,0,7,12,6,27,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,8,12,6,25,0
1.9359,8,17,0,1,1,5,1,1,0,0,0,8,10,8,31,0
1.6771,18,8,0,1,0,5,0,1,0,0,0,15,15,1,32,1
NA,17,5,0,1,0,5,0,1,0,0,0,16,15,1,28,1
NA,16,2,0,0,1,5,0,1,0,0,0,16,15,1,24,1
1.5369,7,13,0,0,1,5,0,0,1,0,0,1,8,8,26,1
1.3863,12,6,0,1,0,5,0,0,1,1,0,9.9372,9,9,24,1
1.3029,18,3,0,1,0,5,0,1,0,0,0,17,16,1,27,1
NA,7,15,0,1,0,5,0,0,0,0,0,3,4,8,28,1
1.9459,8,11,0,1,0,5,0,0,0,0,0,4,5,8,25,1
NA,12,7,0,1,0,5,0,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,3,6,8,24,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,3,6,8,24,1
2.2638,16,9,0,0,1,5,0,1,0,0,0,16,12,2,31,1
1.2947,6,12,0,1,0,5,0,0,1,1,0,9.9372,8,9,24,1
1.5581,9,18,0,1,0,5,0,0,1,0,0,7,3,8,33,1
NA,NA,NA,0,NA,0,5,0,0,1,0,0,7,3,8,29,1
0.6931,12,6,0,1,0,5,0,0,1,0,0,7,3,8,24,1
1.7918,9,9,1,0,1,5,0,0,0,1,1,9.9372,10.251,9,24,1
NA,13,8,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,27,1
1.6194,12,9,1,0,1,5,0,0,0,0,1,8,10.251,9,27,1
NA,12,6,1,1,0,5,0,1,0,0,0,6,12,6,24,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,12,4,25,1
NA,12,9,1,1,0,5,0,0,1,1,0,9.9372,10,9,27,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,10,11,7,26,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,11,8,8,26,1
1.7527,16,9,1,1,1,5,0,1,0,0,0,12,12,3,31,1
1.5195,12,6,1,1,0,5,0,1,0,0,0,6,12,6,24,1
2.0149,12,16,0,1,1,5,0,0,0,1,1,9.9372,10.251,9,34,1
1.7527,11,15,0,1,0,5,0,1,0,0,0,2,11,8,32,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,9,14,6,26,1
1.0613,15,3,0,1,1,5,1,1,0,0,0,17,16,1,24,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,15,9,5,26,1
0.8065,12,7,1,1,1,5,1,1,0,0,0,15,9,5,25,1
1.2892,10,8,1,1,1,5,1,0,0,0,0,15,9,5,24,1
0.8286,10,10,1,1,1,5,1,0,1,1,0,9.9372,8,9,26,1
0.8502,9,11,1,1,1,5,1,1,0,0,0,2,9,8,26,1
1.5369,14,4,1,1,1,5,1,1,0,1,0,9.9372,7,9,24,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,5,8,24,1
NA,NA,NA,1,NA,0,5,1,0,0,0,1,2,10.251,9,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,7,5,25,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,10,8,25,1
3.0364,16,5,0,1,1,5,1,0,1,1,1,9.9372,10.251,9,27,1
1.4516,15,10,1,1,1,5,1,1,0,0,0,12,12,3,31,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,25,1
1.914,12,15,0,1,1,5,1,1,0,0,0,8,9,8,33,1
1.141,13,8,0,1,0,5,0,1,0,0,0,18,16,1,27,1
1.7934,18,4,0,1,1,5,1,1,0,0,0,7,12,6,28,1
1.6094,10,17,0,1,1,5,1,1,0,0,0,6,12,6,33,1
1.3218,12,10,0,1,1,5,1,1,0,0,0,6,12,6,28,1
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,26,1
1.7047,12,16,1,1,1,5,1,1,0,0,0,2,6,8,34,1
NA,NA,NA,1,NA,0,6,1,0,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,6,1,1,0,0,1,9,10.251,9,32,1
1.9488,17,5,1,0,1,6,0,0,1,1,0,9.9372,12,4,28,1
NA,NA,NA,1,NA,0,6,1,0,1,1,0,9.9372,11,9,26,1
1.8326,16,11,1,1,1,6,1,0,1,1,0,9.9372,14,4,33,1
1.4422,14,14,1,1,1,6,1,0,1,1,0,9.9372,6,9,34,1
1.2669,11,11,1,1,1,6,1,0,1,1,0,9.9372,8,9,28,1
1.6467,12,8,0,1,1,6,1,1,0,0,0,9,12,6,26,1
1.2782,14,4,0,1,1,6,1,1,0,0,0,9,12,6,24,1
NA,NA,NA,1,NA,0,6,1,0,0,1,1,9.9372,10.251,9,26,1
1.2499,11,10,1,1,1,6,1,0,1,1,0,9.9372,7,9,27,1
1.075,12,13,1,1,1,6,1,1,0,0,0,6,5,8,31,1
1.4884,18,4,1,1,1,6,1,0,1,1,0,9.9372,5,9,28,1
0.9933,6,22,1,1,1,6,1,1,0,0,0,6,6,8,34,1
1.3481,14,8,0,1,1,6,0,1,0,0,0,16,13,1,28,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,16,12,2,25,1
NA,NA,NA,1,NA,0,6,1,0,1,1,0,9.9372,8,9,26,1
1.477,12,9,0,1,1,6,1,1,0,1,0,9.9372,12,4,27,1
NA,NA,NA,1,NA,0,6,1,1,0,0,0,8,8,8,30,1
1.4279,11,13,0,1,1,6,1,0,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,6,6,8,33,1
NA,NA,NA,0,NA,0,6,1,1,0,1,1,9.9372,10.251,9,33,1
NA,NA,NA,0,NA,0,6,1,0,1,1,0,9.9372,10,9,27,1
1.5707,11,14,0,1,1,6,1,0,0,0,1,6,10.251,9,31,1
NA,NA,NA,1,NA,0,6,1,1,0,0,1,2,10.251,9,28,1
1.7851,16,8,0,1,1,6,0,1,0,0,0,16,12,2,30,1
NA,NA,NA,0,NA,0,6,0,1,0,0,0,16,12,2,29,1
1.7918,12,10,1,1,1,6,1,1,0,0,0,3,8,8,28,1
NA,12,7,1,1,1,6,1,1,0,0,0,3,8,8,25,1
NA,12,6,1,1,1,6,1,0,1,1,0,9.9372,9,9,24,1
0.9163,14,7,1,1,1,6,1,0,1,1,0,9.9372,9,9,27,1
1.6696,12,13,1,1,1,6,1,0,1,0,0,6,10,8,31,1
1.7766,12,8,1,1,1,6,1,1,0,0,0,6,10,8,26,1
1.6154,12,15,1,0,1,6,1,1,0,1,1,9.9372,10.251,9,33,1
1.5581,11,8,1,0,1,6,1,0,1,1,0,9.9372,9,9,25,1
2.6203,16,9,0,1,1,5,1,1,0,0,0,12,12,3,31,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,18,16,1,26,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,14,14,1,27,1
1.1787,17,1,0,0,1,5,1,1,0,0,0,17,12,2,24,1
1.7527,14,5,0,1,1,5,1,1,0,0,0,6,12,6,25,1
1.9488,12,7,0,0,1,5,1,0,0,1,0,9.9372,11,9,25,1
NA,17,6,0,1,1,5,1,1,0,0,0,18,12,2,29,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,16,14,1,26,1
1.4907,16,3,0,1,1,5,1,1,0,0,0,16,14,1,25,1
1.7228,13,8,1,1,1,5,1,1,0,0,0,12,12,3,27,1
NA,16,2,0,1,1,5,1,1,0,0,0,16,12,2,24,1
NA,16,2,0,1,1,5,1,1,0,0,0,16,12,2,24,1
2.2638,13,13,0,1,1,5,1,1,0,0,0,8,8,8,32,1
1.1314,12,8,0,1,1,5,1,0,1,1,0,9.9372,7,9,26,1
2.5408,17,10,0,1,1,5,1,1,0,0,0,16,16,1,33,1
1.6094,16,6,0,0,1,5,1,1,0,0,0,16,16,1,28,1
1.763,16,8,0,0,1,5,0,1,0,0,0,16,16,1,30,1
0.1133,17,2,0,0,1,5,1,1,0,0,0,16,16,1,25,1
1.9066,14,13,0,0,1,5,1,1,0,0,0,13,12,2,33,1
2.9565,17,6,0,1,1,5,1,1,0,0,0,14,12,2,29,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,10,10,7,29,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,6,8,34,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,28,1
1.3863,14,4,1,1,1,5,1,1,0,0,0,12,12,3,24,1
1.5261,12,7,1,1,1,5,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,11,5,31,1
0.8961,12,12,1,1,1,5,1,0,0,1,0,9.9372,12,4,30,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,8,8,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,10,10,7,25,1
NA,7,21,1,1,1,5,1,0,1,1,1,9.9372,10.251,9,34,1
1.1474,16,5,1,1,1,5,1,1,0,0,0,12,12,3,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,25,1
1.8579,14,6,0,1,1,5,1,1,0,0,0,8,10,8,26,1
2.0149,12,7,0,1,1,5,1,1,0,0,0,8,10,8,25,1
NA,15,7,0,0,1,5,1,1,0,0,0,18,18,1,28,1
1.1249,17,2,0,0,1,5,1,1,0,0,0,18,18,1,25,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,8,8,8,24,1
1.2528,17,6,0,0,1,5,1,1,0,0,0,18,16,1,29,1
1.5304,18,3,0,0,1,5,1,1,0,0,0,18,16,1,27,1
NA,NA,NA,0,NA,0,5,1,0,1,1,1,9.9372,10.251,9,32,1
2.4458,15,13,0,0,1,5,1,1,0,0,0,12,12,3,34,1
2.8611,16,12,0,1,1,5,1,1,0,0,0,12,12,3,34,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,6,12,6,34,1
2.0399,17,10,0,0,1,5,1,1,0,0,0,15,12,2,33,1
1.9879,15,8,0,0,1,7,0,1,0,0,0,12,11,5,29,1
NA,16,5,0,1,0,7,0,1,0,0,0,16,12,2,27,1
NA,17,2,0,1,1,7,0,1,0,0,0,12,16,2,25,1
NA,18,6,0,1,0,7,0,1,0,0,0,16,14,1,30,1
1.9961,18,6,0,1,0,7,0,1,0,0,0,13,17,1,30,1
1.6094,16,3,0,1,0,7,0,0,0,0,0,14,13,1,25,1
1.2947,16,2,0,1,0,7,0,0,0,0,0,12,12,3,24,1
NA,11,12,0,1,0,7,0,1,0,0,0,3,8,8,29,1
1.203,13,5,0,1,1,7,0,1,0,0,0,3,3,8,24,1
1.9755,12,15,0,1,0,7,0,1,0,0,0,4,8,8,33,1
1.3218,12,9,0,1,0,7,0,1,0,0,0,3,3,8,27,1
0.9163,12,8,0,1,0,7,0,1,0,0,0,9,5,8,26,1
NA,NA,NA,0,NA,0,7,0,1,0,1,1,9.9372,10.251,9,29,1
NA,NA,NA,0,NA,0,7,0,1,0,0,0,5,11,8,28,1
1.2837,17,7,0,1,0,7,0,1,0,0,0,4,8,8,30,1
1.0403,7,19,0,1,0,6,0,1,0,1,0,9.9372,4,9,32,0
NA,12,13,0,1,0,6,0,1,0,1,1,9.9372,10.251,9,31,0
NA,12,13,0,1,0,6,0,1,0,0,0,8,7,8,31,0
1.4231,12,16,0,1,0,6,0,0,1,1,0,9.9372,18,4,34,0
NA,12,15,0,1,0,6,0,1,0,0,0,8,8,8,33,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,12,6,28,0
1.6525,16,5,0,1,0,6,0,1,0,0,0,8,11,8,27,0
1.9544,12,15,0,1,0,6,0,1,0,0,0,11,11,7,33,0
NA,18,5,0,1,1,6,1,0,0,0,1,14,10.251,5,29,0
1.4085,16,4,0,1,0,6,0,1,0,0,0,10,11,7,26,0
1.4255,12,6,0,1,0,6,0,1,0,0,0,7,12,6,24,0
NA,12,8,0,1,0,6,0,1,0,0,0,8,8,8,26,0
2.0618,12,12,0,0,1,6,0,1,0,1,0,9.9372,8,9,30,0
NA,13,13,0,1,0,6,0,1,0,0,0,12,12,3,32,0
1.7527,16,5,0,1,0,6,1,1,0,0,0,12,16,2,27,0
1.5644,16,2,0,1,0,6,0,1,0,0,0,16,12,2,24,0
1.8326,17,4,0,1,1,6,1,1,0,0,0,13,16,1,27,0
1.6194,17,1,0,1,0,6,0,1,0,0,0,12,16,2,24,0
1.0543,12,14,0,1,0,6,0,1,0,0,0,1,8,8,32,0
1.6094,12,6,0,1,1,6,0,1,0,0,0,6,8,8,24,0
1.6094,8,13,0,1,1,6,0,1,0,0,0,7,8,8,27,0
1.2528,12,9,0,1,0,6,0,1,0,0,0,7,12,6,27,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,9,11,7,30,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,8,8,33,0
1.5304,13,5,0,1,0,6,0,1,0,0,0,12,11,5,24,0
NA,NA,NA,0,NA,0,6,1,0,0,0,0,1,8,8,27,0
1.7011,13,11,1,1,0,6,0,1,0,0,0,6,1,8,30,0
0.9361,12,10,1,1,0,6,0,1,0,0,0,6,3,8,28,0
NA,12,8,1,1,0,6,0,1,0,0,0,6,2,8,26,0
1.6563,13,5,1,1,1,6,0,1,0,0,0,4,1,8,24,0
1.0716,12,15,1,1,0,6,0,1,0,0,0,5,9,8,33,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,6,8,8,26,0
1.3218,14,8,0,1,1,6,0,1,0,0,0,7,7,8,28,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,10,8,8,32,0
NA,NA,NA,0,NA,0,7,1,0,0,1,0,9.9372,6,9,32,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,6,9,8,25,0
1.6658,18,8,0,1,1,6,1,1,0,0,0,7,11,8,32,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,7,11,8,31,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,6,6,8,25,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,8,8,28,0
2.2072,16,3,0,1,0,6,0,1,0,0,0,10,12,6,25,0
1.2613,9,13,0,1,1,6,1,0,1,1,0,9.9372,7,9,28,0
NA,NA,NA,0,NA,0,6,1,0,1,1,1,9.9372,10.251,9,25,0
NA,10,9,0,1,1,6,1,1,0,0,0,8,10,8,25,0
NA,NA,NA,0,NA,0,6,1,0,0,0,0,11,8,8,25,0
NA,NA,NA,0,NA,0,6,1,1,0,0,0,9,6,8,24,0
2.4467,14,8,0,1,1,6,1,1,0,0,0,12,12,3,28,0
NA,12,7,0,1,1,6,1,1,0,0,0,12,11,5,25,0
NA,12,8,0,1,1,6,1,1,0,0,0,6,6,8,26,0
0.9163,8,20,0,1,1,6,1,1,0,1,1,9.9372,10.251,9,34,0
2.0554,13,9,0,1,1,6,1,1,0,0,0,12,12,3,28,0
1.4255,13,12,0,1,1,6,1,1,0,0,0,16,12,2,31,0
NA,NA,NA,0,NA,0,6,1,1,0,0,0,14,9,5,27,0
NA,14,14,1,1,0,5,0,1,0,1,0,9.9372,11,9,34,1
NA,NA,NA,1,NA,0,5,0,1,0,1,0,9.9372,12,4,29,1
NA,14,9,1,1,1,5,0,1,0,1,0,9.9372,12,4,29,1
NA,NA,NA,1,NA,0,5,0,1,0,1,0,9.9372,12,4,27,1
1.292,13,10,1,1,0,5,0,1,0,0,0,7,11,8,29,1
1.3218,13,8,1,1,1,5,0,0,0,1,0,9.9372,11,9,27,1
NA,NA,NA,1,NA,0,5,0,0,0,1,0,9.9372,11,9,25,1
1.3218,15,3,1,1,0,5,0,0,1,0,0,7,11,8,24,1
1.2754,16,6,1,1,0,5,0,0,1,1,0,9.9372,5,9,28,1
1.0986,7,18,1,1,0,5,0,0,1,1,0,9.9372,2,9,31,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,6,8,8,32,1
1.6639,14,5,0,1,0,5,0,1,0,0,0,16,16,1,25,1
1.0953,12,16,0,1,0,5,0,0,1,1,1,9.9372,10.251,9,34,1
1.5041,8,18,1,1,0,5,0,1,0,0,0,0,8,8,32,1
1.6864,14,5,1,1,0,5,0,1,0,0,0,6,10,8,25,1
1.6639,8,15,0,1,0,5,0,1,0,0,0,1,6,8,29,1
NA,11,8,0,1,0,5,0,1,0,0,0,1,6,8,25,1
2.0399,12,12,0,1,0,5,0,1,0,1,0,9.9372,12,4,30,1
0.6831,12,8,1,0,1,5,0,1,0,0,0,5,8,8,26,1
1.5872,12,6,1,0,1,5,0,1,0,0,0,5,8,8,24,1
NA,NA,NA,1,NA,0,5,0,1,0,1,0,9.9372,6,9,28,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,6,9,25,1
1.3863,12,6,1,0,1,5,0,1,0,0,0,2,3,8,24,1
2.0189,12,10,1,0,1,5,0,0,0,1,0,9.9372,6,9,28,1
1.4929,12,6,1,0,1,5,0,0,0,1,1,9.9372,10.251,9,24,1
0.8755,9,15,1,1,0,5,0,1,0,0,0,3,5,8,30,1
NA,NA,NA,1,NA,0,5,0,1,0,0,1,3,10.251,9,26,1
