"Tuna.hid","Tuna.id","Tuna.choice","price.skw","price.cosw","price.sko","price.coso","price.pw"
1653,3,"skw",0.29,0.89,0.29,0.89,0.67
1653,4,"skw",0.49,0.89,0.89,0.45,0.67
1653,5,"skw",0.49,0.79,0.49,0.89,0.67
1653,6,"skw",0.29,0.69,0.29,0.69,0.17
1653,7,"cosw",0.89,0.39,0.89,0.39,0.67
1653,8,"coso",0.89,0.39,0.89,0.39,0.67
1654,1,"skw",0.59,0.89,0.89,0.89,0.59
1654,2,"cosw",0.69,0.5,0.69,0.69,0.65
1654,3,"coso",0.67,0.67,0.67,0.39,0.65
1654,4,"coso",0.69,0.69,0.69,0.39,0.65
1655,1,"skw",0.69,0.89,0.69,0.89,0.59
1655,2,"cosw",0.87,0.59,0.87,0.59,0.59
1655,3,"coso",0.69,0.69,0.69,0.39,0.65
1655,4,"pw",0.29,0.69,0.29,0.69,0.17
1656,1,"skw",0.29,0.39,0.89,0.39,0.67
1656,2,"coso",0.69,0.87,0.69,0.29,0.65
1656,3,"coso",0.82,0.69,0.82,0.29,0.65
1657,1,"skw",0.69,0.89,0.69,0.89,0.59
1657,2,"skw",0.8,0.79,0.89,0.89,0.67
1657,3,"coso",0.67,0.67,0.67,0.39,0.65
1657,4,"coso",0.69,0.69,0.69,0.39,0.65
1657,5,"pw",0.87,0.84,0.87,0.84,0.59
1657,6,"pw",0.89,0.79,0.89,0.89,0.67
1657,7,"pw",0.69,0.39,0.69,0.39,0.67
1658,1,"skw",0.49,0.49,0.89,0.49,0.67
1658,2,"coso",0.69,0.87,0.69,0.29,0.65
1658,3,"pw",0.81,0.69,0.81,0.69,0.65
1659,1,"skw",0.69,0.84,0.69,0.84,0.59
1659,2,"skw",0.69,0.84,0.69,0.84,0.59
1659,3,"skw",0.69,0.84,0.69,0.89,0.59
1659,4,"skw",0.59,0.79,0.89,0.89,0.67
1659,5,"cosw",0.81,0.59,0.82,0.69,0.65
1659,6,"sko",0.69,0.84,0.69,0.84,0.59
1659,7,"sko",0.69,0.84,0.69,0.89,0.59
1659,8,"sko",0.69,0.84,0.69,0.89,0.59
1659,9,"sko",0.89,0.79,0.49,0.89,0.67
1659,10,"sko",0.49,0.89,0.49,0.79,0.67
1659,11,"sko",0.89,0.79,0.49,0.79,0.67
1659,12,"pw",0.69,0.89,0.69,0.89,0.59
1659,13,"pw",0.69,0.89,0.69,0.89,0.59
1659,14,"pw",0.89,0.89,0.89,0.89,0.59
1659,15,"pw",0.87,0.84,0.87,0.84,0.59
1659,16,"pw",0.69,0.84,0.69,0.84,0.59
1659,17,"pw",0.84,0.84,0.84,0.89,0.59
1659,18,"pw",0.69,0.84,0.69,0.89,0.59
1659,19,"pw",0.69,0.89,0.89,0.89,0.59
1659,20,"pw",0.69,0.89,0.69,0.89,0.59
1659,21,"pw",0.59,0.89,0.59,0.89,0.59
1659,22,"pw",0.89,0.79,0.89,0.59,0.67
1659,23,"pw",0.81,0.69,0.82,0.69,0.65
1660,1,"coso",0.89,0.39,0.89,0.39,0.67
1661,1,"skw",0.37,0.87,0.37,0.87,0.67
1662,1,"skw",0.49,0.89,0.69,0.89,0.67
1663,1,"skw",0.69,0.84,0.69,0.89,0.59
1663,2,"skw",0.49,0.79,0.49,0.89,0.67
1663,3,"skw",0.59,0.79,0.49,0.89,0.67
1663,4,"cosw",0.89,0.39,0.89,0.39,0.67
1663,5,"sko",0.69,0.84,0.69,0.89,0.59
1664,1,"skw",0.49,0.89,0.89,0.45,0.67
1664,2,"cosw",0.59,0.59,0.59,0.59,0.59
1664,3,"cosw",0.87,0.59,0.87,0.59,0.59
1664,4,"cosw",0.82,0.5,0.69,0.69,0.65
1664,5,"coso",0.67,0.67,0.67,0.39,0.65
1664,6,"coso",0.69,0.69,0.69,0.39,0.65
1664,7,"coso",0.69,0.87,0.69,0.29,0.65
1665,1,"cosw",0.69,0.84,0.69,0.84,0.59
1665,2,"cosw",0.39,0.87,0.39,0.87,0.69
1665,3,"cosw",0.69,0.39,0.69,0.39,0.65
1665,4,"cosw",0.69,0.69,0.69,0.69,0.65
1665,5,"cosw",0.82,0.69,0.82,0.69,0.65
1666,1,"skw",0.89,0.89,0.89,0.89,0.59
1666,2,"skw",0.87,0.59,0.87,0.59,0.59
1666,3,"skw",0.89,0.89,0.89,0.89,0.59
1666,4,"skw",0.89,0.89,0.59,0.89,0.59
1666,5,"skw",0.89,0.89,0.69,0.89,0.67
1666,6,"skw",0.89,0.89,0.89,0.45,0.67
1666,7,"skw",0.8,0.79,0.33,0.79,0.67
1666,8,"cosw",0.59,0.59,0.59,0.59,0.59
1666,9,"sko",0.59,0.59,0.59,0.59,0.59
1666,10,"sko",0.69,0.84,0.69,0.89,0.59
1667,1,"skw",0.69,0.84,0.69,0.89,0.59
1667,2,"skw",0.59,0.89,0.89,0.89,0.59
1667,3,"skw",0.49,0.39,0.89,0.39,0.67
1667,4,"skw",0.49,0.89,0.89,0.45,0.67
1667,5,"skw",0.29,0.39,0.89,0.39,0.67
1667,6,"cosw",0.87,0.59,0.87,0.59,0.59
1667,7,"cosw",0.87,0.59,0.87,0.59,0.59
1667,8,"coso",0.69,0.87,0.69,0.29,0.65
1667,9,"pw",0.87,0.84,0.87,0.84,0.59
1667,10,"pw",0.69,0.84,0.69,0.84,0.59
1667,11,"pw",0.69,0.84,0.87,0.84,0.59
1667,12,"pw",0.69,0.84,0.69,0.84,0.59
1667,13,"pw",0.79,0.84,0.79,0.84,0.59
1667,14,"pw",0.84,0.84,0.84,0.84,0.59
1667,15,"pw",0.69,0.79,0.69,0.89,0.67
1667,16,"pw",0.49,0.89,0.49,0.79,0.67
1667,17,"pw",0.69,0.79,0.69,0.79,0.67
1667,18,"pw",0.89,0.79,0.89,0.89,0.67
1667,19,"pw",0.89,0.79,0.89,0.89,0.67
1667,20,"pw",0.69,0.39,0.69,0.39,0.67
1667,21,"pw",0.69,0.87,0.69,0.87,0.67
1667,22,"pw",0.69,0.87,0.69,0.87,0.67
1667,23,"pw",0.69,0.87,0.69,0.87,0.69
1667,24,"pw",0.39,0.87,0.39,0.87,0.69
1667,25,"pw",0.67,0.67,0.67,0.67,0.69
1667,26,"pw",0.81,0.69,0.82,0.69,0.65
1667,27,"pw",0.81,0.69,0.82,0.69,0.65
1668,1,"skw",0.69,0.89,0.69,0.89,0.59
1668,2,"skw",0.69,0.84,0.69,0.84,0.59
1668,3,"skw",0.69,0.84,0.69,0.84,0.59
1668,4,"skw",0.69,0.84,0.69,0.84,0.59
1668,5,"skw",0.69,0.68,0.69,0.68,0.59
1668,6,"skw",0.69,0.89,0.89,0.89,0.59
1668,7,"skw",0.59,0.89,0.59,0.89,0.59
1668,8,"skw",0.59,0.89,0.59,0.89,0.59
1668,9,"skw",0.29,0.89,0.29,0.89,0.67
1668,10,"skw",0.69,0.89,0.69,0.89,0.67
1668,11,"skw",0.49,0.89,0.89,0.45,0.67
1668,12,"skw",0.29,0.39,0.89,0.39,0.67
1668,13,"skw",0.49,0.89,0.49,0.89,0.67
1668,14,"skw",0.33,0.69,0.33,0.69,0.65
1668,15,"cosw",0.89,0.39,0.89,0.39,0.67
1668,16,"sko",0.69,0.89,0.69,0.89,0.67
1669,1,"skw",0.87,0.84,0.87,0.84,0.59
1669,2,"sko",0.89,0.89,0.89,0.89,0.59
1670,1,"cosw",0.87,0.84,0.87,0.84,0.59
1670,2,"coso",0.84,0.84,0.84,0.84,0.59
1671,1,"skw",0.69,0.89,0.69,0.89,0.7
1671,2,"skw",0.69,0.84,0.69,0.84,0.59
1671,3,"skw",0.69,0.84,0.69,0.84,0.59
1671,4,"skw",0.69,0.84,0.69,0.84,0.59
1671,5,"skw",0.69,0.84,0.69,0.84,0.59
1671,6,"skw",0.69,0.89,0.69,0.89,0.59
1671,7,"skw",0.49,0.89,0.29,0.89,0.67
1671,8,"cosw",0.59,0.59,0.59,0.59,0.59
1671,9,"sko",0.69,0.89,0.49,0.89,0.67
1672,1,"skw",0.89,0.89,0.59,0.89,0.59
1672,2,"cosw",0.87,0.59,0.87,0.59,0.59
1672,3,"sko",0.69,0.89,0.69,0.89,0.59
1672,4,"sko",0.69,0.84,0.69,0.89,0.59
1673,1,"skw",0.89,0.89,0.89,0.89,0.59
1673,2,"coso",0.59,0.59,0.59,0.59,0.59
1673,3,"pw",0.59,0.59,0.59,0.59,0.59
1674,1,"skw",0.79,0.84,0.79,0.84,0.59
1674,2,"skw",0.89,0.89,0.59,0.89,0.59
1674,3,"skw",0.29,0.39,0.89,0.39,0.67
1675,1,"skw",0.29,0.39,0.89,0.39,0.67
1675,2,"sko",0.89,0.39,0.49,0.39,0.67
1675,3,"coso",0.69,0.87,0.69,0.29,0.65
1676,1,"sko",0.69,0.68,0.69,0.68,0.59
1677,1,"skw",0.29,0.39,0.89,0.39,0.67
1677,2,"cosw",0.87,0.59,0.87,0.59,0.59
1677,3,"sko",0.87,0.59,0.87,0.89,0.59
1677,4,"sko",0.69,0.84,0.69,0.84,0.59
1677,5,"sko",0.84,0.84,0.84,0.89,0.59
1677,6,"sko",0.69,0.84,0.69,0.89,0.59
1677,7,"sko",0.69,0.89,0.89,0.89,0.67
1677,8,"coso",0.59,0.59,0.59,0.59,0.59
1678,1,"skw",0.79,0.84,0.79,0.89,0.59
1678,2,"sko",0.69,0.89,0.69,0.89,0.59
1678,3,"sko",0.69,0.84,0.69,0.84,0.59
1678,4,"sko",0.89,0.89,0.59,0.89,0.59
1679,1,"sko",0.69,0.89,0.69,0.89,0.7
1679,2,"sko",0.87,0.59,0.87,0.89,0.59
1679,3,"sko",0.69,0.84,0.69,0.84,0.59
1679,4,"sko",0.69,0.84,0.69,0.84,0.59
1679,5,"sko",0.69,0.84,0.69,0.84,0.59
1679,6,"sko",0.69,0.84,0.69,0.84,0.59
1679,7,"sko",0.69,0.84,0.69,0.84,0.59
1679,8,"sko",0.79,0.84,0.79,0.84,0.59
1679,9,"sko",0.69,0.84,0.69,0.89,0.59
1679,10,"sko",0.69,0.84,0.69,0.89,0.59
1679,11,"sko",0.69,0.84,0.69,0.89,0.59
1679,12,"sko",0.85,0.89,0.85,0.89,0.59
1679,13,"sko",0.69,0.68,0.69,0.68,0.59
1679,14,"sko",0.89,0.89,0.89,0.89,0.67
1679,15,"coso",0.59,0.59,0.59,0.59,0.59
1679,16,"coso",0.87,0.59,0.87,0.59,0.59
1680,1,"skw",0.69,0.89,0.69,0.89,0.7
1680,2,"skw",0.49,0.79,0.89,0.79,0.67
1680,3,"skw",0.49,0.89,0.89,0.45,0.67
1680,4,"skw",0.49,0.49,0.89,0.49,0.67
1680,5,"cosw",0.69,0.5,0.69,0.69,0.65
1680,6,"cosw",0.69,0.5,0.69,0.69,0.65
1680,7,"cosw",0.69,0.5,0.69,0.69,0.65
1680,8,"coso",0.67,0.67,0.67,0.39,0.65
1680,9,"coso",0.69,0.87,0.69,0.29,0.65
1681,1,"skw",0.69,0.68,0.69,0.68,0.59
1681,2,"sko",0.89,0.89,0.59,0.89,0.59
1682,1,"coso",0.88,0.69,0.82,0.29,0.65
1683,1,"sko",0.69,0.84,0.69,0.84,0.59
1683,2,"coso",0.87,0.59,0.87,0.59,0.59
1684,1,"coso",0.87,0.69,0.89,0.89,0.59
1685,1,"skw",0.87,0.84,0.87,0.84,0.59
1685,2,"sko",0.79,0.84,0.79,0.89,0.59
1685,3,"sko",0.89,0.89,0.69,0.89,0.59
1686,1,"skw",0.49,0.89,0.89,0.45,0.67
1686,2,"coso",0.89,0.89,0.89,0.89,0.67
1686,3,"pw",0.89,0.89,0.89,0.89,0.59
1686,4,"pw",0.87,0.59,0.87,0.59,0.59
1687,1,"skw",0.69,0.68,0.69,0.68,0.59
1687,2,"skw",0.49,0.39,0.89,0.39,0.67
1687,3,"skw",0.49,0.89,0.49,0.89,0.67
1687,4,"cosw",0.87,0.59,0.87,0.59,0.59
1687,5,"cosw",0.89,0.39,0.89,0.39,0.67
1687,6,"cosw",0.89,0.39,0.89,0.39,0.67
1687,7,"cosw",0.89,0.59,0.89,0.39,0.67
1687,8,"cosw",0.89,0.49,0.89,0.49,0.67
1687,9,"cosw",0.89,0.59,0.89,0.49,0.67
1687,10,"sko",0.69,0.89,0.69,0.89,0.67
1687,11,"sko",0.49,0.89,0.59,0.79,0.67
1687,12,"pw",0.69,0.68,0.69,0.68,0.59
1688,1,"cosw",0.89,0.89,0.89,0.45,0.67
1688,2,"sko",0.89,0.89,0.89,0.89,0.67
1689,1,"skw",0.59,0.89,0.89,0.89,0.59
1689,2,"sko",0.89,0.79,0.89,0.89,0.67
1690,1,"sko",0.89,0.79,0.49,0.79,0.67
1691,1,"skw",0.59,0.89,0.89,0.89,0.59
1692,1,"skw",0.69,0.89,0.69,0.89,0.7
1692,2,"coso",0.87,0.59,0.87,0.59,0.59
1693,1,"skw",0.79,0.84,0.79,0.84,0.59
1693,2,"sko",0.69,0.89,0.69,0.89,0.59
1693,3,"sko",0.69,0.89,0.69,0.89,0.59
1693,4,"sko",0.69,0.89,0.69,0.89,0.7
1693,5,"sko",0.87,0.84,0.87,0.84,0.59
1693,6,"sko",0.69,0.84,0.69,0.84,0.59
1693,7,"coso",0.87,0.59,0.87,0.59,0.59
1693,8,"coso",0.84,0.84,0.84,0.84,0.59
1694,1,"skw",0.69,0.84,0.69,0.84,0.59
1694,2,"skw",0.79,0.84,0.79,0.84,0.59
1694,3,"skw",0.69,0.84,0.69,0.89,0.59
1694,4,"cosw",0.87,0.69,0.87,0.89,0.59
1694,5,"sko",0.69,0.84,0.69,0.84,0.59
1695,1,"skw",0.89,0.89,0.89,0.89,0.59
1695,2,"skw",0.69,0.84,0.69,0.84,0.59
1695,3,"cosw",0.87,0.59,0.87,0.59,0.59
1696,1,"sko",0.69,0.89,0.89,0.89,0.67
1697,1,"skw",0.69,0.89,0.69,0.89,0.59
1697,2,"skw",0.69,0.89,0.69,0.89,0.59
1697,3,"skw",0.69,0.89,0.69,0.89,0.7
1697,4,"skw",0.89,0.89,0.89,0.89,0.59
1697,5,"skw",0.69,0.84,0.69,0.84,0.59
1697,6,"skw",0.69,0.84,0.69,0.84,0.59
1697,7,"skw",0.69,0.84,0.69,0.84,0.59
1697,8,"skw",0.69,0.84,0.69,0.84,0.59
1697,9,"skw",0.69,0.84,0.69,0.89,0.59
1697,10,"skw",0.69,0.84,0.69,0.89,0.59
1697,11,"skw",0.69,0.89,0.69,0.89,0.59
1697,12,"skw",0.49,0.79,0.89,0.79,0.67
1697,13,"skw",0.49,0.39,0.89,0.39,0.67
1697,14,"skw",0.49,0.79,0.89,0.89,0.67
1697,15,"skw",0.49,0.79,0.89,0.89,0.67
1697,16,"skw",0.49,0.79,0.89,0.89,0.67
1697,17,"skw",0.49,0.89,0.69,0.89,0.67
1697,18,"skw",0.49,0.89,0.29,0.89,0.67
1697,19,"skw",0.49,0.89,0.89,0.45,0.67
1697,20,"skw",0.29,0.39,0.89,0.39,0.67
1697,21,"skw",0.29,0.39,0.89,0.39,0.67
1697,22,"skw",0.29,0.39,0.89,0.39,0.67
1697,23,"skw",0.59,0.79,0.49,0.89,0.67
1697,24,"skw",0.59,0.89,0.89,0.89,0.67
1697,25,"skw",0.59,0.69,0.69,0.69,0.67
1697,26,"skw",0.59,0.67,0.67,0.67,0.69
1697,27,"skw",0.59,0.67,0.67,0.67,0.69
1697,28,"skw",0.59,0.67,0.67,0.69,0.65
1697,29,"skw",0.59,0.39,0.69,0.39,0.65
1697,30,"skw",0.69,0.87,0.69,0.87,0.65
1697,31,"cosw",0.87,0.59,0.87,0.59,0.59
1697,32,"cosw",0.88,0.87,0.82,0.69,0.65
1697,33,"cosw",0.81,0.59,0.82,0.69,0.65
1697,34,"coso",0.69,0.69,0.69,0.5,0.65
1697,35,"coso",0.69,0.87,0.69,0.29,0.65
1697,36,"coso",0.69,0.87,0.69,0.29,0.65
1698,1,"skw",0.69,0.89,0.69,0.89,0.7
1698,2,"skw",0.69,0.89,0.69,0.89,0.59
1698,3,"cosw",0.69,0.59,0.59,0.59,0.59
1698,4,"sko",0.69,0.84,0.69,0.84,0.59
1699,1,"skw",0.69,0.89,0.69,0.89,0.7
1699,2,"cosw",0.87,0.59,0.87,0.59,0.59
1700,1,"skw",0.84,0.84,0.84,0.84,0.59
1700,2,"skw",0.49,0.79,0.89,0.79,0.67
1701,1,"skw",0.69,0.89,0.69,0.89,0.59
1701,2,"skw",0.69,0.89,0.89,0.89,0.59
1701,3,"skw",0.59,0.89,0.89,0.89,0.59
1701,4,"skw",0.69,0.89,0.69,0.89,0.67
1701,5,"skw",0.29,0.39,0.89,0.39,0.67
1701,6,"skw",0.49,0.49,0.89,0.49,0.67
1701,7,"skw",0.39,0.87,0.39,0.87,0.69
1701,8,"skw",0.69,0.65,0.69,0.65,0.65
1701,9,"cosw",0.87,0.59,0.87,0.59,0.59
1701,10,"cosw",0.89,0.39,0.89,0.39,0.67
1701,11,"cosw",0.69,0.87,0.69,0.39,0.67
1701,12,"cosw",0.82,0.81,0.69,0.69,0.65
1701,13,"cosw",0.69,0.65,0.69,0.65,0.65
1701,14,"cosw",0.69,0.65,0.69,0.65,0.65
1701,15,"coso",0.69,0.69,0.69,0.39,0.65
1702,1,"skw",0.69,0.89,0.69,0.89,0.7
1702,2,"skw",0.79,0.84,0.84,0.84,0.59
1702,3,"cosw",0.87,0.59,0.87,0.59,0.59
1702,4,"sko",0.69,0.84,0.69,0.84,0.59
1702,5,"sko",0.79,0.84,0.79,0.89,0.59
1702,6,"sko",0.89,0.89,0.69,0.89,0.59
1703,1,"skw",0.69,0.89,0.69,0.89,0.59
1703,2,"skw",0.69,0.84,0.69,0.84,0.59
1703,3,"skw",0.69,0.84,0.69,0.84,0.59
1703,4,"skw",0.69,0.89,0.89,0.89,0.59
1703,5,"skw",0.89,0.79,0.89,0.79,0.67
1703,6,"skw",0.49,0.89,0.89,0.45,0.67
1703,7,"skw",0.49,0.49,0.89,0.49,0.67
1703,8,"skw",0.69,0.87,0.69,0.87,0.67
1703,9,"skw",0.69,0.69,0.69,0.69,0.65
1703,10,"cosw",0.87,0.59,0.87,0.59,0.59
1703,11,"cosw",0.69,0.39,0.69,0.39,0.65
1703,12,"cosw",0.69,0.69,0.69,0.69,0.65
1703,13,"cosw",0.87,0.87,0.69,0.69,0.65
1703,14,"cosw",0.81,0.69,0.82,0.69,0.65
1703,15,"coso",0.67,0.67,0.67,0.39,0.65
1703,16,"coso",0.67,0.67,0.67,0.39,0.65
1703,17,"coso",0.69,0.69,0.69,0.39,0.65
1704,1,"sko",0.89,0.79,0.49,0.79,0.67
1705,1,"coso",0.87,0.59,0.87,0.59,0.59
1705,2,"coso",0.67,0.67,0.67,0.39,0.65
1705,3,"coso",0.69,0.69,0.69,0.5,0.65
1705,4,"coso",0.69,0.87,0.69,0.29,0.65
1706,1,"skw",0.69,0.84,0.69,0.84,0.59
1706,2,"pw",0.87,0.84,0.87,0.84,0.59
1707,1,"cosw",0.87,0.59,0.87,0.59,0.59
1708,1,"skw",0.87,0.79,0.89,0.89,0.67
1708,2,"skw",0.87,0.87,0.69,0.87,0.67
1708,3,"skw",0.82,0.87,0.39,0.87,0.69
1708,4,"skw",0.82,0.69,0.82,0.69,0.65
1708,5,"sko",0.89,0.89,0.59,0.89,0.59
1709,1,"coso",0.67,0.67,0.67,0.39,0.65
1709,2,"coso",0.69,0.69,0.69,0.39,0.65
1709,3,"coso",0.69,0.87,0.69,0.29,0.65
1710,1,"sko",0.89,0.79,0.89,0.59,0.67
1710,2,"coso",0.69,0.87,0.69,0.29,0.65
1710,3,"pw",0.69,0.59,0.59,0.59,0.59
1711,1,"skw",0.69,0.84,0.69,0.84,0.59
1711,2,"skw",0.49,0.49,0.89,0.49,0.67
1712,1,"skw",0.69,0.84,0.69,0.84,0.59
1712,2,"skw",0.69,0.84,0.69,0.89,0.59
1712,3,"coso",0.67,0.67,0.67,0.39,0.65
1712,4,"coso",0.69,0.87,0.69,0.29,0.65
1713,1,"cosw",0.87,0.59,0.87,0.59,0.59
1714,1,"skw",0.49,0.89,0.89,0.45,0.67
1715,1,"sko",0.69,0.84,0.69,0.84,0.59
1716,1,"coso",0.87,0.59,0.87,0.59,0.59
1717,1,"skw",0.29,0.39,0.89,0.39,0.67
1718,1,"cosw",0.89,0.59,0.89,0.49,0.67
1718,2,"coso",0.89,0.49,0.89,0.39,0.67
1719,1,"skw",0.59,0.89,0.89,0.89,0.59
1720,1,"skw",0.29,0.89,0.29,0.89,0.67
1720,2,"skw",0.29,0.89,0.29,0.89,0.67
1720,3,"skw",0.49,0.89,0.49,0.89,0.67
1720,4,"skw",0.29,0.69,0.29,0.87,0.65
1720,5,"cosw",0.89,0.39,0.89,0.39,0.67
1720,6,"cosw",0.89,0.39,0.89,0.39,0.67
1721,1,"skw",0.69,0.84,0.69,0.89,0.59
1721,2,"skw",0.29,0.39,0.89,0.39,0.67
1721,3,"skw",0.49,0.49,0.89,0.49,0.67
1721,4,"coso",0.67,0.67,0.67,0.39,0.65
1721,5,"coso",0.82,0.69,0.82,0.29,0.65
1721,6,"pw",0.69,0.59,0.59,0.59,0.59
1721,7,"pw",0.69,0.68,0.69,0.68,0.59
1722,1,"skw",0.69,0.84,0.69,0.89,0.59
1722,2,"skw",0.29,0.39,0.89,0.39,0.67
1722,3,"sko",0.69,0.84,0.69,0.84,0.59
1722,4,"coso",0.69,0.69,0.69,0.5,0.65
1722,5,"pw",0.67,0.67,0.67,0.69,0.65
1723,1,"skw",0.29,0.89,0.29,0.89,0.67
1723,2,"cosw",0.87,0.59,0.87,0.59,0.59
1723,3,"cosw",0.69,0.87,0.69,0.39,0.65
1723,4,"pw",0.67,0.67,0.67,0.67,0.69
1724,1,"skw",0.69,0.84,0.69,0.84,0.59
1724,2,"cosw",0.87,0.59,0.87,0.59,0.59
1724,3,"pw",0.87,0.59,0.87,0.59,0.59
1725,1,"skw",0.29,0.39,0.89,0.39,0.67
1726,1,"skw",0.59,0.59,0.59,0.59,0.59
1726,2,"skw",0.69,0.89,0.69,0.89,0.7
1726,3,"skw",0.69,0.89,0.69,0.89,0.59
1726,4,"skw",0.69,0.68,0.69,0.68,0.59
1726,5,"skw",0.69,0.89,0.89,0.89,0.59
1726,6,"skw",0.49,0.79,0.89,0.79,0.67
1726,7,"skw",0.49,0.79,0.89,0.79,0.67
1726,8,"skw",0.49,0.39,0.89,0.39,0.67
1726,9,"skw",0.49,0.79,0.69,0.89,0.67
1726,10,"skw",0.49,0.49,0.89,0.49,0.67
1726,11,"cosw",0.69,0.59,0.59,0.59,0.59
1726,12,"cosw",0.87,0.59,0.87,0.59,0.59
1726,13,"cosw",0.82,0.5,0.69,0.69,0.65
1726,14,"sko",0.89,0.79,0.49,0.79,0.67
1726,15,"sko",0.89,0.89,0.49,0.79,0.67
1726,16,"coso",0.67,0.67,0.67,0.39,0.65
1726,17,"coso",0.69,0.87,0.69,0.29,0.65
1727,1,"coso",0.67,0.67,0.67,0.39,0.65
1728,1,"skw",0.69,0.84,0.69,0.84,0.59
1728,2,"skw",0.69,0.84,0.69,0.84,0.59
1728,3,"cosw",0.87,0.59,0.87,0.59,0.59
1729,1,"sko",0.49,0.89,0.49,0.89,0.67
1730,1,"skw",0.49,0.89,0.89,0.45,0.67
1730,2,"cosw",0.69,0.69,0.69,0.69,0.65
1730,3,"pw",0.89,0.89,0.89,0.89,0.59
1730,4,"pw",0.89,0.39,0.89,0.39,0.67
1730,5,"pw",0.89,0.79,0.89,0.59,0.67
1730,6,"pw",0.89,0.99,0.89,0.59,0.67
1731,1,"skw",0.87,0.69,0.69,0.69,0.67
1732,1,"skw",0.49,0.79,0.89,0.89,0.67
1732,2,"skw",0.49,0.89,0.69,0.89,0.67
1733,1,"cosw",0.89,0.39,0.89,0.39,0.67
1733,2,"cosw",0.89,0.59,0.89,0.49,0.67
1734,1,"skw",0.69,0.84,0.69,0.89,0.59
1734,2,"skw",0.29,0.89,0.29,0.89,0.67
1734,3,"skw",0.49,0.49,0.89,0.49,0.67
1734,4,"cosw",0.87,0.59,0.87,0.59,0.59
1734,5,"coso",0.89,0.39,0.89,0.39,0.67
1734,6,"pw",0.89,0.89,0.89,0.89,0.59
1735,1,"skw",0.29,0.87,0.29,0.87,0.65
1735,2,"sko",0.69,0.84,0.69,0.84,0.59
1735,3,"sko",0.33,0.69,0.33,0.69,0.65
1735,4,"coso",0.89,0.39,0.89,0.39,0.67
1735,5,"coso",0.89,0.39,0.89,0.59,0.67
1735,6,"coso",0.89,0.49,0.89,0.49,0.67
1735,7,"coso",0.69,0.39,0.69,0.39,0.67
1735,8,"coso",0.81,0.69,0.81,0.19,0.65
1736,1,"skw",0.69,0.84,0.69,0.84,0.59
1736,2,"skw",0.69,0.84,0.69,0.84,0.59
1736,3,"skw",0.69,0.84,0.69,0.84,0.59
1736,4,"skw",0.69,0.84,0.69,0.84,0.59
1736,5,"skw",0.69,0.84,0.69,0.89,0.59
1736,6,"skw",0.69,0.68,0.69,0.68,0.59
1736,7,"skw",0.89,0.89,0.89,0.89,0.59
1736,8,"skw",0.69,0.89,0.89,0.89,0.59
1736,9,"skw",0.89,0.79,0.89,0.89,0.67
1736,10,"skw",0.89,0.89,0.69,0.89,0.67
1736,11,"skw",0.89,0.89,0.69,0.89,0.67
1736,12,"skw",0.89,0.89,0.49,0.79,0.67
1736,13,"skw",0.87,0.99,0.89,0.59,0.67
1736,14,"skw",0.49,0.49,0.89,0.49,0.67
1736,15,"skw",0.89,0.79,0.69,0.79,0.67
1736,16,"skw",0.69,0.69,0.69,0.69,0.65
1736,17,"cosw",0.87,0.59,0.87,0.59,0.59
1736,18,"sko",0.69,0.89,0.69,0.89,0.59
1737,1,"sko",0.87,0.84,0.87,0.84,0.59
1737,2,"sko",0.84,0.84,0.84,0.89,0.59
1738,1,"sko",0.37,0.87,0.87,0.87,0.67
1739,1,"pw",0.69,0.84,0.69,0.84,0.59
1740,1,"skw",0.69,0.89,0.69,0.89,0.67
1740,2,"skw",0.49,0.79,0.49,0.89,0.67
1740,3,"skw",0.59,0.79,0.49,0.89,0.67
1740,4,"cosw",0.89,0.39,0.89,0.39,0.67
1740,5,"cosw",0.89,0.39,0.89,0.39,0.67
1740,6,"cosw",0.89,0.59,0.89,0.49,0.67
1740,7,"coso",0.88,0.69,0.82,0.29,0.65
1741,1,"skw",0.69,0.89,0.69,0.89,0.7
1741,2,"skw",0.69,0.84,0.69,0.89,0.59
1741,3,"skw",0.49,0.89,0.89,0.45,0.67
1741,4,"cosw",0.87,0.59,0.87,0.59,0.59
1742,1,"skw",0.89,0.89,0.89,0.89,0.59
1742,2,"skw",0.69,0.84,0.69,0.84,0.59
1742,3,"skw",0.59,0.89,0.49,0.79,0.67
1742,4,"skw",0.49,0.49,0.89,0.49,0.67
1742,5,"cosw",0.87,0.59,0.87,0.59,0.59
1742,6,"pw",0.89,0.89,0.89,0.89,0.59
1742,7,"pw",0.69,0.89,0.69,0.89,0.59
1743,1,"coso",0.67,0.67,0.67,0.39,0.65
1743,2,"coso",0.69,0.87,0.69,0.29,0.65
1743,3,"pw",0.69,0.87,0.69,0.87,0.69
1744,1,"skw",0.69,0.89,0.69,0.89,0.59
1744,2,"cosw",0.89,0.89,0.89,0.79,0.67
1744,3,"sko",0.69,0.84,0.69,0.84,0.59
1744,4,"sko",0.89,0.79,0.89,0.79,0.67
1744,5,"sko",0.89,0.39,0.89,0.39,0.67
1745,1,"skw",0.69,0.89,0.69,0.89,0.7
1745,2,"skw",0.69,0.84,0.69,0.89,0.59
1745,3,"skw",0.69,0.89,0.69,0.89,0.59
1745,4,"skw",0.69,0.68,0.69,0.68,0.59
1745,5,"skw",0.69,0.89,0.89,0.89,0.59
