"Ketchup.hid","Ketchup.id","Ketchup.choice","price.heinz","price.hunts","price.delmonte","price.stb"
412,3,"heinz",0.99,1.53,1.46,0.95
412,4,"heinz",1.46,1.43,1.46,0.79
412,5,"hunts",1.19,1.29,1.49,0.95
413,1,"heinz",1.19,1.36,1.39,0.95
414,1,"heinz",0.99,1.53,1.49,0.95
414,2,"hunts",1.46,1.53,1.49,0.95
414,3,"stb",1.46,1.19,1.49,0.79
415,1,"stb",1.39,1.39,1.49,0.89
416,1,"heinz",1.19,1.39,1.49,0.89
416,2,"heinz",0.99,1.36,1.49,0.95
416,3,"heinz",1.19,1.49,1.49,0.95
417,1,"heinz",1.19,1.36,1.39,0.95
418,1,"heinz",0.99,1.39,1.49,0.89
418,2,"delmonte",1.19,1.39,1.49,0.89
418,3,"stb",1.19,1.36,1.39,0.95
419,1,"heinz",1.46,1.43,0.99,0.75
420,1,"delmonte",1.46,1.43,0.89,0.99
421,1,"hunts",1.46,1.29,1.49,0.95
422,1,"heinz",1.39,1.39,1.49,0.89
422,2,"heinz",1.19,1.39,1.49,0.89
422,3,"delmonte",1.39,1.39,1.39,0.89
422,4,"delmonte",0.99,1.36,1.39,0.95
422,5,"delmonte",1.46,1.29,1.39,0.95
423,1,"heinz",1.19,1.36,1.39,0.95
424,1,"heinz",0.99,1.39,1.49,0.89
424,2,"heinz",1.46,1.43,0.99,0.75
424,3,"heinz",1.29,1.39,1.45,0.79
424,4,"heinz",1.39,1.39,1.49,0.89
424,5,"heinz",1.46,1.43,1.45,0.99
425,1,"heinz",0.99,1.53,1.46,0.95
425,2,"heinz",0.79,1.43,1.46,0.99
425,3,"heinz",0.99,1.39,1.46,0.99
426,1,"hunts",1.39,0.79,1.45,0.79
427,1,"heinz",0.79,1.43,1.45,0.99
428,1,"heinz",0.99,1.39,1.49,0.89
429,1,"heinz",0.99,1.39,1.49,0.89
429,2,"heinz",1.46,1.19,1.46,0.95
430,1,"heinz",1.19,1.36,1.39,0.95
430,2,"heinz",1.47,1.43,1.45,0.99
430,3,"hunts",0.99,1.43,1.49,0.99
431,1,"heinz",1.39,1.49,1.49,0.89
431,2,"heinz",0.99,1.39,1.49,0.89
432,1,"heinz",0.99,1.36,1.39,0.95
432,2,"heinz",1.19,1.39,1.49,0.89
432,3,"heinz",1.39,1.36,1.39,0.95
433,1,"hunts",1.39,0.89,1.39,0.95
434,1,"heinz",1.19,0.89,1.49,0.95
434,2,"heinz",1.19,1.19,1.46,0.95
434,3,"stb",0.99,1.39,1.49,0.89
434,4,"stb",1.39,1.39,1.49,0.89
435,1,"heinz",1.46,1.43,0.99,0.75
436,1,"heinz",1.19,1.39,1.49,0.99
437,1,"stb",1.46,1.53,1.49,0.95
438,1,"delmonte",1.46,1.43,0.99,0.99
439,1,"hunts",1.46,1.29,1.49,0.95
440,1,"heinz",1.19,1.53,1.49,0.95
440,2,"heinz",0.99,1.53,1.49,0.95
440,3,"heinz",1.46,1.43,1.49,0.75
440,4,"stb",1.19,1.39,1.49,0.89
440,5,"stb",1.19,1.36,1.39,0.95
440,6,"stb",1.39,1.36,1.49,0.89
440,7,"stb",1.46,1.19,1.49,0.95
440,8,"stb",1.46,1.43,1.49,0.99
440,9,"stb",1.46,1.43,1.49,0.75
441,1,"heinz",1.19,1.36,1.49,0.95
442,1,"stb",1.39,0.79,1.49,0.95
443,1,"stb",1.46,1.29,1.39,0.95
444,1,"hunts",1.19,1.29,1.49,0.95
444,2,"hunts",1.19,1.19,1.46,0.95
445,1,"heinz",0.99,1.49,1.29,0.99
445,2,"heinz",1.19,1.39,1.49,0.89
445,3,"heinz",1.39,1.36,1.49,0.95
445,4,"heinz",0.99,1.53,1.46,0.95
445,5,"hunts",1.19,0.89,1.49,0.89
445,6,"delmonte",1.29,1.39,1.45,0.79
445,7,"stb",1.46,1.43,1.46,0.79
446,1,"stb",1.46,1.43,1.49,0.79
446,2,"stb",1.39,1.39,1.49,0.89
446,3,"stb",1.19,1.29,1.46,0.95
447,1,"heinz",1.19,1.49,1.49,0.95
448,1,"hunts",1.39,0.79,1.39,0.95
449,1,"heinz",0.79,1.43,1.45,0.99
449,2,"stb",1.19,1.36,1.49,0.95
450,1,"stb",1.46,1.36,1.46,0.95
451,1,"delmonte",1.46,1.43,0.99,0.99
451,2,"stb",1.39,1.43,1.45,0.99
452,1,"heinz",1.19,1.53,1.47,0.95
452,2,"heinz",1.46,1.43,1.45,0.99
452,3,"delmonte",0.99,0.89,1.39,0.89
453,1,"heinz",1.39,1.49,1.49,0.89
453,2,"stb",1.19,1.39,1.49,0.89
454,1,"heinz",0.79,1.43,1.45,0.99
454,2,"delmonte",1.19,1.29,1.49,0.95
455,1,"stb",1.46,1.43,0.99,0.75
456,1,"stb",1.46,1.43,1.49,0.79
457,1,"hunts",1.39,0.79,1.39,0.95
457,2,"stb",1.19,1.39,1.49,0.89
457,3,"stb",1.46,1.19,1.46,0.95
457,4,"stb",0.99,1.43,1.49,0.75
458,1,"stb",0.99,1.39,1.49,0.89
459,1,"heinz",1.46,1.44,1.46,0.79
459,2,"heinz",0.99,1.36,1.39,0.95
460,1,"hunts",1.46,1.43,1.45,0.99
461,1,"heinz",0.99,1.36,1.49,0.95
461,2,"heinz",1.46,1.43,0.99,0.75
461,3,"hunts",1.19,0.89,1.49,0.89
461,4,"hunts",1.39,0.89,1.49,0.95
462,1,"stb",1.46,1.43,1.45,0.99
462,2,"stb",1.46,1.53,1.49,0.95
462,3,"stb",0.99,1.53,1.49,0.95
462,4,"stb",1.47,1.43,0.99,0.99
463,1,"heinz",1.46,1.43,1.45,0.99
463,2,"heinz",1.39,1.43,1.45,0.99
463,3,"heinz",0.79,1.43,1.46,0.99
463,4,"hunts",1.46,1.29,1.39,0.95
463,5,"hunts",1.46,1.44,1.49,0.95
463,6,"hunts",1.46,1.19,1.49,0.95
463,7,"stb",1.46,1.43,1.49,0.75
464,1,"hunts",1.19,1.29,1.46,0.95
465,1,"heinz",1.39,0.89,1.39,0.99
466,1,"heinz",0.99,1.39,1.49,0.89
466,2,"heinz",0.79,1.43,1.45,0.99
466,3,"heinz",0.79,1.43,1.45,0.99
466,4,"hunts",1.39,0.89,1.39,0.89
466,5,"stb",1.46,1.44,1.46,0.95
467,1,"heinz",0.99,1.49,1.29,0.99
468,1,"delmonte",0.99,1.49,1.46,0.95
469,1,"heinz",1.19,1.39,1.49,0.89
469,2,"heinz",0.99,1.36,1.39,0.95
469,3,"heinz",1.46,1.53,1.49,0.95
469,4,"heinz",1.46,1.43,1.49,0.99
469,5,"heinz",0.79,1.43,1.45,0.99
469,6,"delmonte",1.46,1.43,0.89,0.99
470,1,"heinz",0.99,1.49,1.39,0.89
470,2,"heinz",0.99,1.39,1.49,0.89
471,1,"heinz",0.99,1.36,1.49,0.95
472,1,"hunts",1.39,0.79,1.49,0.95
473,1,"heinz",0.99,1.49,1.39,0.89
473,2,"heinz",0.99,1.49,1.39,0.89
473,3,"heinz",0.99,1.39,1.49,0.89
473,4,"heinz",0.99,1.36,1.39,0.95
473,5,"heinz",0.99,1.49,1.46,0.95
473,6,"heinz",1.46,1.53,1.49,0.95
473,7,"hunts",1.39,1.36,1.39,0.95
474,1,"heinz",1.19,1.36,1.39,0.95
475,1,"hunts",1.39,0.79,1.39,0.95
476,1,"delmonte",1.39,1.39,1.49,0.89
476,2,"delmonte",1.39,1.39,1.49,0.89
477,1,"heinz",1.39,1.36,1.39,0.95
477,2,"hunts",1.39,0.89,1.39,0.89
477,3,"delmonte",1.39,0.89,1.49,0.89
478,1,"heinz",0.99,1.39,1.49,0.89
479,1,"stb",1.39,1.39,1.49,0.89
479,2,"stb",1.19,1.39,1.49,0.89
479,3,"stb",1.19,1.39,1.49,0.89
479,4,"stb",1.19,1.39,1.49,0.89
480,1,"stb",1.19,1.29,1.39,0.95
481,1,"stb",1.39,1.39,1.49,0.89
482,1,"hunts",1.19,1.36,1.39,0.95
482,2,"stb",1.39,1.39,1.49,0.89
483,1,"heinz",1.46,1.29,1.49,0.95
484,1,"hunts",1.39,0.89,1.39,0.95
484,2,"hunts",1.46,0.99,1.46,0.95
485,1,"heinz",1.19,1.36,1.39,0.95
485,2,"hunts",1.19,1.29,1.49,0.95
485,3,"hunts",1.19,1.19,1.47,0.79
485,4,"delmonte",1.39,1.49,1.49,0.89
486,1,"stb",1.19,1.19,1.46,0.95
487,1,"heinz",0.99,1.49,1.29,0.99
487,2,"heinz",1.19,1.19,1.46,0.95
487,3,"heinz",1.39,1.36,1.39,0.89
487,4,"heinz",1.39,0.79,1.39,0.95
487,5,"heinz",1.39,1.36,1.47,0.95
487,6,"heinz",1.19,1.36,1.47,0.95
487,7,"heinz",1.46,1.36,1.47,0.95
487,8,"heinz",1.19,1.53,1.47,0.95
487,9,"heinz",0.99,1.53,1.47,0.99
487,10,"heinz",0.79,1.53,1.45,0.99
487,11,"stb",1.39,1.39,0.99,0.79
487,12,"stb",1.46,1.53,1.47,0.95
487,13,"stb",1.46,1.53,1.45,0.75
487,14,"stb",1.46,1.53,1.45,0.75
487,15,"stb",1.46,1.53,1.45,0.99
487,16,"stb",1.46,1.53,1.45,0.99
488,1,"heinz",0.99,1.49,1.49,0.89
488,2,"heinz",1.19,1.39,1.49,0.89
489,1,"heinz",1.19,1.39,1.49,0.89
489,2,"heinz",1.46,1.36,1.39,0.95
490,1,"hunts",1.39,0.89,1.39,0.99
490,2,"stb",1.39,1.39,1.49,0.89
490,3,"stb",1.46,1.44,1.46,0.79
490,4,"stb",1.46,1.19,1.46,0.79
490,5,"stb",1.46,1.36,1.39,0.95
491,1,"stb",1.19,1.39,1.49,0.89
491,2,"stb",1.39,1.36,1.49,0.99
492,1,"hunts",1.19,1.19,1.46,0.95
492,2,"stb",1.39,1.39,1.49,0.89
493,1,"heinz",1.39,1.39,1.49,0.89
493,2,"heinz",1.39,0.89,1.39,0.95
493,3,"heinz",1.39,1.36,1.39,0.95
493,4,"heinz",1.39,1.36,1.39,0.95
493,5,"heinz",1.46,1.53,1.49,0.95
493,6,"heinz",1.46,1.53,1.49,0.95
493,7,"heinz",1.46,1.43,1.49,0.99
493,8,"heinz",1.29,1.39,1.45,0.99
493,9,"heinz",1.46,1.53,1.47,0.99
494,1,"heinz",1.39,1.39,1.49,0.89
495,1,"heinz",1.19,1.36,1.39,0.95
495,2,"heinz",0.99,1.43,1.46,0.99
496,1,"heinz",0.99,1.49,1.39,0.89
496,2,"heinz",1.19,1.39,1.49,0.89
496,3,"heinz",0.99,1.39,1.49,0.89
496,4,"heinz",1.19,1.29,1.39,0.95
497,1,"heinz",0.99,1.49,1.49,0.89
497,2,"hunts",1.46,1.43,1.46,0.79
498,1,"stb",1.39,1.39,1.49,0.89
499,1,"heinz",0.99,1.49,1.49,0.99
499,2,"stb",1.39,1.39,1.49,0.89
500,1,"heinz",1.19,1.36,1.47,0.95
501,1,"heinz",1.19,1.49,1.49,0.95
502,1,"heinz",0.99,1.49,1.39,0.89
502,2,"heinz",0.99,1.49,1.39,0.89
502,3,"heinz",1.39,0.79,1.39,0.95
502,4,"heinz",0.99,1.49,1.46,0.95
502,5,"heinz",0.99,1.53,1.49,0.95
502,6,"heinz",0.79,1.43,1.45,0.99
502,7,"stb",1.19,1.39,1.49,0.99
502,8,"stb",1.46,1.53,1.49,0.95
502,9,"stb",0.99,1.43,1.49,0.75
502,10,"stb",1.47,1.43,1.45,0.99
503,1,"heinz",0.99,1.49,1.39,0.89
503,2,"heinz",1.19,1.39,1.49,0.99
503,3,"heinz",1.19,0.89,1.39,0.95
503,4,"stb",0.99,1.39,1.49,0.89
503,5,"stb",1.46,1.44,1.46,0.79
504,1,"heinz",1.39,1.39,1.49,0.99
504,2,"heinz",1.39,0.89,1.39,0.95
504,3,"delmonte",1.46,1.43,0.89,0.99
505,1,"heinz",1.39,1.36,1.39,0.95
505,2,"heinz",1.39,0.89,1.39,0.95
505,3,"heinz",1.39,1.36,1.39,0.95
505,4,"heinz",1.46,1.36,1.39,0.95
505,5,"hunts",1.46,1.29,1.39,0.95
505,6,"hunts",1.46,1.49,1.49,0.95
505,7,"hunts",1.46,1.43,1.49,0.99
505,8,"hunts",1.46,1.43,0.89,0.99
505,9,"hunts",1.29,1.39,1.45,0.99
506,1,"heinz",0.99,1.39,1.49,0.89
507,1,"hunts",1.39,0.79,1.39,0.95
508,1,"stb",1.39,1.49,1.49,0.89
508,2,"stb",0.99,1.39,1.49,0.89
508,3,"stb",1.39,0.89,1.39,0.95
508,4,"stb",1.19,1.29,1.39,0.95
509,1,"hunts",1.19,1.19,1.39,0.79
509,2,"hunts",0.99,1.29,1.39,0.95
510,1,"heinz",1.19,1.36,1.39,0.95
510,2,"heinz",1.47,1.43,1.45,0.99
510,3,"heinz",1.29,1.39,1.45,0.99
510,4,"hunts",1.39,0.89,1.39,0.89
511,1,"hunts",1.46,1.43,1.46,0.99
512,1,"heinz",1.19,1.39,1.49,0.89
512,2,"heinz",1.39,1.39,1.39,0.89
512,3,"hunts",1.46,1.53,1.49,0.95
513,1,"heinz",0.79,1.43,1.45,0.99
513,2,"hunts",1.46,1.29,1.46,0.95
513,3,"hunts",1.47,1.43,1.45,0.99
514,1,"heinz",1.46,1.53,1.49,0.95
515,1,"heinz",1.39,1.39,1.49,0.89
515,2,"heinz",0.99,1.39,1.49,0.89
515,3,"heinz",1.19,1.53,1.47,0.95
515,4,"hunts",1.39,0.89,1.39,0.89
515,5,"stb",1.46,1.43,1.47,0.79
516,1,"hunts",1.39,0.79,1.45,0.79
517,1,"heinz",0.99,1.39,1.49,0.89
517,2,"heinz",1.39,0.89,1.39,0.95
517,3,"hunts",1.46,1.29,1.39,0.95
518,1,"hunts",1.39,1.36,1.49,0.95
519,1,"heinz",1.46,1.43,1.49,0.75
520,1,"heinz",0.99,1.19,1.46,0.95
521,1,"hunts",1.39,0.79,1.39,0.95
522,1,"stb",1.46,1.43,1.45,0.75
523,1,"heinz",1.46,1.44,1.46,0.95
523,2,"heinz",0.99,1.43,1.46,0.99
524,1,"delmonte",0.99,1.36,1.39,0.95
525,1,"hunts",1.19,1.49,1.29,0.99
526,1,"heinz",1.46,1.43,1.45,0.99
526,2,"stb",1.46,1.53,1.47,0.75
527,1,"heinz",0.99,1.36,1.39,0.95
527,2,"heinz",0.79,1.43,1.45,0.99
528,1,"heinz",1.39,1.31,0.99,0.99
529,1,"stb",1.46,1.43,0.99,0.75
530,1,"heinz",1.19,1.49,1.39,0.89
531,1,"heinz",1.19,1.49,1.49,0.95
531,2,"heinz",1.46,1.44,1.46,0.95
531,3,"heinz",1.39,1.39,1.45,0.79
531,4,"heinz",1.39,1.39,0.99,0.79
531,5,"hunts",1.39,1.36,1.49,0.95
531,6,"delmonte",1.19,0.89,1.49,0.89
532,1,"heinz",1.39,0.89,1.39,0.99
532,2,"heinz",0.99,1.29,1.39,0.95
532,3,"stb",1.39,1.49,1.49,0.89
532,4,"stb",1.19,1.29,1.39,0.95
533,1,"stb",1.46,1.43,1.39,0.75
533,2,"stb",1.46,1.19,1.49,0.79
533,3,"stb",1.46,1.43,1.45,0.99
534,1,"hunts",1.39,0.89,1.39,0.95
534,2,"stb",1.39,1.36,1.39,0.95
535,1,"heinz",1.19,1.53,1.47,0.95
536,1,"hunts",1.46,1.43,0.99,0.75
536,2,"stb",1.39,1.39,1.49,0.89
536,3,"stb",1.19,0.89,1.49,0.89
537,1,"delmonte",0.99,1.39,1.49,0.89
538,1,"heinz",0.99,1.19,1.46,0.95
538,2,"heinz",1.39,1.49,1.49,0.89
538,3,"heinz",0.99,1.39,1.49,0.89
538,4,"heinz",0.99,1.36,1.39,0.95
538,5,"hunts",1.46,1.44,1.46,0.79
538,6,"hunts",1.39,0.79,1.39,0.95
538,7,"hunts",1.39,0.89,1.39,0.95
538,8,"hunts",1.46,1.29,1.49,0.95
538,9,"hunts",1.19,1.53,1.47,0.95
538,10,"delmonte",0.99,1.39,1.49,0.89
539,1,"stb",1.39,1.39,1.49,0.89
539,2,"stb",1.39,1.36,1.39,0.95
539,3,"stb",1.19,1.49,1.29,0.99
540,1,"heinz",1.19,0.79,1.49,0.95
540,2,"heinz",1.19,0.89,1.49,0.95
540,3,"heinz",0.99,1.36,1.49,0.95
540,4,"hunts",1.46,1.53,1.46,0.79
541,1,"heinz",1.19,1.39,1.49,0.89
541,2,"heinz",1.39,1.36,1.39,0.95
541,3,"hunts",1.39,0.79,1.39,0.95
542,1,"heinz",0.79,1.53,1.45,0.99
542,2,"heinz",1.19,0.89,1.49,0.89
543,1,"heinz",1.19,1.36,1.39,0.95
543,2,"heinz",0.99,1.39,1.49,0.89
543,3,"heinz",0.99,1.39,1.49,0.89
543,4,"heinz",1.19,0.89,1.49,0.95
543,5,"heinz",0.99,1.53,1.46,0.95
543,6,"heinz",0.79,1.43,0.99,0.75
543,7,"heinz",1.29,1.39,1.45,0.79
543,8,"heinz",0.99,1.49,1.46,0.95
543,9,"heinz",0.99,1.49,1.49,0.89
543,10,"heinz",1.46,1.53,1.47,0.99
544,1,"heinz",1.19,1.36,1.47,0.95
544,2,"hunts",1.39,0.89,1.39,0.99
544,3,"hunts",1.39,0.79,1.39,0.95
544,4,"stb",1.46,1.53,1.47,0.75
544,5,"stb",1.19,0.89,1.49,0.89
544,6,"stb",1.39,1.39,1.49,0.89
544,7,"stb",1.19,1.39,1.49,0.89
544,8,"stb",1.39,1.39,1.49,0.89
544,9,"stb",1.19,1.36,1.39,0.95
544,10,"stb",1.19,1.29,1.49,0.95
544,11,"stb",1.46,1.53,1.47,0.75
544,12,"stb",1.46,1.43,1.47,0.99
545,1,"hunts",1.39,0.79,1.39,0.95
545,2,"stb",1.39,1.39,1.49,0.89
546,1,"heinz",1.19,1.36,1.39,0.95
547,1,"stb",1.19,1.36,1.39,0.95
548,1,"hunts",1.46,1.53,1.46,0.95
549,1,"stb",1.39,1.39,1.49,0.89
550,1,"heinz",1.39,1.39,1.49,0.89
550,2,"heinz",1.19,1.49,1.49,0.95
550,3,"hunts",1.19,0.89,1.49,0.95
550,4,"hunts",1.19,1.43,1.46,0.99
551,1,"heinz",1.19,1.36,1.39,0.95
551,2,"stb",1.39,1.49,1.49,0.89
551,3,"stb",1.19,1.36,1.39,0.95
551,4,"stb",1.46,1.19,1.39,0.79
551,5,"stb",1.46,1.29,1.39,0.95
551,6,"stb",0.99,1.29,1.39,0.95
551,7,"stb",1.46,1.43,1.45,0.99
552,1,"heinz",0.99,1.49,1.49,0.89
553,1,"hunts",1.39,0.89,1.49,0.89
554,1,"heinz",1.39,0.89,1.39,0.95
555,1,"stb",1.19,1.39,1.49,0.89
556,1,"heinz",0.99,1.39,1.49,0.89
556,2,"stb",0.99,1.39,1.49,0.89
557,1,"heinz",1.19,1.39,1.49,0.89
557,2,"heinz",0.99,1.36,1.39,0.95
557,3,"hunts",1.19,0.89,1.49,0.89
558,1,"heinz",1.19,1.29,1.39,0.95
558,2,"heinz",1.46,1.43,1.46,0.79
558,3,"hunts",1.46,1.53,1.46,0.95
558,4,"stb",1.46,1.44,1.46,0.79
559,1,"heinz",0.99,1.39,1.49,0.89
559,2,"heinz",1.39,1.36,1.39,0.95
560,1,"delmonte",1.39,1.39,1.49,0.89
561,1,"heinz",1.19,1.36,1.39,0.95
561,2,"heinz",1.19,1.36,1.46,0.95
561,3,"heinz",1.19,1.36,1.46,0.95
561,4,"heinz",1.19,1.19,1.46,0.79
561,5,"heinz",1.46,1.53,1.46,0.95
561,6,"heinz",1.46,1.53,1.46,0.95
561,7,"heinz",1.46,1.43,1.46,0.99
561,8,"heinz",1.46,1.43,1.46,0.75
561,9,"heinz",1.46,1.43,1.46,0.99
561,10,"heinz",1.46,1.43,1.46,0.99
561,11,"heinz",0.99,1.43,1.46,0.99
561,12,"heinz",0.99,1.43,1.46,0.99
561,13,"heinz",0.99,1.43,1.45,0.99
561,14,"heinz",0.99,1.43,1.45,0.99
561,15,"hunts",1.19,1.39,1.49,0.89
561,16,"hunts",1.39,1.39,1.49,0.89
561,17,"hunts",1.39,1.36,1.39,0.95
561,18,"hunts",1.46,1.36,1.46,0.95
561,19,"hunts",1.46,0.99,1.46,0.95
562,1,"heinz",0.99,1.49,1.49,0.99
562,2,"heinz",0.99,1.39,1.49,0.89
562,3,"heinz",1.19,1.36,1.49,0.95
563,1,"stb",1.39,1.39,1.49,0.89
564,1,"heinz",0.99,1.39,1.49,0.89
564,2,"heinz",1.19,1.36,1.46,0.95
564,3,"heinz",1.19,1.39,1.49,0.89
564,4,"hunts",1.39,0.79,1.39,0.95
565,1,"heinz",0.99,1.39,1.49,0.89
565,2,"hunts",1.47,1.43,1.45,0.99
565,3,"stb",1.19,1.39,1.49,0.89
565,4,"stb",1.46,1.43,1.49,0.79
565,5,"stb",1.47,1.43,1.45,0.99
566,1,"stb",1.19,1.36,1.49,0.95
567,1,"heinz",1.39,1.36,1.39,0.99
567,2,"heinz",1.19,0.89,1.39,0.95
567,3,"heinz",1.19,0.89,1.39,0.95
567,4,"heinz",0.99,1.36,1.39,0.95
567,5,"heinz",1.46,1.29,1.49,0.95
568,1,"heinz",0.99,1.19,1.46,0.95
568,2,"stb",1.39,1.39,1.49,0.89
568,3,"stb",0.99,1.39,1.49,0.89
568,4,"stb",0.99,1.43,1.45,0.99
569,1,"delmonte",1.19,1.49,1.29,0.99
569,2,"stb",0.99,1.39,1.49,0.89
570,1,"stb",0.79,1.43,1.45,0.99
571,1,"hunts",1.46,1.29,1.49,0.95
571,2,"stb",1.39,0.79,1.39,0.95
572,1,"heinz",0.99,1.43,1.46,0.99
573,1,"heinz",1.19,1.39,1.49,0.89
573,2,"heinz",1.46,1.49,1.46,0.95
573,3,"stb",1.19,1.36,1.46,0.95
573,4,"stb",0.99,1.49,1.46,0.95
574,1,"heinz",1.19,1.29,1.39,0.95
574,2,"heinz",1.46,1.19,1.46,0.95
574,3,"heinz",1.46,1.19,1.49,0.79
574,4,"heinz",0.79,1.43,1.45,0.99
575,1,"heinz",0.99,1.49,1.49,0.89
575,2,"heinz",0.99,1.39,1.49,0.89
575,3,"heinz",0.99,1.36,1.39,0.95
576,1,"heinz",1.39,1.39,1.49,0.89
577,1,"heinz",1.19,1.36,1.46,0.95
578,1,"heinz",0.79,1.43,1.46,0.99
579,1,"stb",1.46,1.53,1.49,0.95
580,1,"heinz",1.39,1.36,1.39,0.95
580,2,"heinz",0.99,1.39,1.49,0.89
580,3,"heinz",1.19,1.39,1.49,0.89
580,4,"stb",1.19,1.39,1.49,0.89
581,1,"heinz",1.19,1.36,1.39,0.95
582,1,"hunts",1.39,0.89,1.39,0.95
583,1,"stb",0.99,1.49,1.39,0.89
584,1,"heinz",0.99,1.36,1.39,0.95
585,1,"stb",1.39,1.39,1.49,0.89
586,1,"hunts",0.99,1.29,1.39,0.95
586,2,"hunts",1.19,1.29,1.49,0.95
587,1,"heinz",1.39,0.89,1.39,0.95
588,1,"heinz",1.19,1.29,1.49,0.95
588,2,"heinz",1.46,1.43,1.45,0.99
589,1,"heinz",1.46,1.43,0.89,0.99
590,1,"hunts",1.19,1.29,1.39,0.95
591,1,"heinz",0.99,1.36,1.39,0.95
592,1,"heinz",1.39,1.39,1.49,0.89
592,2,"heinz",1.19,1.36,1.39,0.95
592,3,"stb",1.46,1.43,1.49,0.99
592,4,"stb",1.46,1.43,1.47,0.79
593,1,"hunts",1.39,0.89,1.39,0.95
594,1,"heinz",1.19,1.39,1.49,0.89
594,2,"heinz",1.19,1.36,1.49,0.95
594,3,"heinz",1.19,1.53,1.46,0.79
594,4,"stb",1.39,1.39,0.99,0.79
595,1,"heinz",1.19,1.36,1.47,0.95
595,2,"heinz",1.39,1.49,1.49,0.89
596,1,"heinz",1.19,1.36,1.49,0.95
596,2,"heinz",0.99,1.53,1.46,0.95
596,3,"hunts",1.46,1.29,1.49,0.95
597,1,"heinz",1.19,1.36,1.39,0.95
597,2,"heinz",1.19,1.29,1.39,0.95
597,3,"heinz",1.46,1.49,1.49,0.95
597,4,"hunts",1.39,0.89,1.39,0.99
598,1,"hunts",1.39,0.79,1.39,0.95
599,1,"heinz",0.99,1.43,1.49,0.75
599,2,"heinz",1.47,1.43,1.45,0.99
599,3,"heinz",1.39,1.43,1.45,0.99
599,4,"hunts",1.46,1.43,1.49,0.79
600,1,"stb",1.46,1.36,1.39,0.95
601,1,"hunts",1.46,1.29,1.46,0.95
601,2,"stb",1.19,1.39,1.49,0.89
602,1,"heinz",1.19,1.39,1.49,0.89
602,2,"heinz",1.19,1.53,1.47,0.95
602,3,"stb",1.19,1.39,1.49,0.89
602,4,"stb",1.19,1.36,1.39,0.95
602,5,"stb",1.19,1.53,1.47,0.95
602,6,"stb",1.46,1.43,1.45,0.99
603,1,"heinz",0.79,1.43,1.46,0.99
603,2,"hunts",1.19,1.36,1.39,0.95
603,3,"hunts",1.46,1.19,1.46,0.79
603,4,"stb",1.39,1.36,1.49,0.89
604,1,"heinz",1.19,1.49,1.29,0.99
604,2,"heinz",1.39,1.39,1.29,0.99
604,3,"heinz",1.39,0.89,1.49,0.95
604,4,"heinz",1.19,1.36,1.49,0.95
604,5,"heinz",1.46,1.29,1.49,0.95
604,6,"heinz",1.46,1.43,1.46,0.79
604,7,"heinz",1.46,1.53,1.46,0.95
604,8,"heinz",1.46,1.43,0.99,0.79
604,9,"heinz",1.39,1.43,1.45,0.79
605,1,"stb",1.39,1.39,1.49,0.89
606,1,"hunts",1.46,1.29,1.39,0.95
607,1,"heinz",0.99,1.19,1.49,0.95
607,2,"heinz",0.79,1.43,1.45,0.99
608,1,"hunts",0.99,0.99,1.46,0.95
609,1,"hunts",1.46,1.53,1.49,0.95
610,1,"hunts",1.46,1.36,1.39,0.95
611,1,"heinz",1.19,1.53,1.49,0.95
612,1,"heinz",0.79,1.53,1.45,0.99
612,2,"heinz",1.46,1.53,1.45,0.99
612,3,"hunts",1.19,0.89,1.49,0.89
612,4,"hunts",1.46,1.29,1.47,0.95
612,5,"hunts",1.19,1.19,1.47,0.95
612,6,"stb",0.99,1.49,1.29,0.99
612,7,"stb",1.39,1.39,1.49,0.89
612,8,"stb",1.39,1.39,1.49,0.89
612,9,"stb",1.19,0.89,1.39,0.95
612,10,"stb",1.46,1.43,1.46,0.75
612,11,"stb",1.39,1.36,1.39,0.95
612,12,"stb",1.46,1.19,1.47,0.79
612,13,"stb",1.46,1.53,1.47,0.95
612,14,"stb",1.46,1.53,1.47,0.95
612,15,"stb",1.46,1.53,1.47,0.99
612,16,"stb",0.99,1.53,1.45,0.75
612,17,"stb",1.46,1.53,1.45,0.99
612,18,"stb",1.46,1.53,1.45,0.99
613,1,"heinz",1.19,1.29,1.49,0.95
613,2,"hunts",1.39,0.89,1.49,0.89
613,3,"stb",1.19,1.39,1.49,0.89
613,4,"stb",1.46,1.44,1.46,0.79
614,1,"heinz",0.99,1.39,1.49,0.89
615,1,"heinz",1.39,1.39,1.49,0.89
615,2,"heinz",1.19,1.39,1.49,0.89
615,3,"heinz",1.39,1.39,0.99,0.79
615,4,"delmonte",1.19,1.39,1.49,0.89
615,5,"delmonte",1.19,0.89,1.49,0.95
615,6,"stb",1.19,1.39,1.49,0.89
616,1,"heinz",0.99,1.43,1.47,0.99
617,1,"heinz",0.99,1.49,1.49,0.89
618,1,"heinz",0.99,1.39,1.49,0.89
618,2,"hunts",1.46,1.43,0.99,0.75
618,3,"delmonte",1.46,1.43,0.89,0.99
619,1,"heinz",0.99,1.39,1.49,0.89
619,2,"heinz",1.39,1.36,1.39,0.95
619,3,"heinz",1.39,0.89,1.39,0.95
619,4,"heinz",1.19,0.89,1.39,0.95
619,5,"heinz",1.19,1.53,1.47,0.95
619,6,"heinz",0.99,1.53,1.47,0.95
