"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
528,465,"regular.with.aide",10,"boy","yes","white",72
506,465,"regular",10,"boy","no","white",68
494,451,"small.class",10,"boy","no","black",51
489,419,"regular",8,"boy","no","white",3
626,545,"regular.with.aide",16,"boy","no","white",41
559,492,"regular",15,"girl","no","white",7
528,443,"regular",6,"boy","no","black",24
449,403,"small.class",14,"girl","yes","white",74
463,431,"regular",9,"boy","yes","black",28
459,430,"regular",6,"boy","no","white",71
478,424,"small.class",9,"girl","yes","white",53
459,430,"regular",13,"girl","yes","white",8
454,413,"regular.with.aide",9,"girl","yes","white",3
459,428,"regular.with.aide",13,"boy","no","white",48
520,478,"small.class",2,"boy","no","black",30
494,416,"regular.with.aide",17,"girl","no","white",43
559,472,"regular.with.aide",9,"girl","no","white",65
520,430,"regular.with.aide",0,"girl","no","white",46
500,451,"regular",11,"boy","yes","black",22
473,434,"small.class",1,"girl","yes","black",33
468,433,"regular.with.aide",12,"girl","yes","white",12
547,443,"regular",8,"boy","no","white",3
489,439,"small.class",5,"boy","no","white",58
626,480,"regular",20,"girl","no","black",23
559,443,"regular",12,"boy","no","white",52
459,439,"regular.with.aide",11,"boy","no","white",9
576,507,"small.class",4,"girl","no","white",63
449,402,"regular.with.aide",0,"boy","yes","black",32
463,442,"regular",8,"boy","no","white",9
423,422,"regular.with.aide",6,"boy","yes","black",26
528,468,"small.class",4,"girl","no","white",63
392,391,"regular",8,"boy","yes","black",16
473,431,"regular",8,"boy","yes","white",66
473,436,"small.class",19,"boy","yes","white",64
513,442,"small.class",15,"boy","yes","white",70
434,398,"regular.with.aide",7,"boy","no","black",63
473,440,"small.class",1,"boy","no","black",26
412,414,"regular.with.aide",0,"boy","no","white",37
444,428,"small.class",13,"boy","yes","white",9
444,425,"regular",13,"boy","yes","white",50
434,421,"small.class",8,"boy","yes","black",28
439,413,"small.class",8,"boy","yes","white",76
536,492,"small.class",11,"boy","no","white",11
500,448,"regular.with.aide",8,"girl","no","white",61
473,408,"regular.with.aide",6,"boy","yes","black",16
576,456,"small.class",16,"boy","no","white",51
468,408,"small.class",12,"girl","no","black",2
500,467,"regular",19,"girl","yes","white",73
473,460,"regular.with.aide",20,"boy","yes","black",27
449,407,"regular",13,"boy","no","white",55
506,421,"small.class",1,"girl","yes","black",27
536,478,"regular",0,"girl","no","white",7
500,428,"regular.with.aide",7,"girl","no","white",54
506,436,"small.class",5,"girl","no","white",17
459,437,"small.class",8,"girl","no","white",8
444,391,"regular",3,"girl","no","white",53
494,410,"small.class",15,"girl","no","white",66
506,442,"small.class",12,"boy","no","white",54
484,427,"regular",13,"boy","no","white",79
468,411,"small.class",13,"boy","no","black",37
536,468,"regular",16,"girl","no","white",68
506,416,"regular",8,"boy","no","white",3
454,434,"regular",0,"boy","yes","black",31
468,419,"regular",13,"boy","no","white",79
576,456,"small.class",14,"boy","no","white",1
439,386,"regular",12,"boy","yes","black",45
520,427,"regular",0,"boy","yes","black",31
473,408,"regular",13,"boy","yes","white",8
454,410,"regular",1,"boy","yes","white",21
559,434,"regular.with.aide",14,"girl","no","white",70
513,414,"small.class",5,"boy","no","white",58
459,439,"small.class",19,"girl","yes","white",64
576,458,"regular.with.aide",10,"girl","yes","black",27
418,398,"small.class",5,"boy","yes","white",79
468,439,"regular",17,"girl","no","white",34
494,422,"small.class",5,"boy","no","white",35
528,451,"regular.with.aide",15,"boy","no","white",47
506,407,"regular.with.aide",21,"girl","yes","white",40
506,445,"regular.with.aide",5,"girl","no","white",64
489,445,"small.class",2,"girl","yes","black",16
547,474,"small.class",5,"girl","yes","white",67
489,416,"regular.with.aide",1,"boy","yes","black",19
489,427,"small.class",21,"girl","yes","black",20
439,407,"regular.with.aide",2,"boy","yes","black",32
500,437,"small.class",12,"girl","no","white",10
559,458,"small.class",6,"boy","no","white",68
489,467,"small.class",13,"girl","no","white",37
468,439,"regular.with.aide",16,"boy","no","white",41
494,455,"small.class",3,"girl","yes","black",44
423,384,"small.class",21,"girl","yes","black",56
459,419,"regular",4,"boy","no","white",80
506,437,"small.class",6,"girl","yes","black",28
434,440,"small.class",14,"boy","no","black",33
418,407,"regular.with.aide",13,"boy","yes","white",80
602,522,"small.class",3,"girl","no","black",22
576,439,"regular.with.aide",21,"boy","no","black",23
399,374,"regular.with.aide",11,"boy","yes","black",45
473,442,"regular.with.aide",1,"boy","yes","black",19
405,402,"regular.with.aide",11,"girl","yes","black",31
484,450,"regular.with.aide",17,"boy","yes","black",29
494,407,"small.class",9,"boy","yes","black",22
439,408,"small.class",6,"boy","no","white",71
500,433,"small.class",12,"boy","no","white",74
478,428,"regular.with.aide",0,"boy","no","white",37
500,437,"small.class",22,"girl","no","white",76
392,405,"regular",13,"boy","yes","white",74
478,422,"regular.with.aide",11,"boy","no","white",37
489,443,"regular",15,"boy","no","white",36
536,455,"small.class",1,"boy","yes","white",57
506,518,"regular",11,"girl","no","white",11
576,465,"small.class",11,"boy","no","white",61
489,439,"regular.with.aide",22,"girl","yes","black",33
576,605,"regular.with.aide",9,"boy","no","white",65
576,470,"small.class",17,"boy","no","white",48
528,414,"regular.with.aide",21,"boy","no","black",23
463,451,"small.class",0,"boy","no","white",43
468,430,"regular.with.aide",27,"boy","yes","white",70
478,411,"regular.with.aide",5,"boy","yes","black",33
559,487,"small.class",14,"girl","no","white",1
500,427,"regular.with.aide",18,"boy","no","white",52
536,442,"regular",12,"girl","no","white",8
454,418,"small.class",21,"girl","yes","black",15
473,425,"regular",13,"boy","yes","white",60
454,433,"small.class",15,"boy","yes","white",55
405,391,"regular",12,"boy","yes","black",45
478,431,"regular.with.aide",6,"boy","no","white",69
418,413,"regular.with.aide",3,"boy","no","white",78
418,395,"regular",9,"boy","yes","black",18
576,443,"small.class",6,"girl","yes","black",31
454,428,"small.class",2,"girl","yes","white",73
506,427,"small.class",5,"boy","no","white",67
528,434,"small.class",12,"boy","yes","white",50
626,490,"regular.with.aide",9,"boy","no","white",7
434,397,"regular.with.aide",7,"boy","yes","black",22
444,424,"small.class",1,"girl","no","white",57
513,485,"regular",5,"girl","no","white",1
576,456,"regular.with.aide",12,"boy","no","white",10
429,388,"regular",3,"boy","yes","black",32
626,483,"small.class",6,"boy","no","white",69
536,458,"small.class",2,"girl","no","black",30
412,427,"regular.with.aide",20,"girl","yes","black",27
384,384,"regular",14,"boy","no","white",42
444,413,"small.class",14,"boy","yes","black",33
399,411,"regular",8,"boy","no","white",78
454,405,"regular.with.aide",11,"girl","yes","black",18
484,436,"regular.with.aide",9,"girl","yes","black",49
463,433,"regular",3,"boy","no","white",43
500,463,"regular",4,"girl","no","white",80
500,430,"regular",8,"girl","yes","black",16
559,427,"regular.with.aide",13,"girl","no","white",67
494,474,"regular",13,"boy","no","white",54
626,627,"small.class",14,"boy","no","white",9
439,403,"regular.with.aide",7,"girl","no","white",4
500,414,"small.class",22,"girl","no","white",76
528,430,"regular",20,"boy","yes","white",23
513,450,"small.class",8,"girl","no","white",58
463,410,"regular.with.aide",1,"girl","yes","black",19
478,416,"regular.with.aide",12,"girl","no","white",35
602,476,"small.class",3,"girl","yes","black",28
444,410,"regular",12,"girl","no","white",52
484,430,"small.class",19,"girl","no","white",64
576,495,"regular",2,"girl","yes","white",40
489,418,"small.class",9,"girl","yes","black",22
500,451,"regular",8,"girl","no","white",3
528,437,"small.class",14,"girl","yes","black",32
434,455,"regular.with.aide",6,"boy","yes","black",26
439,402,"regular",11,"girl","no","white",51
473,433,"small.class",5,"boy","yes","black",24
459,400,"small.class",20,"boy","no","white",71
484,434,"small.class",6,"boy","no","white",62
500,433,"regular.with.aide",10,"boy","yes","black",28
484,485,"small.class",11,"girl","yes","white",11
528,463,"regular.with.aide",1,"girl","no","black",20
559,514,"small.class",6,"girl","yes","white",72
500,451,"small.class",14,"girl","no","white",21
559,451,"regular.with.aide",17,"boy","no","white",58
506,393,"regular.with.aide",8,"girl","yes","black",17
478,442,"regular",9,"boy","no","black",18
489,431,"regular.with.aide",12,"girl","yes","white",8
500,424,"regular",6,"boy","no","white",71
405,419,"regular.with.aide",1,"boy","yes","black",14
449,434,"regular",11,"boy","yes","black",15
513,425,"regular.with.aide",8,"boy","no","white",17
439,425,"small.class",5,"boy","yes","black",29
489,424,"regular",13,"boy","yes","black",50
478,443,"regular",15,"girl","no","white",36
520,514,"regular",11,"boy","no","white",75
559,460,"regular.with.aide",13,"girl","no","white",76
506,527,"regular",8,"girl","no","white",72
494,467,"regular",10,"boy","no","white",63
439,419,"regular.with.aide",8,"girl","yes","white",5
494,460,"small.class",12,"girl","no","white",54
463,425,"regular.with.aide",12,"boy","no","black",20
429,410,"regular",13,"girl","yes","white",50
454,382,"regular",8,"girl","yes","black",5
602,474,"small.class",8,"girl","no","black",28
494,448,"regular.with.aide",10,"boy","no","white",72
454,407,"regular.with.aide",12,"boy","yes","white",35
500,450,"small.class",11,"boy","yes","black",27
547,467,"regular",10,"girl","yes","black",30
528,447,"regular",11,"boy","no","white",51
576,472,"small.class",0,"boy","no","white",23
494,440,"regular.with.aide",5,"girl","yes","white",60
463,437,"small.class",12,"girl","no","white",74
520,436,"regular",8,"girl","yes","white",72
459,398,"regular.with.aide",5,"boy","yes","black",33
494,424,"regular.with.aide",9,"girl","no","white",53
468,422,"regular.with.aide",6,"girl","yes","black",26
494,455,"regular.with.aide",7,"boy","no","white",54
528,456,"regular",6,"boy","yes","black",27
602,476,"small.class",14,"boy","no","other",74
520,451,"small.class",11,"girl","no","white",47
478,393,"small.class",8,"girl","no","white",57
559,503,"regular.with.aide",24,"girl","yes","black",30
484,407,"regular",5,"boy","yes","black",37
444,443,"small.class",1,"girl","yes","black",32
520,468,"regular",20,"girl","no","black",23
478,440,"small.class",12,"boy","yes","white",54
513,442,"small.class",15,"boy","no","white",51
459,405,"regular",13,"boy","no","white",55
520,450,"small.class",5,"boy","no","white",58
602,627,"regular",4,"girl","no","white",39
489,447,"regular",6,"girl","yes","black",19
520,448,"regular",6,"girl","yes","black",27
489,430,"regular.with.aide",18,"girl","no","white",52
399,405,"regular",8,"boy","yes","black",16
473,436,"regular",20,"girl","yes","white",12
434,388,"small.class",3,"boy","yes","white",56
454,407,"regular",10,"girl","no","black",18
506,428,"regular",11,"boy","yes","black",15
494,437,"small.class",2,"girl","no","black",28
528,503,"regular",16,"boy","no","white",68
418,400,"small.class",21,"boy","no","white",56
439,413,"small.class",8,"boy","no","white",76
478,424,"small.class",17,"girl","yes","white",48
468,431,"regular.with.aide",14,"boy","no","white",36
513,436,"small.class",8,"girl","no","white",8
626,490,"regular.with.aide",6,"girl","yes","white",13
513,442,"regular.with.aide",12,"boy","no","black",51
484,468,"regular.with.aide",9,"boy","no","white",49
399,403,"regular",13,"boy","yes","white",38
489,450,"regular.with.aide",12,"boy","no","white",51
506,443,"regular",11,"girl","no","white",51
494,408,"regular.with.aide",8,"girl","yes","black",17
494,442,"small.class",14,"boy","yes","black",33
536,470,"regular.with.aide",18,"girl","no","white",52
489,425,"small.class",8,"boy","no","white",76
528,447,"regular.with.aide",11,"girl","no","white",75
449,407,"regular",8,"boy","yes","white",4
506,443,"regular.with.aide",6,"girl","no","white",69
520,436,"regular",0,"girl","no","other",17
500,431,"small.class",2,"girl","no","white",39
423,411,"regular",8,"girl","yes","black",16
506,442,"regular.with.aide",10,"boy","yes","white",72
478,437,"regular.with.aide",10,"boy","yes","white",72
429,421,"regular.with.aide",10,"girl","no","white",72
468,430,"regular.with.aide",10,"girl","yes","black",24
468,410,"small.class",12,"girl","no","white",25
536,470,"small.class",5,"boy","no","white",35
468,456,"small.class",1,"boy","yes","black",32
473,390,"regular",4,"boy","yes","black",20
500,439,"small.class",6,"girl","no","white",62
439,405,"small.class",5,"boy","yes","white",79
536,538,"regular.with.aide",16,"boy","no","white",41
559,483,"regular",0,"girl","no","white",7
536,500,"small.class",11,"girl","no","black",27
478,408,"regular",2,"girl","no","white",57
500,436,"small.class",10,"girl","yes","white",3
468,431,"small.class",6,"girl","yes","black",31
434,422,"regular",8,"girl","no","white",66
449,427,"regular.with.aide",0,"boy","yes","black",44
418,400,"small.class",8,"girl","no","white",78
478,414,"small.class",6,"girl","yes","black",19
449,419,"small.class",12,"girl","yes","white",79
513,425,"regular.with.aide",1,"boy","yes","black",19
468,433,"regular.with.aide",5,"boy","yes","white",34
520,487,"small.class",8,"girl","no","white",38
463,421,"regular.with.aide",10,"girl","yes","black",28
536,440,"regular",4,"girl","no","white",80
602,485,"small.class",17,"girl","no","white",48
489,414,"small.class",6,"girl","yes","white",50
528,480,"small.class",8,"girl","yes","white",68
494,405,"regular.with.aide",12,"boy","no","white",51
506,445,"regular",13,"girl","no","white",8
454,390,"regular.with.aide",2,"boy","yes","white",71
444,405,"regular.with.aide",3,"boy","yes","white",66
500,500,"regular",10,"boy","no","white",68
473,433,"regular",24,"boy","no","black",44
536,447,"regular.with.aide",7,"boy","no","white",63
444,428,"small.class",11,"boy","no","white",47
506,443,"small.class",8,"girl","no","white",8
494,436,"regular.with.aide",4,"boy","no","white",62
463,434,"small.class",15,"boy","yes","white",66
626,507,"small.class",14,"boy","no","white",74
559,565,"regular.with.aide",7,"girl","no","white",63
489,427,"regular",13,"boy","yes","white",50
484,455,"small.class",13,"boy","yes","white",9
459,410,"small.class",11,"boy","no","white",61
547,554,"regular",12,"girl","no","white",52
454,419,"regular",10,"boy","yes","black",18
449,419,"regular.with.aide",10,"boy","no","black",24
494,453,"regular",13,"boy","no","white",8
547,495,"regular",16,"girl","yes","white",68
454,427,"regular",16,"girl","no","white",69
468,416,"small.class",8,"boy","no","white",49
434,393,"regular.with.aide",5,"boy","yes","white",34
468,451,"regular.with.aide",5,"girl","yes","white",39
520,440,"regular",8,"girl","no","white",3
454,428,"regular",14,"girl","no","white",42
484,419,"small.class",21,"girl","no","white",56
473,431,"regular",7,"girl","yes","black",28
484,437,"small.class",16,"girl","yes","black",72
392,378,"regular",3,"boy","yes","white",53
506,413,"small.class",13,"girl","yes","black",14
513,478,"small.class",8,"girl","no","white",70
459,391,"regular",13,"boy","no","white",75
489,413,"small.class",8,"boy","yes","white",5
384,384,"regular.with.aide",7,"boy","yes","black",56
576,497,"regular",2,"girl","no","white",40
459,411,"regular",8,"girl","yes","white",66
506,421,"small.class",6,"boy","no","white",7
489,418,"small.class",19,"boy","no","white",64
468,410,"small.class",19,"girl","yes","black",64
506,465,"regular",6,"boy","yes","black",27
449,408,"small.class",3,"boy","yes","white",44
484,450,"small.class",9,"girl","yes","white",3
418,408,"regular.with.aide",1,"boy","yes","black",20
576,470,"small.class",9,"girl","yes","black",22
429,408,"small.class",6,"boy","yes","white",69
520,453,"regular",12,"girl","yes","white",8
626,478,"regular.with.aide",13,"boy","no","white",11
454,414,"regular.with.aide",11,"boy","yes","white",37
439,402,"regular",18,"boy","no","white",25
547,480,"small.class",12,"girl","yes","white",79
473,424,"regular",15,"girl","yes","black",26
434,403,"regular",4,"boy","no","white",35
494,424,"regular.with.aide",3,"girl","no","white",66
468,453,"regular.with.aide",3,"girl","no","white",7
528,468,"regular",13,"boy","no","white",60
626,538,"small.class",3,"girl","yes","black",22
513,443,"small.class",1,"girl","no","white",37
506,430,"regular",12,"boy","no","black",46
449,416,"regular",5,"boy","yes","white",47
459,442,"regular.with.aide",20,"girl","yes","white",3
473,463,"regular.with.aide",9,"boy","no","white",65
478,433,"small.class",20,"girl","no","black",17
513,453,"small.class",13,"girl","no","white",37
439,439,"regular",6,"boy","yes","black",63
459,393,"small.class",12,"girl","yes","white",79
478,434,"regular.with.aide",17,"boy","yes","black",29
559,472,"small.class",8,"girl","no","white",70
459,411,"regular.with.aide",13,"boy","no","white",48
468,428,"small.class",16,"girl","yes","white",72
536,554,"small.class",17,"girl","no","white",36
536,448,"small.class",12,"boy","no","white",50
500,418,"regular",6,"boy","no","white",71
506,456,"regular.with.aide",12,"girl","no","white",10
418,411,"regular.with.aide",3,"girl","no","white",66
484,455,"small.class",6,"girl","no","white",71
520,510,"small.class",15,"boy","no","white",43
513,442,"regular",0,"girl","no","white",59
449,421,"regular",2,"boy","yes","black",32
444,395,"regular",11,"girl","yes","black",15
506,437,"regular.with.aide",5,"girl","yes","black",33
536,468,"small.class",21,"boy","no","black",20
478,433,"small.class",4,"girl","no","white",40
423,408,"small.class",14,"girl","yes","black",32
439,403,"small.class",11,"girl","yes","white",47
468,424,"regular",8,"boy","no","white",4
489,418,"regular.with.aide",8,"girl","yes","black",17
506,448,"regular",15,"boy","no","white",7
463,424,"small.class",1,"boy","no","white",57
536,463,"small.class",5,"girl","yes","black",29
454,413,"regular.with.aide",11,"girl","yes","black",18
528,442,"regular.with.aide",17,"boy","no","white",58
418,393,"small.class",11,"boy","yes","white",59
429,431,"regular",9,"boy","no","white",18
576,458,"regular",13,"boy","yes","white",50
459,443,"regular.with.aide",9,"girl","yes","white",49
506,465,"regular",4,"girl","yes","white",48
506,467,"regular.with.aide",12,"girl","no","white",79
434,386,"regular",8,"boy","yes","black",16
489,450,"regular",5,"girl","no","white",9
500,451,"regular",6,"boy","no","black",19
500,461,"small.class",6,"girl","no","black",68
468,405,"small.class",8,"boy","no","white",57
434,405,"small.class",12,"boy","yes","white",25
506,451,"regular",13,"boy","yes","white",51
506,450,"regular.with.aide",6,"boy","no","white",13
489,448,"small.class",4,"boy","yes","white",40
468,433,"small.class",0,"girl","yes","white",4
444,453,"small.class",1,"boy","yes","black",27
444,405,"regular",8,"boy","no","white",78
473,427,"small.class",12,"boy","yes","black",15
478,428,"regular",12,"boy","no","white",46
513,439,"small.class",20,"girl","no","white",71
429,419,"small.class",12,"boy","yes","white",79
423,424,"regular.with.aide",12,"boy","yes","white",35
536,411,"small.class",9,"girl","no","black",22
513,424,"small.class",6,"boy","yes","black",31
484,440,"regular",13,"boy","no","white",51
484,445,"regular.with.aide",15,"girl","no","black",21
473,433,"regular.with.aide",3,"boy","yes","white",7
392,413,"regular",0,"girl","yes","black",31
576,478,"regular",15,"girl","no","white",7
459,427,"regular.with.aide",0,"boy","no","white",46
506,456,"regular.with.aide",6,"girl","yes","black",13
528,465,"small.class",3,"girl","yes","black",44
506,433,"regular",8,"girl","yes","white",4
439,416,"regular.with.aide",22,"boy","yes","black",33
418,418,"regular",17,"girl","no","white",34
473,434,"small.class",7,"girl","yes","white",63
478,428,"regular.with.aide",12,"girl","yes","black",51
547,450,"small.class",8,"boy","no","white",8
484,424,"small.class",9,"girl","no","white",3
429,405,"small.class",12,"girl","no","other",2
449,428,"regular.with.aide",5,"girl","yes","white",64
449,445,"regular",10,"girl","no","white",1
463,419,"small.class",1,"boy","yes","black",33
513,447,"regular",7,"girl","yes","black",28
500,427,"regular.with.aide",13,"boy","no","white",80
576,565,"regular.with.aide",8,"boy","no","white",74
434,414,"small.class",2,"girl","no","white",73
463,398,"regular",6,"girl","yes","black",2
429,395,"small.class",9,"boy","yes","black",22
506,425,"regular.with.aide",5,"boy","no","white",34
489,416,"regular.with.aide",2,"girl","no","white",71
468,419,"regular",11,"girl","no","white",75
439,410,"regular",3,"boy","no","black",53
449,422,"regular.with.aide",17,"boy","no","white",43
559,451,"regular",4,"boy","no","black",20
520,428,"small.class",2,"boy","yes","black",16
463,427,"small.class",0,"girl","no","white",4
626,480,"regular",3,"boy","no","white",58
473,418,"regular.with.aide",8,"girl","no","white",5
449,398,"small.class",11,"girl","yes","white",59
520,436,"regular",12,"boy","no","white",46
506,456,"regular.with.aide",13,"boy","no","white",76
489,437,"regular.with.aide",5,"boy","yes","white",64
454,421,"regular.with.aide",0,"girl","yes","black",32
444,400,"small.class",2,"boy","yes","black",19
484,424,"regular.with.aide",11,"girl","no","white",75
602,518,"regular",16,"girl","yes","white",68
418,395,"regular",6,"girl","yes","white",71
439,411,"regular.with.aide",0,"boy","yes","black",32
412,395,"regular",13,"girl","yes","other",56
454,408,"regular.with.aide",5,"boy","yes","white",39
484,405,"regular",4,"boy","yes","white",39
513,456,"regular.with.aide",18,"girl","no","white",52
454,398,"regular.with.aide",0,"girl","yes","black",32
520,455,"regular",2,"girl","no","white",76
506,411,"small.class",5,"boy","yes","white",79
418,372,"regular.with.aide",7,"boy","no","white",56
506,427,"regular.with.aide",12,"girl","yes","white",50
449,416,"small.class",1,"girl","no","white",37
429,393,"regular",3,"boy","no","white",56
520,428,"small.class",3,"girl","yes","black",44
528,445,"regular",22,"boy","no","white",61
500,447,"regular.with.aide",10,"girl","yes","black",27
423,411,"regular",6,"girl","yes","black",19
528,433,"regular",4,"boy","no","white",48
468,445,"regular",2,"boy","no","white",57
520,495,"regular.with.aide",3,"girl","yes","black",15
449,419,"regular",10,"boy","yes","white",1
602,436,"regular.with.aide",6,"boy","yes","white",13
423,393,"regular.with.aide",3,"boy","yes","white",78
528,421,"regular.with.aide",17,"girl","yes","white",2
576,474,"regular.with.aide",14,"girl","no","white",9
468,458,"regular.with.aide",12,"boy","no","white",8
494,458,"regular.with.aide",17,"boy","yes","black",29
444,425,"regular.with.aide",2,"girl","yes","black",32
418,400,"regular",5,"girl","yes","black",1
506,463,"small.class",12,"boy","yes","white",80
478,433,"small.class",1,"girl","yes","black",26
449,422,"regular",11,"girl","no","black",64
439,431,"regular.with.aide",0,"girl","no","white",46
489,467,"regular.with.aide",3,"boy","no","white",7
506,421,"regular.with.aide",12,"girl","no","white",50
468,411,"regular",2,"girl","yes","black",32
506,440,"regular",0,"boy","yes","white",7
484,410,"regular",10,"boy","yes","black",18
520,447,"regular",19,"boy","yes","white",73
506,451,"small.class",4,"boy","no","white",63
489,443,"small.class",1,"girl","yes","black",60
547,434,"small.class",9,"boy","yes","white",12
520,453,"small.class",6,"boy","no","white",62
602,460,"regular",20,"boy","no","white",64
484,421,"small.class",7,"boy","yes","white",9
468,470,"small.class",14,"girl","no","white",9
559,431,"regular",10,"boy","yes","black",30
478,398,"regular.with.aide",10,"girl","yes","black",24
434,413,"regular.with.aide",10,"girl","yes","black",28
528,433,"small.class",17,"boy","yes","white",48
463,414,"regular.with.aide",12,"boy","no","white",79
536,467,"small.class",6,"girl","no","white",7
528,476,"regular.with.aide",3,"boy","no","white",58
478,408,"regular.with.aide",0,"girl","yes","black",44
454,416,"regular.with.aide",3,"girl","yes","black",7
536,605,"regular.with.aide",16,"girl","no","white",41
494,463,"small.class",21,"girl","no","black",20
418,403,"regular.with.aide",3,"girl","no","white",78
439,421,"regular.with.aide",11,"girl","yes","black",37
536,439,"regular.with.aide",11,"girl","no","white",18
423,440,"regular.with.aide",17,"boy","no","white",58
602,458,"regular.with.aide",11,"boy","no","white",75
478,439,"regular.with.aide",15,"girl","yes","white",47
444,421,"regular",6,"boy","yes","black",24
559,467,"regular",6,"boy","no","white",13
434,403,"small.class",2,"boy","yes","black",28
520,434,"small.class",8,"girl","yes","white",76
478,468,"small.class",21,"boy","yes","black",20
576,451,"small.class",5,"boy","no","white",58
559,518,"small.class",0,"girl","yes","black",23
463,418,"small.class",1,"boy","yes","white",37
429,408,"regular.with.aide",5,"boy","yes","black",28
434,407,"small.class",15,"boy","yes","white",70
484,478,"regular.with.aide",20,"girl","no","black",27
528,492,"small.class",11,"boy","yes","white",11
559,503,"regular",3,"girl","no","white",10
602,480,"regular",20,"girl","no","black",23
576,605,"small.class",8,"boy","yes","white",68
576,443,"small.class",3,"boy","no","white",75
473,428,"regular.with.aide",12,"girl","no","white",8
444,411,"small.class",3,"boy","no","white",56
444,376,"regular.with.aide",3,"boy","yes","white",66
506,478,"small.class",3,"girl","yes","black",44
506,408,"regular",8,"boy","yes","white",78
459,419,"small.class",14,"girl","yes","black",32
439,397,"small.class",14,"boy","yes","black",32
473,470,"small.class",11,"girl","no","white",11
439,408,"regular",3,"boy","no","white",58
513,433,"regular.with.aide",9,"boy","no","white",1
513,474,"small.class",14,"girl","no","white",9
484,437,"regular.with.aide",10,"girl","yes","black",68
478,453,"regular",13,"boy","no","black",51
463,428,"small.class",1,"boy","yes","white",73
454,416,"regular.with.aide",5,"girl","yes","black",60
412,434,"regular.with.aide",11,"girl","yes","black",18
547,453,"regular",3,"girl","no","white",58
473,447,"regular",13,"girl","no","white",38
500,413,"small.class",3,"boy","yes","white",75
434,434,"regular",9,"boy","no","black",18
520,414,"small.class",8,"boy","no","white",78
468,425,"regular.with.aide",0,"girl","yes","black",37
468,421,"small.class",12,"boy","no","white",34
494,492,"regular",5,"girl","no","white",9
459,448,"small.class",4,"girl","no","black",46
547,431,"small.class",5,"girl","yes","black",24
494,451,"regular.with.aide",5,"girl","no","white",60
468,413,"small.class",13,"girl","yes","black",14
520,467,"small.class",16,"boy","no","white",51
528,483,"small.class",8,"girl","yes","white",76
434,416,"regular.with.aide",2,"girl","yes","black",32
444,419,"regular.with.aide",17,"girl","yes","white",2
478,447,"small.class",5,"girl","no","white",58
399,378,"regular.with.aide",14,"girl","yes","white",9
576,495,"regular.with.aide",12,"boy","no","white",51
463,467,"small.class",7,"boy","no","white",36
478,419,"small.class",8,"boy","yes","white",57
576,492,"small.class",4,"girl","no","white",63
468,456,"regular.with.aide",4,"boy","no","white",62
434,403,"regular",13,"boy","yes","white",60
576,448,"small.class",4,"boy","yes","white",40
423,398,"small.class",8,"girl","no","black",57
576,455,"small.class",3,"girl","no","white",75
454,437,"regular",8,"girl","yes","white",9
520,433,"regular",24,"girl","yes","black",22
459,458,"regular",6,"girl","yes","black",27
547,443,"regular.with.aide",1,"girl","yes","black",19
500,419,"regular",20,"boy","no","white",64
459,425,"small.class",1,"girl","yes","black",26
494,448,"small.class",4,"girl","no","white",13
463,416,"small.class",3,"boy","yes","black",44
463,418,"regular.with.aide",8,"girl","yes","white",74
559,442,"regular",1,"boy","no","black",23
602,487,"small.class",6,"boy","no","white",39
405,395,"small.class",3,"girl","yes","black",45
513,430,"regular",6,"boy","yes","black",27
484,410,"small.class",2,"boy","yes","white",39
434,403,"regular.with.aide",8,"boy","yes","black",17
459,418,"regular.with.aide",27,"boy","no","white",70
449,413,"small.class",9,"boy","no","black",53
444,419,"regular",18,"girl","no","white",25
468,434,"small.class",6,"boy","yes","white",72
463,422,"regular.with.aide",4,"boy","yes","white",62
468,442,"small.class",27,"girl","yes","white",40
444,400,"regular",13,"boy","yes","black",56
434,419,"small.class",1,"boy","yes","black",33
444,440,"regular",0,"boy","yes","black",27
536,483,"regular",12,"girl","yes","black",27
547,538,"small.class",8,"girl","yes","white",49
429,413,"regular.with.aide",17,"girl","yes","black",29
459,434,"regular",13,"girl","yes","white",60
528,492,"regular",16,"boy","yes","white",69
520,458,"regular.with.aide",17,"girl","no","white",58
418,416,"regular",0,"boy","no","black",17
500,440,"regular.with.aide",13,"girl","no","white",55
454,410,"regular.with.aide",3,"girl","no","white",42
484,465,"regular.with.aide",11,"girl","no","black",18
444,430,"regular",5,"boy","no","other",37
434,414,"small.class",11,"boy","yes","white",60
478,425,"regular.with.aide",9,"girl","yes","white",7
444,414,"regular",6,"boy","yes","black",24
473,443,"regular",13,"girl","no","white",38
418,410,"regular",6,"boy","yes","black",2
520,476,"small.class",7,"boy","no","white",63
454,430,"regular",6,"girl","yes","white",63
478,411,"regular",6,"boy","yes","white",63
375,384,"regular.with.aide",7,"boy","no","white",56
434,407,"small.class",2,"girl","yes","black",16
500,431,"regular",11,"girl","no","white",49
559,461,"small.class",11,"girl","yes","black",27
602,545,"regular.with.aide",24,"girl","yes","black",30
520,443,"regular",24,"girl","yes","white",44
459,428,"regular",12,"girl","yes","white",46
429,419,"regular",5,"girl","yes","white",9
500,470,"regular.with.aide",14,"girl","no","white",9
489,437,"regular.with.aide",13,"girl","no","white",67
528,445,"regular",5,"boy","no","white",47
439,402,"regular",1,"boy","no","white",76
478,419,"small.class",6,"boy","yes","white",62
478,430,"regular",1,"boy","yes","white",6
