"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region","wght"
35,"yes","yes","yes","13-15years","white","no",13,1,2,36.535,"northcentral",145030
0,"no","no","no","13-15years","white","no",45,0,0,0,"northcentral",240831
0,"no","no","no","12years","white","no",29,0,2,26,"northcentral",146321
0,"yes","no","yes","13-15years","white","no",16,0,1,39,"northcentral",147922
40,"no","yes","no","12years","white","no",8,1,0,27.8,"northcentral",161305
0,"yes","no","yes","12years","white","no",47,0,0,0,"northcentral",29892
40,"no","yes","no","12years","white","no",15,2,0,29.85,"northcentral",76551
40,"yes","yes","yes","13-15years","white","no",19,0,1,25,"northcentral",88034
40,"no","yes","no","13-15years","white","no",21,0,1,31,"northcentral",83986
40,"no","yes","no","12years","white","no",18,0,0,6.5,"northcentral",93781
0,"yes","no","yes","12years","white","no",31,0,0,45,"northcentral",164174
0,"yes","no","yes","9-11years","white","no",38.5,0,0,0,"northcentral",152913
40,"no","yes","no","13-15years","white","no",30,0,0,41.36,"northcentral",164174
0,"no","no","no","13-15years","white","no",38,0,0,15,"northcentral",271753
40,"yes","no","yes","12years","white","no",22,0,3,65,"northcentral",165970
38,"yes","no","yes","13-15years","white","no",19,0,0,50,"northcentral",165970
50,"no","yes","no",">16years","white","no",25,0,1,58.5,"northcentral",157156
40,"yes","yes","yes","16years","white","no",31,0,0,28,"northcentral",150693
40,"no","yes","yes","13-15years","white","no",22,0,0,46,"northcentral",156040
40,"no","yes","no",">16years","white","no",18,0,0,30,"northcentral",88162
40,"yes","no","yes","12years","white","no",17,1,2,40,"northcentral",143750
40,"yes","no","yes","16years","white","no",11,2,0,22,"northcentral",143750
20,"no","no","no","16years","white","no",9,1,0,12,"northcentral",143750
30,"no","no","no","9-11years","white","no",37.5,0,0,0,"northcentral",154296
40,"yes","no","yes",">16years","white","no",25,0,2,45,"northcentral",165659
58,"no","yes","no","12years","white","no",45,0,0,0,"northcentral",160616
0,"no","no","no","12years","white","no",37,0,0,0,"northcentral",131783
40,"yes","no","yes","16years","black","no",23,0,0,30,"northcentral",176171
0,"no","no","no","12years","white","no",15,0,4,6,"northcentral",143750
24,"no","yes","yes","13-15years","white","no",4,3,0,32.5,"northcentral",171632
31,"yes","no","yes","13-15years","white","no",24,0,1,26,"northcentral",157712
40,"no","yes","no","13-15years","white","no",25,0,1,35,"northcentral",159770
40,"yes","no","yes","16years","white","no",13,2,0,38,"northcentral",144321
0,"yes","no","yes","12years","white","no",44,0,0,0,"northcentral",315841
40,"no","yes","no","9-11years","white","no",20.5,1,1,0.038,"northcentral",326500
35,"yes","yes","yes","16years","white","no",23,0,0,28,"northcentral",158339
40,"no","yes","no",">16years","white","no",17,0,2,8,"northcentral",158339
40,"no","yes","yes","12years","white","no",5,1,0,21.1,"northcentral",172314
0,"yes","no","yes","12years","white","no",46,0,0,0,"northcentral",155086
35,"yes","yes","yes","16years","white","no",31,0,0,21,"northcentral",146376
0,"yes","no","yes","12years","white","no",15,1,2,36,"northcentral",138151
40,"no","yes","no","12years","white","no",16,0,0,17.161,"northcentral",157531
0,"no","no","no","<9years","white","no",44,0,0,0,"northcentral",307009
0,"no","no","yes","12years","white","no",20,1,0,24,"northcentral",326907
50,"no","no","no","16years","white","no",26,0,1,0,"northcentral",323370
0,"no","no","no","12years","white","no",16,0,5,0,"northcentral",143750
17,"yes","no","yes","12years","white","no",16,0,4,30,"northcentral",143750
40,"yes","yes","yes","12years","white","no",34,0,0,22,"northcentral",152308
50,"yes","yes","yes",">16years","white","no",23,0,1,30,"northcentral",163525
40,"yes","yes","yes","16years","white","no",25,0,1,37,"northcentral",163525
30,"no","yes","no","13-15years","white","no",8,1,1,4.784,"northcentral",164342
0,"yes","no","yes","12years","white","no",31,0,0,54,"northcentral",163525
0,"no","no","yes","12years","white","no",10,1,1,14.277,"northcentral",164342
40,"no","yes","yes","12years","white","no",14,1,1,24,"northcentral",117232
0,"no","no","no","12years","white","no",14,2,0,0,"northcentral",63522
10,"no","yes","no","13-15years","white","no",34,0,0,6,"northcentral",124211
45,"yes","no","yes","12years","white","no",16,1,1,35,"northcentral",160001
40,"no","yes","yes","12years","white","no",26,0,2,26,"northcentral",175542
40,"yes","no","yes","12years","white","no",29,0,0,36.6,"northcentral",182011
38,"yes","yes","yes","12years","white","no",17,0,1,24,"northcentral",157531
35,"yes","no","yes","16years","white","no",39,0,0,61,"northcentral",173746
27,"yes","no","yes","12years","white","no",27,0,0,36.2,"northcentral",237796
40,"no","yes","no","9-11years","white","yes",10.5,0,1,7.08,"northcentral",112691
62,"yes","no","yes","16years","white","no",8,1,0,50,"northcentral",135038
50,"no","yes","yes",">16years","white","no",21,0,0,49,"northcentral",129590
40,"yes","yes","yes","12years","white","no",24,0,2,41.235,"northcentral",129590
0,"yes","no","yes","13-15years","white","no",17,1,1,48,"northcentral",135836
20,"yes","no","yes","16years","white","no",22,0,3,55,"northcentral",129590
40,"no","yes","no",">16years","black","no",23,0,1,44,"northcentral",112568
0,"no","yes","no","13-15years","white","no",44,0,0,0,"northcentral",132597
40,"no","no","yes","12years","black","no",10,0,0,20,"northcentral",194487
0,"no","no","no","12years","white","no",18,1,0,40,"northcentral",135836
0,"no","no","no","13-15years","white","no",15,1,0,70,"northcentral",118118
45,"yes","no","yes","16years","white","no",9,2,0,13,"northcentral",113589
40,"no","yes","no","16years","white","no",31,0,0,32,"northcentral",120351
38,"no","yes","yes","13-15years","white","no",22,0,0,25,"northcentral",124622
30,"yes","no","yes","13-15years","white","no",1,0,0,27,"northcentral",135621
40,"no","yes","no","12years","white","no",5,1,0,12.7,"northcentral",135621
40,"no","yes","yes","12years","white","no",25,0,2,24,"northcentral",258265
32,"yes","no","yes","13-15years","white","no",36,0,0,36.2,"northcentral",134497
0,"yes","no","yes","12years","white","no",16,1,2,24,"northcentral",124378
0,"yes","no","yes","13-15years","white","no",9,1,1,0,"northcentral",142196
28,"yes","no","yes","13-15years","white","no",12,0,0,32,"northcentral",144974
40,"yes","no","yes","12years","white","no",31,0,0,45,"northcentral",186013
0,"no","no","yes","13-15years","black","no",27,1,0,28,"northcentral",155836
0,"yes","no","yes","12years","black","no",20,0,2,33,"northcentral",164225
25,"yes","no","yes","12years","white","no",16,1,1,28.6,"northcentral",165395
40,"no","no","no","12years","white","no",17,0,4,11.8,"northcentral",165395
25,"yes","no","yes","13-15years","white","no",21,0,2,30,"northcentral",33167
0,"no","yes","no","13-15years","white","no",38,0,0,0,"northcentral",32690
20,"yes","no","yes","12years","white","no",30,0,1,38,"northcentral",141488
40,"yes","yes","yes","16years","white","no",16,2,0,29,"northcentral",143036
40,"no","yes","no","13-15years","white","no",41,0,0,0,"northcentral",137182
46,"yes","yes","yes","12years","white","no",24,0,0,30,"northcentral",136459
32,"yes","no","yes","12years","white","no",27,0,1,31,"northcentral",136459
40,"no","yes","no","12years","white","no",21,0,3,26,"northcentral",87797
30,"yes","no","yes","12years","white","no",25,0,1,22,"northcentral",46843
40,"yes","no","yes","13-15years","white","no",20,0,2,43,"northcentral",87797
0,"yes","no","yes","12years","white","no",41,0,0,30,"northcentral",85033
45,"yes","no","yes","12years","white","no",25,0,0,20,"northcentral",86273
40,"yes","no","yes","12years","white","no",23,0,2,28.5,"northcentral",86273
39,"no","yes","no","13-15years","white","no",21,0,2,25.55,"northcentral",29876
39,"yes","no","yes","12years","white","no",33,0,0,21,"northcentral",31685
20,"no","yes","yes","12years","white","no",21,0,3,18,"northcentral",188048
40,"no","yes","no","16years","white","no",18,2,0,35.1,"northcentral",188048
20,"yes","yes","yes","13-15years","black","no",24,0,1,21,"northcentral",223961
0,"yes","no","yes","12years","white","no",26,0,2,169.999,"northcentral",179401
0,"yes","no","yes","16years","white","no",14,1,2,75,"northcentral",128937
55,"no","yes","yes","16years","white","no",12,1,0,99.999,"northcentral",163519
56,"no","yes","no",">16years","white","no",34,0,0,0,"northcentral",156926
0,"yes","no","yes","16years","white","no",17,1,4,99.999,"northcentral",188048
40,"yes","yes","yes","12years","white","no",31,0,0,70,"northcentral",188147
40,"yes","yes","yes","16years","black","no",11,0,3,34,"northcentral",191128
20,"yes","no","yes","13-15years","white","no",23,0,2,44,"northcentral",179401
40,"no","yes","yes","12years","white","no",11,0,0,60,"northcentral",186943
55,"no","yes","yes","12years","white","no",37,0,0,0,"northcentral",173254
40,"yes","no","yes","9-11years","white","no",13.5,1,2,25,"northcentral",186943
40,"no","yes","yes","13-15years","white","no",17,1,2,27,"northcentral",188048
0,"yes","no","yes","12years","white","no",14,0,3,20,"northcentral",163519
35,"yes","no","yes","12years","white","no",17,0,1,26,"northcentral",163519
0,"yes","no","yes","16years","white","no",23,0,3,38,"northcentral",179401
40,"yes","yes","yes","9-11years","white","no",33.5,0,1,40,"northcentral",104028
40,"no","yes","no","16years","white","no",6,0,0,11.4,"northcentral",186943
45,"no","yes","yes",">16years","white","no",19,0,2,30,"northcentral",179401
0,"yes","no","yes","12years","white","no",35,0,0,49,"northcentral",173254
40,"no","no","no","12years","white","no",26,0,1,19,"northcentral",179401
40,"no","yes","yes","12years","white","no",21,0,2,28,"northcentral",188048
0,"yes","no","yes","9-11years","white","no",32.5,0,0,63,"northcentral",186013
0,"yes","no","yes","9-11years","white","no",38.5,0,0,24,"northcentral",173254
46,"yes","yes","yes","12years","white","no",20,0,1,40,"northcentral",188048
40,"no","no","no","13-15years","white","no",3,1,0,6,"northcentral",195235
38,"yes","yes","yes","12years","white","no",36,0,0,0,"northcentral",173254
40,"yes","yes","yes",">16years","white","no",11,0,0,62.4,"northcentral",163519
0,"yes","no","yes","12years","white","no",43,0,0,30,"northcentral",180351
0,"yes","no","yes","12years","white","no",32,0,1,40,"northcentral",186013
15,"yes","no","yes","12years","white","no",14,2,0,19,"northcentral",163519
40,"no","yes","no","12years","white","no",44,0,0,10,"northcentral",180351
40,"yes","yes","yes",">16years","white","no",14,2,0,45,"northcentral",188048
24,"no","yes","yes","16years","white","no",14,2,0,99.999,"northcentral",188048
40,"no","yes","yes","16years","white","no",11,0,0,32,"northcentral",163519
40,"no","yes","no","16years","white","no",26,0,0,0,"northcentral",186013
40,"no","yes","yes","13-15years","white","no",36,0,0,99.999,"northcentral",176822
0,"yes","no","yes","12years","white","no",37,0,0,75,"northcentral",173254
40,"yes","no","yes","16years","white","no",25,0,1,30,"northcentral",186013
50,"no","yes","no","12years","white","no",12,1,1,11,"northcentral",186943
24,"yes","no","yes","16years","white","yes",11,2,1,20,"northcentral",182896
0,"no","yes","no","13-15years","white","no",42,0,0,0,"northcentral",180351
0,"no","no","no","12years","white","no",40,0,0,0,"northcentral",176822
20,"yes","no","yes","13-15years","white","no",23,0,2,6,"northcentral",179401
40,"yes","yes","yes","12years","white","no",15,0,0,31,"northcentral",163519
20,"yes","no","yes","12years","white","no",24,0,0,46,"northcentral",179401
40,"yes","no","yes","13-15years","white","no",9,2,0,35,"northcentral",186943
40,"yes","yes","yes","12years","white","no",17,1,1,40,"northcentral",163519
0,"yes","no","yes","12years","white","no",39,0,0,49.2,"northcentral",176822
20,"yes","no","yes","12years","white","no",7,0,1,12.989,"northcentral",195235
40,"no","yes","no","<9years","white","yes",22,0,2,11,"northcentral",109733
40,"yes","yes","yes","<9years","white","yes",23,0,3,33.587,"northcentral",109733
40,"no","yes","no","12years","white","no",20,0,0,18,"northcentral",94024
20,"no","no","no","12years","white","no",27,0,0,0,"northcentral",137132
40,"no","no","no","9-11years","white","no",42.5,0,0,0,"northcentral",135267
40,"yes","no","yes","12years","white","no",19,0,0,24,"northcentral",143855
30,"yes","yes","yes","9-11years","white","no",19.5,0,1,16,"northcentral",165314
0,"yes","no","yes","12years","white","no",38,0,0,28.5,"northcentral",157473
40,"yes","no","yes","13-15years","white","no",14,0,3,44,"northcentral",75802
40,"no","yes","no","12years","white","no",19,0,3,0,"northcentral",167471
30,"no","yes","no","12years","white","no",34,0,0,18,"northcentral",152913
40,"no","yes","no","12years","white","no",41,0,0,0.128,"northcentral",156063
20,"no","no","no","13-15years","white","no",20,0,0,13,"northcentral",31316
25,"no","no","no","12years","white","no",9,0,1,14,"northcentral",34150
0,"no","no","no","13-15years","white","yes",9,0,0,10.5,"northcentral",8902
0,"yes","no","yes","13-15years","white","no",44,0,0,0,"northcentral",30570
35,"yes","no","yes","12years","white","no",32,0,0,25,"northcentral",30977
40,"yes","yes","yes","13-15years","white","no",30,0,0,39.08,"northcentral",322104
40,"no","no","no","12years","white","no",6,0,0,1,"northcentral",338979
40,"no","yes","no","9-11years","white","no",31.5,0,1,0.222,"northcentral",161791
40,"yes","yes","yes","13-15years","white","no",2,2,0,25,"northcentral",173212
0,"yes","no","yes","12years","white","no",28,0,1,57,"northcentral",159389
0,"no","no","no","9-11years","white","no",48.5,0,0,0,"northcentral",157290
35,"no","no","no","13-15years","white","no",8,3,1,10.2,"northcentral",160186
37,"yes","yes","yes","13-15years","white","no",15,0,2,61,"northcentral",26628
13,"yes","no","yes","12years","white","no",28,0,2,48,"northcentral",30291
40,"yes","yes","yes","12years","white","no",31,0,1,20.158,"northcentral",30291
40,"yes","yes","yes","12years","white","no",31,0,0,40,"northcentral",142298
28,"yes","no","yes","12years","white","no",26,0,1,46.3,"northcentral",232929
28,"yes","no","yes","12years","white","no",29,0,0,45,"northcentral",141488
40,"no","yes","no",">16years","white","no",10,2,0,25,"northcentral",124378
0,"yes","no","yes","12years","white","no",17,1,2,18.667,"northcentral",128627
0,"yes","no","yes","13-15years","white","no",7,0,1,35,"northcentral",126750
0,"yes","no","yes","12years","white","no",18,0,1,39,"northcentral",184857
55,"yes","no","yes","13-15years","white","no",16,0,1,33,"northcentral",184857
20,"no","no","no","12years","white","no",39,0,0,0,"northcentral",173822
30,"no","no","no","9-11years","white","no",33.5,0,1,0,"northcentral",182857
45,"yes","yes","yes","12years","white","no",25,0,1,29.147,"northcentral",311758
40,"yes","no","yes","12years","white","yes",27,0,0,42,"northcentral",180143
40,"yes","no","yes","12years","white","no",21,0,1,29,"northcentral",329195
40,"yes","yes","yes","12years","white","no",29,0,1,43.391,"northcentral",325632
30,"yes","no","yes","12years","white","no",17,1,1,13,"northcentral",160744
50,"no","yes","no","16years","white","no",17,1,2,0,"northcentral",184857
38,"no","no","no","13-15years","white","no",7,0,1,26,"northcentral",202910
39,"no","no","no","12years","white","no",24,0,1,16,"northcentral",136459
50,"no","yes","yes","13-15years","white","no",24,0,1,41,"northcentral",136459
45,"no","yes","yes","16years","white","no",15,2,0,32.65,"northcentral",143036
0,"no","no","no","13-15years","white","no",43,0,0,0,"northcentral",137182
20,"yes","no","yes","16years","white","no",11,2,1,50,"northcentral",212308
43,"no","yes","no","13-15years","white","no",12,0,1,40,"northcentral",212308
40,"yes","no","yes","16years","white","no",12,0,0,40,"northcentral",212308
3,"yes","no","yes","16years","white","no",18,0,2,72.9,"northcentral",244156
0,"yes","no","yes","12years","white","no",39,0,0,40,"northcentral",234377
0,"yes","no","yes","13-15years","white","no",15,1,2,37,"northcentral",216744
0,"yes","no","yes","16years","white","no",5,1,0,20.9,"northcentral",200650
40,"yes","yes","yes","12years","white","no",23,0,2,20,"northcentral",175542
25,"yes","no","yes","13-15years","white","no",38,0,0,11,"northcentral",173018
40,"yes","yes","yes","12years","white","no",13,0,2,35,"northcentral",25996
45,"no","yes","yes",">16years","white","no",7,0,0,31,"northcentral",25996
50,"yes","yes","yes","9-11years","white","no",27.5,0,2,24,"northcentral",29019
42,"no","yes","yes","12years","white","no",28,0,0,35,"northcentral",29572
44,"yes","no","yes","12years","white","no",19,1,1,30,"northcentral",29896
42,"no","yes","yes","16years","white","no",10,1,1,35,"northcentral",25996
40,"no","yes","no","16years","white","yes",3,0,0,5,"northcentral",25737
30,"no","no","no","16years","white","no",5,0,0,18.4,"northcentral",32601
35,"yes","yes","yes","12years","white","no",18,0,2,15,"northcentral",29896
50,"no","yes","yes",">16years","white","no",5,0,0,0,"northcentral",134648
40,"no","yes","yes",">16years","white","no",6,1,0,36,"northcentral",134648
40,"no","yes","no","13-15years","white","no",29,0,0,32,"northcentral",133979
40,"yes","no","yes","13-15years","white","no",14,0,2,20.582,"northcentral",26628
50,"no","yes","no","16years","white","no",22,0,1,0,"northcentral",29214
43,"no","no","no","9-11years","white","no",32.5,0,0,0,"northcentral",30291
40,"no","yes","no","13-15years","white","no",24,1,0,19,"northcentral",233299
40,"no","yes","no","13-15years","white","no",19,0,2,39.9,"northcentral",244543
37,"yes","no","yes","13-15years","white","no",13,1,2,16.1,"northcentral",214534
0,"yes","no","yes","9-11years","white","no",43.5,0,0,0,"northcentral",307009
9,"yes","no","yes","12years","white","no",15,1,1,19.222,"northcentral",124992
0,"yes","no","yes","13-15years","white","no",26,0,0,12,"northcentral",142186
20,"no","yes","no","16years","white","no",37,0,0,41.995,"northcentral",121622
40,"yes","no","yes","13-15years","white","no",32,0,1,39,"northcentral",119168
17,"yes","no","yes","12years","white","no",9,1,1,35,"northcentral",201267
0,"yes","no","yes","13-15years","white","no",8,2,1,47,"northcentral",183484
40,"no","yes","no","12years","white","no",43,0,0,0,"northcentral",178180
0,"no","no","no","9-11years","white","no",43.5,0,0,0,"northcentral",156063
0,"yes","no","yes","12years","white","no",17,1,1,20,"northcentral",144321
40,"no","yes","no","12years","white","no",43,0,2,0.3,"northcentral",271248
0,"yes","no","yes","12years","white","no",33,0,0,30,"northcentral",260573
0,"yes","no","yes","12years","white","no",39,0,0,7.831,"northcentral",265940
25,"yes","no","yes","13-15years","white","no",6,1,1,36,"northcentral",34150
0,"no","no","yes","13-15years","white","no",30,0,1,19,"northcentral",30977
40,"yes","yes","yes","12years","white","yes",16,1,3,27,"northcentral",15229
40,"yes","yes","yes","13-15years","white","no",31,0,0,30.154,"northcentral",28213
40,"no","yes","yes","13-15years","white","no",27,0,0,30.556,"northcentral",30977
40,"no","yes","no","12years","white","no",15,0,2,8,"northcentral",27231
0,"no","no","no","9-11years","white","no",13.5,0,0,0,"northcentral",164342
0,"yes","no","yes","13-15years","white","no",8,1,2,42,"northcentral",164342
0,"yes","no","yes","12years","white","no",7,1,1,21,"northcentral",171632
0,"no","no","no","12years","white","no",9,2,1,0,"northcentral",182623
38,"no","yes","no","12years","white","no",36,0,0,1.3,"northcentral",152308
40,"no","yes","no","12years","white","no",16,2,1,10,"northcentral",144321
32,"yes","no","yes","16years","white","no",15,1,0,32,"northcentral",165970
0,"no","no","no","12years","white","no",44,0,0,0,"northcentral",159177
40,"no","yes","no","12years","white","no",14,0,2,0,"northcentral",110866
30,"yes","no","yes","9-11years","white","no",29.5,1,1,27,"northcentral",34293
30,"yes","yes","yes","12years","white","no",11,1,3,20.03,"northcentral",34465
40,"no","yes","yes","13-15years","white","no",8,0,0,30,"northcentral",34465
44,"yes","no","yes","16years","white","no",16,1,1,39,"northcentral",34669
20,"no","yes","no","13-15years","white","no",23,0,2,0,"northcentral",33288
0,"yes","no","yes","13-15years","white","no",23,0,2,55,"northcentral",33288
0,"yes","no","yes","12years","white","no",18,0,2,99.999,"northcentral",34893
40,"no","yes","yes","16years","white","no",6,0,0,16,"northcentral",34688
0,"no","no","yes","13-15years","white","no",6,2,0,11.5,"northcentral",23925
35,"no","yes","no","16years","white","no",19,0,2,24,"northcentral",33288
40,"no","yes","yes","12years","other","no",26,0,2,15,"northcentral",20997
40,"no","yes","yes","12years","white","no",28,0,0,22.8,"northcentral",30291
40,"yes","yes","yes","12years","white","no",31,0,0,24,"northcentral",163525
0,"no","no","no","<9years","white","no",43,0,0,0,"northcentral",155445
0,"no","no","no","13-15years","white","no",16,2,1,25,"northcentral",30623
28,"no","no","no","13-15years","white","no",27,0,1,0,"northcentral",30291
0,"yes","no","yes","12years","white","no",15,1,1,45.201,"northcentral",161550
0,"no","no","no","9-11years","white","no",32.5,0,0,0,"northcentral",179201
0,"no","no","no","13-15years","white","no",38,0,0,0,"northcentral",82556
0,"no","no","no","12years","white","no",42,0,0,6,"northcentral",82556
20,"no","yes","no",">16years","white","no",14,0,2,0,"northcentral",87797
40,"no","yes","no","12years","white","no",44,0,0,0,"northcentral",84204
0,"no","no","no","13-15years","white","no",22,1,5,18,"northcentral",83760
24,"no","no","no","12years","white","no",42,0,0,20,"northcentral",238992
40,"no","yes","yes","12years","white","no",26,0,0,32,"northcentral",233299
40,"no","yes","yes","16years","white","no",18,0,1,36,"northcentral",244543
20,"yes","no","yes","16years","white","no",8,2,0,36,"northcentral",243106
40,"yes","yes","yes","13-15years","white","no",7,0,0,41.4,"northcentral",269037
20,"yes","no","yes","16years","white","no",7,3,0,27,"northcentral",245266
16,"yes","no","yes","16years","white","no",12,0,2,23,"northcentral",284266
16,"yes","no","yes","12years","white","no",34,0,1,5,"northcentral",152913
40,"yes","no","yes","16years","white","no",19,0,1,45,"northcentral",158339
0,"no","no","no","13-15years","white","no",7,1,2,24,"northcentral",180987
45,"no","no","no","16years","white","no",6,0,0,25,"northcentral",53310
45,"yes","no","yes","16years","white","no",18,0,1,36.75,"northcentral",161316
0,"no","no","no","12years","white","no",10,2,0,0,"northcentral",30443
55,"no","yes","yes","16years","white","no",11,1,0,17.5,"northcentral",26628
30,"yes","no","yes","12years","white","no",12,0,2,35,"northcentral",164995
40,"yes","no","yes","9-11years","white","no",44.5,0,0,1.628,"northcentral",159177
50,"yes","no","yes",">16years","white","no",17,0,2,40,"northcentral",158339
15,"yes","no","yes","12years","white","no",15,1,0,35,"northcentral",144321
0,"yes","no","yes","12years","white","no",40,0,0,30,"northcentral",156063
40,"yes","no","yes","13-15years","white","no",22,0,2,34,"northcentral",158339
0,"no","no","no","13-15years","white","no",44,0,0,0,"northcentral",33842
20,"yes","no","yes","16years","white","no",1,0,0,22,"northcentral",35994
0,"yes","no","yes","9-11years","white","no",38.5,0,2,40,"northcentral",31941
18,"no","yes","yes","13-15years","white","no",12,0,0,36,"northcentral",30341
40,"no","no","no","12years","white","no",20,0,0,18,"northcentral",34669
24,"yes","no","yes","13-15years","white","no",22,0,2,30.542,"northcentral",33074
40,"yes","no","yes","9-11years","white","no",17.5,1,3,21.4,"northcentral",78636
0,"no","no","no","16years","white","no",10,4,0,0,"northcentral",29905
24,"no","no","no","16years","white","no",23,0,2,0,"northcentral",32809
0,"yes","no","yes","13-15years","white","no",19,0,2,99.999,"northcentral",165970
32,"yes","yes","yes","13-15years","white","no",18,0,1,17,"northcentral",165970
0,"yes","no","yes","13-15years","white","no",2,2,0,12.2,"northcentral",172314
38,"no","yes","yes","12years","white","no",35,0,1,19,"northcentral",152913
0,"no","no","no","9-11years","white","no",42.5,0,0,0,"northcentral",156063
0,"yes","no","yes","13-15years","white","no",31,0,1,99.999,"northcentral",146376
31,"yes","no","yes","13-15years","white","no",16,0,1,24.7,"northcentral",184568
24,"no","no","yes","12years","white","no",20,0,2,15,"northcentral",184568
40,"no","yes","no","13-15years","white","no",16,0,1,5,"south",165908
0,"yes","no","yes","12years","white","no",42,0,0,0,"south",156004
0,"yes","no","yes","13-15years","white","no",36,0,0,46.25,"south",160964
40,"yes","yes","yes","12years","white","no",27,0,0,19.76,"south",163312
0,"yes","no","yes","12years","white","no",46,0,0,5,"south",167100
50,"yes","no","yes","16years","white","no",23,0,0,12.4,"south",163312
40,"no","no","no","12years","white","no",4,0,0,30,"south",172249
40,"yes","no","yes","16years","white","no",33,0,0,58,"south",152856
0,"yes","no","yes","12years","white","no",21,0,3,60,"south",171183
40,"no","yes","no","13-15years","white","no",10,0,3,0,"south",170177
40,"yes","yes","yes","13-15years","white","yes",9,1,1,35,"south",83410
36,"yes","yes","yes",">16years","white","yes",12,2,0,34,"south",116102
0,"no","no","no","12years","white","yes",42,0,0,54,"south",118990
0,"no","no","no","12years","white","no",35,0,0,0,"south",186452
0,"no","no","no","<9years","white","yes",48,0,0,0,"south",121410
15,"no","no","no","9-11years","black","yes",45.5,0,0,0,"south",172290
0,"no","no","no","12years","white","yes",23,1,0,16,"south",108013
0,"no","no","no","<9years","white","yes",38,0,0,13.52,"south",110831
45,"no","no","no","12years","white","no",28,0,2,10,"south",200183
35,"no","yes","no","12years","white","yes",26,0,1,0,"south",107973
0,"no","no","no","16years","black","no",33,0,0,1.08,"south",218813
40,"no","no","no","13-15years","black","no",36,0,0,0,"south",231781
40,"no","no","no","<9years","white","yes",50,0,0,30,"south",123572
0,"no","no","no","<9years","white","no",27,0,0,0,"south",91767
0,"no","no","yes","13-15years","white","yes",9,2,0,17.16,"south",79291
40,"yes","no","yes","12years","white","no",17,1,2,50,"south",231326
40,"no","yes","yes","13-15years","white","no",42,0,0,39,"south",255138
0,"no","no","no","13-15years","white","no",38,0,0,49,"south",250145
50,"no","yes","yes","16years","white","no",16,2,0,55,"south",266026
40,"no","yes","yes","13-15years","white","no",27,0,0,11,"south",261566
42,"no","yes","yes","13-15years","white","no",8,0,0,20,"south",264463
50,"yes","no","yes","12years","black","no",23,0,0,45,"south",314927
0,"yes","no","yes","13-15years","black","no",39,0,0,38,"south",304685
0,"yes","no","yes",">16years","white","no",5,0,0,38,"south",182404
40,"no","yes","no","13-15years","black","no",10,1,0,23,"south",380889
40,"no","yes","yes","16years","white","no",9,0,0,70,"south",231326
0,"yes","no","yes","16years","white","no",31,0,0,99.999,"south",245097
32,"no","yes","no","13-15years","white","no",21,0,1,0,"south",253794
45,"no","yes","yes","16years","white","no",13,2,0,28.452,"south",229935
0,"no","no","yes","13-15years","white","no",15,0,1,39.928,"south",229935
40,"no","yes","yes","12years","white","no",12,2,1,24,"south",525746
40,"no","yes","yes","13-15years","white","no",17,0,2,11.5,"south",528854
45,"no","yes","yes","12years","white","no",15,0,0,32.76,"south",182404
10,"no","no","no","12years","white","no",10,0,0,0,"south",130665
45,"yes","no","yes","16years","white","no",10,0,2,50,"south",231326
60,"no","no","no","12years","white","no",32,0,0,19.5,"south",263147
40,"no","yes","yes","13-15years","white","no",23,0,2,46,"south",253794
52,"no","yes","no","12years","white","no",31,0,0,19,"south",263147
40,"yes","yes","yes","12years","white","no",8,1,1,22.5,"south",120272
40,"no","yes","yes","12years","white","yes",25,0,1,25,"south",101003
40,"no","no","no","<9years","white","yes",16,1,3,10,"south",109645
0,"no","no","no","<9years","white","yes",45,0,2,0,"south",277634
0,"no","no","no","<9years","white","yes",17,2,1,13,"south",204020
0,"no","no","no","<9years","white","yes",21,1,1,25,"south",101003
0,"yes","no","yes","16years","white","no",22,0,2,36,"south",214360
40,"yes","no","yes","12years","white","no",16,0,1,34,"south",195382
40,"yes","no","yes","12years","white","no",29,0,0,20,"south",222260
40,"yes","yes","yes","13-15years","white","no",13,0,0,30.216,"south",195382
40,"yes","yes","yes","16years","white","no",21,2,1,45,"south",214360
40,"yes","no","yes","<9years","white","no",42,0,0,40,"south",211278
43,"yes","no","yes","12years","white","no",11,0,1,30,"south",223371
40,"yes","no","yes","12years","white","no",36,0,0,15,"south",207014
40,"no","yes","yes","16years","white","no",3,0,0,38,"south",258408
6,"yes","no","yes","16years","white","no",29,0,0,69,"south",229314
50,"yes","yes","yes","13-15years","white","no",16,0,0,108.84,"south",248895
16,"no","yes","no","16years","white","no",15,1,2,50,"south",248895
0,"yes","no","yes","12years","white","no",41,0,0,28,"south",235751
0,"no","no","no","9-11years","black","no",38.5,0,0,0,"south",271086
0,"no","no","no","9-11years","black","no",5.5,2,0,1.08,"south",299096
0,"yes","no","yes","13-15years","black","yes",18,1,3,20,"south",128268
0,"no","no","no","12years","black","yes",21,0,0,0,"south",128268
40,"no","yes","yes","12years","white","yes",41,0,0,7,"south",152281
0,"no","no","no","12years","white","no",44,0,0,0,"south",246397
0,"no","no","no","12years","white","no",12,1,0,12,"south",255403
40,"no","yes","yes","13-15years","white","no",14,0,0,44,"south",223401
25,"no","yes","no","12years","white","no",34,0,0,22.103,"south",236701
