"occupation","region","nkids","nkids2","nadults","lnx","stobacco","salcohol","age"
"bluecol","flanders",1,0,2,12.80032,0,0.0477239,1
"whitecol","flanders",0,0,3,14.06408,0.0024567,0.0185309,2
"whitecol","flanders",2,0,2,14.50688,0,0.0108012,2
"whitecol","flanders",2,0,2,14.07274,0,0.0108463,2
"inactself","flanders",0,0,2,13.53355,0,0.0346493,4
"inactself","flanders",5,0,4,14.11019,0,0.0257572,2
"inactself","flanders",0,0,1,13.05765,0,0.0186144,4
"inactself","flanders",0,0,2,13.89625,0.0996787,0.0153088,4
"inactself","flanders",0,0,2,13.71763,0.0213199,0.0019719,3
"bluecol","flanders",0,0,2,13.83332,0,0.0118707,1
"inactself","flanders",0,0,2,13.25693,0,0,4
"inactself","flanders",0,0,1,12.60955,0,0.0126251,4
"inactself","flanders",0,0,2,13.62791,0.0112915,0.0099561,4
"inactself","flanders",0,0,1,13.47687,0,0.0233466,4
"whitecol","flanders",4,0,2,14.14518,0,0.0051406,1
"inactself","flanders",0,0,2,13.66169,0,0.0236942,4
"bluecol","flanders",1,0,2,13.74599,0.1111449,0.0018396,3
"inactself","flanders",0,0,2,13.23968,0,0.048364,4
"inactself","flanders",0,0,3,14.424,0,0.0181862,2
"bluecol","flanders",2,0,2,14.14453,0,0,1
"inactself","flanders",0,0,2,13.73513,0,0.0317438,4
"inactself","flanders",0,0,2,13.56181,0.0158057,0.0131456,3
"bluecol","flanders",0,0,1,12.8434,0.1165477,0,0
"inactself","flanders",0,0,2,14.06411,0,0,4
"bluecol","flanders",0,0,1,13.75272,0.0143749,0.0326853,1
"inactself","flanders",0,0,2,12.57528,0,0.0970555,4
"inactself","flanders",0,0,2,13.64869,0,0.0223594,4
"bluecol","flanders",1,0,2,13.91027,0,0,2
"whitecol","flanders",0,0,2,14.68898,0.0032415,0.0021768,1
"inactself","flanders",0,0,2,13.55931,0,0.0237522,4
"whitecol","flanders",0,0,2,13.67379,0,0.0090821,1
"inactself","flanders",0,0,2,13.67668,0.0099267,0.0185161,3
"bluecol","flanders",1,0,3,13.96836,0,0,2
"bluecol","flanders",1,0,2,13.88383,0,0,2
"whitecol","flanders",0,0,2,14.50702,0,0.019001,3
"inactself","flanders",0,0,2,14.25653,0.0016728,0.0141814,4
"bluecol","flanders",2,0,2,13.94681,0.0079031,0.0237724,2
"inactself","flanders",0,0,2,13.44706,0,0.0087597,4
"inactself","flanders",0,0,1,13.10429,0,0,3
"whitecol","flanders",0,0,3,14.07016,0,0.0333207,2
"bluecol","flanders",1,0,2,13.76823,0.0022646,0.0079889,1
"bluecol","flanders",0,0,5,14.37061,0.0540379,0.0422562,2
"inactself","flanders",0,0,1,13.55672,0.0272026,0.0491512,4
"whitecol","flanders",0,0,3,14.24889,0.0179712,0.029611,3
"whitecol","flanders",0,0,2,13.74299,0.0023655,0,1
"inactself","flanders",0,0,1,13.9888,0,0.0175176,1
"bluecol","flanders",0,0,1,13.02707,0.0600325,0,1
"inactself","flanders",0,0,1,13.22776,0.0635014,0.0311027,1
"inactself","flanders",0,0,1,12.85671,0.0586615,0.0165592,3
"whitecol","flanders",0,0,1,13.4011,0,0.0061387,1
"inactself","flanders",0,0,2,14.25142,0.0231561,0.0086758,4
"inactself","flanders",0,0,2,13.60851,0.0536887,0.0087378,3
"inactself","flanders",0,0,1,13.28333,0,0.0260708,4
"inactself","flanders",1,0,3,14.49569,0,0.0229695,2
"whitecol","flanders",1,0,2,13.40057,0,0.0507497,0
"inactself","flanders",0,0,1,13.81259,0,0.0027881,4
"whitecol","flanders",1,0,2,14.05102,0,0.004319,0
"inactself","flanders",0,0,1,11.92637,0,0,4
"inactself","flanders",0,1,2,13.89756,0.0121602,0.0174554,1
"whitecol","flanders",2,0,2,13.94464,0.0089644,0,1
"whitecol","flanders",0,0,1,13.65209,0,0.0247518,4
"inactself","flanders",0,0,1,13.28728,0,0,4
"bluecol","flanders",0,0,2,13.54812,0.1193434,0.0455622,0
"inactself","flanders",2,0,2,13.72498,0.0039411,0.0167367,2
"inactself","flanders",0,1,2,14.55519,0,0.0142613,1
"inactself","flanders",0,0,2,13.52832,0.0090036,0.0008796,4
"bluecol","flanders",1,0,2,13.61558,0.0201077,0,1
"whitecol","flanders",0,0,1,13.15808,0,0.0144737,2
"inactself","flanders",0,0,2,13.72378,0,0,4
"whitecol","flanders",0,0,3,14.05096,0.0032162,0.0121662,2
"whitecol","flanders",0,0,2,14.14993,0,0.008254,1
"inactself","flanders",0,0,1,13.87981,0,0,4
"whitecol","flanders",0,0,2,13.75751,0.0366873,0.0039421,0
"whitecol","flanders",1,1,2,14.47649,0.0145609,0.01611,1
"bluecol","flanders",1,0,2,14.00012,0.063754,0.0447775,3
"inactself","flanders",0,0,2,13.20985,0,0.0324785,4
"whitecol","flanders",0,1,2,14.39357,0,0.0020616,1
"bluecol","flanders",3,0,2,13.82218,0.0028132,0.0158301,1
"inactself","flanders",2,0,2,14.174,0,0.01822,1
"inactself","flanders",0,0,1,13.33161,0,0.0150007,4
"inactself","flanders",0,0,2,13.59458,0,0.0306821,4
"whitecol","flanders",2,0,2,14.15898,0,0.0060093,1
"whitecol","flanders",1,0,2,13.86665,0,0.0010148,1
"whitecol","flanders",0,0,2,13.6905,0.0493514,0.0548404,3
"whitecol","flanders",0,0,2,14.26908,0.0045746,0.0147428,4
"whitecol","flanders",3,0,2,14.18517,0.0020729,0.0266077,2
"inactself","flanders",0,0,1,13.4065,0,0.0070811,4
"whitecol","flanders",2,0,2,14.21496,0.0423339,0.0054165,1
"inactself","flanders",0,0,1,13.29786,0,0.0025977,4
"whitecol","flanders",1,0,2,14.03739,0.006469,0.0065747,2
"inactself","flanders",1,0,2,14.29063,0.0289608,0.0003731,3
"inactself","flanders",0,0,2,12.89719,0.1039157,0.016774,4
"inactself","flanders",2,0,2,14.27411,0.0087163,0.0004172,1
"inactself","flanders",0,0,2,13.87305,0.0346667,0.0217743,4
"whitecol","flanders",0,0,3,14.11393,0,0.0278098,1
"whitecol","flanders",2,0,2,14.1484,0,0.0042839,1
"bluecol","flanders",0,1,2,13.87878,0,0.0253334,1
"whitecol","flanders",0,0,3,13.75683,0.002439,0.0736449,2
"inactself","flanders",0,0,2,13.67983,0,0.0047554,4
"whitecol","flanders",1,0,2,14.035,0.0513394,0.0265738,1
"bluecol","flanders",1,0,2,13.98403,0,0.0330732,1
"whitecol","flanders",2,0,2,14.00395,0.0486611,0.0121785,1
"inactself","flanders",0,0,3,13.55276,0.0017791,0.011767,4
"whitecol","flanders",0,0,4,14.1809,0.0155717,0.0078525,2
"inactself","flanders",0,0,2,14.42124,0.0083685,0.0346907,4
"inactself","flanders",2,0,2,14.17179,0.0443697,0.0038908,1
"inactself","flanders",0,0,2,13.74823,0,0.0036708,3
"inactself","flanders",0,0,5,13.77894,0,0.0043938,4
"inactself","flanders",0,0,1,13.06907,0,0.0107077,4
"inactself","flanders",0,0,6,13.94446,0,0.0018354,3
"inactself","flanders",0,0,2,13.61132,0,0.0030025,4
"inactself","flanders",2,0,2,13.96375,0,0.0062804,1
"inactself","flanders",1,0,2,13.40532,0.016759,0.0081926,0
"inactself","flanders",0,0,2,13.70004,0,0.0161221,4
"whitecol","flanders",2,0,2,14.35013,0,0.0227339,2
"whitecol","flanders",0,0,2,14.5986,0.0013984,0.0097321,2
"whitecol","flanders",1,0,2,14.24274,0,0.0271492,1
"whitecol","flanders",0,0,2,13.56561,0.0048531,0.0384398,1
"inactself","flanders",0,0,2,13.9067,0,0.0626466,2
"inactself","flanders",0,0,2,13.83131,0.0125206,0.0229151,4
"inactself","flanders",0,0,1,12.92145,0.0322745,0.0161861,1
"bluecol","flanders",1,1,2,13.87902,0,0.0106309,0
"whitecol","flanders",1,0,2,14.42643,0,0.0074555,1
"whitecol","flanders",2,0,1,13.67622,0.0068968,0.0145637,1
"whitecol","flanders",2,0,2,14.01339,0,0.0012307,2
"inactself","flanders",0,0,2,13.4925,0,0,4
"inactself","flanders",0,0,2,14.02518,0,0.045286,4
"inactself","flanders",1,1,2,13.80178,0.0033456,0.0143314,1
"whitecol","flanders",2,0,2,14.59833,0,0.0082646,1
"whitecol","flanders",1,0,2,13.82596,0,0.0421672,2
"inactself","flanders",0,0,1,12.92006,0,0,4
"whitecol","flanders",0,0,2,13.87715,0,0.0208053,3
"whitecol","flanders",2,0,2,13.62319,0,0.0231406,2
"bluecol","flanders",0,0,1,13.02888,0.1040635,0.028684,1
"inactself","flanders",0,0,2,13.48517,0,0.0509435,4
"whitecol","flanders",1,0,2,13.87083,0,0.0020892,0
"whitecol","flanders",1,0,2,14.11103,0,0.0305679,2
"inactself","flanders",0,0,2,14.08789,0,0.0621161,4
"inactself","flanders",0,0,2,13.79747,0.0307906,0.0159329,3
"inactself","flanders",0,0,2,13.75174,0.0067148,0.0223316,4
"bluecol","flanders",2,0,2,13.88167,0.0094347,0.0283086,2
"whitecol","flanders",2,0,2,14.07745,0.0023087,0.0027427,2
"inactself","flanders",0,0,4,13.83482,0,0.0098166,2
"bluecol","flanders",2,0,2,13.74364,0.0077365,0.0105991,0
"whitecol","flanders",2,1,2,14.04518,0,0.0007249,1
"bluecol","flanders",2,0,2,14.33896,0.0071452,0.0019196,1
"bluecol","flanders",0,0,2,14.16385,0.0060986,0,1
"inactself","flanders",0,0,3,13.15987,0,0.0082989,4
"whitecol","flanders",0,0,2,14.39714,0,0.017352,3
"bluecol","flanders",0,0,4,13.83584,0.0039273,0.0023517,3
"whitecol","flanders",0,0,1,13.63728,0,0,1
"inactself","flanders",0,0,2,13.4417,0.0073245,0.0250776,3
"bluecol","flanders",1,0,4,14.01345,0.0508003,0.0060153,2
"inactself","flanders",0,0,2,13.92216,0,0.1046466,4
"bluecol","flanders",0,0,2,14.13673,0.0126196,0.0015579,3
"bluecol","flanders",1,0,4,14.47527,0,0,2
"inactself","flanders",0,0,2,13.24415,0,0.0090517,4
"inactself","flanders",0,0,3,13.62228,0,0.0064928,4
"inactself","walloon",1,1,2,14.09358,0.0342576,0.0130942,0
"bluecol","flanders",0,0,3,13.73699,0,0.0232866,3
"whitecol","flanders",1,0,2,14.14712,0,0,0
"inactself","flanders",0,0,2,14.01941,0,0.0320069,0
"inactself","flanders",0,0,2,13.63051,0.0161857,0.0558197,4
"bluecol","flanders",2,0,2,13.88834,0,0.0083641,1
"inactself","flanders",0,0,2,14.07378,0,0.0450347,4
"inactself","flanders",0,0,1,13.5887,0,0.0337235,4
"whitecol","flanders",0,0,1,13.08151,0.0293759,0.0154755,1
"whitecol","flanders",2,0,2,14.51894,0,0.0276131,1
"inactself","flanders",0,0,2,14.08698,0,0.0190595,4
"whitecol","flanders",2,0,2,14.02507,0,0.0036006,1
"inactself","flanders",3,0,2,14.47841,0.0006493,0.0001608,2
"bluecol","flanders",0,0,3,14.16697,0,0.015503,4
"inactself","flanders",0,0,2,13.57581,0,0.0328036,4
"inactself","flanders",1,0,2,14.43107,0.0201006,0,3
"bluecol","flanders",0,0,3,13.69449,0.0131375,0.0137605,3
"whitecol","flanders",0,0,2,14.29211,0,0.0330196,2
"inactself","flanders",0,0,2,13.52646,0,0.0222545,4
"whitecol","flanders",2,0,2,14.34309,0,0.0440714,2
"whitecol","flanders",0,0,2,13.79296,0.0006382,0.0045157,3
"inactself","flanders",0,0,2,13.20333,0.0355239,0,4
"bluecol","flanders",2,0,2,13.76274,0.0702668,0.0110816,1
"whitecol","flanders",1,0,2,13.84033,0,0.0032074,1
"inactself","flanders",0,0,2,13.81984,0,0.0111357,4
"whitecol","flanders",0,0,2,13.98585,0.0267183,0.0136627,0
"inactself","flanders",0,0,2,13.65998,0,0.0063368,4
"inactself","flanders",0,0,2,13.63406,0,0.0140566,4
"inactself","flanders",0,0,2,13.64235,0.0215599,0.0131842,4
"whitecol","flanders",0,0,2,14.02581,0,0.0132604,3
"whitecol","flanders",0,0,3,14.42086,0,0.0027742,3
"bluecol","flanders",1,0,3,13.58864,0,0.0028305,1
"bluecol","flanders",0,0,2,13.68149,0,0.0004802,0
"bluecol","flanders",0,0,1,12.80485,0.0118688,0.0089016,2
"whitecol","flanders",0,0,2,14.05959,0,0.0082354,0
"inactself","flanders",0,0,2,13.59501,0.0164565,0.0187442,4
"inactself","flanders",0,0,2,13.82254,0,0.0025619,4
"bluecol","flanders",3,0,2,13.68932,0.0452436,0,1
"inactself","flanders",0,0,2,14.15604,0,0.0087074,4
"inactself","flanders",0,0,3,13.26033,0.0034845,0.0277854,3
"inactself","flanders",0,0,2,13.19326,0.0172598,0,4
"inactself","flanders",0,0,1,13.24998,0.0266171,0.0068444,4
"bluecol","flanders",3,0,2,14.45436,0.0074207,0.0148678,2
"whitecol","flanders",0,0,1,13.47975,0,0.0057751,1
"inactself","flanders",0,0,3,14.32134,0.0234087,0.019342,4
"whitecol","flanders",0,0,2,13.76202,0,0.0317983,1
"inactself","flanders",0,0,1,14.24747,0.0013634,0.0090686,3
"inactself","flanders",0,0,1,13.98765,0.0620287,0.0061827,3
"whitecol","flanders",0,0,3,13.56007,0,0.0278786,1
"whitecol","flanders",0,0,2,13.4979,0,0,2
"bluecol","flanders",1,0,2,13.87822,0,0.0070329,1
"whitecol","flanders",0,0,1,13.46279,0,0,1
"whitecol","flanders",0,0,1,13.08823,0,0,1
"whitecol","flanders",0,0,1,13.37267,0.0072874,0.0398562,1
"bluecol","flanders",0,0,4,13.72425,0.0046945,0.0045882,3
"whitecol","flanders",2,0,1,13.22554,0.0285743,0.0096113,1
"whitecol","flanders",0,0,1,13.69774,0.0227471,0.0403238,2
"inactself","flanders",0,0,2,13.85755,0,0.0156289,4
"inactself","flanders",0,0,2,13.59285,0,0.0091455,4
"whitecol","flanders",2,0,2,14.64506,0,0.0030258,2
"inactself","flanders",0,0,1,13.02716,0,0,4
"bluecol","flanders",0,0,2,13.39042,0.0122991,0.0372459,2
"inactself","flanders",0,0,2,13.97653,0.002135,0.023485,4
"inactself","flanders",0,0,2,13.23186,0,0,4
"bluecol","flanders",3,0,2,14.38195,0.0142748,0,1
"inactself","flanders",0,0,2,13.56144,0.0017018,0.0200816,4
"inactself","flanders",2,0,2,13.93875,0,0.0104707,1
"bluecol","flanders",0,0,2,13.41436,0.0489464,0.0021328,2
"inactself","flanders",0,0,2,13.36034,0,0.0342212,4
"inactself","flanders",0,0,1,13.15717,0.0945701,0,1
"whitecol","flanders",2,0,2,13.74006,0,0.0197623,1
"whitecol","flanders",0,0,2,13.99102,0,0.0079347,1
"inactself","flanders",0,0,2,13.6409,0,0.0122603,4
"inactself","flanders",0,0,2,13.58695,0,0.0204656,4
"bluecol","flanders",0,0,4,13.77928,0,0.0078389,2
"whitecol","flanders",1,0,3,14.09369,0,0.0265308,2
"whitecol","flanders",0,1,2,14.14102,0.0018632,0.0141775,1
"whitecol","flanders",0,0,2,13.87267,0.0398084,0.006154,0
"whitecol","flanders",0,0,2,13.39089,0,0.0156326,2
"inactself","flanders",0,0,2,13.30964,0,0.0195363,4
"inactself","flanders",0,0,2,13.33214,0,0.006538,4
"bluecol","flanders",0,0,3,13.77127,0.0248223,0.0064972,3
"bluecol","flanders",0,0,2,13.84751,0,0,0
"inactself","flanders",0,0,2,14.34074,0,0.0216094,3
"whitecol","flanders",0,1,2,13.87085,0,0.0136134,0
"whitecol","flanders",0,0,2,13.29721,0.041892,0,3
"inactself","flanders",2,0,2,14.33088,0.0163415,0.0085793,2
"whitecol","flanders",0,0,3,14.21249,0,0.0089066,3
"inactself","flanders",0,0,1,13.06474,0,0.0212032,4
"bluecol","flanders",1,1,2,13.93367,0.0111602,0.0059711,1
"inactself","flanders",0,0,2,13.56159,0,0.0313862,4
"inactself","flanders",0,0,3,13.79022,0.0220548,0.0025846,3
"bluecol","flanders",0,0,2,13.37886,0.0258683,0.0271311,3
"bluecol","flanders",1,0,1,13.57343,0,0.0007949,1
"bluecol","flanders",2,0,2,13.80302,0.014022,0.00322,1
"whitecol","flanders",0,0,2,13.25262,0,0,0
"bluecol","flanders",2,0,2,14.20798,0,0.0124406,1
"inactself","flanders",0,0,2,13.40847,0,0.0264656,4
"bluecol","flanders",3,0,2,14.43971,0,0.0144507,2
"whitecol","flanders",0,0,3,13.36127,0.0122849,0.00315,4
"inactself","flanders",0,0,2,12.92548,0,0.0046756,4
"whitecol","flanders",3,0,2,13.90984,0.0788245,0.0262075,1
"inactself","flanders",1,0,3,14.17436,0,0.001098,3
"bluecol","flanders",0,0,4,14.04961,0,0,3
"inactself","flanders",0,0,1,13.04575,0,0.0402914,2
"whitecol","flanders",0,0,1,13.30765,0.0648073,0.0047359,1
"inactself","flanders",0,0,2,14.10479,0.0043131,0.0152711,4
"inactself","flanders",0,0,2,13.59018,0,0.0161602,4
"inactself","flanders",0,0,1,13.15448,0,0.0030214,4
"inactself","flanders",0,0,1,13.26612,0,0,4
"inactself","flanders",0,0,3,13.41145,0,0,4
"whitecol","flanders",0,0,2,14.64992,0.0100024,0.0318884,3
"whitecol","flanders",0,0,2,14.09746,0,0.0033831,1
"bluecol","flanders",0,0,2,13.64114,0,0,2
"bluecol","flanders",2,0,2,13.93343,0.0188562,0.0299054,2
"inactself","flanders",3,0,2,14.18573,0.0098118,0.0241648,0
"whitecol","flanders",1,0,3,14.17367,0.049109,0,2
"whitecol","flanders",3,0,2,13.77421,0,0,2
"inactself","flanders",0,0,1,12.92071,0,0.0147691,4
"inactself","flanders",0,0,1,14.00854,0,0.0076476,4
"whitecol","flanders",0,0,1,13.39468,0.0314393,0.0207097,0
"inactself","flanders",0,0,2,13.72736,0,0.0610734,4
"whitecol","flanders",0,0,2,14.25359,0,0.0074078,3
"inactself","flanders",1,0,2,13.93837,0.0074501,0.0100608,1
"whitecol","flanders",0,0,1,13.07207,0,0.0060571,1
"inactself","flanders",0,0,1,12.86134,0.032716,0,4
"whitecol","flanders",2,1,2,13.84529,0.0176116,0.0032498,1
"bluecol","flanders",1,0,2,14.00511,0.0029783,0.005341,1
"whitecol","flanders",0,0,4,13.8259,0.0325689,0,3
"whitecol","flanders",0,0,2,14.32119,0,0.0052469,2
"inactself","flanders",0,0,3,13.42161,0.0042703,0,4
"bluecol","flanders",1,0,4,14.05328,0,0.0101607,2
"inactself","flanders",0,0,1,13.23547,0.0962895,0.0153892,4
"bluecol","flanders",0,0,2,14.07093,0,0.0912403,2
"inactself","flanders",1,0,3,14.2199,0,0.0069435,2
"inactself","flanders",1,0,2,13.69199,0.0401354,0.0047929,2
"inactself","flanders",0,0,2,13.56019,0,0,4
"inactself","flanders",0,0,1,13.24879,0.0253797,0.0084176,3
"whitecol","flanders",2,0,2,14.25966,0,0.0067575,2
"whitecol","flanders",2,0,2,13.65066,0.0141506,0,1
"inactself","flanders",0,0,1,12.96585,0,0,4
"inactself","flanders",0,0,2,14.36783,0.0080056,0.0032465,2
"bluecol","flanders",3,0,2,13.80066,0.0304244,0.0032276,1
"inactself","flanders",2,0,3,13.97459,0,0.0174407,2
"inactself","flanders",0,0,3,13.51285,0,0.0045476,4
"inactself","flanders",0,0,2,13.32178,0,0.0363531,4
"whitecol","flanders",4,0,2,14.1599,0.0081126,0.0165909,2
"inactself","flanders",0,0,3,13.48109,0,0,4
"bluecol","flanders",0,0,2,13.55918,0,0.0175001,1
"whitecol","flanders",0,0,2,13.66599,0,0.0082915,1
"inactself","flanders",0,0,2,13.64164,0,0.0158352,4
"inactself","flanders",0,0,2,13.2404,0.0496089,0.0017062,1
"bluecol","flanders",2,0,2,13.33056,0.0454421,0,2
"whitecol","flanders",0,0,2,14.33742,0,0.0182567,0
"inactself","flanders",0,0,3,13.66057,0.0070055,0,3
"bluecol","flanders",0,0,3,13.7259,0,0.0069825,3
"bluecol","flanders",0,0,2,13.73079,0,0.0088553,1
"inactself","flanders",0,0,1,12.98632,0,0,3
"bluecol","flanders",1,0,2,14.17217,0,0.0009996,0
"bluecol","flanders",1,0,4,13.54021,0.0188057,0,3
"inactself","flanders",0,0,2,13.75819,0,0.0161264,4
"inactself","flanders",0,0,2,13.41184,0,0.0286945,4
"inactself","flanders",0,0,2,13.30792,0,0.0017743,4
"inactself","flanders",1,0,3,14.33831,0,0.0061142,3
"whitecol","flanders",0,0,3,13.85927,0.0068918,0.0026763,2
"whitecol","flanders",2,0,2,14.69922,0.0070665,0.0206479,1
"whitecol","flanders",2,0,2,13.51905,0,0.0092165,1
"bluecol","flanders",1,0,3,13.78124,0,0.0036013,2
"whitecol","flanders",2,0,2,14.07417,0,0.0329835,1
"inactself","flanders",0,0,1,13.05247,0,0.0099475,4
"inactself","flanders",0,0,2,13.6529,0,0.0032332,4
"inactself","flanders",0,0,2,13.62376,0.0018025,0.0226913,4
"whitecol","flanders",0,0,2,14.29036,0,0.045402,3
"bluecol","flanders",0,0,3,13.54509,0,0.0234005,3
"inactself","flanders",0,0,1,12.31396,0.0345806,0,3
"inactself","flanders",0,0,2,13.43867,0,0,4
"bluecol","flanders",1,0,2,13.27636,0,0.0111514,2
"inactself","flanders",0,0,1,13.02001,0,0,4
"inactself","flanders",0,0,3,13.38689,0,0.0102241,3
"inactself","walloon",4,0,2,14.40469,0,0,1
"inactself","walloon",0,0,1,13.40453,0,0.0050317,3
"inactself","walloon",0,0,2,14.20022,0,0.0108713,4
"bluecol","walloon",1,0,2,13.65622,0.0841372,0,2
"bluecol","walloon",2,0,2,13.78341,0,0.0107309,2
"whitecol","walloon",1,0,2,14.21499,0.0143577,0.0233514,1
"inactself","walloon",4,1,2,14.14634,0,0.0515026,1
"inactself","walloon",0,0,2,13.651,0,0.0187714,4
"inactself","walloon",0,0,2,14.0835,0,0.0517758,4
"whitecol","brussels",2,0,2,14.43753,0,0.0243776,1
"whitecol","walloon",2,0,2,14.27388,0,0.0098489,2
"bluecol","walloon",0,0,2,13.89739,0,0.0015811,0
"inactself","walloon",0,0,1,13.09445,0,0,4
"inactself","walloon",0,0,4,14.75205,0.0047837,0.0234577,1
"inactself","walloon",0,0,2,13.75905,0,0.0360341,4
"inactself","walloon",0,0,3,14.14548,0,0,4
"inactself","walloon",0,0,2,13.64071,0.0394462,0.0074891,2
"bluecol","walloon",3,0,2,14.02965,0.0224251,0.016642,1
"whitecol","walloon",0,0,2,13.26668,0,0.0048405,1
"inactself","walloon",0,0,2,13.43991,0.0082285,0.0037998,3
"inactself","walloon",0,0,2,13.59331,0,0.0111195,4
"inactself","walloon",0,0,1,12.58494,0.0374634,0.0474454,2
"inactself","walloon",0,0,1,12.97892,0,0.0044046,4
"inactself","walloon",0,0,1,13.13464,0,0.0014224,4
"whitecol","brussels",1,0,1,13.43708,0.0349346,0.0084796,1
"whitecol","walloon",2,0,2,14.41798,0,0.0103048,3
"whitecol","walloon",2,0,2,13.76616,0.0181415,0.0162882,1
"inactself","walloon",0,0,2,13.41377,0.0092176,0.0094148,4
"whitecol","walloon",1,0,3,13.95923,0.0171702,0.0191553,2
"inactself","walloon",3,0,1,13.22967,0.0254816,0,1
"inactself","walloon",0,0,2,13.14645,0.1057811,0.0095121,0
"inactself","walloon",0,0,2,13.5291,0.0066315,0.0124441,4
"inactself","walloon",2,0,2,14.5251,0,0.0205523,2
"bluecol","walloon",1,0,2,13.92015,0.0537849,0,0
"inactself","walloon",1,0,2,13.58665,0.0626373,0.0121443,1
"inactself","walloon",1,0,3,13.9273,0.0292949,0.0109668,2
"whitecol","walloon",1,0,2,13.97513,0,0.0817718,1
"whitecol","walloon",2,0,2,14.00415,0,0.0661013,1
"inactself","walloon",0,0,2,14.30534,0,0.0138048,4
"bluecol","walloon",2,0,2,13.74101,0.0457655,0.0449887,1
"bluecol","walloon",1,1,2,14.1581,0,0.0223372,2
"inactself","walloon",0,0,2,14.11391,0,0.0106552,4
"inactself","walloon",0,0,2,13.37407,0,0.0291428,4
"bluecol","walloon",3,0,2,13.79205,0,0.0012039,1
"inactself","walloon",0,0,1,13.90886,0.0512276,0.0289011,4
"bluecol","walloon",1,0,2,14.17656,0,0.0124614,1
"inactself","walloon",2,0,2,13.71775,0.0415893,0.0226803,1
"whitecol","walloon",0,1,2,13.78147,0,0.0020858,1
"bluecol","walloon",1,0,2,13.14101,0.1330012,0.006007,2
"bluecol","walloon",0,0,2,13.4288,0,0.0290244,2
"bluecol","walloon",2,0,2,13.56801,0.0524111,0.0045725,1
"inactself","walloon",0,0,2,13.90069,0.0336942,0.0141058,4
"inactself","walloon",0,0,2,13.9057,0.0378077,0.0070725,4
"inactself","walloon",0,0,3,14.57782,0,0.0029059,3
"inactself","walloon",0,0,1,12.81266,0,0.0267261,4
"inactself","walloon",0,0,1,13.62772,0,0.0271999,4
"inactself","walloon",0,0,2,14.48252,0,0.0328479,4
"whitecol","walloon",3,0,2,14.29051,0.0038059,0.0352764,2
"inactself","walloon",0,0,1,13.92854,0.0052944,0.0105514,1
"inactself","walloon",0,0,2,13.75662,0,0.0050275,4
"inactself","walloon",0,0,1,13.30265,0,0.0731889,4
"bluecol","walloon",1,0,2,13.62437,0.0764843,0.0025423,2
"bluecol","walloon",1,1,4,13.88342,0,0.0020182,2
"bluecol","walloon",0,0,2,13.82519,0,0.0206907,0
"whitecol","walloon",2,0,2,14.01772,0.0215667,0.0085091,1
"whitecol","walloon",1,0,2,13.94322,0,0.0048476,1
"inactself","walloon",0,0,1,13.21855,0,0.0015041,4
"inactself","walloon",0,0,1,13.69643,0,0.0180864,4
"inactself","walloon",0,0,1,13.87335,0,0.0021519,4
"whitecol","walloon",4,0,2,14.29749,0.0071143,0.0068919,1
"whitecol","walloon",1,0,2,14.16613,0.0020282,0.0440049,3
"inactself","walloon",0,0,2,13.79591,0,0.0439941,3
"inactself","walloon",0,0,1,13.60268,0,0,4
"inactself","walloon",0,0,1,13.56845,0,0.0119217,3
"inactself","walloon",0,0,2,13.80831,0.0048347,0.0399466,4
"inactself","walloon",0,0,1,13.62307,0,0.0157538,4
"inactself","flanders",0,0,2,13.81311,0,0.1472517,4
"whitecol","walloon",0,0,1,13.41202,0,0.0058564,3
"inactself","walloon",0,0,2,14.62586,0,0.0431567,4
"whitecol","walloon",2,0,2,14.58985,0,0.0020026,3
"inactself","walloon",0,0,1,13.83298,0,0.0039032,4
"inactself","walloon",0,0,2,14.13669,0,0.0087427,3
"bluecol","walloon",2,0,2,13.84607,0.0132566,0.0020368,1
"inactself","walloon",2,0,2,13.63538,0,0.0471429,1
"inactself","walloon",0,0,1,13.56423,0.005477,0.0369657,3
"whitecol","walloon",0,0,4,13.87237,0.0650273,0,2
"inactself","walloon",0,0,2,14.10762,0,0.0173679,4
"inactself","walloon",0,0,1,13.30864,0,0,4
"inactself","walloon",0,0,2,13.90262,0,0.0095636,4
"bluecol","walloon",2,0,2,14.05727,0.0227093,0.0216728,2
"inactself","walloon",0,0,2,13.29586,0,0.0304272,4
"inactself","walloon",2,0,2,14.53753,0,0.0111718,2
"whitecol","walloon",2,0,2,14.895,0,0.0427994,1
"inactself","walloon",0,0,2,14.19254,0,0.0279543,4
"inactself","walloon",0,0,2,13.80132,0,0.0185859,4
"inactself","walloon",0,0,2,14.02334,0,0.0165141,4
"inactself","walloon",3,1,2,13.37952,0,0,0
"whitecol","walloon",2,0,2,14.33358,0,0.0211868,1
"inactself","walloon",0,0,2,14.10616,0.0344575,0.0198849,4
"whitecol","walloon",0,0,3,14.19783,0,0.003758,1
"inactself","walloon",0,0,3,14.06459,0,0,3
"whitecol","walloon",4,0,2,13.71406,0.058172,0.0130998,2
"inactself","walloon",0,0,2,13.84175,0,0.0040328,4
"whitecol","walloon",0,0,2,14.03489,0.0657192,0,3
"inactself","walloon",0,0,1,13.52205,0.1634758,0.0518509,4
"whitecol","walloon",0,0,2,13.79396,0.0360977,0.0200597,2
"inactself","walloon",1,0,3,13.85749,0,0.0208386,2
"inactself","walloon",0,0,1,13.51956,0,0,3
