"dir","hir","lvr","ccs","mcs","pbcr","dmi","self","single","uria","comdominiom","black","deny"
0.24,0.15,0.753424657534247,1,2,"no","no","no","no",3.20000004768372,1,"no","yes"
0.35,0.28,0.145161290322581,1,1,"no","no","no","yes",3.20000004768372,1,"no","yes"
0.35,0.28,0.741935483870968,2,1,"no","no","no","yes",3.20000004768372,1,"no","yes"
0.32,0.23,0.79746835443038,5,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.33,0.28,0.847058823529412,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.35,0.26,0.788235294117647,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.18,0.947368421052632,6,1,"no","no","no","yes",5.30000019073486,1,"no","yes"
0.28,0.27,0.665467625899281,6,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.4,0.31,0.894444444444444,6,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.47,0.22,0.315926892950392,1,1,"no","no","yes","yes",3.20000004768372,1,"yes","no"
0.38,0.28,0.571428571428571,1,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.39,0.23,0.888888888888889,6,3,"no","no","no","yes",4.30000019073486,1,"no","no"
0.32,0.23,0.873949579831933,6,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.37,0.3,0.456937799043062,6,1,"no","no","yes","no",3.09999990463257,0,"no","no"
0.49,0.27,0.199481865284974,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.17,0.09,0.756906077348066,1,1,"no","no","yes","no",4.30000019073486,1,"no","no"
0.33,0.29,0.584415584415584,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.33,0.27,0.339622641509434,5,2,"no","no","yes","no",4.30000019073486,0,"yes","no"
0.27,0.26,0.795698924731183,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.32,0.29,1.09565217391304,5,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.35,0.27,0.928301886792453,1,1,"no","no","no","no",3.59999990463257,0,"no","no"
0.33,0.31,0.744444444444444,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.29,0.29,0.794701986754967,1,2,"no","no","yes","no",3.59999990463257,0,"no","no"
0.32,0.22,0.795180722891566,1,2,"no","no","no","yes",2,0,"no","no"
0.37,0.26,0.895348837209302,1,2,"no","no","no","yes",2,0,"no","no"
0.26,0.25,0.892307692307692,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.35,0.27,0.885135135135135,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.26,0.25,0.916129032258065,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.31,0.2,0.770588235294118,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.35,0.3,0.8,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.55,0.32,0.903030303030303,2,2,"no","no","no","yes",4.30000019073486,0,"yes","yes"
0.31,0.28,0.773972602739726,1,2,"no","no","no","no",2,0,"no","no"
0.24,0.14,0.545454545454545,2,1,"no","no","no","no",3.59999990463257,0,"no","no"
0.34,0.31,0.801282051282051,1,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.3,0.23,0.902857142857143,6,2,"yes","no","no","no",3.20000004768372,0,"yes","yes"
0.33,0.32,0.745762711864407,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.37,0.31,0.89922480620155,3,2,"yes","no","no","yes",3.20000004768372,1,"no","yes"
0.25,0.2,0.802721088435374,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.21,0.783505154639175,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.32,0.2,0.888157894736842,2,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.36,0.15,0.769230769230769,2,1,"no","no","no","no",3.09999990463257,1,"no","no"
0.24,0.23,0.790419161676647,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.1,0.04,0.8,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.34,0.28,0.896551724137931,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.43,0.3,0.666666666666667,2,3,"yes","no","no","yes",10.6000003814697,0,"no","no"
0.39,0.3,0.71301247771836,1,2,"no","no","yes","yes",4.30000019073486,0,"no","no"
0.31,0.28,0.776223776223776,2,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.37,0.26,0.676923076923077,2,2,"no","no","no","yes",5.30000019073486,1,"no","no"
0.31,0.25,0.599700149925038,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.37,0.26,0.498575498575499,2,1,"no","no","no","yes",5.30000019073486,0,"no","no"
0.24,0.2,0.648330058939096,1,2,"no","no","yes","no",1.79999995231628,0,"no","no"
0.37,0.24,0.65597667638484,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.35,0.27,1,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.29,0.26,0.7,2,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.29,0.28,0.364415862808146,2,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.07,0.07,0.752238805970149,1,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.36,0.33,0.8,1,2,"no","no","no","no",2,0,"no","no"
0.25,0.22,0.528301886792453,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.21,0.18,0.703703703703704,1,2,"no","no","yes","no",10.6000003814697,0,"no","no"
0.13,0.1,0.454545454545455,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.34,0.23,1,2,4,"yes","no","no","yes",4.30000019073486,1,"no","no"
0.39,0.33,0.724137931034483,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.29,0.68259385665529,2,2,"no","no","no","yes",2,0,"no","no"
0.29,0.17,1,1,2,"no","no","no","no",3.09999990463257,1,"no","no"
0.17,0.12,0.498489425981873,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.37,0.27,0.477099236641221,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.44,0.37,0.821238938053097,2,2,"no","no","yes","no",3.20000004768372,0,"no","yes"
0.37,0.28,0.659340631701265,5,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.25,0.23,0.765110958951289,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.26,0.25,0.995184602877458,2,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.75,0.29,0.448717948717949,1,2,"no","no","no","yes",8.89999961853027,0,"no","yes"
0.175,0.12,0.508474576271186,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.18,0.18,0.745098039215686,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.35,0.3,0.446351931330472,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.276000003814697,0.26,1,1,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.28,0.28,0.946236559139785,1,2,"no","no","no","yes",3.90000009536743,0,"no","yes"
0.33,0.22,0.858333333333333,5,2,"no","no","no","no",3.20000004768372,1,"yes","no"
0.18,0.18,0.604395604395604,4,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.48,0.34,0.604395604395604,2,2,"no","no","yes","yes",3.20000004768372,1,"yes","no"
0.19,0.19,0.833333333333333,4,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.4,0.3,0.927272727272727,5,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.55,0.23,0.574712643678161,3,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.39,0.28,0.803738317757009,4,2,"no","no","no","yes",3.90000009536743,1,"yes","no"
0.691999969482422,0.377999992370605,0.8,5,2,"no","no","yes","no",3.20000004768372,0,"no","yes"
0.405999984741211,0.29,1.14,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.412000007629395,0.307999992370605,1.00067617381774,1,2,"no","no","no","yes",2,1,"no","yes"
0.3,0.265,0.948148148148148,2,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.347999992370605,0.163999996185303,0.779166666666667,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.325,0.272000007629395,0.903448275862069,1,1,"no","no","no","yes",4.30000019073486,1,"no","no"
0.359000015258789,0.28,0.8,3,1,"no","no","no","no",4.30000019073486,0,"yes","no"
0.3,0.265,0.903703703703704,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.267000007629395,0.185,0.794444444444444,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.33,0.31,0.780952380952381,1,2,"no","no","no","yes",2,1,"no","no"
0.305,0.225,0.684210526315789,5,1,"no","no","no","no",2,0,"no","no"
0.32,0.28,0.873333333333333,1,2,"no","no","yes","yes",3.20000004768372,1,"no","no"
0.37,0.25,0.942675159235669,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.243999996185303,0.203999996185303,0.692307692307692,1,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.324000015258789,0.3,0.746268656716418,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.35,0.292000007629395,0.884848484848485,6,2,"yes","no","no","no",3.20000004768372,0,"yes","yes"
0.38,0.14,0.777464788732394,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.24,0.197000007629395,0.868852459016393,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.312000007629395,0.257000007629395,0.801169590643275,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.32,0.258999996185303,0.676470588235294,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.36,0.182999992370605,0.794642857142857,2,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.176000003814697,0.12,0.671875,2,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.31,0.24,0.803030303030303,1,2,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.27,0.23,0.775,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.3,0.5,6,2,"yes","no","no","yes",3.09999990463257,0,"no","yes"
0.41,0.21,0.900523560209424,2,1,"no","no","no","no",1.79999995231628,0,"no","yes"
0.19,0.12,0.411764705882353,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.2,0.19,0.534285714285714,6,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.4,0.146000003814697,0.666666666666667,1,1,"no","no","no","yes",3.90000009536743,1,"no","no"
0.32,0.257999992370605,0.773584905660377,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.35,0.33,0.740229885057471,5,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.37,0.27,0.666666666666667,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.35,0.29,0.944303797468354,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.33,0.18,0.78239608801956,1,1,"no","no","no","no",8.89999961853027,0,"no","no"
0.15,0.15,0.72202166064982,1,2,"no","no","yes","no",5.30000019073486,0,"no","no"
0.34,0.23,0.46448087431694,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.27,0.17,0.713375796178344,1,1,"no","no","yes","yes",3.09999990463257,0,"no","no"
0.34,0.18,0.8,5,1,"no","no","no","no",3.20000004768372,0,"yes","no"
0.3,0.22,0.642335766423358,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.32,0.595744680851064,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
1.28,0.73,0.707547169811321,1,1,"no","no","yes","no",4.30000019073486,0,"no","no"
0.28,0.15,0.79646017699115,2,1,"no","no","no","yes",3.90000009536743,0,"no","no"
0.24,0.22,0.703703703703704,1,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.24,0.24,0.8,1,2,"no","no","no","yes",4.30000019073486,0,"yes","no"
0.38,0.36,1.03157894736842,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.26,0.9,1,2,"no","no","no","no",3.90000009536743,1,"yes","no"
0.35,0.24,0.863636363636364,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.25,0.17,1.1875,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.44,0.11,0.5,1,1,"no","no","no","yes",2,0,"no","no"
0.12,0.12,0.333333333333333,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.21,0.21,0.638297872340426,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.24,0.24,0.733333333333333,1,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.36,0.36,0.591836734693878,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.19,0.803418803418803,2,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.42,0.35,0.8,2,3,"no","no","yes","no",3.20000004768372,0,"no","no"
0.37,0.24,0.596491228070175,1,1,"yes","no","yes","yes",3.20000004768372,0,"no","no"
0.33,0.32,0.670250896057348,3,4,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.27,0.22,0.491071428571429,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.26,0.58252427184466,1,1,"no","no","no","yes",2,1,"no","no"
0.48,0.48,0.728205128205128,3,1,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.19,0.17,0.786666666666667,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.19,0.17,0.632911392405063,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.31,0.31,0.723684210526316,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.36,0.28,0.798701298701299,6,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.21,0.13,0.426829268292683,5,1,"no","no","no","no",2,0,"no","no"
0.33,0.24,0.547619047619048,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.36,0.35,0.731707317073171,1,2,"no","no","no","yes",2,0,"no","no"
0.37,0.3,0.782608695652174,6,2,"yes","no","no","yes",1.79999995231628,0,"no","no"
0.35,0.25,0.773809523809524,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.42,0.14,0.798449612403101,1,2,"no","no","no","yes",3.59999990463257,0,"no","no"
0.34,0.26,0.867647058823529,6,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.24,0.17,0.798701298701299,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.38,0.24,0.897959183673469,1,2,"no","no","no","yes",2,1,"no","no"
0.38,0.28,0.273972602739726,1,2,"no","no","no","no",8.89999961853027,0,"no","no"
0.18,0.01,0.796296296296296,2,2,"no","no","yes","no",1.79999995231628,0,"no","no"
0.34,0.2,0.592592592592593,5,1,"no","no","yes","no",8.89999961853027,0,"no","no"
0.33,0.28,0.923076923076923,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.25,0.2,0.881481481481482,6,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.38,0.31,0.915492957746479,6,2,"no","no","no","no",10.6000003814697,0,"yes","no"
0.35,0.26,0.793103448275862,1,1,"no","no","yes","no",5.30000019073486,0,"no","no"
0.38,0.23,0.8,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.37,0.24,0.6,6,2,"yes","no","yes","yes",3.09999990463257,0,"no","no"
0.38,0.35,0.725806451612903,6,2,"yes","no","no","no",2,0,"no","no"
0.36,0.26,0.656862745098039,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.3,0.922535211267606,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.36,0.29,0.478142076502732,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.23,0.2,0.610687022900763,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.3,0.29,0.871428571428571,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.29,0.27,0.692592592592593,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.39,0.36,0.646258503401361,5,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.36,0.26,0.948275862068966,6,2,"yes","no","no","no",4.30000019073486,1,"no","yes"
0.28,0.16,0.8,1,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.38,0.18,0.875968992248062,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.26,0.26,0.50251256281407,5,1,"no","no","yes","no",3.20000004768372,1,"no","no"
0.44,0.3,0.915384615384615,5,1,"no","no","no","no",3.90000009536743,1,"yes","no"
0.34,0.32,0.724137931034483,6,2,"yes","no","no","no",3.20000004768372,0,"yes","no"
0.34,0.21,0.876923076923077,5,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.38,0.29,0.784313725490196,6,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.38,0.29,0.529953917050691,6,4,"yes","no","no","no",10.6000003814697,0,"no","no"
0.35,0.21,0.915384615384615,1,1,"no","no","no","yes",3.09999990463257,1,"no","no"
0.16,0.14,0.8,6,2,"no","no","no","no",3.59999990463257,1,"no","yes"
0.31,0.2,0.743801652892562,6,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.36,0.27,0.461538461538462,5,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.31,0.31,0.862068965517241,5,2,"no","no","yes","yes",2,0,"no","no"
0.45,0.21,0.657894736842105,1,2,"no","no","no","yes",3.20000004768372,0,"no","yes"
0.39,0.38,0.574712643678161,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.2,0.07,0.8,6,3,"no","no","no","yes",3.59999990463257,0,"no","yes"
0.24,0.23,0.671641791044776,4,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.45,0.45,0.722222222222222,2,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.61,0.26,0.888888888888889,1,1,"no","no","no","yes",3.09999990463257,1,"no","no"
0.27,0.18,0.885,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.55,0.24,0.51063829787234,3,4,"no","no","no","no",1.79999995231628,0,"no","no"
0.32,0.29,0.929133858267717,3,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.17,0.09,0.888888888888889,1,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.47,0.35,0.803571428571429,3,1,"no","no","no","no",4.30000019073486,0,"no","yes"
0.14,0.14,0.592592592592593,1,1,"no","no","yes","no",3.20000004768372,1,"no","no"
0.38,0.28,0.85,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.31,0.23,0.76219512195122,1,2,"no","no","yes","no",3.90000009536743,0,"no","no"
0.53,0.29,0.592592592592593,1,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.26,0.17,0.707692307692308,1,1,"no","no","no","yes",3.09999990463257,1,"no","no"
0.2,0.2,0.765957446808511,3,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.33,0.16,0.8,1,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.2,0.13,0.547445255474453,1,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.52,0.28,0.689655172413793,3,1,"yes","no","no","no",4.30000019073486,0,"no","no"
0.33,0.15,0.417910447761194,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.19,0.1,0.388059701492537,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.293999996185303,0.252999992370605,0.901960784313726,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.292999992370605,0.292999992370605,0.848484848484849,1,2,"no","no","no","yes",3.59999990463257,0,"no","yes"
0.337000007629395,0.330999984741211,0.352112676056338,2,1,"no","no","no","yes",3.90000009536743,0,"no","no"
0.201000003814697,0.131000003814697,0.307692307692308,2,1,"no","no","no","no",2,0,"no","no"
0.263999996185303,0.187999992370605,0.338983050847458,2,1,"no","no","no","yes",10.6000003814697,0,"no","no"
0.279699993133545,0.252199993133545,0.885245901639344,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.44,0.31,0.800904977375566,1,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.267299995422363,0.189099998474121,0.8,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.41,0.38,0.723684210526316,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.284400005340576,0.214300003051758,0.338129496402878,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.3,0.29,0.2,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.27,0.15,0.333333333333333,6,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.332700004577637,0.32189998626709,0.76875,6,2,"yes","no","no","yes",3.90000009536743,0,"no","no"
0.307299995422363,0.291399993896484,0.8,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.366100006103516,0.248999996185303,0.9,6,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.439099998474121,0.426100006103516,0.798245614035088,6,1,"no","no","no","yes",3.59999990463257,1,"no","no"
0.12,0.12,0.795454545454545,3,2,"yes","no","no","yes",1.79999995231628,0,"no","yes"
0.36,0.32,0.756756756756757,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.41,0.13,0.8,5,1,"yes","no","no","no",8.89999961853027,0,"no","yes"
0.33,0.27,0.4,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.38,0.34,0.48780487804878,1,2,"no","no","yes","no",10.6000003814697,0,"no","no"
0.32,0.32,0.6,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.32,0.24,0.902857142857143,6,2,"yes","no","yes","yes",3.20000004768372,0,"no","yes"
0.365,0.262000007629395,0.618181818181818,2,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.28,0.25,0.671186440677966,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.35,0.19,0.519480519480519,2,1,"no","no","no","no",2,1,"no","no"
0.231000003814697,0.0830000019073486,0.17910447761194,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.31,0.29,0.536363636363636,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.113999996185303,0.0740000009536743,0.544959128065395,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.3,0.297999992370605,0.489583333333333,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.287000007629395,0.276000003814697,0.689655172413793,1,2,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.43,0.32,0.857142857142857,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.35,0.25,0.89010989010989,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.33,0.32,0.808641975308642,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.42,0.34,0.864,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.5,0.32,1,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.4,0.24,1,1,1,"no","no","no","yes",2,1,"no","no"
0.38,0.37,0.732558139534884,2,2,"no","no","no","yes",2,0,"no","no"
0.33,0.32,0.801418439716312,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.22,0.21,0.901515151515151,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.38,0.33,0.65,2,1,"yes","no","no","no",2,0,"no","no"
0.38,0.33,0.591836734693878,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.38,0.33,0.8,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.38,0.33,0.789189189189189,5,4,"no","no","no","yes",4.30000019073486,0,"no","no"
0.38,0.28,0.8,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.38,0.33,0.375,2,1,"no","no","yes","no",4.30000019073486,0,"no","no"
0.38,0.33,0.416666666666667,3,1,"no","no","no","no",4.30000019073486,0,"no","yes"
0.38,0.33,0.76,3,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.38,0.33,0.773333333333333,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.23,0.2,0.769230769230769,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.26,0.26,0.366666666666667,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.15,0.15,0.631578947368421,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.17,0.14,0.48936170212766,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.28,0.28,0.436813186813187,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.3,0.868571428571429,1,2,"no","no","no","yes",3.90000009536743,0,"no","yes"
0.3,0.22,0.633802816901408,1,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.17,0.16,0.769230769230769,1,1,"no","no","no","yes",2,0,"no","no"
0.38,0.21,0.8,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.37,0.31,0.819672131147541,6,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.35,0.28,0.76551724137931,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.577000007629395,0.23,0.791666666666667,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.37,0.25,0.874848116646416,1,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.367000007629395,0.28,0.8,6,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.487000007629395,0.26,0.741839762611276,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.399000015258789,0.22,0.361538461538462,1,1,"yes","no","no","no",3.09999990463257,0,"no","no"
0.362000007629395,0.27,0.867783985102421,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.42,0.196000003814697,0.740540540540541,1,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.430999984741211,0.185,0.666666666666667,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.36,0.33,0.491428571428571,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.37,0.26,0.928571428571429,5,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.34,0.32,0.765217391304348,1,2,"no","no","no","yes",2,1,"no","no"
0.3,0.33,0.923566878980892,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.38,0.33,0.540540540540541,3,1,"no","no","no","yes",1.79999995231628,0,"no","no"
0.38,0.3,0.737142857142857,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.31,0.789473684210526,5,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.25,0.25,0.731707317073171,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.27,0.27,0.751552795031056,1,2,"no","no","no","yes",3.90000009536743,1,"yes","no"
0.4,0.12,0.578947368421053,6,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.36,0.24,0.798507462686567,5,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.32,0.22,0.892682926829268,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.38,0.31,0.748148148148148,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.27,0.27,0.847058823529412,6,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.3,0.60077519379845,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.33,0.31,0.773006134969325,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.28,0.25,0.8,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.28,0.9,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.29,0.489690721649485,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.31,0.21,0.788732394366197,5,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.39,0.23,0.746835443037975,1,1,"no","no","no","yes",3.59999990463257,1,"no","no"
0.320400009155273,0.269899997711182,0.751020408163265,5,2,"yes","no","yes","no",3.20000004768372,1,"no","no"
0.36689998626709,0.258299999237061,0.702898550724638,2,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.409900016784668,0.203899993896484,0.743421052631579,1,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.26,0.22,0.945945945945946,6,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.39,0.27,0.792,1,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.106199998855591,0.0279999995231628,0.597014925373134,2,2,"no","no","no","yes",2,1,"yes","no"
0.32,0.31,0.803149606299213,2,2,"no","no","no","no",5.30000019073486,1,"no","no"
