"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"yes","yes","yes","yes","yes","no",10,8,27,4,"no",11,"no","yes","no","no","yes","yes",5.793014,8,"yes",328,"no",14,NA,"yes","yes",11
"yes","yes","yes","yes","yes","no",16,11,26,6,"no",8,"no","yes","no","no","yes","yes",6.39693,8,"no",600,"no",40,116,"yes","yes",4
"yes","yes","yes","yes","yes","no",14,11,27,5,"no",8,"no","yes","no","no","yes","yes",6.54103,8,"yes",693,"no",32,83,"yes","yes",7
"yes","yes","yes","yes","yes","no",15,14,33,12,"no",12,"no","yes","no","no","yes","yes",6.827629,3,"no",923,"no",47,104,"yes","yes",12
"yes","yes","yes","yes","yes","no",12,11,28,12,"no",12,"no","yes","no","no","yes","yes",6.580639,3,"no",721,"no",42,106,"yes","yes",10
"yes","yes","yes","yes","yes","no",12,9,25,12,"no",9,"no","yes","no","no","yes","yes",6.291569,5,"yes",540,"no",26,99,"yes","yes",7
"yes","yes","yes","yes","yes","no",13,11,27,12,"no",9,"no","yes","no","no","yes","yes",6.12905,5,"yes",459,"yes",37,101,"yes","no",8
"yes","yes","yes","yes","yes","no",13,11,27,11,"no",11,"no","yes","no","no","yes","yes",6.184149,7,"yes",485,"yes",38,74,"6","yes",8
"yes","yes","yes","yes","yes","no",12,8,25,9.94,"yes",11,"yes","no","yes","no","yes","yes",5.857933,9,"yes",350,"no",24,NA,"6","no",7
"yes","yes","yes","yes","yes","no",16,9,25,18,"no",16,"no","yes","no","no","yes","yes",5.298317,1,"no",200,"yes",30,121,"6","yes",3
"yes","yes","yes","yes","yes","no",10,9,30,3,"no",10.25,"no","yes","no","no","yes","yes",6.253829,9,"yes",520,"no",30,NA,"yes","no",14
"yes","yes","yes","yes","yes","no",12,8,25,6,"no",12,"no","yes","no","no","yes","yes",5.521461,6,"yes",250,"no",26,NA,"4","no",7
"yes","yes","yes","yes","yes","no",11,8,28,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.222576,9,"yes",504,"no",22,NA,"yes","no",11
"yes","yes","yes","yes","yes","no",12,10,28,9,"no",8,"no","no","no","no","yes","yes",5.894403,8,"yes",363,"yes",21,77,"yes","yes",10
"yes","yes","yes","yes","yes","no",11,11,33,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.483108,9,"yes",654,"no",23,NA,"yes","no",16
"yes","yes","yes","yes","yes","no",12,12,32,5,"no",10.25,"no","yes","no","no","yes","yes",6.052089,9,"yes",425,"no",24,NA,"yes","no",14
"yes","yes","yes","yes","yes","no",12,12,31,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.501258,9,"yes",245,"no",26,NA,"4","no",13
"yes","yes","yes","yes","yes","no",11,8,25,9.94,"yes",8,"yes","no","no","no","yes","yes",5.521461,9,"yes",250,"no",21,NA,"6","yes",8
"yes","yes","yes","yes","yes","no",13,12,32,0,"no",10.25,"no","no","no","no","yes","no",6.778785,9,"no",879,"no",40,NA,"yes","no",13
"yes","yes","yes","yes","yes","no",12,11,26,6,"no",6,"no","yes","no","no","yes","yes",6.532334,8,"yes",687,"no",18,93,"yes","no",8
"yes","yes","yes","yes","yes","no",11,9,32,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.996452,9,"yes",402,"no",26,NA,"yes","no",15
"yes","yes","yes","yes","yes","no",12,12,31,6,"no",10.25,"no","no","no","no","yes","yes",6.059123,9,"yes",428,"no",32,NA,"4","no",13
"yes","yes","yes","yes","yes","no",13,9,24,10,"no",12,"no","yes","no","no","yes","yes",5.783825,6,"no",325,"no",37,114,"4","yes",5
"yes","yes","yes","yes","yes","no",17,11,27,16,"no",12,"no","yes","no","no","yes","yes",6.586172,2,"no",725,"no",40,103,"5","no",4
"yes","yes","yes","yes","yes","no",12,8,25,3,"no",8,"no","yes","no","no","yes","yes",6.659294,8,"no",780,"no",34,NA,"yes","yes",7
"yes","yes","no","yes","no","yes",14,11,27,9.94,"yes",8,"yes","no","yes","no","yes","yes",5.575949,9,"yes",264,"no",38,NA,"yes","yes",7
"yes","yes","no","yes","no","yes",12,12,32,6,"no",9,"no","yes","no","no","yes","yes",6.109248,8,"yes",450,"no",43,92,"4","yes",14
"yes","yes","no","yes","no","yes",14,12,27,8,"no",8,"no","yes","no","no","yes","yes",5.846439,8,"yes",346,"no",33,NA,"4","yes",7
"yes","yes","no","yes","no","yes",13,8,24,6,"no",3,"no","yes","no","no","yes","yes",5.857933,8,"yes",350,"no",21,79,"6","yes",5
"yes","yes","no","yes","no","yes",13,9,24,10,"no",13,"no","yes","no","no","yes","yes",5.991465,6,"yes",400,"no",24,NA,"6","yes",5
"yes","yes","no","yes","no","yes",12,12,32,2,"no",6,"no","yes","no","no","yes","yes",6.887553,8,"no",980,"no",34,92,"yes","yes",14
"yes","yes","no","yes","no","yes",12,12,29,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.953243,9,"yes",385,"no",36,NA,"yes","yes",11
"yes","yes","no","yes","no","yes",17,12,28,9.94,"yes",11,"yes","no","yes","no","yes","no",5.840641,9,"yes",344,"no",35,NA,"6","yes",5
"yes","yes","no","yes","no","yes",16,10,25,7,"no",9,"no","yes","no","no","yes","yes",6.33328,8,"yes",563,"no",NA,99,"6","yes",3
"yes","yes","no","yes","no","yes",7,7,29,12,"no",12,"no","yes","no","no","yes","yes",6.137727,3,"no",463,"no",28,NA,"yes","yes",16
"no","yes","no","yes","no","yes",12,12,28,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.336826,9,"yes",565,"no",20,NA,"6","no",10
"yes","yes","no","yes","no","yes",12,9,27,5,"no",9,"no","yes","no","no","yes","yes",6.458338,8,"yes",638,"no",28,NA,"yes","yes",9
"yes","yes","no","yes","no","yes",10,10,30,9.94,"yes",5,"yes","no","yes","no","yes","yes",6.135565,9,"yes",462,"no",29,NA,"yes","no",14
"yes","yes","no","yes","no","yes",13,11,27,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.507277,9,"yes",670,"yes",35,99,"yes","yes",8
"yes","yes","no","yes","no","yes",13,8,24,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.001415,9,"yes",404,"no",26,NA,"6","yes",5
"yes","yes","no","yes","no","yes",17,9,25,11,"no",9,"no","yes","no","no","yes","yes",5.921578,7,"yes",373,"yes",33,116,"5","yes",2
"yes","yes","no","yes","no","yes",12,6,24,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.438079,9,"yes",230,"no",20,NA,"6","yes",6
"yes","yes","no","yes","no","yes",12,12,32,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.324359,9,"yes",558,"no",40,NA,"5","no",14
"yes","yes","no","yes","no","yes",8,8,29,6,"no",7,"no","yes","no","no","yes","yes",5.703783,8,"yes",300,"no",18,NA,"yes","no",15
"yes","yes","no","yes","no","yes",14,14,29,9.94,"yes",12,"yes","no","yes","no","yes","yes",6.816736,4,"no",913,"no",40,NA,"yes","yes",9
"yes","yes","no","yes","no","yes",18,12,27,12,"no",8,"no","yes","no","no","yes","yes",6.324359,5,"no",558,"no",41,98,"yes","yes",3
"yes","yes","no","yes","no","yes",13,13,33,9.94,"yes",12,"yes","no","no","yes","yes","yes",6.270988,4,"no",529,"no",48,114,"yes","yes",14
"yes","yes","no","yes","no","yes",15,8,26,5,"no",7,"no","yes","no","no","yes","yes",5.799093,8,"no",330,"no",45,NA,"6","yes",5
"yes","yes","no","yes","no","yes",9,8,26,13,"no",11,"no","yes","no","no","yes","yes",5.926926,5,"no",375,"no",28,NA,"yes","yes",11
"yes","yes","no","yes","no","yes",13,7,24,13,"no",11,"no","yes","no","no","yes","yes",6.421622,5,"no",615,"no",25,NA,"yes","no",5
"yes","no","no","yes","yes","no",14,11,27,12,"no",12,"no","yes","no","no","yes","yes",6.580639,3,"no",721,"no",34,119,"yes","yes",7
"yes","yes","no","yes","yes","no",16,9,25,12,"no",12,"no","yes","no","no","yes","no",6.270988,3,"no",529,"yes",40,122,"4","yes",3
"yes","yes","no","yes","yes","no",12,12,34,6,"no",12,"no","yes","no","no","yes","yes",6.755769,6,"yes",859,"no",42,77,"yes","no",16
"yes","yes","no","yes","yes","no",14,12,27,16,"no",11,"no","yes","no","no","yes","yes",6.475433,5,"yes",649,"no",35,NA,"yes","yes",7
"yes","yes","no","yes","yes","no",10,8,24,16,"no",11,"no","yes","no","no","yes","yes",5.47227,5,"yes",238,"no",26,NA,"yes","yes",8
"yes","yes","no","yes","yes","no",12,12,34,8,"no",6,"no","yes","no","no","yes","yes",5.616771,8,"yes",275,"no",37,95,"yes","no",16
"yes","yes","no","yes","yes","no",14,9,26,9.94,"yes",13,"yes","no","yes","no","yes","yes",5.783825,4,"yes",325,"no",24,89,"yes","yes",6
"yes","yes","no","yes","yes","no",14,13,29,9.94,"yes",16,"yes","no","yes","no","yes","no",5.877736,4,"yes",357,"no",44,93,"5","yes",9
"yes","yes","no","yes","yes","no",12,8,30,9.94,"yes",10,"yes","no","yes","no","yes","yes",5.953243,9,"yes",385,"no",35,NA,"yes","no",12
"yes","yes","no","yes","yes","no",14,9,24,12,"no",15,"no","yes","no","no","yes","yes",5.899898,2,"no",365,"no",25,116,"yes","yes",4
"yes","yes","no","yes","yes","no",8,8,33,6,"no",4,"no","yes","no","no","yes","yes",6.684612,8,"no",800,"no",30,NA,"yes","no",19
"yes","yes","no","yes","yes","no",12,12,34,5,"no",12,"no","yes","no","no","yes","yes",6.177944,6,"no",482,"no",37,110,"yes","yes",16
"no","yes","no","yes","yes","no",17,13,29,12,"no",8,"no","yes","no","no","yes","yes",6.861712,5,"no",955,"no",39,132,"yes","yes",6
"yes","yes","no","yes","yes","no",17,11,26,7,"no",12,"no","yes","no","no","yes","yes",6.135565,6,"no",462,"no",32,103,"yes","no",3
"yes","no","no","yes","yes","no",16,11,28,2,"no",8,"no","yes","no","no","yes","yes",6.033086,8,"no",417,"no",37,112,"yes","no",6
"yes","yes","no","yes","yes","no",10,9,25,2,"no",8,"no","yes","no","no","yes","yes",5.669881,8,"no",290,"no",23,NA,"yes","no",9
"yes","yes","no","yes","yes","no",12,7,24,12,"no",12,"no","no","no","yes","yes","yes",5.480639,3,"no",240,"no",36,NA,"yes","yes",6
"yes","yes","no","yes","yes","no",12,12,31,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.72022,9,"yes",829,"no",30,NA,"yes","no",13
"yes","yes","no","yes","yes","no",12,9,32,12,"no",12,"no","yes","no","no","yes","yes",5.888878,3,"no",361,"no",42,99,"yes","yes",14
"yes","no","no","yes","yes","no",16,12,28,11,"no",12,"no","yes","no","no","yes","yes",6.393591,6,"no",598,"no",46,138,"yes","yes",6
"yes","yes","no","yes","yes","no",13,9,25,7,"no",10,"no","yes","no","no","yes","yes",6.620073,8,"no",750,"yes",29,93,"yes","yes",6
"yes","yes","no","yes","yes","no",16,10,25,12,"no",11,"no","yes","no","no","yes","yes",5.953243,5,"yes",385,"no",28,88,"6","no",3
"yes","yes","no","yes","yes","no",16,10,28,9.94,"yes",10,"yes","no","yes","no","yes","yes",6.429719,9,"yes",620,"no",26,96,"yes","yes",6
"yes","yes","no","yes","yes","no",13,13,34,14,"no",12,"no","yes","no","no","yes","yes",6.463029,2,"no",641,"no",45,106,"yes","yes",15
"yes","yes","no","yes","yes","no",16,11,26,12,"no",9,"no","yes","no","no","yes","yes",6.148468,5,"yes",468,"no",33,90,"yes","no",4
"yes","yes","no","yes","yes","no",13,9,24,12,"no",9,"no","yes","no","no","yes","yes",5.953243,5,"yes",385,"yes",29,NA,"6","no",5
"yes","yes","no","yes","yes","no",12,10,25,11,"no",12,"no","yes","no","no","yes","yes",6.135565,6,"yes",462,"no",25,93,"yes","no",7
"yes","yes","no","yes","yes","no",12,11,27,14,"no",10,"no","yes","no","no","yes","yes",6.453625,5,"no",635,"no",32,92,"yes","yes",9
"yes","no","no","yes","yes","no",12,10,26,14,"no",10,"no","yes","no","no","yes","no",5.991465,5,"no",400,"no",22,101,"yes","yes",8
"yes","yes","no","yes","yes","no",13,10,27,12,"no",10,"no","yes","no","no","yes","yes",6.633318,5,"no",760,"no",27,100,"yes","yes",8
"yes","yes","no","yes","yes","no",13,12,27,12,"no",10,"no","yes","no","no","yes","yes",6.327937,5,"no",560,"yes",35,91,"yes","yes",8
"yes","yes","no","yes","yes","no",12,12,34,3,"no",10.25,"no","yes","no","no","yes","yes",6.907755,9,"no",1000,"no",48,95,"yes","yes",16
"yes","yes","yes","yes","yes","no",11,10,28,6,"no",6,"no","yes","no","no","yes","yes",6.052089,8,"no",425,"no",24,71,"yes","no",11
"yes","yes","yes","yes","yes","no",12,12,30,9.94,"yes",9,"yes","no","yes","no","yes","yes",6.018593,9,"yes",411,"no",28,89,"yes","no",12
"yes","yes","yes","yes","yes","no",11,8,25,9.94,"yes",3,"yes","no","yes","no","yes","yes",5.187386,9,"no",179,"no",12,67,"yes","yes",8
"yes","yes","yes","yes","yes","no",18,16,32,14,"no",12,"no","yes","no","no","yes","yes",5.926926,2,"no",375,"no",44,96,"yes","no",8
"yes","yes","yes","yes","yes","no",18,13,28,16,"no",12,"no","yes","no","no","yes","yes",7.16858,2,"no",1298,"no",45,127,"6","yes",4
"yes","yes","yes","yes","yes","no",15,13,30,8,"no",14,"no","yes","no","no","yes","no",6.165418,6,"yes",476,"no",40,NA,"yes","yes",9
"yes","yes","yes","yes","yes","no",16,11,27,8,"no",8,"no","yes","no","no","yes","yes",6.652863,8,"no",775,"no",43,114,"6","yes",5
"yes","yes","yes","yes","yes","no",12,11,27,10,"no",10,"no","yes","no","no","yes","yes",6.570883,7,"no",714,"yes",37,112,"yes","yes",9
"yes","yes","yes","yes","yes","no",10,10,28,9.94,"yes",9,"yes","no","yes","no","yes","yes",6.061457,9,"yes",429,"no",34,57,"4","no",12
"yes","yes","yes","yes","yes","no",13,8,24,10,"no",11,"no","no","no","yes","yes","yes",6.075346,7,"yes",435,"no",26,NA,"6","yes",5
"yes","yes","yes","yes","yes","no",13,10,26,9.94,"yes",7,"yes","no","yes","no","yes","yes",6.774224,9,"no",875,"no",30,102,"yes","yes",7
"yes","yes","yes","yes","yes","no",14,14,33,9.94,"yes",11,"yes","no","no","no","yes","yes",6.049734,9,"yes",424,"no",29,103,"5","no",13
"yes","yes","yes","yes","yes","no",12,9,25,9.94,"yes",11,"yes","no","yes","no","yes","yes",5.926926,9,"yes",375,"no",34,NA,"6","no",7
"yes","yes","yes","yes","yes","no",12,9,25,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.192362,9,"yes",489,"no",23,NA,"yes","no",7
"yes","yes","yes","yes","yes","no",15,9,24,12,"no",7,"no","no","no","yes","yes","yes",6.135565,5,"yes",462,"no",30,102,"yes","no",3
"yes","yes","yes","yes","yes","no",12,12,34,8,"no",10.25,"no","yes","no","no","yes","yes",5.828946,9,"yes",340,"no",33,NA,"yes","no",16
"yes","yes","yes","yes","yes","no",12,12,30,9.94,"yes",12,"yes","no","no","yes","yes","yes",6.364751,4,"no",581,"no",45,NA,"yes","no",12
"yes","yes","yes","yes","yes","no",12,12,27,7,"no",12,"no","yes","no","no","yes","yes",6.244167,6,"no",515,"no",34,88,"yes","yes",9
"yes","yes","yes","yes","yes","no",12,10,25,7,"no",12,"no","yes","no","no","yes","yes",6.959399,6,"no",1053,"no",32,88,"yes","yes",7
"yes","yes","yes","yes","yes","no",12,12,30,10,"no",11,"no","yes","no","no","yes","yes",6.163315,7,"yes",475,"no",26,NA,"yes","yes",12
"yes","yes","yes","yes","yes","no",18,17,32,14,"no",9,"no","yes","no","no","yes","yes",7.314553,5,"no",1502,"no",53,132,"yes","yes",8
"yes","yes","yes","yes","yes","no",15,15,33,12,"no",14,"no","yes","no","no","yes","no",6.869014,2,"no",962,"no",45,110,"4","yes",12
"yes","yes","yes","yes","yes","no",15,14,30,14,"no",18,"no","yes","no","no","yes","yes",5.438079,1,"yes",230,"no",32,90,"4","yes",9
"yes","yes","yes","yes","yes","no",18,14,29,14,"no",18,"no","yes","no","no","yes","yes",6.620073,1,"yes",750,"no",28,96,"yes","yes",5
"yes","yes","yes","yes","yes","no",15,10,26,12,"no",12,"no","yes","no","no","yes","yes",5.416101,3,"yes",225,"no",29,83,"yes","no",5
"yes","yes","yes","yes","yes","no",13,10,26,12,"no",10.25,"no","no","no","no","yes","yes",5.802118,5,"yes",331,"no",32,86,"yes","yes",7
"yes","yes","yes","yes","yes","no",11,8,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.983936,9,"yes",397,"no",28,NA,"yes","no",9
"yes","yes","yes","yes","yes","no",10,9,34,10,"no",10.25,"no","yes","no","no","yes","yes",6.620073,9,"no",750,"no",45,94,"yes","yes",18
"yes","yes","yes","yes","yes","no",12,9,25,8,"no",12,"no","yes","no","no","yes","yes",6.109248,6,"no",450,"no",20,86,"yes","yes",7
"yes","yes","yes","yes","yes","no",13,10,25,9,"no",7,"no","yes","no","no","yes","yes",6.76273,8,"yes",865,"no",40,110,"yes","yes",6
"yes","yes","yes","yes","yes","no",8,7,24,9,"no",10,"no","yes","no","no","yes","yes",6.282267,7,"no",535,"no",31,NA,"6","yes",10
"yes","yes","yes","yes","yes","no",16,12,27,12,"no",8,"no","yes","no","no","yes","no",6.74052,5,"no",846,"no",29,114,"yes","yes",5
"yes","yes","yes","yes","yes","no",16,10,26,12,"no",8,"no","yes","no","no","yes","no",6.632002,5,"no",759,"no",39,130,"6","yes",4
"yes","yes","yes","yes","yes","no",16,9,24,12,"no",8,"no","yes","no","no","yes","yes",6.39693,5,"no",600,"no",40,119,"6","yes",2
"yes","yes","yes","yes","yes","no",12,12,34,8,"no",10.25,"no","yes","no","no","yes","yes",6.937314,9,"no",1030,"no",26,94,"yes","yes",16
"yes","yes","yes","yes","yes","no",14,12,32,10,"no",8,"no","yes","no","no","yes","yes",6.775366,8,"no",876,"no",52,125,"yes","yes",12
"yes","yes","yes","yes","yes","no",12,10,32,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.342122,9,"no",568,"no",44,100,"yes","no",14
"yes","yes","yes","yes","yes","no",16,10,25,14,"no",14,"no","yes","no","no","yes","yes",6.278522,1,"no",533,"no",27,108,"6","yes",3
"yes","yes","yes","yes","yes","no",12,8,25,10,"no",8,"no","no","no","yes","yes","yes",6.175867,8,"no",481,"no",38,NA,"yes","yes",7
"yes","yes","yes","yes","yes","no",12,11,28,9.94,"yes",11,"yes","no","yes","no","yes","yes",6.403574,9,"yes",604,"yes",39,83,"yes","yes",10
"yes","yes","yes","yes","yes","no",12,12,27,12,"no",12,"no","no","no","yes","yes","yes",6.487684,3,"no",657,"no",32,86,"yes","yes",9
"yes","yes","yes","yes","yes","no",12,11,31,9.94,"yes",12,"yes","yes","no","no","yes","yes",6.437752,4,"no",625,"no",36,101,"yes","no",13
"yes","yes","yes","yes","yes","no",12,9,29,9.94,"yes",10,"yes","yes","no","no","yes","yes",5.634789,9,"yes",280,"no",16,70,"yes","yes",11
"yes","yes","yes","yes","yes","no",10,10,28,8,"no",7,"no","yes","no","no","yes","yes",6.214608,8,"no",500,"no",27,75,"yes","no",12
"yes","yes","yes","yes","yes","no",12,10,26,8,"no",7,"no","yes","no","no","yes","yes",6.282267,8,"no",535,"yes",24,105,"yes","no",8
"yes","yes","yes","yes","yes","no",10,9,26,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.706862,9,"no",818,"no",28,85,"yes","no",10
"yes","yes","yes","yes","yes","no",10,8,34,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.436151,9,"no",624,"no",33,NA,"yes","no",18
"yes","yes","yes","yes","yes","no",10,10,28,9.94,"yes",9,"yes","no","yes","no","yes","yes",6.403574,9,"no",604,"no",36,89,"yes","no",12
"yes","yes","yes","yes","yes","no",12,10,31,12,"no",12,"no","yes","no","no","yes","no",6.224558,3,"no",505,"no",25,80,"yes","yes",13
"yes","yes","yes","yes","yes","no",12,12,30,12,"no",12,"no","yes","no","no","yes","no",6.620073,3,"no",750,"no",20,72,"yes","no",12
"yes","yes","yes","yes","yes","no",12,12,32,11,"no",8,"no","yes","no","no","yes","no",6.580639,8,"no",721,"no",43,NA,"yes","yes",14
"yes","yes","yes","yes","yes","no",18,17,32,12,"no",12,"no","yes","no","no","yes","no",6.51323,3,"no",674,"no",56,115,"yes","yes",8
"yes","yes","yes","yes","yes","no",16,16,33,17,"no",12,"no","yes","no","no","yes","yes",6.816736,2,"no",913,"no",48,115,"yes","yes",11
"no","yes","yes","yes","yes","no",17,12,30,18,"no",18,"no","yes","no","no","yes","yes",6.778785,1,"yes",879,"yes",40,102,"yes","yes",7
"yes","yes","yes","yes","yes","no",12,10,26,8,"no",13,"no","no","no","yes","yes","yes",6.056784,6,"yes",427,"yes",27,NA,"yes","yes",8
"yes","yes","yes","yes","yes","no",8,6,24,12,"no",12,"no","yes","no","no","yes","yes",6.674562,3,"yes",792,"no",29,NA,"yes","yes",10
"yes","yes","yes","yes","yes","no",14,13,29,10,"no",10,"no","yes","no","no","yes","yes",5.78996,7,"yes",327,"yes",44,99,"4","yes",9
"yes","yes","yes","yes","yes","no",10,10,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.746203,9,"yes",313,"no",39,NA,"5","no",14
"yes","yes","yes","yes","yes","no",16,12,34,14,"no",12,"no","yes","no","no","yes","no",6.666957,2,"yes",786,"no",34,NA,"yes","yes",12
"yes","yes","yes","yes","yes","no",18,17,31,14,"no",12,"no","yes","no","no","yes","no",5.820083,2,"no",337,"no",40,107,"yes","yes",7
"yes","yes","yes","yes","yes","no",10,10,30,9.94,"yes",4,"yes","no","yes","no","yes","yes",5.953243,9,"yes",385,"no",27,66,"6","yes",14
"yes","yes","yes","yes","yes","no",16,12,27,8,"no",8,"no","yes","no","no","yes","yes",6.270988,8,"yes",529,"no",47,108,"5","yes",5
"yes","no","yes","yes","yes","no",10,9,33,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.061457,9,"yes",429,"no",37,NA,"yes","no",17
"yes","no","yes","yes","yes","no",12,12,27,7,"no",7,"no","yes","no","no","yes","no",6.891626,8,"no",984,"no",36,94,"2","no",9
"yes","yes","yes","yes","yes","no",12,12,34,3,"no",8,"no","yes","no","no","yes","yes",6.705639,8,"no",817,"no",27,93,"6","no",16
"yes","yes","yes","yes","yes","no",14,13,32,7,"no",8,"no","yes","no","no","yes","yes",6.613384,8,"yes",745,"no",NA,NA,"yes","no",12
"yes","yes","yes","yes","yes","no",10,6,24,4,"no",0,"no","yes","no","no","yes","yes",5.843544,8,"yes",345,"no",31,NA,"6","yes",8
"yes","yes","yes","yes","yes","no",14,14,34,9.94,"yes",12,"yes","yes","no","no","yes","yes",6.317165,4,"yes",554,"yes",43,NA,"yes","yes",14
"yes","yes","yes","yes","yes","no",13,9,24,6,"no",12,"no","yes","no","no","yes","yes",5.572154,6,"yes",263,"no",28,85,"6","yes",5
"yes","yes","yes","yes","yes","no",18,14,32,16,"no",16,"no","yes","no","no","yes","yes",6.613384,1,"yes",745,"no",40,99,"yes","no",8
"no","yes","yes","yes","yes","no",17,12,29,13,"no",13,"no","yes","no","no","yes","yes",6.511745,1,"yes",673,"no",42,NA,"6","yes",6
"yes","yes","yes","yes","yes","no",17,17,32,14,"no",13,"no","yes","no","no","yes","yes",6.580639,1,"yes",721,"no",36,86,"5","yes",9
"yes","yes","yes","yes","yes","no",13,12,30,9.94,"yes",11,"yes","no","yes","no","yes","yes",6.082219,9,"yes",438,"no",34,NA,"yes","yes",11
"yes","yes","yes","no","no","no",12,11,26,9.94,"yes",12,"yes","no","yes","no","yes","yes",6.300786,4,"yes",545,"no",32,95,"yes","yes",8
"yes","yes","yes","no","no","no",14,9,25,9.94,"yes",12,"yes","no","yes","no","yes","yes",5.521461,4,"yes",250,"no",NA,114,"6","yes",5
"yes","yes","yes","no","no","no",14,11,27,9.94,"yes",11,"yes","no","yes","no","yes","yes",6.436151,9,"yes",624,"no",NA,74,"4","yes",7
"yes","yes","yes","no","no","no",13,12,29,8,"no",10,"no","yes","no","no","yes","yes",5.991465,8,"no",400,"no",36,NA,"6","yes",10
"yes","yes","yes","no","no","no",16,13,29,16,"no",16,"no","yes","no","no","yes","yes",6.357842,1,"no",577,"no",46,128,"yes","yes",7
"yes","yes","yes","no","no","no",16,10,25,18,"no",18,"no","yes","no","no","yes","yes",6.700731,1,"yes",813,"no",37,111,"6","yes",3
"yes","yes","yes","no","no","no",12,12,34,12,"no",11,"no","yes","no","no","yes","yes",6.437752,5,"yes",625,"no",38,101,"4","yes",16
"yes","yes","yes","no","no","no",14,11,26,12,"no",11,"no","yes","no","no","yes","yes",6.184149,5,"yes",485,"no",43,111,"5","yes",6
"yes","yes","yes","no","no","no",16,13,28,10,"no",12,"no","yes","no","no","yes","yes",6.734591,6,"no",841,"no",42,92,"6","yes",6
"yes","yes","yes","no","no","no",16,12,27,10,"no",12,"no","yes","no","no","yes","yes",6.76273,6,"no",865,"no",41,100,"yes","yes",5
"yes","yes","yes","no","no","no",16,11,26,14,"no",12,"no","yes","no","no","yes","yes",5.783825,2,"no",325,"no",48,123,"yes","yes",4
"yes","yes","yes","no","no","no",14,9,26,9,"no",10,"no","yes","no","no","yes","yes",6.167517,7,"yes",477,"no",22,69,"yes","yes",6
"yes","yes","yes","no","no","no",16,9,25,9,"no",10,"no","yes","no","no","yes","yes",5.521461,7,"yes",250,"no",30,79,"yes","yes",3
"yes","yes","yes","no","no","no",12,9,24,10,"no",9,"no","yes","no","no","yes","yes",6.214608,7,"no",500,"no",30,NA,"6","yes",6
"yes","yes","no","no","no","no",13,9,25,8,"no",10,"no","yes","no","no","yes","yes",6.244167,8,"no",515,"yes",31,106,"6","yes",6
"yes","yes","no","no","no","no",18,12,28,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.545177,9,"no",256,"no",27,106,"6","yes",4
"yes","yes","no","no","no","no",13,9,24,9.94,"yes",5,"yes","no","yes","no","yes","yes",6.576469,9,"no",718,"no",40,115,"6","yes",5
"no","yes","no","no","no","no",18,15,30,17,"no",13,"no","yes","no","no","yes","no",6.679599,1,"no",796,"no",42,NA,"yes","yes",6
"yes","yes","no","no","no","no",12,10,25,10,"no",12,"no","yes","no","no","yes","yes",6.620073,6,"no",750,"no",31,108,"yes","no",7
"yes","yes","no","no","no","no",12,8,24,10,"no",11,"no","yes","no","no","yes","yes",6.037871,7,"yes",419,"no",26,NA,"4","no",6
"yes","yes","no","no","no","no",12,9,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.066108,9,"yes",431,"no",22,69,"yes","no",8
"yes","yes","no","no","no","no",12,9,25,9.94,"yes",10.25,"yes","yes","no","no","yes","no",6.052089,9,"yes",425,"no",27,86,"yes","no",7
"yes","yes","no","no","no","no",12,12,31,10,"no",11,"no","yes","no","no","yes","yes",5.393628,7,"yes",220,"no",29,76,"6","yes",13
"yes","yes","no","no","no","no",13,13,29,9,"no",9,"no","yes","no","no","yes","yes",6.529419,7,"yes",685,"yes",40,115,"yes","yes",10
"yes","yes","no","no","no","no",15,15,34,14,"no",12,"no","yes","no","no","yes","yes",6.214608,2,"no",500,"no",44,104,"yes","no",13
"yes","yes","no","no","no","no",16,11,26,10,"no",12,"no","yes","no","no","yes","yes",6.311735,6,"no",551,"no",37,115,"6","no",4
"yes","yes","no","no","no","no",11,9,25,12,"no",12,"no","yes","no","no","yes","yes",6.55108,3,"no",700,"no",26,93,"yes","no",8
"yes","yes","no","yes","yes","no",12,12,32,8,"no",8,"no","yes","no","no","yes","yes",6.561031,8,"no",707,"no",39,91,"yes","yes",14
