"conflict","major","contig","power","maxdem","mindem","years"
0,0,0,0.0161188002675772,-4,-7,16
0,0,0,0.831603229045868,-7,-10,17
0,0,0,0.0773271024227142,10,-4,10
0,0,0,0.68704617023468,-7,-9,8
0,0,0,0.776938915252686,-7,-9,3
0,0,0,0.248855605721474,10,-5,30
0,0,0,0.910797476768494,-8,-9,34
0,0,0,0.518599510192871,5,2,1
0,0,0,0.0635123997926712,0,-5,6
0,0,0,0.356971114873886,10,-1,5
0,0,0,0.138105601072311,10,6,39
0,0,0,0.431457787752151,-6,-7,38
0,0,0,0.363766103982925,10,10,46
0,0,0,0.0714469999074936,-7,-9,14
0,0,0,0.630360782146454,7,-9,9
0,0,0,0.566666722297668,10,-10,10
0,0,0,0.782811522483826,2,-9,38
0,0,0,0.0491591989994049,-6,-7,14
0,0,0,0.0899128019809723,-3,-7,18
0,0,0,0.22333000600338,7,-9,3
0,0,0,0.147397994995117,10,-6,7
0,0,0,0.793319523334503,-7,-9,18
0,0,0,0.831359326839447,10,4,8
0,0,0,0.38028809428215,10,-9,5
0,0,0,0.0694399997591972,10,-1,7
0,0,0,0.809099912643433,10,-8,6
0,0,0,0.0256165005266666,10,-7,8
0,1,1,0.940503180027008,10,10,2
0,0,1,0.377496212720871,10,10,9
0,0,0,0.0737162977457047,10,7,42
0,0,0,0.0128199998289347,10,-8,32
0,0,0,0.819966316223145,10,-9,26
0,0,0,0.798294425010681,10,9,46
0,1,0,0.103949099779129,10,4,12
0,0,0,0.311411499977112,10,-3,11
0,0,0,0.560747623443604,9,-7,25
0,0,0,0.457984000444412,-6,-7,39
0,0,0,0.0259475000202656,10,5,1
0,1,0,0.000680299999658018,10,-7,17
0,0,0,0.0654212981462479,-3,-9,37
0,0,0,0.902887105941772,-7,-7,19
0,0,0,0.293212711811066,10,-7,14
0,0,0,0.147642105817795,10,5,7
0,0,0,0.229885101318359,10,-1,1
0,0,0,0.0889606028795242,-7,-7,14
0,0,0,0.0681113973259926,10,-2,10
0,0,0,0.263898998498917,8,4,24
0,0,1,0.676729619503021,-3,-8,28
0,1,0,0.550704181194305,8,-9,29
0,0,0,0.0294729005545378,5,-3,6
0,0,0,0.436332702636719,9,3,13
0,1,0,0.0926185995340347,10,-7,23
0,0,0,0.0957849025726318,10,-7,27
0,0,0,0.874729990959167,3,2,2
0,0,0,0.830188572406769,10,10,5
0,0,0,0.0478607006371021,9,9,23
0,0,0,0.0204812996089458,8,-8,13
0,0,0,0.0393326990306377,10,-7,6
0,0,0,0.2672199010849,-8,-9,8
0,0,0,0.31453999876976,-2,-7,17
0,0,0,0.56330007314682,4,-3,12
0,1,0,0.0895655006170273,10,-9,4
0,0,0,0.0325335003435612,10,-7,46
0,0,1,0.857468724250793,-5,-9,0
0,0,0,0.581209778785706,-7,-7,10
0,0,0,0.441981703042984,-5,-9,29
0,0,0,0.0105119999498129,9,-7,14
0,0,0,0.234432205557823,-9,-9,20
0,0,0,0.866601884365082,10,-7,12
0,0,0,0.170139297842979,-1,-8,41
0,0,0,0.375296801328659,9,-3,1
0,0,0,0.103644602000713,6,-7,15
0,0,0,0.943396210670471,10,-7,36
0,0,0,0.513325214385986,-4,-10,34
0,0,0,0.351507186889648,9,-4,8
0,1,0,0.0163771007210016,10,-7,46
0,0,0,0.737160086631775,-3,-9,13
0,0,0,0.157878994941711,-8,-9,5
0,0,0,0.502883613109589,10,10,14
0,0,1,0.918047308921814,-3,-7,11
0,0,0,0.756363570690155,4,-7,10
0,0,0,0.147834405303001,3,0,22
0,0,0,0.05190160125494,-2,-5,32
0,1,0,0.0128811998292804,-7,-8,15
0,1,0,0.00229560001753271,-7,-9,4
0,0,0,0.755281686782837,10,-7,34
0,0,0,0.373712509870529,10,5,14
0,0,0,0.273771911859512,0,-7,20
0,0,0,0.14782740175724,-9,-9,30
0,0,0,0.562004327774048,10,-8,8
0,0,0,0.397394090890884,10,-7,14
0,0,0,0.044462401419878,6,-7,26
0,0,0,0.63829779624939,10,9,35
0,0,0,0.216563895344734,6,-7,16
0,0,0,0.860841393470764,-6,-9,9
0,0,0,0.017714099958539,10,8,41
0,0,1,0.71397852897644,-7,-7,1
0,0,0,0.840470016002655,10,-7,18
0,1,0,0.561603486537933,10,-7,22
0,0,0,0.119343303143978,10,-10,23
0,0,0,0.546984612941742,1,-7,11
0,0,0,0.153467401862144,8,-10,39
0,0,0,0.426401913166046,8,-7,16
0,0,0,0.293359786272049,0,-8,3
0,0,0,0.396989196538925,10,9,25
0,0,0,0.948930621147156,10,-7,26
0,0,0,0.132142901420593,7,-9,9
0,0,0,0.382264405488968,8,2,22
0,1,1,0.0750453025102615,-6,-8,16
0,0,0,0.00888529978692532,10,-8,8
0,0,0,0.21869470179081,-4,-9,15
0,0,0,0.224891901016235,10,9,31
0,0,0,0.0512766987085342,-4,-7,25
0,0,0,0.673813223838806,-1,-8,4
0,0,0,0.249376505613327,7,-7,23
0,1,0,0.242958799004555,-3,-7,46
0,0,0,0.00359819992445409,8,-7,4
0,0,0,0.111475296318531,9,-6,19
0,0,0,0.151310905814171,10,-7,25
0,0,0,0.6853147149086,-7,-9,25
0,0,0,0.870712399482727,10,4,12
0,0,0,0.928285777568817,-7,-9,43
0,0,0,0.0194926001131535,8,-7,1
0,0,0,0.628422379493713,7,3,8
0,0,0,0.0888030976057053,-7,-9,11
0,0,0,0.318132787942886,-8,-9,10
0,0,0,0.587608218193054,-3,-5,36
0,0,0,0.0774736031889915,2,-3,7
0,0,0,0.953159809112549,-7,-9,19
0,0,0,0.068623498082161,4,-7,25
0,0,0,0.0769134014844894,10,-5,12
0,0,0,0.422857195138931,10,-7,6
0,0,0,0.0822238996624947,3,-9,18
0,1,0,0.0526951998472214,7,-8,3
0,0,0,0.774999976158142,2,-9,13
0,0,0,0.0358550995588303,10,0,26
0,0,0,0.712284028530121,8,1,1
0,0,1,0.769466280937195,-7,-7,14
0,0,0,0.493593603372574,10,-5,34
0,0,0,0.1670873016119,8,5,18
0,0,0,0.422927498817444,10,-7,26
0,0,0,0.150047495961189,9,-7,7
0,0,0,0.162466302514076,-5,-7,23
0,0,1,0.520558595657349,-10,-10,10
0,0,0,0.273398995399475,-1,-7,10
0,0,0,0.916226387023926,-7,-7,22
0,0,0,0.11968719959259,-7,-7,7
0,0,0,0.811538517475128,9,-6,25
0,0,0,0.25845530629158,10,-10,19
0,0,0,0.442270010709763,5,-6,15
0,0,0,0.0452088005840778,9,-7,6
0,0,0,0.0822616964578629,7,-7,1
0,0,0,0.765167713165283,-2,-7,26
0,0,0,0.109026901423931,-7,-7,7
0,0,0,0.0867369994521141,-7,-7,3
0,1,0,0.647459328174591,10,-7,4
0,0,0,0.178107604384422,10,-8,22
0,0,0,0.145141705870628,-7,-8,34
0,0,0,0.283445805311203,-4,-9,33
0,0,0,0.153718397021294,1,-7,8
0,0,0,0.783440172672272,10,-7,43
0,0,0,0.554101288318634,10,-5,24
0,1,0,0.0033400000538677,10,-9,4
0,0,0,0.154362395405769,-7,-7,12
0,0,0,0.4935222864151,10,10,7
0,0,0,0.148760303854942,10,-7,26
0,0,0,0.0128699997439981,10,10,26
0,0,0,0.350997596979141,-5,-5,22
0,0,0,0.538687586784363,-9,-9,8
0,0,1,0.417209893465042,10,9,46
0,0,0,0.436996012926102,7,-7,18
0,0,0,0.170588299632072,10,6,13
0,0,0,0.350899904966354,10,-5,2
0,0,0,0.515347421169281,8,-1,27
0,0,0,0.83114367723465,-1,-7,11
0,0,0,0.0389663986861706,-7,-9,2
0,0,0,0.00712120020762086,10,4,3
0,0,0,0.235294103622437,10,-5,3
0,0,0,0.637299299240112,10,-2,37
0,0,0,0.301447212696075,-7,-9,13
0,0,0,0.670326828956604,10,-9,27
0,0,0,0.024796599522233,1,-7,23
0,0,0,0.120422102510929,10,-9,22
0,0,0,0.837277889251709,-7,-7,14
0,1,0,0.0165803004056215,10,10,10
0,0,0,0.0654970034956932,-7,-9,21
0,0,0,0.154625102877617,8,-7,14
0,0,0,0.368586391210556,-7,-9,10
0,0,0,0.896727979183197,9,-7,20
0,0,0,0.184583902359009,-4,-9,4
0,0,0,0.0757400020956993,-7,-8,6
0,0,0,0.186235696077347,2,-8,35
0,0,0,0.455009609460831,10,-7,40
0,0,0,0.276676893234253,10,8,38
0,0,0,0.829505681991577,10,-7,16
0,0,0,0.767151772975922,-6,-7,13
0,0,0,0.469419807195663,10,-7,30
0,0,0,0.0221858993172646,10,10,7
0,0,0,0.145202502608299,-7,-7,12
0,0,0,0.819982826709747,-5,-9,5
0,0,0,0.361423313617706,10,4,13
0,0,0,0.387118190526962,-9,-9,11
0,0,0,0.0120473001152277,10,-6,19
0,0,0,0.0146271996200085,10,-9,16
0,0,0,0.23707090318203,10,-7,8
0,0,0,0.959027409553528,-5,-9,32
0,0,0,0.143376603722572,10,-9,2
0,0,0,0.0141955995932221,10,-7,11
0,0,0,0.505494475364685,10,-9,8
0,1,1,0.153977200388908,10,8,38
0,1,0,0.0551224984228611,8,3,3
0,0,0,0.0274941008538008,1,-7,14
0,0,0,0.665534913539886,10,-7,20
0,0,0,0.737793803215027,0,-5,0
0,0,0,0.818739116191864,7,-7,9
0,0,0,0.121430799365044,8,-9,21
0,0,0,0.0175585001707077,9,-6,5
0,0,0,0.86068069934845,-7,-7,32
0,0,0,0.0186346005648375,9,-8,3
0,0,0,0.820809185504913,10,-2,17
0,1,0,0.0244286004453897,10,10,38
0,0,0,0.0515523999929428,10,5,13
0,1,0,0.0185857005417347,10,10,14
0,1,0,0.100320301949978,10,-8,36
0,0,0,0.216718301177025,-5,-6,6
0,0,0,0.0559764988720417,10,-7,26
0,0,0,0.133261606097221,9,-3,20
0,0,0,0.116809099912643,10,-6,9
0,0,0,0.0713884979486465,-7,-7,14
0,0,1,0.94566810131073,-6,-7,22
0,0,0,0.258643299341202,9,-7,9
0,0,0,0.00652919989079237,10,-9,1
0,0,0,0.033143799751997,10,-1,20
0,0,0,0.694498181343079,-7,-8,3
0,0,0,0.761813580989838,10,-7,9
0,1,0,0.0203779004514217,8,-7,25
0,0,0,0.474999994039536,-6,-7,3
0,0,0,0.20851269364357,9,-9,11
0,0,0,0.149105399847031,10,-9,8
0,0,0,0.123937800526619,10,-7,10
0,0,0,0.542604625225067,10,-9,9
0,0,0,0.32015061378479,5,-9,7
0,0,0,0.934733271598816,10,-7,31
0,0,0,0.952381014823914,-7,-9,12
0,0,0,0.524844825267792,10,-6,31
0,0,0,0.140730693936348,-6,-7,24
0,0,0,0.461501985788345,9,-6,28
0,0,0,0.485224604606628,-6,-9,1
0,1,0,0.0090455999597907,-7,-7,42
0,0,0,0.145112603902817,10,-9,16
0,0,0,0.573432683944702,10,7,38
0,0,0,0.0806704983115196,10,-7,2
0,0,0,0.342058897018433,10,-7,28
0,0,0,0.70243912935257,-7,-7,23
0,0,0,0.702702820301056,10,-9,8
0,0,0,0.38182270526886,-7,-8,26
0,0,0,0.526970982551575,-7,-9,8
0,0,0,0.49722158908844,6,-7,25
0,0,0,0.552171289920807,10,-7,23
0,0,0,0.423521310091019,4,-7,3
0,0,0,0.992236018180847,10,-9,12
0,0,0,0.123879797756672,9,-8,22
0,0,0,0.196134597063065,7,-7,29
0,0,1,0.20315970480442,10,10,4
0,0,0,0.297389298677444,-6,-10,21
0,1,0,0.0240033995360136,10,-7,22
0,0,0,0.858439207077026,6,-7,27
0,0,0,0.617215394973755,10,-2,36
0,0,0,0.53619909286499,10,-7,7
0,0,0,0.0888103991746902,-7,-7,26
0,0,0,0.553467810153961,10,1,5
0,0,0,0.268725007772446,-7,-9,22
0,0,0,0.12262149900198,8,-9,4
0,0,0,0.0549145005643368,8,-3,17
0,0,0,0.519810974597931,-7,-7,21
0,0,0,0.748495817184448,-6,-7,5
0,0,0,0.35432231426239,-2,-7,26
0,0,0,0.89723801612854,-4,-7,8
0,0,0,0.863045871257782,10,-4,40
0,0,0,0.0289175994694233,-7,-9,6
0,0,0,0.0143093001097441,10,-6,9
0,1,0,0.00277390005066991,9,6,31
0,0,0,0.910848498344421,-9,-9,10
0,0,0,0.0761495977640152,-7,-7,29
0,0,0,0.89049917459488,-6,-10,15
0,0,0,0.307692289352417,10,8,6
0,0,0,0.134486302733421,3,-3,15
0,0,0,0.340611308813095,10,10,2
0,0,0,0.0238681994378567,10,-8,7
0,0,0,0.0192511007189751,10,-7,28
0,0,0,0.0794731006026268,10,-7,21
0,0,0,0.00846089981496334,10,-3,12
0,0,0,0.266375511884689,-7,-7,15
0,0,0,0.264357298612595,-7,-10,17
0,0,0,0.0157698001712561,-7,-10,2
0,1,0,0.00311539997346699,10,-6,2
0,0,0,0.908899128437042,-5,-6,6
0,0,0,0.0224143005907536,7,-6,16
0,0,0,0.98346757888794,-2,-7,20
0,0,0,0.429187387228012,10,-8,15
0,0,0,0.0902784988284111,-7,-9,21
0,0,0,0.308080792427063,-7,-8,15
0,0,0,0.00934220012277365,10,-8,20
0,0,0,0.280141800642014,-6,-7,26
0,0,0,0.071476697921753,-7,-7,17
0,0,0,0.0689876973628998,-8,-8,14
0,0,0,0.0853461995720863,-6,-7,31
0,0,0,0.906666576862335,-7,-8,29
0,0,0,0.139424800872803,-7,-10,16
0,0,1,0.0477077998220921,-7,-7,2
0,0,0,0.388764292001724,10,8,45
0,0,0,0.210757106542587,5,-10,35
0,0,0,0.56953638792038,-7,-10,27
0,0,0,0.194888696074486,10,10,3
0,0,0,0.63502448797226,-7,-9,31
0,0,0,0.552320122718811,-7,-9,29
0,1,1,0.0373211987316608,-2,-6,31
0,0,0,0.82949298620224,-7,-8,26
0,0,0,0.719743311405182,7,-7,27
0,0,0,0.99499797821045,10,-7,17
0,0,0,0.915942072868347,10,10,13
0,0,1,0.977133393287659,10,-7,1
0,0,0,0.0307144001126289,-7,-7,7
0,0,0,0.0140239000320435,10,-10,13
0,0,0,0.0757284015417099,9,1,35
0,0,0,0.0340669006109238,9,-7,17
0,0,0,0.114285700023174,10,-7,10
0,1,0,0.909298419952393,10,9,7
0,0,0,0.799131274223328,8,-7,42
0,0,0,0.098613902926445,10,2,13
0,0,1,0.0342078991234303,9,-7,9
0,0,0,0.0624669007956982,3,-7,28
0,0,0,0.094548799097538,10,-9,24
0,0,0,0.0450895987451077,10,-7,10
0,0,0,0.113544300198555,10,-7,35
0,0,0,0.0395868010818958,9,2,3
0,0,0,0.424986392259598,10,9,19
0,0,0,0.0342001989483833,10,1,22
0,0,0,0.91787451505661,7,-9,5
0,0,0,0.0246546007692814,9,-7,3
0,1,0,0.170432895421982,-7,-8,17
0,0,0,0.112069003283978,-7,-10,15
0,1,0,0.086869202554226,10,-9,15
0,0,0,0.291666597127914,-7,-7,25
0,0,0,0.367346912622452,10,-7,9
0,0,0,0.0969567000865936,0,-10,25
0,0,0,0.742924571037292,-8,-9,13
0,0,0,0.640506327152252,5,-10,11
0,0,0,0.623461186885834,3,0,3
0,0,0,0.367088705301285,8,8,46
0,1,0,0.0088159004226327,8,0,12
0,0,0,0.184234499931335,-7,-9,10
0,0,0,0.0775604993104935,-2,-8,15
0,1,0,0.294688314199448,10,9,1
0,0,0,0.0201405994594097,9,-2,32
0,0,0,0.761254489421844,10,4,6
0,0,0,0.174872606992722,10,4,43
0,0,0,0.255710691213608,10,-7,28
0,0,0,0.403688490390778,10,-7,25
0,0,0,0.208142995834351,10,-7,16
0,0,0,0.559121608734131,10,8,5
0,1,0,0.139895007014275,-6,-8,25
0,0,0,0.8113933801651,10,3,21
0,0,0,0.427837699651718,-7,-9,25
0,0,0,0.460732907056808,-1,-7,11
0,0,0,0.0261585004627705,-7,-10,8
0,0,0,0.102583803236485,2,-7,22
0,0,0,0.668197810649872,8,8,41
0,0,0,0.24754910171032,-8,-9,3
0,0,0,0.0164948999881744,1,-9,23
0,0,0,0.0562420003116131,10,4,12
0,0,0,0.137188106775284,-1,-5,19
0,0,0,0.011773300357163,-3,-10,23
0,1,0,0.000559200008865446,9,-7,19
0,0,0,0.0860031992197037,10,-8,40
0,0,0,0.391269207000732,-7,-9,25
0,0,0,0.625275313854218,-7,-9,15
0,0,0,0.920715987682343,-7,-7,24
0,0,0,0.016423299908638,10,-8,15
0,0,0,0.625,-7,-9,11
0,0,0,0.133058294653893,-7,-7,11
0,0,0,0.482818007469177,10,-3,34
0,0,0,0.355555504560471,-7,-9,20
0,0,0,0.29583141207695,10,-1,10
0,0,0,0.111172199249268,-7,-7,22
0,0,0,0.488000005483627,10,9,9
0,0,0,0.157407402992249,9,6,19
0,0,0,0.751155078411102,6,-10,19
0,0,0,0.673170685768127,-8,-8,14
0,0,0,0.64655351638794,9,-7,29
0,0,0,0.210667297244072,10,-7,38
0,1,0,0.039461899548769,10,-9,26
0,0,0,0.112748302519321,8,7,42
0,0,0,0.109988801181316,7,-7,5
0,0,0,0.367346912622452,-8,-10,5
0,0,0,0.486157894134521,-7,-7,24
0,0,0,0.788848280906677,-5,-7,26
0,0,0,0.749731421470642,7,-7,19
0,1,0,0.0148115996271372,10,-5,0
0,1,0,0.0586591996252537,10,-7,31
0,0,0,0.573152303695679,2,-7,6
0,1,0,0.203713297843933,-7,-8,9
0,0,0,0.99522042274475,9,6,44
0,0,0,0.849267780780792,10,-9,16
0,0,0,0.377709001302719,9,-6,11
0,0,0,0.139292195439339,8,-9,3
0,0,0,0.305028587579727,8,-7,1
0,0,0,0.915559828281403,10,4,30
0,0,0,0.247252702713013,-4,-8,2
0,0,0,0.00820150040090084,10,-9,14
0,0,0,0.331950187683105,9,-7,5
0,0,0,0.619631886482239,-7,-7,17
0,1,0,0.24612620472908,10,-8,40
0,0,0,0.0888708978891373,-7,-9,4
0,0,0,0.661716222763062,-7,-7,17
0,0,0,0.92857152223587,-7,-7,14
0,0,0,0.345578789710999,10,9,37
0,0,0,0.560498178005219,10,-9,25
0,0,0,0.218730196356773,0,-5,31
0,0,1,0.349664092063904,-7,-10,18
0,1,0,0.0389208011329174,10,-7,31
0,0,0,0.210218995809555,9,-8,9
0,0,0,0.334012299776077,-6,-9,16
0,0,0,0.705445528030396,-3,-9,2
0,1,0,0.0243269000202417,10,-9,1
0,0,0,0.9482883810997,10,0,3
0,0,0,0.0125185996294022,10,-6,5
0,0,0,0.158620700240135,10,9,20
0,0,0,0.0255137998610735,9,-7,9
0,0,0,0.0592679008841515,-7,-9,1
0,0,0,0.188481703400612,-7,-8,22
0,0,0,0.280405402183533,-2,-9,13
0,0,0,0.82732081413269,10,7,14
0,0,0,0.978622317314148,-7,-8,5
0,0,0,0.509871184825897,-2,-7,8
0,0,0,0.46653538942337,-8,-9,24
0,0,0,0.117926098406315,10,-7,27
0,1,0,0.00950769986957312,-2,-9,2
0,1,0,0.00515310000628233,10,-10,3
0,0,0,0.114522002637386,4,-7,42
0,0,0,0.380229592323303,-6,-9,14
0,0,0,0.573906183242798,10,-7,34
0,0,0,0.439975589513779,10,-1,31
0,0,0,0.211034804582596,-9,-9,9
0,0,0,0.91383808851242,-3,-9,1
0,0,0,0.588235318660736,-7,-7,7
0,0,0,0.787052810192108,-7,-9,20
0,1,0,0.120854601264,10,-7,14
0,0,0,0.876404523849487,8,-7,19
0,0,0,0.835287570953369,1,-10,12
0,1,0,0.00345800002105534,10,-4,15
0,0,0,0.605177998542786,5,-3,14
0,0,0,0.548721671104431,2,1,1
0,0,0,0.391709595918655,10,-6,0
0,0,0,0.79110437631607,5,-7,1
0,0,0,0.549985885620117,10,-8,9
0,1,0,0.00569570017978549,-7,-8,13
0,0,0,0.614664614200592,6,-7,8
0,0,0,0.849477589130402,-7,-8,35
0,0,0,0.130237504839897,1,-5,28
0,1,0,0.00128690002020448,10,-9,19
0,0,0,0.566666722297668,9,-8,13
0,0,0,0.0854789987206459,2,-7,25
0,0,0,0.795241117477417,10,-6,16
0,0,0,0.673392176628113,9,-8,25
0,0,0,0.135061398148537,5,-7,3
0,0,0,0.368955612182617,-7,-9,13
0,0,0,0.118574403226376,3,-8,28
0,0,0,0.546448111534119,8,-6,19
0,0,0,0.151322394609451,10,-2,44
0,0,0,0.0875717028975487,-7,-7,2
0,0,0,0.0269830003380775,9,-7,3
0,0,1,0.0644405037164688,9,7,40
0,1,0,0.113063499331474,8,8,1
0,0,0,0.176059603691101,10,-5,2
0,0,0,0.764927685260773,10,2,0
0,0,0,0.281890392303467,2,-6,17
0,0,0,0.154929503798485,10,2,1
0,0,0,0.203483700752258,-7,-9,6
0,0,0,0.627272725105286,-5,-7,23
0,0,0,0.952523112297058,10,-9,23
0,0,0,0.0256622992455959,1,-7,16
0,0,0,0.0726255998015404,-5,-7,20
0,0,0,0.153485804796219,10,10,9
0,0,0,0.258233904838562,10,-5,36
0,0,0,0.608887314796448,9,-9,30
0,0,0,0.287937790155411,7,-9,6
0,1,0,0.0509922988712788,5,0,3
0,0,0,0.363157898187637,-8,-9,13
0,1,0,0.015939200296998,10,8,7
0,0,0,0.0456859990954399,10,8,15
0,1,0,0.0339872986078262,8,-7,29
0,0,0,0.395147293806076,8,-7,29
0,0,0,0.277133792638779,8,-5,43
0,0,0,0.155799701809883,9,-1,4
0,0,0,0.702568292617798,-5,-8,15
0,0,0,0.466737002134323,-7,-7,16
0,0,0,0.566712498664856,3,-9,6
0,0,1,0.81332802772522,-7,-7,5
0,0,0,0.213592201471329,10,-8,29
0,0,0,0.0781512036919594,-7,-9,4
0,0,0,0.82225501537323,-5,-9,7
0,0,0,0.945454478263855,-4,-7,1
0,0,0,0.291228085756302,-7,-9,12
0,0,0,0.591953992843628,-7,-9,30
0,0,0,0.446127414703369,-7,-9,21
0,0,0,0.188067406415939,10,-2,24
0,0,0,0.196001499891281,-5,-7,32
0,0,0,0.9761443734169,5,-9,22
0,0,0,0.263425707817078,-7,-9,24
0,0,0,0.255598992109299,10,2,14
0,1,0,0.117964498698711,10,-6,17
0,0,0,0.00232239998877048,10,1,3
0,0,0,0.0456518009305,10,-7,12
0,0,0,0.749395072460175,10,-9,34
0,0,0,0.113998301327229,9,8,16
0,0,0,0.0674692019820213,-9,-9,7
0,0,0,0.0877396985888481,-7,-10,26
0,1,0,0.0564998015761375,10,-10,2
0,0,0,0.0540287010371685,10,-7,35
0,0,0,0.0451796986162663,10,-9,20
0,0,0,0.70658677816391,10,-9,12
0,0,0,0.790208280086517,10,6,18
0,0,0,0.895430982112885,3,2,3
0,0,0,0.36501869559288,10,9,13
0,0,0,0.61290317773819,-7,-7,29
0,0,0,0.111014701426029,4,-6,20
0,0,0,0.0446996986865997,10,-7,2
0,0,0,0.0485929995775223,-6,-7,5
0,0,0,0.786567270755768,-7,-9,15
0,0,0,0.195844292640686,10,6,40
0,0,1,0.115942001342773,7,-7,26
0,0,0,0.96211189031601,-4,-7,9
0,0,0,0.20905140042305,-7,-10,21
0,0,0,0.310939311981201,10,2,25
0,0,0,0.357275694608688,10,9,19
0,0,0,0.714985370635986,10,-10,29
0,0,0,0.0427993983030319,10,10,25
0,0,0,0.0935174971818924,10,10,13
0,0,0,0.141485199332237,10,-8,6
0,0,0,0.148589596152306,-4,-7,21
0,0,0,0.389170289039612,2,-9,43
0,0,0,0.492753595113754,-7,-9,8
0,0,1,0.30288890004158,8,-9,25
0,0,0,0.0923876017332077,8,-8,17
0,0,1,0.909333288669586,-8,-9,6
0,0,0,0.441249698400497,-1,-7,6
0,0,0,0.27969691157341,-7,-8,36
0,0,0,0.117841497063637,-7,-8,15
0,0,0,0.128600105643272,10,-7,22
0,0,0,0.0604993999004364,10,-7,25
0,0,0,0.23101019859314,10,-10,15
0,1,0,0.00269820005632937,10,5,22
0,0,0,0.75388377904892,10,-5,14
0,0,0,0.370872110128403,-6,-8,16
0,0,0,0.265530794858932,-7,-9,26
0,0,0,0.145238995552063,-7,-7,30
0,0,0,0.104918800294399,10,-7,9
0,0,0,0.589519619941711,-7,-7,30
0,1,0,0.131444200873375,10,-7,18
0,0,0,0.245905503630638,7,-7,31
0,0,0,0.752021610736847,-6,-9,9
0,0,0,0.52117258310318,4,-7,9
0,0,0,0.379783898591995,10,-10,7
0,0,0,0.151746705174446,10,-7,10
0,0,0,0.010457499884069,-7,-7,17
0,0,0,0.283093094825745,2,-9,0
0,0,0,0.235224202275276,10,1,36
0,0,0,0.909896612167358,-7,-9,10
0,0,0,0.997570872306824,-7,-8,23
0,0,0,0.0782312974333763,10,10,15
0,0,0,0.694697976112366,10,9,32
0,1,1,0.101653903722763,-7,-8,10
0,0,0,0.116447001695633,7,-9,21
0,0,0,0.00328029994852841,10,1,2
0,0,0,0.0772676020860672,10,-9,11
0,0,0,0.671968221664429,10,4,45
0,0,0,0.208333402872086,8,-7,38
0,0,0,0.713364005088806,10,-9,33
0,0,0,0.787878811359406,-7,-8,7
0,0,0,0.0361077003180981,9,-7,11
0,0,0,0.226987794041634,10,8,21
0,0,0,0.875746011734009,10,-7,29
0,1,0,0.00226549990475178,10,2,1
0,0,0,0.283948302268982,-1,-7,20
0,0,0,0.70781022310257,-7,-8,12
0,0,0,0.236995697021484,10,-9,7
0,0,0,0.118657097220421,-2,-3,37
0,0,0,0.946608901023865,9,-9,21
0,0,0,0.0947593003511429,10,1,34
0,0,0,0.546052694320679,-7,-7,16
0,0,0,0.545882284641266,-7,-9,9
0,0,0,0.659949719905853,10,8,0
0,1,0,0.0109673999249935,10,-9,1
0,0,0,0.995863616466522,10,-7,9
0,0,0,0.546139419078827,10,-8,29
0,0,0,0.409696906805038,7,4,8
0,0,0,0.220029801130295,-3,-5,2
0,0,0,0.115455903112888,10,-8,29
0,0,1,0.528026700019836,10,10,28
0,0,0,0.863946378231049,4,-5,34
0,0,0,0.0665735974907875,3,0,18
0,0,0,0.380042403936386,10,6,1
0,0,0,0.959999978542328,-1,-7,7
0,0,0,0.598261713981628,10,-7,22
0,0,0,0.0455032996833324,-1,-7,31
0,0,0,0.254839897155762,-1,-10,15
0,0,0,0.0340918004512787,-1,-5,13
0,1,0,0.0364403016865253,10,6,38
0,0,0,0.00714100012555718,-4,-9,1
0,0,0,0.742950201034546,-5,-7,16
0,0,0,0.0885422974824905,-5,-8,35
0,0,1,0.994764387607574,10,-3,2
0,0,0,0.187545299530029,-7,-7,21
0,1,1,0.0780560001730919,10,8,43
0,0,0,0.0304632000625134,10,7,34
0,0,0,0.79343467950821,10,-10,12
0,0,0,0.0531943999230862,8,-6,1
0,0,0,0.0516321994364262,10,-10,22
0,0,0,0.166648402810097,10,-9,7
0,0,0,0.885873675346375,8,7,38
0,0,0,0.67555558681488,10,-7,28
0,0,0,0.105056896805763,10,-8,27
0,0,0,0.031020499765873,10,-7,22
0,0,0,0.87924611568451,6,-9,11
0,0,0,0.535433113574982,10,-9,19
0,0,0,0.749870896339417,8,-7,32
0,0,0,0.507936477661133,-7,-7,24
0,0,0,0.7100270986557,10,-8,33
0,0,0,0.255296587944031,10,-7,17
0,0,0,0.836629390716553,8,-8,40
0,0,0,0.602966904640198,10,-8,23
0,1,0,0.333955585956573,10,-7,3
0,0,0,0.303088486194611,-7,-8,15
0,0,0,0.890475511550903,10,-7,7
0,0,0,0.280619710683823,7,-9,40
0,0,0,0.097307302057743,8,2,44
0,0,0,0.0203809998929501,10,-6,16
0,0,0,0.39245280623436,10,-10,16
0,0,0,0.807511687278748,-7,-9,18
0,0,1,0.344895601272583,10,-9,27
0,0,0,0.7578125,-6,-9,16
0,0,1,0.875709414482117,-5,-7,31
0,0,0,0.474093794822693,-7,-9,18
0,0,0,0.0499009005725384,-6,-8,40
0,0,0,0.0910426005721092,10,2,9
0,0,0,0.736321270465851,10,7,0
0,0,0,0.567827105522156,10,-6,5
0,0,0,0.0244516003876925,-8,-9,14
0,0,0,0.58570271730423,5,-10,17
0,0,0,0.548855304718018,3,2,20
0,0,0,0.169835194945335,8,-3,0
0,0,0,0.328090012073517,10,-1,33
